190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5664, performance = 138.29)
betasubunit bep. mbv. ria hcg -> cholesterol hdl (frequency = 1, performance = 1.00)
betasubunit bep. mbv. ria hcg -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
bicarbonate -> bilirubin -conjugated (frequency = 1, performance = 1.00)
bicarbonate -> cephalin time - coagulation (frequency = 1, performance = 1.00)
bicarbonate -> chloride - rush (frequency = 1, performance = 1.00)
bicarbonate -> counting platelets - urgent (frequency = 1, performance = 1.00)
bicarbonate -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
bicarbonate -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
bicarbonate -> ct a. pulmonalis (frequency = 1, performance = 1.00)
bilirubin - total -> blood clotting factor v - quantitative - (frequency = 1, performance = 1.00)
bilirubin - total -> ca 15.3 - tumor marker meia (frequency = 1, performance = 1.00)
bilirubin - total -> calcium - rush (frequency = 1, performance = 1.00)
bilirubin - total -> crp c-reactive protein (frequency = 1, performance = 1.00)
bilirubin - total -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
bilirubin -conjuZgated -> ct abdomken (frequency = 1, performance = 1123196.00)
bilirubin -conjugated -> blood clotting factor ix - coagulation (frequency = 1, performance = 1.00)
bilirubin -conjugated -> blood clotting factor v - quantitative - (frequency = 1, performance = 1.00)
bilirubin -conjugated -> ca-19.9 tumor marker (frequency = 1, performance = 1.00)
bilirubin -conjugated -> clostridium elisa-test (frequency = 1, performance = 1.00)
bilirubin -conjugated -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
bilirubin -conjugated -> creatinine - spoed (frequency = 1, performance = 1.00)
bilirubin -conjugated -> cytological examination - ascites - (frequency = 1, performance = 1.00)
bilirubin quantitative total or direct -> bladder - catheter and demeure - inbre (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> bladder - bladder wash-out (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> bladder - suprapubic catheter incl (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> calcium - rush (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> cervix      - conisatie (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> coupe available for inspection (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> crp c-reactive protein - rush (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> ct abdomen (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> cytological examination - vagina - (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> simulator - use megavol before starting (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> vagina - examination under anesthesia (frequency = 1, performance = 1.00)
bladder - anterior and posterior exent -> calcium (frequency = 1, performance = 1.00)
bladder - anterior and posterior exent -> calcium - rush (frequency = 1, performance = 1.00)
bladder - bladder wash-out -> cytological examination - urinary renal cyst (frequency = 1, performance = 1.00)
bladder - catheter and demeure - inbre -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
bladder - cystoscopy -> cytological examination - ascites - (frequency = 1, performance = 1.00)
bladder - cystoscopy -> cytological examination - lymph node punctures (frequency = 1, performance = 1.00)
bladder - cystoscopy -> cytological examination - miscellaneous - (frequency = 1, performance = 1.00)
bladder - cystoscopy with biopsy -> creatinine (frequency = 1, performance = 1.00)
bladder - suprapubic catheter incl -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
bljood group abo and rhesus factor -> Order tariff (frequency = 1, performance = 8.00)
blood clotting factor ix - coagulation -> blood clotting factor xi - activity (frequency = 1, performance = 1.00)
blood clotting factor xi - activity -> blood clotting factor xii - activity (frequency = 1, performance = 1.00)
blood clotting factor xii - activity -> calcium (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> ca-19.9 tumor marker (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> chloride (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> clinical card - obstetrics and gynaeco (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> clostridium elisa-test (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> coupe available for inspection (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> creatinine - spoed (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> crp c-reactive protein - rush (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> fsh enzym-immunologisch (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> interc.consult clinical radiotherapy (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> knee - m-z lower leg (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> mri abdomen (frequency = 1, performance = 1.00)
blood group antigens other than abo-rhesu -> calcium - rush (frequency = 1, performance = 1.00)
blood group definition other than abo per bloodg -> born antibodies against erys - dir. coomb (frequency = 1, performance = 1.00)
blood group definition other than abo per bloodg -> calcium (frequency = 1, performance = 1.00)
blood group determination other than abo kidd -> born antibodies against erys - dir. coomb (frequency = 1, performance = 1.00)
born antibodies against erys - dir. coomb -> ca-125 mbv half (frequency = 1, performance = 1.00)
born antibodies against erys - dir. coomb -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
born antibodies against erys - dir.coombs -> ca-125 mbv half (frequency = 1, performance = 1.00)
brachytherapie - interstitieel - intensi -> clinical rate (frequency = 1, performance = 1.00)
brain natriuretic peptide -bnp- mbv immu -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
bronchus - bronch.toilet by nursing- -> ct brain (frequency = 1, performance = 1.00)
buffy coat -> cytological examination - liquor cerebrosp (frequency = 1, performance = 1.00)
buffy coat -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
buik - stag.laparotom.-omentect.- -> ca-125 mbv half (frequency = 1, performance = 1.00)
ca 15.3 - tumor marker meia -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
ca-125 mbv half -> cholesterol hdl (frequency = 1, performance = 1.00)
ca-125 mbv half -> clostridium elisa-test (frequency = 1, performance = 1.00)
ca-125 mbv half -> creatine phosphokinase mb - speed (frequency = 1, performance = 1.00)
ca-125 mbv half -> creatinine - spoed (frequency = 1, performance = 1.00)
ca-125 mbv half -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
ca-125 mbv half -> dhea sulphate with extraction using ria (frequency = 1, performance = 1.00)
ca-125 mbv half -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
ca-19.9 tumor marker -> creatinine (frequency = 1, performance = 1.00)
calciudm -> creqtinine (frequency = 1, performance = 259200.00)
calcium -> clinical rate (frequency = 1, performance = 1.00)
calcium -> colon inflow (frequency = 1, performance = 1.00)
calcium -> complement deficiency in absence h.a (frequency = 1, performance = 1.00)
calcium -> complementcomponent c3 kwn. (frequency = 1, performance = 1.00)
calcium -> creatine phosphokinase mb - speed (frequency = 1, performance = 1.00)
calcium -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
calcium -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
calcium -> glucose (frequency = 1, performance = 1.00)
calcium - rush -> cde phenotyping (frequency = 1, performance = 1.00)
calcium - rush -> cervix      - lisexcisie portio - diathe (frequency = 1, performance = 1.00)
calcium - rush -> cholesterol hdl (frequency = 1, performance = 1.00)
calcium - rush -> clostridium elisa-test (frequency = 1, performance = 1.00)
calcium - rush -> creatinine (frequency = 1, performance = 1.00)
calcium - rush -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
calcium - rush -> differential count automatically (frequency = 1, performance = 1.00)
calium -> days of rest - al spec.beh.kinderg.-reval. (frequency = 1, performance = 4406402.00)
cbr -coxsackie-b-900-virus -> cea - tumormarker mbv meia (frequency = 1, performance = 1.00)
cbr -coxsackie-b-900-virus -> cephalin time - coagulation (frequency = 1, performance = 1.00)
cde phenotyping -> cervix      - conisatie (frequency = 1, performance = 1.00)
cde phenotyping -> changing nephrostomy drain (frequency = 1, performance = 1.00)
cde phenotyping -> chloride (frequency = 1, performance = 1.00)
cde phenotyping -> creatinine - spoed (frequency = 1, performance = 1.00)
cde phenotyping -> crp c-reactive protein (frequency = 1, performance = 1.00)
cde phenotyping -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> chloride - rush (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> creatinine - spoed (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> ct abdomen (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> obstetrics-gynaec. short card cost-out (frequency = 1, performance = 1.00)
cephalin time - coaggulation -> sodium flame phoztometric (frequency = 1, performance = 13.00)
cephalin time - coagulation -> clinical card - internal medicine (frequency = 1, performance = 1.00)
cephalin time - coagulation -> colon inflow (frequency = 1, performance = 1.00)
cephalin time - coagulation -> color test sabin-feldman - leishmania (frequency = 1, performance = 1.00)
cephalin time - coagulation -> comes. d.s.a. vein inferior hollow (frequency = 1, performance = 1.00)
cephalin time - coagulation -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
cephalin time - coagulation -> crp c-reactive protein (frequency = 1, performance = 1.00)
cephalin time - coagulation -> fibrinogeen (frequency = 1, performance = 1.00)
cephalin time - coagulation -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
cephalin time - coagulation -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
cephalin time - coagulation -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
cephalint ime - coagulation -> creatinipne (frequency = 1, performance = 1.00)
cervix      - conisatie -> cervix - portion - laser coagulation (frequency = 1, performance = 1.00)
cervix      - curettage -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
cervix      - lisexcisie portio - diathe -> clinical card - anesthesia (frequency = 1, performance = 1.00)
cervix - portion - laser coagulation -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
change drain under X-ray control -> changing nephrostomy drain (frequency = 1, performance = 1.00)
change drain under X-ray control -> creatinine (frequency = 1, performance = 1.00)
change drain under X-ray control -> fluoroscopy for kidney stone crushing (frequency = 1, performance = 1.00)
changing nephrostomy drain -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
changing nephrostomy drain -> pyelography antegrade via drain (frequency = 1, performance = 1.00)
changing nephrostomy drain -> teletherapy - megavolt photon irradiation (frequency = 1, performance = 1.00)
chloride -> chloride - rush (frequency = 1, performance = 1.00)
chloride -> cholesterol total (frequency = 1, performance = 1.00)
chloride -> counting reticulocytes using facscan (frequency = 1, performance = 1.00)
chloride -> creatinine - spoed (frequency = 1, performance = 1.00)
chloride -> crp c-reactive protein (frequency = 1, performance = 1.00)
chloride - rush -> chloride -ionselectief- (frequency = 1, performance = 1.00)
chloride - rush -> clinical card - anesthesia (frequency = 1, performance = 1.00)
chloride -ionselectief- -> coupe available for inspection (frequency = 1, performance = 1.00)
chloride -ionselectief- -> creatinine - spoed (frequency = 1, performance = 1.00)
cholesterol total -> clinical card - anesthesia (frequency = 1, performance = 1.00)
cholesterol total -> creatinine (frequency = 1, performance = 1.00)
cholesterol total -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
cholesterol total -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
clinical card - anesthesia -> crp c-reactive protein (frequency = 1, performance = 1.00)
clinical card - internal medicine -> counting reticulocytes using facscan (frequency = 1, performance = 1.00)
clinical card - internal medicine -> creatinine - spoed (frequency = 1, performance = 1.00)
clinical card - internal medicine -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
clinical card - internal medicine -> follow-up consultation on an outpatient basis (frequency = 1, performance = 259200.00)
clinical card - obstetrics and gynaeco -> 190101 overage surcharge  a101 (frequency = 1, performance = 86400.00)
clinical card - obstetrics and gynaeco -> counting platelets - urgent (frequency = 1, performance = 1.00)
clinical card - obstetrics and gynaeco -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
clinical card - obstetrics and gynaeco -> first aid - not emergency department - elsewhere (frequency = 1, performance = 950400.00)
clinical rate -> creatinine (frequency = 1, performance = 1.00)
clostridium elisa-test -> creatinine - spoed (frequency = 1, performance = 1.00)
clostridium elisa-test -> ct abdomen (frequency = 1, performance = 1.00)
clotting factor - viii - activity -> creatinine (frequency = 1, performance = 1.00)
clotting factor - viii - activity -> ct brain (frequency = 1, performance = 1.00)
clotting factor - viii - activity -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
co-hb kwn. -> counting reticulocytes using facscan (frequency = 1, performance = 1.00)
co-hb kwn. -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
colon inflow -> counting platelets - urgent (frequency = 1, performance = 1.00)
colon inflow -> creatinine (frequency = 1, performance = 1.00)
colon inflow -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
color test sabin-feldman - leishmania -> creatinine (frequency = 1, performance = 1.00)
complement deficiency in absence h.a -> complementcomponent c3 kwn. (frequency = 1, performance = 1.00)
cortisol immunofluorimetrisch -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
cortisol immunofluorimetrisch -> order tariff (frequency = 1, performance = 1.00)
counting platelets - urgent -> coupe available for inspection (frequency = 1, performance = 1.00)
counting platelets - urgent -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
counting platelets - urgent -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
counting platelets - urgent -> creatinine phosphokinase - speed (frequency = 1, performance = 1.00)
counting platelets - urgent -> ct abdomen (frequency = 1, performance = 1.00)
counting platelets - urgent -> cytological examination - ascites - (frequency = 1, performance = 1.00)
counting reticulocytes using facscan -> current pH - pco2 - standard bicarbonate (frequency = 1, performance = 1.00)
counting reticulocytes using facscan -> differential count automatically (frequency = 1, performance = 1.00)
counting reticulocytes using facscan -> erythrocyte counting - electronically (frequency = 1, performance = 1.00)
counting reticulocytes using facscan -> hemoglobin photoelectric (frequency = 1, performance = 2.00)
coupe available for inspection -> CT liver and bile ducts (frequency = 1, performance = 259200.00)
coupe available for inspection -> abdominal ultrasound (frequency = 1, performance = 777600.00)
coupe available for inspection -> coupe available for inspection (frequency = 1, performance = 691200.00)
coupe available for inspection -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
coupe available for inspection -> creatinine - spoed (frequency = 1, performance = 1.00)
coupe available for inspection -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
coupe available for inspection -> cytological examination - abdominal tumor puncture (frequency = 1, performance = 691200.00)
coupe available for inspection -> cytological examination - pleural fluid - (frequency = 1, performance = 1.00)
coupe available for inspection -> cytological examination - urinary renal cyst (frequency = 1, performance = 1.00)
coupe available for inspection -> cytological examination for population probe (frequency = 1, performance = 1.00)
coupe available for inspection -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
coupe available for inspection -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
coupe available for inspection -> mri adrenal gland (frequency = 1, performance = 691200.00)
coupe available for inspection -> order tariff (frequency = 1, performance = 1.00)
coupe available for inspection -> tumor - PET scan total body (frequency = 1, performance = 691200.00)
creainine -> differetnial count automatically (frequency = 1, performance = 2.00)
crearinine -> 190101 overagesurcharge  a101 (frequency = 1, performance = 259200.00)
crearinine -> cephalint ime - coagulation (frequency = 1, performance = 1036807.00)
creatine fosfokinase isoenzym ckmb -> crp c-reactive protein (frequency = 1, performance = 1.00)
creatine phosphokinase mb - speed -> creatinine (frequency = 1, performance = 1.00)
creatine phosphokinase mb - speed -> creatinine phosphokinase - speed (frequency = 1, performance = 1.00)
creatinefosfokinase -kinetisch- -> creatinine - spoed (frequency = 1, performance = 1.00)
creatinefosfokinase -kinetisch- -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
creatinien -> Paclitaxel (frequency = 1, performance = 691198.00)
creatinime -> jrea (frequency = 1, performance = 5.00)
creatininEe -> rhesusfactor d - centrifugeermethodMe - e (frequency = 1, performance = 1209600.00)
creatinine -> creatinine phosphokinase - speed (frequency = 1, performance = 1.00)
creatinine -> crp c-reactive protein - rush (frequency = 1, performance = 1.00)
creatinine -> cytological examination - endocervix - (frequency = 1, performance = 1.00)
creatinine -> cytological examination - thyroid pun (frequency = 1, performance = 1.00)
creatinine -> cytological examination - vulva - (frequency = 1, performance = 1.00)
creatinine -> cytostatics - infusion therapy (frequency = 1, performance = 1.00)
creatinine -> digoxin (frequency = 1, performance = 1.00)
creatinine -> duplex scan - leg veins (frequency = 1, performance = 1.00)
creatinine -> echo been (frequency = 1, performance = 1.00)
creatinine -> echo mamma (frequency = 1, performance = 1.00)
creatinine -> elution of autoantibodies against erythro (frequency = 1, performance = 1.00)
creatinine -> ethanol -enzymatisch of gaschromatografi (frequency = 1, performance = 1.00)
creatinine -> exclude irregular AS against erys d (frequency = 1, performance = 1.00)
creatinine -> hemoglobin photoelectric - urgent (frequency = 1, performance = 1.00)
creatinine -> mri abdomen (frequency = 1, performance = 1.00)
creatinine - spoed -> ct a. pulmonalis (frequency = 1, performance = 1.00)
creatinine - spoed -> ct thorax (frequency = 1, performance = 1.00)
creatinine - spoed -> cytological examination - ascites - (frequency = 1, performance = 1.00)
creatinine - spoed -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
creatinine - spoed -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
creatinine - spoed -> hemoglobin photoelectric - urgent (frequency = 1, performance = 1.00)
creatinine phosphokinase - speed -> ct abdomen (frequency = 1, performance = 1.00)
creatinipne -> dajys of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 2.00)
creatniine -> Hemoglobin photoelectric (frequency = 1, performance = 3.00)
creqtinine -> hemoglobin photoelectri (frequency = 1, performance = 2.00)
crossmatch complete -three methods- -> ct brain (frequency = 1, performance = 1.00)
crossmatch complete -three methods- -> ct thorax (frequency = 1, performance = 1.00)
crossmatch complete -three methods- -> cytological examination - abdominal tumor puncture (frequency = 1, performance = 1.00)
crossmatch complete -three methods- -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
crossmatch complete -three methods- -> cytological examination - liver puncture - (frequency = 1, performance = 1.00)
crossmatch complete -three methods- -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
crp c-Freactive protein -> Hemoglobin photoelectric (frequency = 1, performance = 431998.00)
crp c-reactive protein -> ct knee (frequency = 1, performance = 1.00)
crp c-reactive protein -> cytological examination - urinary renal cyst (frequency = 1, performance = 1.00)
crp c-reactive protein -> cytological examination - vulva - (frequency = 1, performance = 1.00)
crp c-reactive protein -> day care - all spec.beh.kind.-rev. (frequency = 1, performance = 1.00)
crp c-reactive protein -> e.c.g.      - electrocardiography (frequency = 1, performance = 2.00)
crp c-reactive protein -> leukocyte counting electronically (frequency = 1, performance = 1.00)
crp c-reactive protein -> microscopic examination - colored and un (frequency = 1, performance = 1.00)
crp c-reactive protein -> order tariff (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> ct a. pulmonalis (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> ct abdomen (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> ct brain (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> differential count automatically (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
crp c-reactive protein - rush -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
ct a. pulmonalis -> ct abdomen (frequency = 1, performance = 1.00)
ct a. pulmonalis -> differential count automatically (frequency = 1, performance = 1.00)
ct a. pulmonalis -> fdp - dimeer - immunological (frequency = 1, performance = 1.00)
ct a. pulmonalis -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
ct abdomen -> abdominal ultrasound (frequency = 1, performance = 86400.00)
ct abdomen -> blaas       - uretrocystoscopie nno (frequency = 1, performance = 604800.00)
ct abdomen -> ct brain (frequency = 1, performance = 1.00)
ct abdomen -> cytological examination - ascites - (frequency = 1, performance = 604800.00)
ct abdomen -> cytological examination - lymph node punctures (frequency = 1, performance = 864000.00)
ct abdomen -> cytological examination - vagina - (frequency = 1, performance = 259200.00)
ct abdomen -> directe antiglobulinetest - coombs (frequency = 1, performance = 1.00)
ct abdomen -> echo abdomen (frequency = 1, performance = 1.00)
ct abdomen -> echo mamma (frequency = 1, performance = 1.00)
ct abdomen -> immunopathological examination (frequency = 1, performance = 1.00)
ct abdomen -> microscopic examination - colored and un (frequency = 1, performance = 1.00)
ct abdomen -> nuclear research from elsewhere (frequency = 1, performance = 1.00)
ct abdomen -> obstetrics-gynaec.   annual pass cost-out (frequency = 1, performance = 1.00)
ct abdomen -> paclitaxel (frequency = 1, performance = 86400.00)
ct abdomen -> patient did not show up for radiology (frequency = 1, performance = 172800.00)
ct abdomen -> skeleton - total body scintigraphy (frequency = 1, performance = 172800.00)
ct abdomen -> teletherapy - megavolt photon irradiation (frequency = 1, performance = 864000.00)
ct abdomen -> ultrasound neck --including thyroid gland-- (frequency = 1, performance = 1.00)
ct abdomken -> sgpt - kijetisch tool (frequency = 1, performance = 1728021.00)
ct brain -> 1st outpatient consultation (frequency = 1, performance = 345600.00)
ct gel. as assistant on puncture - biopsy i -> acceptance laboratory research (frequency = 1, performance = 172800.00)
ct gel. as assistant on puncture - biopsy i -> cytological examination - lymph node punctures (frequency = 1, performance = 1.00)
ct gel. as assistant on puncture - biopsy i -> telephone consultation (frequency = 1, performance = 86400.00)
ct hals -> acceptance laboratory research (frequency = 1, performance = 863999.00)
ct knee -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
ct nier -> acceptance laboratory research (frequency = 1, performance = 604800.00)
ct nier -> follow-up consultation on an outpatient basis (frequency = 1, performance = 345600.00)
ct pancreas en milt -> telephone consultation (frequency = 1, performance = 604800.00)
ct retroperitoneum -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
ct thora -> leukocyte counting elecrtonically (frequency = 1, performance = 864004.00)
ct thorax -> 190035 day care a007 (frequency = 1, performance = 518399.00)
ct thorax -> ct abdomen (frequency = 1, performance = 86399.00)
ct thorax -> ct total body (frequency = 1, performance = 1.00)
ct thorax -> cystography retrograde (frequency = 1, performance = 1.00)
ct thorax -> cytological examination - abdominal tumor puncture (frequency = 1, performance = 86398.00)
ct thorax -> cytological examination - pleural fluid - (frequency = 1, performance = 1.00)
ct thorax -> directe antiglobulinetest - coombs (frequency = 1, performance = 1.00)
ct thorax -> duplex scan - leg veins (frequency = 1, performance = 3110400.00)
ct thorax -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
ct thorax -> glucose (frequency = 1, performance = 1.00)
ct thorax -> mri of the urogenital tract (frequency = 1, performance = 1.00)
ct thorax -> teletherapy - megavolt photon irradiation (frequency = 1, performance = 345600.00)
ct thorax -> tumor - PET scan total body (frequency = 1, performance = 1.00)
ct thorax -> ultrasound upper abdomen (frequency = 1, performance = 1.00)
ct total body -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
current pH - pco2 - standard bicarbonate -> cytological examination - brain - (frequency = 1, performance = 1.00)
current pH - pco2 - standard bicarbonate -> cytological examination - miscellaneous - (frequency = 1, performance = 1.00)
current pH - pco2 - standard bicarbonate -> gentamycine kwn - immuno-assay (frequency = 1, performance = 1.00)
cvhd --continue comes-veneuze hemo -> cytological examination - ascites - (frequency = 1, performance = 1.00)
cvhd --continue comes-veneuze hemo -> differential count automatically (frequency = 1, performance = 1.00)
cvhd --continue comes-veneuze hemo -> glucose (frequency = 1, performance = 1.00)
cystography retrograde -> echo abdomen (frequency = 1, performance = 1.00)
cytological examination - abdominal tumor puncture -> day care - all spec.beh.kind.-rev. (frequency = 1, performance = 1.00)
cytological examination - abdominal tumor puncture -> diagnostic puncture under ultrasound control (frequency = 1, performance = 1.00)
cytological examination - abdominal tumor puncture -> echo abdomen (frequency = 1, performance = 1.00)
cytological examination - abdominal tumor puncture -> telephone consultation (frequency = 1, performance = 1.00)
cytological examination - abdominal tumor puncture -> thorax (frequency = 1, performance = 1.00)
cytological examination - ascites - -> 1st outpatient consultation (frequency = 1, performance = 345599.00)
cytological examination - ascites - -> ct abdomen (frequency = 1, performance = 86399.00)
cytological examination - ascites - -> cytological examination - urinary renal cyst (frequency = 1, performance = 1.00)
cytological examination - ascites - -> diagnostic puncture under ultrasound control (frequency = 1, performance = 1.00)
cytological examination - ascites - -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
cytological examination - ascites - -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
cytological examination - ascites - -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
cytological examination - ascites - -> obstetrician-gynaec.  anv.card kosten-out (frequency = 1, performance = 2591999.00)
cytological examination - ascites - -> telephone consultation (frequency = 1, performance = 86399.00)
cytological examination - brain - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
cytological examination - ectocervix - -> 190021 clinical admission a002 (frequency = 1, performance = 259199.00)
cytological examination - ectocervix - -> acceptance laboratory research (frequency = 1, performance = 5443200.00)
cytological examination - ectocervix - -> ct abdomen (frequency = 1, performance = 2505598.00)
cytological examination - ectocervix - -> cytological examination - endocervix - (frequency = 1, performance = 1.00)
cytological examination - ectocervix - -> free t4 using ria -ft 4 (frequency = 1, performance = 1.00)
cytological examination - ectocervix - -> hepatitis B surface antigen confirmation (frequency = 1, performance = 1.00)
cytological examination - ectocervix - -> ligase chain reaction -lcr- (frequency = 1, performance = 1.00)
cytological examination - ectocervix - -> mri abdomen (frequency = 1, performance = 1.00)
cytological examination - ectocervix - -> thorax (frequency = 1, performance = 1.00)
cytological examination - endocervix - -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
cytological examination - endocervix - -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
cytological examination - lymph node punctures -> acceptance laboratory research (frequency = 1, performance = 1728000.00)
cytological examination - lymph node punctures -> ct thorax (frequency = 1, performance = 86399.00)
cytological examination - lymph node punctures -> cytological examination - vagina - (frequency = 1, performance = 1.00)
cytological examination - lymph node punctures -> differential count automatically (frequency = 1, performance = 1.00)
cytological examination - lymph node punctures -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
cytological examination - lymph node punctures -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
cytological examination - lymph node punctures -> histological examination - biopsies nno (frequency = 1, performance = 1.00)
cytological examination - lymph node punctures -> microscopic examination - colored and un (frequency = 1, performance = 1.00)
cytological examination - miscellaneous - -> diagnostic puncture under ultrasound control (frequency = 1, performance = 1.00)
cytological examination - miscellaneous - -> free t4 using ria -ft 4 (frequency = 1, performance = 1.00)
cytological examination - pancreatic puncture -> diagnostic puncture under ultrasound control (frequency = 1, performance = 1.00)
cytological examination - renal puncture - -> diagnostic puncture under ultrasound control (frequency = 1, performance = 1.00)
cytological examination - thyroid pun -> diagnostic puncture under ultrasound control (frequency = 1, performance = 1.00)
cytological examination - urinary renal cyst -> cytological examination - vagina - (frequency = 1, performance = 1.00)
cytological examination - urinary renal cyst -> ultrasound guidance as an aid for puncture biopsy (frequency = 1, performance = 1.00)
cytological examination - vagina - -> 190021 clinical admission a002 (frequency = 1, performance = 1209600.00)
cytological examination - vagina - -> administrative rate - first pol (frequency = 1, performance = 5270400.00)
cytological examination - vagina - -> day care - all spec.beh.kind.-rev. (frequency = 1, performance = 1.00)
cytological examination - vagina - -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
