190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 5521, performance = 47.95)
alpha amylase - rush -> alpha-1-fetoprotein (frequency = 1, performance = 1.00)
alpha amylase - rush -> ammonia - speed (frequency = 1, performance = 1.00)
alpha amylase - rush -> artery - puncture for indwelling needle (frequency = 1, performance = 1.00)
alpha amylase - rush -> bicarbonate (frequency = 1, performance = 1.00)
alpha amylase - rush -> counting platelets - urgent (frequency = 1, performance = 1.00)
alpha amylase - rush -> creatinine (frequency = 1, performance = 1.00)
alpha amylase - rush -> ct a. pulmonalis (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> anti-parvovirus -ig of igg antist. ind. (frequency = 1, performance = 2.00)
alpha-1-fetoprotein -> antitrombine iii mbv chromogeen-n-substr (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> bacteriological examination with culture -nie (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> bicarbonate (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> calcium (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> fsh enzym-immunologisch (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> glucose (frequency = 1, performance = 1.00)
alpha-1-fetoprotein -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
alubmin -> calcimu (frequency = 1, performance = 6.00)
aluminium -> bilirubin quantitative total or direct (frequency = 1, performance = 1.00)
aluminium -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
aluminium -> ca-125 mbv half (frequency = 1, performance = 1.00)
amjlase -> ca 15.3 - tuomr marker meia (frequency = 1, performance = 4.00)
ammaglutamyltranspeptidase -> magnesiym  -aas (frequency = 1, performance = 3.00)
ammonia -> bilirubin - total (frequency = 1, performance = 1.00)
ammonia - speed -> antitrombine iii mbv chromogeen-n-substr (frequency = 1, performance = 1.00)
ammonia - speed -> bacteriological examination with culture -nie (frequency = 1, performance = 1.00)
ammonia - speed -> bicarbonate (frequency = 1, performance = 1.00)
amomnia -> order taUriff (frequency = 1, performance = 14.00)
amylase -> anesthesia - ventilated patient during transport (frequency = 1, performance = 1.00)
amylase -> ca-125 mbv half (frequency = 1, performance = 1.00)
analgesia - epidural by anesthetist -> cytological examination - ascites - (frequency = 1, performance = 1.00)
anesthesia - during special examinations and examinations -> calcium - rush (frequency = 1, performance = 1.00)
anesthesia - during special examinations and examinations -> creatinine (frequency = 1, performance = 1.00)
anesthesia - during special examinations and examinations -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
anesthesia - ehen treated with radium -> bllirubin -conjugated (frequency = 1, performance = 3628802.00)
anesthesia - epidural with blood patch -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
anesthesia - ventilated patient during transport -> artery - puncture for indwelling needle (frequency = 1, performance = 1.00)
anesthesia - when treated with radium -> artery - puncture for indwelling needle (frequency = 1, performance = 1.00)
anesthesia - when treated with radium -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
anesthesia - when treated with raduim -> leucocyte couning -electronic- urgent (frequency = 1, performance = 172804.00)
antegradGe pyelography via puncture -> Calcium (frequency = 1, performance = 2851204.00)
antegrade pyelography via puncture -> bacteriological examination with culture -nie (frequency = 1, performance = 1.00)
antegrade pyelography via puncture -> counting platelets - urgent (frequency = 1, performance = 2.00)
antegrade pyelography via puncture -> creatinine (frequency = 1, performance = 2.00)
antegrade pyelography via puncture -> ct abdomen (frequency = 1, performance = 1.00)
antegrade pyelography via puncture -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
anti-chlamydia igg mbv ind.ift -> anti-chlamydia remarks (frequency = 1, performance = 1.00)
anti-chlamydia remarks -> anti-rubella igg -elisa - in a sample (frequency = 1, performance = 1.00)
anti-cytomegalovirus ig of igv -elisa -> Cbr -coxsackie-b-900-virus (frequency = 1, performance = 10.00)
anti-epstein-barr vca igm mbv elisa -> bacteriological examination with culture -nie (frequency = 1, performance = 1.00)
anti-epstein-barr vca igm mbv elisa -> bilirubin - total (frequency = 1, performance = 1.00)
anti-hepatitis-c-virus mbv elisa -> calcium (frequency = 1, performance = 1.00)
anti-hepatitis-c-virus mbv elisa -> clinical card - anesthesia (frequency = 1, performance = 1.00)
anti-hiv mbv elisa -> anti. against HIV-e or HIV-c (frequency = 1, performance = 1.00)
anti-hiv mbv elisa -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
anti-hiv mbv elisa -> creatinine (frequency = 1, performance = 1.00)
anti-parvovirus -ig of igg antist. ind. -> anti-parvovirus igm mbv ind.ift (frequency = 1, performance = 1.00)
anti-parvovirus igm mbv ind.ift -> anti-rubella igg -elisa - in a sample (frequency = 1, performance = 1.00)
anti-rubella igg -elisa - in a sample -> anti-rubella igm -elisa (frequency = 1, performance = 1.00)
anti-rubella igg -elisa - in a sample -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
anti-rubella igm -elisa -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
anti. against HIV-e or HIV-c -> bilirubin - total (frequency = 1, performance = 1.00)
antigen detection - direct preparation - vz -> cell culture and isolation (frequency = 1, performance = 1.00)
antigen detection - direct prepartaion - ms -> acceptance laborator yresearch (frequency = 1, performance = 1295999.00)
antigen detection using ift -influenza-a -> antigen detection using ift -influenza-b (frequency = 1, performance = 1.00)
antigen detection using ift -influenza-b -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
antinucleaire factor -anf- -> bilirubin - total (frequency = 1, performance = 1.00)
antist. against acetylcholine receptors -> bacteriological examination with culture -nie (frequency = 1, performance = 1.00)
antitrombine iii mbv chromogeen-n-substr -> bicarbonate (frequency = 1, performance = 1.00)
antitrombine iii mbv chromogeen-n-substr -> bilirubin - total (frequency = 1, performance = 1.00)
apheresis plasma split fq1 and fq2 -> bilirubin - total (frequency = 1, performance = 1.00)
apheresis plasma split fq1 and fq2 -> cephalin time - coagulation (frequency = 1, performance = 3.00)
applied. cured.   anv.card kosten-out -> bicarbonate (frequency = 1, performance = 1.00)
applied. cured.   anv.card kosten-out -> pyelography antegrade via drain (frequency = 1, performance = 1.00)
applied. cured.   anv.crd kosten-out -> 190035 day car ea007 (frequency = 1, performance = 691200.00)
art. a vein.pulmonales -> bacteriological examination with culture -nie (frequency = 1, performance = 1.00)
art. a vein.pulmonales -> bilirubin - total (frequency = 1, performance = 1.00)
art. a vein.pulmonales -> ca-125 mbv half (frequency = 1, performance = 1.00)
art. a vein.pulmonales -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
artery - puncture for indwelling needle -> bilirubin quantitative total or direct (frequency = 1, performance = 1.00)
aspect supernatant -> buffy coat (frequency = 1, performance = 1.00)
aspect supernatant -> cytological examination - liquor cerebrosp (frequency = 1, performance = 1.00)
aurea -> 1st outpatient consultation (frequency = 1, performance = 0.00)
autopsy -> creatinine (frequency = 1, performance = 1.00)
b;aas       - uretrocystoscopie nno -> ordertariff (frequency = 1, performance = 1814405.00)
bacteriologAical examination with culture -nie -> hemoglobin pohtoelectric (frequency = 1, performance = 4.00)
bacteriological eamination with culture -nie -> esdiment (frequency = 1, performance = 3.00)
bacteriological examination witg culture -nie -> administrative rate - irst pol (frequency = 1, performance = 34041597.00)
bacteriological examination with culrure -nie -> acceptance laboratory research (frequency = 1, performance = 0.00)
bacteriological examination with culture -hie -> follow-up consultation on an outpatient basis (frequency = 1, performance = 0.00)
bacteriological examination with culture -nie -> bladder - cystoscopy (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> blood group antigens other than abo-rhesu (frequency = 1, performance = 2.00)
bacteriological examination with culture -nie -> ca 15.3 - tumor marker meia (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> changing nephrostomy drain (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> chloride (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> clinical card - internal medicine (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> complementcomponent c3 kwn. (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> ct a. pulmonalis (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> current pH - pco2 - standard bicarbonate (frequency = 1, performance = 2.00)
bacteriological examination with culture -nie -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> cytological examination - lymph node punctures (frequency = 1, performance = 1.00)
bacteriological examination with culture -nie -> cytological examination - miscellaneous - (frequency = 1, performance = 1.00)
bacteriological examination with culutre -nie -> resistance determinatins - 5 determinations (frequency = 1, performance = 5.00)
bacteriological examination wth culture -nie -> potassoum potentiometric (frequency = 1, performance = 3369613.00)
bacteriological examintaion with culture -nie -> acceptnce laboratory research (frequency = 1, performance = 172799.00)
bactreiological examination with culture -nie -> crp c-reactive proteib (frequency = 1, performance = 2.00)
bammaglutamyltranspeptidase -> potassium potentiometriv (frequency = 1, performance = 8.00)
bandage sling - application -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
belly - second-look-oper.staging -> bicarbonate (frequency = 1, performance = 1.00)
betasubunit bep. mbv. ria hcg -> cholesterol hdl (frequency = 1, performance = 1.00)
betasubunit bep. mbv. ria hcg -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
betasubunit bep. mbv. ria hcg -> telephone consultation (frequency = 1, performance = 518398.00)
biarbonate -> crp c-reactivep rotein (frequency = 1, performance = 6.00)
bicarb;nate -> hemoglobni photoelectric (frequency = 1, performance = 86404.00)
bicarbogate -> counting reticulocytes usingu facscan (frequency = 1, performance = 8.00)
bicarbonate -> chloride - rush (frequency = 1, performance = 1.00)
bicarbonate -> clinical card - anesthesia (frequency = 1, performance = 2.00)
bicarbonate -> counting platelets - urgent (frequency = 1, performance = 1.00)
bicarbonate -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
bicarbonate -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
bicarbonate -> ct a. pulmonalis (frequency = 1, performance = 1.00)
bicarfbonate -> Calcium (frequency = 1, performance = 1.00)
bicarvonate -> cytologicale xamination - ascites - (frequency = 1, performance = 6.00)
biilrubin - total -> Platelet counting - electronically (frequency = 1, performance = 13.00)
bikirubin - total -> sgot - asat kinetish (frequency = 1, performance = 15.00)
bilieubin - total -> ca-125 mb vhalf (frequency = 1, performance = 3.00)
bilifubin - total -> days of rest - all spec.beh.kinderg.-rveal. (frequency = 1, performance = 86396.00)
bilirbin -conjugated -> screening antiobdies for erythrocytes (frequency = 1, performance = 13.00)
biliribin - total -> leukocyte counting electronihcally (frequency = 1, performance = 1296003.00)
bilirkbin - total -> days of rest - all spec.bet.kinderg.-reval. (frequency = 1, performance = 950394.00)
biliruabin -conjugated -> Screening antibodies for erythrocytes (frequency = 1, performance = 17.00)
bilirubHin -conjugated -> oPrder tariff (frequency = 1, performance = 14.00)
bilirubin - t;tal -> 190S205 class 3b a205 (frequency = 1, performance = 3196797.00)
bilirubin - tltal -> aceptance laboratory research (frequency = 1, performance = 2073594.00)
bilirubin - tohal -> Vagina - examination under anesthesia (frequency = 1, performance = 950400.00)
bilirubin - total -> blood clotting factor v - quantitative - (frequency = 1, performance = 1.00)
bilirubin - total -> ca 15.3 - tumor marker meia (frequency = 1, performance = 1.00)
bilirubin - total -> calcium - rush (frequency = 1, performance = 1.00)
bilirubin - total -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
bilirubin -cogjugated -> mri abodmen (frequency = 1, performance = 777594.00)
bilirubin -conjrugated -> sgot - asat kinetsch (frequency = 1, performance = 14.00)
bilirubin -conjugated -> blood clotting factor ix - coagulation (frequency = 1, performance = 1.00)
bilirubin -conjugated -> blood clotting factor v - quantitative - (frequency = 1, performance = 1.00)
bilirubin -conjugated -> blood group antigens other than abo-rhesu (frequency = 1, performance = 2.00)
bilirubin -conjugated -> ca-19.9 tumor marker (frequency = 1, performance = 1.00)
bilirubin -conjugated -> clinical card - internal medicine (frequency = 1, performance = 2.00)
bilirubin -conjugated -> clostridium elisa-test (frequency = 1, performance = 1.00)
bilirubin -conjugated -> creatinefosfokinase -kinetisch- (frequency = 1, performance = 1.00)
bilirubin -conjugated -> creatinine - spoed (frequency = 1, performance = 1.00)
bilirubin -conjugated -> crp c-reactive protein (frequency = 1, performance = 2.00)
bilirubin -conjugated -> cytological examination - ascites - (frequency = 1, performance = 1.00)
bilirubin -conjugqted -> 1st outpatient consultation (frequency = 1, performance = 0.00)
bilirubin -conugated -> Glucose (frequency = 1, performance = 7.00)
bilirubin conjugated -> microscopic examination - coloLred and un (frequency = 1, performance = 172798.00)
bilirubin quantifative total or direct -> sgpt - kunetisch tool (frequency = 1, performance = 1036810.00)
bilirubin quantitative total or direct -> bladder - catheter and demeure - inbre (frequency = 1, performance = 1.00)
bilirubin quantitative total or direct -> creatinine - spoed (frequency = 1, performance = 2.00)
bilirubin- total -> fdp - imeer - immunological (frequency = 1, performance = 13.00)
bilirubln - total -> hemogolbin photoelectric (frequency = 1, performance = 10.00)
bilirubn -conjugated -> teletherapy - megavolt hoton irradiation (frequency = 1, performance = 431994.00)
biliruzbin -conjugated -> Sgot - asat kinetisch (frequency = 1, performance = 7.00)
biliurbin -conjugated -> calicum (frequency = 1, performance = 1209599.00)
bilixrubin - total -> Sgpt - kinetisch tool (frequency = 1, performance = 19.00)
biljrubin -conjugated -> leukocyte counting Lelectronically (frequency = 1, performance = 10.00)
billirubin - total -> hemoglobun photoelectric (frequency = 1, performance = 16.00)
bilriubin -conjugated -> days of rest - all spec.beh.kinderg,-reval. (frequency = 1, performance = 950396.00)
bklirubin - total -> follow-up consultation on an outpatient asis (frequency = 1, performance = 6.00)
blaas       - uretrocystoscopie nno -> bladder - bladder wash-out (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> bladder - suprapubic catheter incl (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> calcium - rush (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> cervix      - conisatie (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> coupe available for inspection (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> crp c-reactive protein - rush (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> ct abdomen (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> cytological examination - vagina - (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> simulator - use megavol before starting (frequency = 1, performance = 1.00)
blaas       - uretrocystoscopie nno -> vagina - examination under anesthesia (frequency = 1, performance = 1.00)
bladder - anterior and posterior exent -> calcium (frequency = 1, performance = 1.00)
bladder - anterior and posterior exent -> clinical card - anesthesia (frequency = 1, performance = 2.00)
bladder - bladder wash-out -> cytological examination - urinary renal cyst (frequency = 1, performance = 1.00)
bladder - catheter and demeure - inbre -> blood group abo and rhesus factor (frequency = 1, performance = 1.00)
bladder - cystoscopy -> cytological examination - ascites - (frequency = 1, performance = 1.00)
bladder - cystoscopy -> cytological examination - lymph node punctures (frequency = 1, performance = 1.00)
bladder - cystoscopy -> cytological examination - miscellaneous - (frequency = 1, performance = 1.00)
bladder - cystoscopy with biopsy -> histological examination - biopsies nno (frequency = 1, performance = 2.00)
bladder - suprapubic catheter incl -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
bliirubin - total -> Differential count automatically (frequency = 1, performance = 3.00)
bliirubin -conjugated -> 190021 clinical admissio na002 (frequency = 1, performance = 3283194.00)
blirubin - total -> rhesusfactor d - centrifugeermehtode - e (frequency = 1, performance = 13.00)
bllirubin -conjugated -> sgpt  -kinetisch tool (frequency = 1, performance = 17.00)
blooVd group abo and rhesus factor -> 190101 oferage surcharge  a101 (frequency = 1, performance = 604798.00)
blood clotting factor ix - coagulation -> blood clotting factor xi - activity (frequency = 1, performance = 1.00)
blood clotting factor xi - activity -> blood clotting factor xii - activity (frequency = 1, performance = 1.00)
blood clotting factor xii - activity -> calcium (frequency = 1, performance = 1.00)
blood gEroup abo and rhesus factor -> e.c.g.      - electroardiography (frequency = 1, performance = 7.00)
blood gropu abo and rhesus factor -> lwukocyte counting electronically (frequency = 1, performance = 9.00)
blood group abo and hesus factor -> acceptance laboratory research (frequency = 1, performance = 0.00)
blood group abo and resus factor -> cea - tumotmarker mbv meia (frequency = 1, performance = 3.00)
blood group abo and rhesua factor -> days of rest - all spec.ebh.kinderg.-reval. (frequency = 1, performance = 345598.00)
blood group abo and rhesus facotr -> Calcium (frequency = 1, performance = 4.00)
blood group abo and rhesus factoMr -> gammaglutamylranspeptidase (frequency = 1, performance = 9.00)
blood group abo and rhesus factor -> ca-19.9 tumor marker (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> cde phenotyping (frequency = 1, performance = 2.00)
blood group abo and rhesus factor -> clinical card - obstetrics and gynaeco (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> clostridium elisa-test (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> coupe available for inspection (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> creatinine - spoed (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> crp c-reactive protein - rush (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> fsh enzym-immunologisch (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> interc.consult clinical radiotherapy (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> knee - m-z lower leg (frequency = 1, performance = 1.00)
blood group abo and rhesus factor -> mri abdomen (frequency = 1, performance = 1.00)
blood group abo and rhesus factr -> ordee tariff (frequency = 1, performance = 11.00)
blood group abo and rhesus fwctor -> days of rest - all spec.bem.kinderg.-reval. (frequency = 1, performance = 1.00)
blood group abo and rhesus tactor -> Creatinine (frequency = 1, performance = 3110394.00)
blood group abo and rhesusS factor -> hemoglobin photoelsectric (frequency = 1, performance = 86403.00)
blood group abo and rhseus factor -> days of rest - all spec.beh.kinEderg.-reval. (frequency = 1, performance = 1382396.00)
blood group abo and ruesus factor -> 1901b01 overage surcharge  a101 (frequency = 1, performance = 172797.00)
blood group aboS and rhesus factor -> Days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 5.00)
blood group antCigens other than abo-rhesu -> Screening antibodies for erythrocytes (frequency = 1, performance = 5.00)
blood group antigens other than abo-rhesu -> calcium - rush (frequency = 1, performance = 1.00)
blood group antigens other than abo-rhesu -> creatinine (frequency = 1, performance = 2.00)
blood group antigens other than abo-rhesu -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 2.00)
blood group definition other than abo per bloodg -> born antibodies against erys - dir. coomb (frequency = 1, performance = 1.00)
blood group definition other than abo per bloodg -> calcium (frequency = 1, performance = 1.00)
blood group determination other than abo kidd -> born antibodies against erys - dir. coomb (frequency = 1, performance = 1.00)
blood group determination other than abo kidd -> calcium (frequency = 1, performance = 1.00)
blood group determination other than abo kidd -> creatinine (frequency = 1, performance = 2.00)
blood groupX abo and rhesus factor -> differential count automatcally (frequency = 1, performance = 7.00)
blood yroup abo and rhesus factor -> cea - tumormarker mbv emia (frequency = 1, performance = 3.00)
born antibodies against erys - dir. coomb -> ca-125 mbv half (frequency = 1, performance = 1.00)
born antibodies against erys - dir. coomb -> cde phenotyping (frequency = 1, performance = 2.00)
born antibodies against erys - dir. coomb -> crossmatch complete -three methods- (frequency = 1, performance = 1.00)
born antibodies against erys - dir.cokmbs -> sgot asat kinetic -s peed (frequency = 1, performance = 19.00)
born antibodies against erys - dir.coombs -> ca-125 mbv half (frequency = 1, performance = 1.00)
brachytherapie - interstitieel - intensi -> clinical rate (frequency = 1, performance = 1.00)
brachytherapie - interstitieel -i ntensi -> 1st outpatient consultation (frequency = 1, performance = 0.00)
brachytherapie i- interstitieel - intensi -> 1st outpatient consultation (frequency = 1, performance = 0.00)
braikn natriuretic peptide -bnp- mbv immu -> acceptance laborator yresearch (frequency = 1, performance = 604798.00)
brain natriuretic peptide -bnp- mbv immu -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
bronchus - bronch.toilet by nursing- -> ct brain (frequency = 1, performance = 1.00)
buffy coat -> cytological examination - liquor cerebrosp (frequency = 1, performance = 1.00)
buffy coat -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
buik - stag.laparotom.-omentect.- -> ca-125 mbv half (frequency = 1, performance = 1.00)
c tabdomen -> mammography chest wall (frequency = 1, performance = 0.00)
c-a125 mbv half -> sgot  -asat kinetisch (frequency = 1, performance = 17.00)
cIephalin time - coagulation -> Blood group abo and rhesus factor (frequency = 1, performance = 86399.00)
ca 15.3 - tumor marker meia -> days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
ca 15.3 - tuomr marker meia -> sgot - asat kindtisch (frequency = 1, performance = 20.00)
ca-12 5mbv half -> dyays of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 1727994.00)
ca-125 mb vhalf -> 190205 class 3b 205 (frequency = 1, performance = 691194.00)
ca-125 mbv balf -> cephalin time - oagulation (frequency = 1, performance = 7257605.00)
ca-125 mbv ha/f -> Sodium flame photometric (frequency = 1, performance = 1814409.00)
ca-125 mbv half -> cholesterol hdl (frequency = 1, performance = 1.00)
ca-125 mbv half -> clostridium elisa-test (frequency = 1, performance = 1.00)
ca-125 mbv half -> creatine phosphokinase mb - speed (frequency = 1, performance = 1.00)
ca-125 mbv half -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
ca-125 mbv half -> dhea sulphate with extraction using ria (frequency = 1, performance = 1.00)
ca-125 mbv half -> gammaglutamyltranspeptidase (frequency = 1, performance = 2.00)
ca-125 mbv half -> glucose (frequency = 1, performance = 3.00)
ca-125 mbv half -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
ca-125 mbv hqlf -> gluvose (frequency = 1, performance = 7.00)
ca-125 mbvh alf -> acdceptance laboratory research (frequency = 1, performance = 259196.00)
ca-15 mbv half -> platelet counting - electroniclaly (frequency = 1, performance = 8.00)
ca-152 mbv half -> potassium potentizometric (frequency = 1, performance = 2419209.00)
ca-19.9 tumor marker -> creatinine (frequency = 1, performance = 1.00)
ca125 mbv half -> sodim flame photometric (frequency = 1, performance = 52617609.00)
caQ-125 mbv half -> crsatinine (frequency = 1, performance = 3.00)
caceptance laboratory research -> Platelet counting - electronically (frequency = 1, performance = 1814414.00)
caclium -> creatiAnine (frequency = 1, performance = 4.00)
caclium -> screening antibodies for eryhhrocytes (frequency = 1, performance = 14.00)
calXcium -> rhesusfactor d - entrifugeermethode - e (frequency = 1, performance = 1123204.00)
calciim - rush -> Gamma glutamyl transpeptidase - urgent (frequency = 1, performance = 4.00)
calciim - rush -> potassium flame photometcric - pitch (frequency = 1, performance = 17.00)
calcimu -> creahtinine (frequency = 1, performance = 3.00)
calciuWm -> platelet counting - leectronically (frequency = 1, performance = 11.00)
calcium -> cbr -coxsackie-b-900-virus (frequency = 1, performance = 1.00)
calcium -> cervix      - conisatie (frequency = 1, performance = 1.00)
calcium -> clinical rate (frequency = 1, performance = 1.00)
calcium -> colon inflow (frequency = 1, performance = 1.00)
calcium -> complement deficiency in absence h.a (frequency = 1, performance = 1.00)
calcium -> complementcomponent c3 kwn. (frequency = 1, performance = 1.00)
calcium -> creatine phosphokinase mb - speed (frequency = 1, performance = 1.00)
calcium -> current pH - pco2 - standard bicarbonate (frequency = 1, performance = 2.00)
calcium - rush -> cde phenotyping (frequency = 1, performance = 1.00)
calcium - rush -> cervix      - lisexcisie portio - diathe (frequency = 1, performance = 1.00)
calcium - rush -> cholesterol hdl (frequency = 1, performance = 1.00)
calcium - rush -> clostridium elisa-test (frequency = 1, performance = 1.00)
calcium - rush -> creatinine (frequency = 1, performance = 1.00)
calcium - rush -> cytological examination - ectocervix - (frequency = 1, performance = 1.00)
calcium - rush -> differential count automatically (frequency = 1, performance = 1.00)
calcum -> throax (frequency = 1, performance = 16.00)
caldium -> resistance ceterminations - 5 determinations (frequency = 1, performance = 13.00)
calicum -> days of rets - all spec.beh.kinderg.-reval. (frequency = 1, performance = 604798.00)
calicum - rush -> histologicaDl examination - major resection p (frequency = 1, performance = 10.00)
calium -> Hemoglobin photoelectric (frequency = 1, performance = 4.00)
cbr -coxsackie-b-900-virus -> cephalin time - coagulation (frequency = 1, performance = 1.00)
cde phQenotyping -> 1st outpatient consultation (frequency = 1, performance = 0.00)
cde phenotypin -> orderr tariff (frequency = 1, performance = 11.00)
cde phenotyping -> cervix      - conisatie (frequency = 1, performance = 1.00)
cde phenotyping -> changing nephrostomy drain (frequency = 1, performance = 1.00)
cde phenotyping -> chloride (frequency = 1, performance = 1.00)
cde phenotyping -> creatinine - spoed (frequency = 1, performance = 1.00)
cde phenotyping -> crp c-reactive protein (frequency = 1, performance = 1.00)
cde phenotyping -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
cea - tumomarker mbv meia -> Creatinine (frequency = 1, performance = 1209598.00)
cea - tumormarDker mbv meia -> uera (frequency = 1, performance = 691205.00)
cea - tumormarker mb vmeia -> 1st outpatient consultation (frequency = 1, performance = 0.00)
cea - tumormarker mbMv meia -> gammaglutamytlranspeptidase (frequency = 1, performance = 2.00)
cea - tumormarker mbv Ymeia -> orde tariff (frequency = 1, performance = 7.00)
cea - tumormarker mbv emia -> creatinkne (frequency = 1, performance = 1.00)
cea - tumormarker mbv meiAa -> glucoes (frequency = 1, performance = 4.00)
cea - tumormarker mbv meia -> chloride - rush (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> creatinine - spoed (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> ct abdomen (frequency = 1, performance = 1.00)
cea - tumormarker mbv meia -> obstetrics-gynaec. short card cost-out (frequency = 1, performance = 1.00)
cea - tumormarkerm bv meia -> Follow-up consultation on an outpatient basis (frequency = 1, performance = 3.00)
cea - tumotmarker mbv meia -> crpeatinine (frequency = 1, performance = 431993.00)
cea - tumzormarker mbv meia -> 190205 dlass 3b a205 (frequency = 1, performance = 2851193.00)
cea - utmormarker mbv meia -> bicarfbonate (frequency = 1, performance = 3715198.00)
ceatinine -> days of rest - all Bspec.beh.kinderg.-reval. (frequency = 1, performance = 1.00)
ceatinine -> gspt - kinetisch tool (frequency = 1, performance = 15.00)
cephalin time - coagulation -> colon inflow (frequency = 1, performance = 1.00)
cephalin time - coagulation -> color test sabin-feldman - leishmania (frequency = 1, performance = 1.00)
cephalin time - coagulation -> comes. d.s.a. vein inferior hollow (frequency = 1, performance = 1.00)
cephalin time - coagulation -> creatine fosfokinase isoenzym ckmb (frequency = 1, performance = 1.00)
cephalin time - coagulation -> crp c-reactive protein (frequency = 1, performance = 1.00)
cephalin time - coagulation -> differential count automatically (frequency = 1, performance = 2.00)
cephalin time - coagulation -> fibrinogeen (frequency = 1, performance = 1.00)
cephalin time - coagulation -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
cephalin time - coagulation -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
cephalin time - coagultaion -> creatibine (frequency = 1, performance = 3.00)
cephalin time - oagulation -> Days of rest - all spec.beh.kinderg.-reval. (frequency = 1, performance = 4.00)
cephalin time - oagulation -> hemoglobin photoelextric - urgent (frequency = 1, performance = 86403.00)
cephalin timez - coagulation -> Creatinefosfokinase -kinetisch- (frequency = 1, performance = 5.00)
ceratinine -> immunopathological examinatoin (frequency = 1, performance = 3.00)
cervix      - Xconisatie -> 190205 class 3b a205 (frequency = 1, performance = 86398.00)
