190101 overage surcharge  a101 -> 190205 class 3b a205 (frequency = 2873, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34jzaOp_20071223 080007000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34lcrUc_20060406 080004000000 -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34pKWdr_20050927 080004000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34sBDjw_20060725 080007000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34sItSx_20050411 080002000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34vLExM_20060407 080008000000 -> glucose - rush (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34vpyqw_20070822 080005000000 -> 190101 overage surcharge  a101_26JUOpp_20070823 080000000000 (frequency = 1, performance = 86395.00)
days of rest - all spec.beh.kinderg.-reval._34vyZxu_20051228 080010000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34wIRTq_20050804 080004000000 -> order tariff_24uzsVM_20050804 080005000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._34ySpAq_20060816 080002000000 -> 190101 overage surcharge  a101_12nykgg_20060817 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35AvlnO_20071203 080001000000 -> thorax (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35BWBvj_20070705 080002000000 -> 190101 overage surcharge  a101_28lBzwm_20070706 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35CQTDa_20071222 080006000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35GnhPO_20070822 080010000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35HYQbr_20050704 080002000000 -> 190021 clinical admission a002 (frequency = 1, performance = 1209598.00)
days of rest - all spec.beh.kinderg.-reval._35KGABV_20070829 080006000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35KfENZ_20060729 080005000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35MORqA_20050311 080002000000 -> 190205 class 3b a205_32bmNzG_20050312 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35Nktwi_20051007 080008000000 -> doxorubicine liposomal --caelyx-- (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35ODnEd_20070908 080001000000 -> 190205 class 3b a205_91hjkoX_20070909 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._35ObXbD_20071001 080004000000 -> simulator - use megavol before starting (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35RcFon_20050612 080001000000 -> 190205 class 3b a205_51cJIXM_20050613 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._35SJNPp_20061115 080002000000 -> 190101 overage surcharge  a101_83hWSLl_20061116 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35TGKuL_20050817 080003000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35TJCfx_20060313 080006000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35UFByf_20060213 080006000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35USiDP_20060130 080002000000 -> 190101 overage surcharge  a101_37szjZq_20060131 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35VcFRZ_20080119 080005000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35WKuxL_20050125 080007000000 -> frozen section (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35Wjqiu_20050223 080006000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35XhTMh_20070413 080002000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35cVNPp_20060407 080002000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 2678398.00)
days of rest - all spec.beh.kinderg.-reval._35cXevX_20051025 080002000000 -> 190101 overage surcharge  a101_63XIjDi_20051026 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35eQrBy_20061129 080006000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35gjkhs_20080114 080008000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35gpFrb_20051013 080005000000 -> glucose (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35kIaLn_20060322 080002000000 -> 190101 overage surcharge  a101_03jQcGz_20060323 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35kVokg_20070907 080003000000 -> 190101 overage surcharge  a101_13lwrIZ_20070908 080000000000 (frequency = 1, performance = 86397.00)
days of rest - all spec.beh.kinderg.-reval._35kcgjP_20070602 080001000000 -> 190205 class 3b a205_25Ykmjc_20070603 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._35lJsjH_20080119 080002000000 -> 190101 overage surcharge  a101_22CBakq_20080120 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35lWJKU_20071031 080005000000 -> order tariff_79YMZna_20071031 080006000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35mXUGa_20061217 080001000000 -> 190205 class 3b a205_51tSnOq_20061218 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._35msPxz_20070411 080001000000 -> acceptance laboratory research_14novnY_20070416 080000000000 (frequency = 1, performance = 431999.00)
days of rest - all spec.beh.kinderg.-reval._35nRndS_20051204 080002000000 -> 190101 overage surcharge  a101_94CWuxf_20051205 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35obwUY_20070201 080008000000 -> glucose (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35pQhNy_20060715 080001000000 -> 190205 class 3b a205_56jeQMN_20060716 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._35qIfxn_20070718 080005000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35rAUbi_20060307 080002000000 -> 190021 clinical admission a002 (frequency = 1, performance = 518398.00)
days of rest - all spec.beh.kinderg.-reval._35rLVCb_20070808 080002000000 -> 190101 overage surcharge  a101_40NsHWB_20070809 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35rRMlw_20050218 080004000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35sIWcM_20080301 080002000000 -> 190101 overage surcharge  a101_48osxdC_20080302 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35tjxMB_20050222 080001000000 -> 190021 clinical admission a002 (frequency = 1, performance = 1123199.00)
days of rest - all spec.beh.kinderg.-reval._35uHjmO_20071114 080003000000 -> 190101 overage surcharge  a101_87hzwwI_20071115 080000000000 (frequency = 1, performance = 86397.00)
days of rest - all spec.beh.kinderg.-reval._35uRQCJ_20070912 080002000000 -> 190101 overage surcharge  a101_12ZsYLK_20070913 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._35xiNlB_20070315 080004000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35xuaew_20071015 080001000000 -> 190101 overage surcharge  a101_09Utmoe_20071016 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._35yjByI_20070904 080004000000 -> hepatitis B surface antigen confirmation (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._35zBuFD_20080220 080010000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36Apxqy_20070327 080001000000 -> 190205 class 3b a205_43MFAsr_20070328 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36BABgQ_20061019 080001000000 -> 190205 class 3b a205_08stBbG_20061020 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36BSDnp_20070615 080002000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36CDvmd_20050915 080001000000 -> 190205 class 3b a205_86layLv_20050916 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36GNUHJ_20050421 080002000000 -> 190101 overage surcharge  a101_98QpbUR_20050422 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36GTtLk_20050901 080002000000 -> 190101 overage surcharge  a101_23nFRqe_20050902 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36GmCpb_20070605 080002000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36HnKNk_20060909 080012000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36IDbeL_20060512 080009000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36IfcQP_20070920 080001000000 -> 190205 class 3b a205_82ZBrFD_20070921 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36JxFgT_20050728 080006000000 -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36LVuCx_20060803 080001000000 -> 190205 class 3b a205_80YGUlR_20060804 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36LrvRK_20070606 080001000000 -> 190205 class 3b a205_45wqbsT_20070607 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36MGgbe_20051130 080001000000 -> 190205 class 3b a205_99EKzPG_20051201 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36MpJJY_20070822 080002000000 -> 190101 overage surcharge  a101_35Fkkic_20070823 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36NshpC_20060627 080003000000 -> order tariff_86BBhgn_20060627 080004000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36NtaFZ_20061219 080002000000 -> thorax (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36OtPdx_20080209 080002000000 -> ferritin kwn mbv chemieluminescence (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36PDMoN_20070105 080003000000 -> hepatitis B surface antigen confirmation (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36QREoO_20070611 080004000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36QSUSh_20070802 080001000000 -> 190205 class 3b a205_97jrXjG_20070803 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36SPTtG_20070302 080002000000 -> 190101 overage surcharge  a101_87WLYdM_20070303 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36VaykJ_20050331 080004000000 -> teletherapy - megavolt photon irradiation (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36WGQEd_20061018 080001000000 -> acceptance laboratory research_49ujBOJ_20061023 080000000000 (frequency = 1, performance = 431999.00)
days of rest - all spec.beh.kinderg.-reval._36WxAlB_20060726 080002000000 -> 190101 overage surcharge  a101_78IvScZ_20060727 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36XUrrJ_20070122 080001000000 -> 190205 class 3b a205_44uXdJb_20070123 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36ZxGKC_20070923 080001000000 -> 190205 class 3b a205_68TaIjJ_20070924 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36ZysIa_20070601 080015000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36aRAdi_20060105 080003000000 -> 190101 overage surcharge  a101_51TCNPZ_20060106 080000000000 (frequency = 1, performance = 86397.00)
days of rest - all spec.beh.kinderg.-reval._36anjgu_20060127 080007000000 -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36cGQGm_20070613 080001000000 -> 190205 class 3b a205_85NSeBC_20070614 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36cJQQG_20071017 080005000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36cfwIY_20050914 080001000000 -> 190205 class 3b a205_32slTGY_20050915 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36eOfKJ_20050909 080002000000 -> vagina - examination under anesthesia (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36ebqKx_20071129 080004000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36ewrDy_20050118 080002000000 -> 190205 class 3b a205_32kGTyB_20050119 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36fLrQx_20050622 080002000000 -> echografie-doppler v.jugularis (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36fodGr_20070502 080001000000 -> 190205 class 3b a205_12gfgAj_20070503 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36hPMXp_20070626 080001000000 -> 190205 class 3b a205_47KYHJD_20070627 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36hfUep_20071128 080001000000 -> 190205 class 3b a205_09LCasd_20071129 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36hyooq_20051007 080001000000 -> 190205 class 3b a205_07bUbJP_20051008 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36iHCJq_20060929 080002000000 -> 190101 overage surcharge  a101_91RhBNa_20060930 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36iVJOR_20050224 080002000000 -> acceptance laboratory research_12uoGmP_20050314 080000000000 (frequency = 1, performance = 1555198.00)
days of rest - all spec.beh.kinderg.-reval._36icuks_20061114 080004000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36jaxLz_20060920 080001000000 -> 190205 class 3b a205_48vaHMI_20060921 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36lGXWa_20050509 080005000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36lTeKh_20051226 080003000000 -> hemoglobin photoelectric - urgent (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36mhwaV_20070907 080002000000 -> 190101 overage surcharge  a101_39TGiKB_20070908 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36nWJPa_20060201 080002000000 -> 190101 overage surcharge  a101_62fzuOO_20060202 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36nYOvp_20060601 080001000000 -> acceptance laboratory research_13OzXTc_20060606 080000000000 (frequency = 1, performance = 431999.00)
days of rest - all spec.beh.kinderg.-reval._36nihUK_20060916 080002000000 -> 190101 overage surcharge  a101_69KMTlD_20060917 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36nnhcy_20070203 080004000000 -> order tariff_53xcbWh_20070203 080005000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36oEzMZ_20080104 080002000000 -> 190101 overage surcharge  a101_50DFopc_20080105 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36pgkjI_20060614 080002000000 -> 190205 class 3b a205_80CzsZx_20060615 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36pqnuz_20070510 080010000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36rNvSS_20060621 080002000000 -> 190101 overage surcharge  a101_53dxGmF_20060622 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36rxItt_20060908 080001000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 4060799.00)
days of rest - all spec.beh.kinderg.-reval._36sknTr_20060408 080002000000 -> acceptance laboratory research_39JORWa_20060410 080000000000 (frequency = 1, performance = 172798.00)
days of rest - all spec.beh.kinderg.-reval._36swAED_20061214 080014000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36vAFgg_20061111 080006000000 -> glucose (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36vRklN_20060125 080006000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._36wpIbY_20060607 080002000000 -> 190101 overage surcharge  a101_43ZTerA_20060608 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._36xogha_20071013 080001000000 -> 190205 class 3b a205_51YDiDT_20071014 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._36ybsWG_20050624 080003000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37AGVoI_20060507 080005000000 -> hematocrit - emergency (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37BGiry_20060222 080006000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37CCylO_20060925 080005000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37CZKsq_20060822 080002000000 -> 1st outpatient consultation (frequency = 1, performance = 777598.00)
days of rest - all spec.beh.kinderg.-reval._37FdUgr_20050629 080004000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37GEmZR_20060327 080002000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 5011198.00)
days of rest - all spec.beh.kinderg.-reval._37GGreN_20060904 080002000000 -> teletherapy - megavolt photon irradiation (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37HxkdD_20071224 080006000000 -> order tariff_72nAJxt_20071224 080007000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37IdHlQ_20050429 080004000000 -> histological examination - minor resection (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37IhrBj_20051120 080001000000 -> 190205 class 3b a205_76FvJpj_20051121 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37JdLbw_20080112 080001000000 -> 190204 class 3a a204 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37JehjV_20050502 080004000000 -> order tariff_58GGWaG_20050502 080005000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37JjEqv_20070712 080005000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37JnSfw_20060908 080008000000 -> glucose (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37JyluW_20060725 080002000000 -> histological examination - minor resection (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37KBPCL_20060209 080002000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 3023998.00)
days of rest - all spec.beh.kinderg.-reval._37KmLlR_20080118 080007000000 -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37KyIzM_20070602 080002000000 -> 190101 overage surcharge  a101_33YWbQj_20070603 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37NSUwc_20050319 080002000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37NazGf_20070116 080005000000 -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37ONkod_20060921 080005000000 -> order tariff_79xXzrE_20060921 080006000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37OWPwr_20050618 080001000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37OxTgZ_20070306 080003000000 -> 190205 class 3b a205_28LESrj_20070307 080000000000 (frequency = 1, performance = 86397.00)
days of rest - all spec.beh.kinderg.-reval._37PVvyW_20070727 080005000000 -> e.c.g.      - electrocardiography (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37ROzRY_20080116 080003000000 -> order tariff_84GhLTu_20080116 080004000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37RaJph_20061101 080001000000 -> acceptance laboratory research_81oyoSX_20061106 080000000000 (frequency = 1, performance = 431999.00)
days of rest - all spec.beh.kinderg.-reval._37StBvr_20060201 080001000000 -> 190205 class 3b a205_91CQgQZ_20060202 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37TNsga_20080105 080001000000 -> 190204 class 3a a204 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37WIEgT_20070313 080003000000 -> follow-up consultation on an outpatient basis (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37WvSFv_20050918 080002000000 -> 190101 overage surcharge  a101_34BnwnA_20050919 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37Wvfcd_20070528 080002000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37XEFPO_20061106 080016000000 -> gammaglutamyltranspeptidase (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37XjpIW_20070428 080011000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37YCSYj_20050712 080004000000 -> ct abdomen (frequency = 1, performance = 1295996.00)
days of rest - all spec.beh.kinderg.-reval._37ZSyQi_20071010 080003000000 -> 190101 overage surcharge  a101_64qUWIs_20071011 080000000000 (frequency = 1, performance = 86397.00)
days of rest - all spec.beh.kinderg.-reval._37bHYjK_20060915 080006000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37bkcTV_20060601 080002000000 -> 190101 overage surcharge  a101_08YULps_20060602 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37ccoPP_20060214 080001000000 -> 190205 class 3b a205_99LDIYQ_20060215 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37dCtFe_20060106 080002000000 -> 190101 overage surcharge  a101_85BmROP_20060107 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37dTWjm_20051019 080003000000 -> order tariff_85OXmOR_20051019 080004000000 (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37eiDKU_20070928 080003000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37fdDUZ_20060531 080002000000 -> 190101 overage surcharge  a101_61hCNKV_20060601 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37gJDUI_20060915 080006000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37gviYw_20061220 080003000000 -> simulator - use megavol before starting (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37hLuno_20061228 080010000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37hmuie_20070405 080003000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37jKBUr_20050902 080006000000 -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37jWFEn_20051212 080004000000 -> lymph node - scint sentinel node cont (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37jzOjM_20060110 080001000000 -> 190205 class 3b a205_92gszvY_20060111 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37kbyaD_20061111 080002000000 -> 190101 overage surcharge  a101_21vksHV_20061112 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37lLSWw_20060726 080006000000 -> hematocrit using centrifuge (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37lNatK_20061031 080006000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37lXTZk_20070806 080005000000 -> 190101 overage surcharge  a101_33sazxC_20070807 080000000000 (frequency = 1, performance = 86395.00)
days of rest - all spec.beh.kinderg.-reval._37mULiN_20060809 080003000000 -> ultrasound kidney-urinary tract (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37mmYPE_20060708 080002000000 -> filtered erythrocyte concentrate (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37nDZjw_20061116 080005000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37nERuc_20061127 080007000000 -> differential count automatically (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37oicCX_20050930 080002000000 -> acceptance laboratory research_55hkifQ_20051003 080000000000 (frequency = 1, performance = 259198.00)
days of rest - all spec.beh.kinderg.-reval._37qTOIA_20071212 080001000000 -> simulator - use megavol before starting (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37qfHBY_20060308 080002000000 -> interc.consult clinical anesthesia (frequency = 1, performance = 1.00)
days of rest - all spec.beh.kinderg.-reval._37qjZix_20071225 080001000000 -> 190204 class 3a a204 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37rQrvB_20051008 080001000000 -> 190205 class 3b a205_82ZwoeZ_20051009 080000000000 (frequency = 1, performance = 86399.00)
days of rest - all spec.beh.kinderg.-reval._37rzlPE_20071205 080002000000 -> 190101 overage surcharge  a101_29giWGY_20071206 080000000000 (frequency = 1, performance = 86398.00)
days of rest - all spec.beh.kinderg.-reval._37sQdab_20071231 080006000000 -> hemoglobin photoelectric (frequency = 1, performance = 1.00)
