Case,Activity,Timestamp,label
2759,Signal food complete,2024-09-14 00:10:14.680,
2759,Bring food,2024-09-14 01:08:27.022,
2759,Deliver to customer,2024-09-14 01:12:00.668,
2759,EVENT 8 END,2024-09-14 01:14:20.093,
2760,Take order;start,2024-09-03 20:00:00.000,
2760,Review order,2024-09-03 20:03:39.252,
2760,prepare drinks,2024-09-03 20:03:41.547,
2760,Bring drinks,2024-09-03 20:09:23.789,
2760,Review drinks,2024-09-03 20:14:51.192,
2760,Prepare main course,2024-09-07 01:47:31.040,
2760,Signal food complete,2024-09-14 00:16:39.967,
2760,Bring food,2024-09-14 00:27:06.284,
2760,Deliver to customer,2024-09-14 00:27:26.840,
2760,EVENT 8 END,2024-09-14 00:29:07.559,
2761,Take order;start,2024-09-03 20:15:00.000,
2761,Review order,2024-09-03 20:18:29.087,
2761,prepare drinks,2024-09-03 20:18:30.453,
2761,Bring drinks,2024-09-03 20:20:40.242,
2761,Review drinks,2024-09-03 20:20:53.212,
2761,prepare drinks,2024-09-03 20:21:45.923,
2761,Bring drinks,2024-09-03 20:22:38.448,
2761,Review drinks,2024-09-03 20:28:20.536,
2761,Prepare main course,2024-09-07 01:59:21.750,
2761,Signal food complete,2024-09-14 00:44:52.612,
2761,Bring food,2024-09-14 01:15:45.055,
2761,Deliver to customer,2024-09-14 01:31:07.813,
2761,EVENT 8 END,2024-09-14 01:34:24.948,
2762,Take order;start,2024-09-03 20:30:00.000,
2762,Review order,2024-09-03 20:30:22.256,
2762,Prepare starter;prepare drinks,2024-09-03 20:31:02.499,
2762,Bring drinks;Review drinks,2024-09-03 20:32:10.100,form-based events(2024-09-03 20:32:10.100)
2762,Prepare main course,2024-09-09 18:07:13.906,
2762,Signal food complete,2024-09-14 01:07:16.974,
2762,Bring food,2024-09-14 01:50:55.018,
2762,Deliver to customer,2024-09-14 01:59:43.621,
2762,EVENT 8 END,2024-09-16 18:00:55.484,
2763,Take order;start,2024-09-03 20:45:00.000,
2763,Review order,2024-09-03 20:45:06.906,
2763,Prepare starter;prepare drinks,2024-09-03 20:47:42.853,
2763,Bring drinks;Review drinks,2024-09-03 21:03:15.447,form-based events(2024-09-03 21:03:15.447)
2763,prepare drinks,2024-09-03 21:05:12.794,
2763,Bring drinks;Review drinks,2024-09-03 21:10:25.643,form-based events(2024-09-03 21:10:25.643)
2763,Prepare main course,2024-09-09 18:08:39.351,
2763,Signal food complete,2024-09-14 01:08:27.022,
2763,Bring food,2024-09-16 18:52:18.239,
2763,Deliver to customer,2024-09-16 18:53:31.407,
2763,EVENT 8 END,2024-09-16 19:03:58.690,
2764,Take order;start,2024-09-03 21:00:00.000,
2764,Review order,2024-09-03 21:03:29.634,
2764,Prepare starter;prepare drinks,2024-09-03 21:05:17.488,
2764,Bring drinks,2024-09-03 21:13:03.432,
2764,Review drinks,2024-09-03 21:20:19.031,
2764,prepare drinks,2024-09-03 21:21:38.935,
2764,Bring drinks,2024-09-03 21:24:59.734,
2764,Review drinks,2024-09-03 21:29:40.982,
2764,prepare drinks,2024-09-03 21:30:55.653,
2764,Bring drinks,2024-09-03 21:40:17.607,
2764,Review drinks,2024-09-03 21:45:37.611,
2764,Signal food complete,2024-09-09 18:18:42.816,
2764,Bring food,2024-09-09 19:23:05.550,
2764,Deliver to customer,2024-09-09 19:23:09.353,
2764,EVENT 8 END,2024-09-09 19:24:34.368,
2765,Take order;start,2024-09-03 21:15:00.000,
2765,Review order,2024-09-03 21:15:42.177,
2765,Prepare starter;prepare drinks,2024-09-03 21:15:52.362,
2765,Bring drinks,2024-09-03 21:16:43.510,
2765,Review drinks,2024-09-03 21:21:40.239,
2765,Prepare main course,2024-09-09 18:23:51.744,
2765,Signal food complete,2024-09-14 01:37:44.528,
2765,Bring food,2024-09-16 18:36:20.491,
2765,Deliver to customer,2024-09-16 18:37:55.414,
2765,EVENT 8 END,2024-09-16 18:38:09.388,
2766,Take order;start,2024-09-03 21:30:00.000,
2766,Review order,2024-09-03 21:31:17.008,
2766,prepare drinks,2024-09-03 21:31:58.841,
2766,Bring drinks,2024-09-03 21:32:44.357,
2766,Review drinks,2024-09-03 21:44:58.100,
2766,Prepare main course,2024-09-09 18:29:03.843,
2766,Signal food complete,2024-09-16 18:26:18.832,
2766,Bring food,2024-09-16 18:38:30.769,
2766,Deliver to customer,2024-09-16 18:38:31.198,
2766,EVENT 8 END,2024-09-16 18:38:54.038,
2767,Take order;start,2024-09-03 21:45:00.000,
2767,Review order,2024-09-03 21:47:41.614,
2767,Prepare starter;prepare drinks,2024-09-03 21:49:05.684,
2767,Bring drinks,2024-09-03 21:50:46.936,
2767,Review drinks,2024-09-03 21:55:20.830,
2767,prepare drinks,2024-09-03 21:55:29.915,
2767,Bring drinks,2024-09-03 21:59:59.087,
2767,Review drinks,2024-09-03 22:00:27.050,
2767,Signal food complete,2024-09-09 18:55:25.449,
2767,Bring food,2024-09-09 19:00:15.441,
2767,Deliver to customer,2024-09-09 19:09:57.158,
2767,EVENT 8 END,2024-09-09 19:12:46.542,
2768,Take order;start,2024-09-03 22:00:00.000,
2768,Review order,2024-09-03 22:00:15.997,
2768,prepare drinks,2024-09-03 22:00:57.273,
2768,Bring drinks,2024-09-03 22:01:47.836,
2768,Review drinks,2024-09-03 22:06:20.590,
2768,prepare drinks,2024-09-03 22:08:44.606,
2768,Bring drinks,2024-09-03 22:09:43.128,
2768,Review drinks,2024-09-03 22:15:37.257,
2768,prepare drinks,2024-09-03 22:17:07.319,
2768,Bring drinks,2024-09-03 22:17:45.639,
2768,Review drinks,2024-09-03 22:28:18.016,
2768,prepare drinks,2024-09-03 22:28:34.282,
2768,Bring drinks,2024-09-03 22:37:52.470,
2768,Review drinks,2024-09-03 22:42:17.266,
2768,Prepare main course,2024-09-09 19:00:15.441,
2768,Signal food complete,2024-09-16 18:43:22.515,
2768,Bring food,2024-09-16 18:47:10.609,
2768,Deliver to customer,2024-09-16 18:53:42.957,
2768,EVENT 8 END,2024-09-16 18:56:58.405,
2769,Take order;start,2024-09-03 22:15:00.000,
2769,Review order,2024-09-03 22:16:25.422,
2769,prepare drinks,2024-09-03 22:19:30.273,
2769,Bring drinks,2024-09-03 22:22:11.704,
2769,Review drinks,2024-09-03 22:23:25.890,
2769,Prepare main course,2024-09-09 19:26:00.201,
2769,Signal food complete,2024-09-16 18:51:04.733,
2769,Bring food,2024-09-16 19:35:12.646,
2769,Deliver to customer,2024-09-16 19:44:12.482,
2769,EVENT 8 END,2024-09-16 19:47:09.040,
2770,Take order;start,2024-09-03 22:30:00.000,
2770,Review order,2024-09-03 22:35:33.505,
2770,Prepare starter;prepare drinks,2024-09-03 22:35:38.264,
2770,Bring drinks,2024-09-03 22:45:06.836,
2770,Review drinks,2024-09-03 22:51:13.374,
2770,prepare drinks,2024-09-03 22:52:05.186,
2770,Bring drinks,2024-09-03 22:54:56.818,
2770,Review drinks,2024-09-03 23:02:24.875,
2770,Signal food complete,2024-09-09 19:43:00.680,
2770,Bring food,2024-09-09 21:10:52.324,
2770,Deliver to customer,2024-09-09 21:14:41.007,
2770,EVENT 8 END,2024-09-09 21:14:44.080,
2771,Take order;start,2024-09-03 22:45:00.000,
2771,Review order,2024-09-03 22:45:20.492,
2771,prepare drinks,2024-09-03 22:45:32.130,
2771,Bring drinks,2024-09-03 22:46:20.720,
2771,Review drinks,2024-09-03 22:49:45.919,
2771,Prepare main course,2024-09-09 19:45:36.266,
2771,Signal food complete,2024-09-16 19:13:45.095,
2771,Bring food,2024-09-16 19:16:50.175,
2771,Deliver to customer,2024-09-16 19:18:44.511,
2771,EVENT 8 END,2024-09-16 19:19:37.745,
2772,Take order;start,2024-09-03 23:00:00.000,
2772,Review order,2024-09-03 23:03:31.935,
2772,prepare drinks,2024-09-03 23:05:31.458,
2772,Bring drinks;Review drinks,2024-09-03 23:07:03.981,form-based events(2024-09-03 23:07:03.981)
2772,Prepare main course,2024-09-09 19:50:25.087,
2772,Signal food complete,2024-09-16 18:52:18.239,
2772,Bring food,2024-09-16 19:32:42.240,
2772,Deliver to customer,2024-09-16 19:34:51.639,
2772,EVENT 8 END,2024-09-16 19:35:05.024,
2773,Take order;start,2024-09-03 23:15:00.000,
2773,Review order,2024-09-03 23:15:26.185,
2773,prepare drinks,2024-09-03 23:18:03.145,
2773,Bring drinks,2024-09-03 23:41:46.427,
2773,Review drinks,2024-09-03 23:43:18.698,
2773,Prepare main course,2024-09-09 19:50:41.776,
2773,Signal food complete,2024-09-16 19:12:38.517,
2773,Bring food,2024-09-16 19:13:45.095,
2773,Deliver to customer,2024-09-16 19:17:29.963,
2773,EVENT 8 END,2024-09-16 19:18:01.769,
2774,Take order;start,2024-09-03 23:30:00.000,
2774,Review order,2024-09-03 23:30:34.597,
2774,prepare drinks,2024-09-03 23:30:45.801,
2774,Bring drinks,2024-09-03 23:34:04.334,
2774,Review drinks,2024-09-03 23:36:33.984,
2774,prepare drinks,2024-09-03 23:37:26.732,
2774,Bring drinks,2024-09-03 23:43:30.106,
2774,Review drinks,2024-09-03 23:54:58.908,
2774,prepare drinks,2024-09-03 23:55:14.081,
2774,Bring drinks,2024-09-03 23:59:46.324,
2774,Review drinks,2024-09-04 00:00:21.246,
2774,prepare drinks,2024-09-04 00:00:27.400,
2774,Bring drinks,2024-09-04 00:03:43.773,
2774,Review drinks,2024-09-04 00:11:26.761,
2774,Prepare main course,2024-09-09 20:39:02.483,
2774,Signal food complete,2024-09-16 19:32:42.240,
2774,Bring food,2024-09-16 20:19:50.150,
2774,Deliver to customer,2024-09-16 20:20:07.232,
2774,EVENT 8 END,2024-09-16 20:22:23.083,
2775,Take order;start,2024-09-03 23:45:00.000,
2775,Review order,2024-09-03 23:51:44.041,
2775,prepare drinks,2024-09-03 23:52:39.948,
2775,Bring drinks,2024-09-03 23:58:02.081,
2775,Review drinks,2024-09-04 00:01:40.995,
2775,Prepare main course,2024-09-09 21:10:52.324,
2775,Signal food complete,2024-09-16 20:00:26.146,
2775,Bring food,2024-09-16 20:00:59.012,
2775,Deliver to customer,2024-09-16 20:02:19.524,
2775,EVENT 8 END,2024-09-16 20:03:24.315,
2776,Take order;start,2024-09-04 00:00:00.000,
2776,Review order,2024-09-04 00:05:35.977,
2776,Prepare starter;prepare drinks,2024-09-04 00:05:44.765,
2776,Bring drinks;Review drinks,2024-09-04 00:10:44.410,form-based events(2024-09-04 00:10:44.410)
2776,Prepare main course,2024-09-09 21:24:42.814,
2776,Signal food complete,2024-09-16 20:19:50.150,
2776,Bring food,2024-09-16 20:42:56.463,
2776,Deliver to customer,2024-09-16 20:43:46.421,
2776,EVENT 8 END,2024-09-16 20:44:51.240,
2777,Take order;start,2024-09-04 00:15:00.000,
2777,Review order,2024-09-04 00:15:23.602,
2777,prepare drinks,2024-09-04 00:16:26.399,
2777,Bring drinks,2024-09-04 00:23:39.467,
2777,Review drinks,2024-09-04 00:29:53.791,
2777,prepare drinks,2024-09-04 00:30:56.765,
2777,Bring drinks,2024-09-04 00:33:59.111,
2777,Review drinks,2024-09-04 00:37:13.717,
2777,Prepare main course,2024-09-09 21:37:03.314,
2777,Signal food complete,2024-09-16 21:08:24.188,
2777,Bring food,2024-09-16 22:14:35.440,
2777,Deliver to customer,2024-09-16 22:17:42.361,
2777,EVENT 8 END,2024-09-16 22:18:27.978,
2778,Take order;start,2024-09-04 00:30:00.000,
2778,Review order,2024-09-04 00:31:23.048,
2778,Prepare starter;prepare drinks,2024-09-04 00:31:45.582,
2778,Bring drinks;Review drinks,2024-09-04 00:43:31.937,form-based events(2024-09-04 00:43:31.937)
2778,prepare drinks,2024-09-04 00:54:45.496,
2778,Bring drinks;Review drinks,2024-09-04 01:04:46.233,form-based events(2024-09-04 01:04:46.233)
2778,Signal food complete,2024-09-09 22:32:39.232,
2778,Bring food,2024-09-09 23:15:58.988,
2778,Deliver to customer,2024-09-09 23:20:13.439,
2778,EVENT 8 END,2024-09-09 23:20:52.069,
2779,Take order;start,2024-09-04 00:45:00.000,
2779,Review order,2024-09-04 00:51:56.759,
2779,Prepare starter;prepare drinks,2024-09-04 00:52:00.278,
2779,Bring drinks,2024-09-04 00:55:58.426,
2779,Review drinks,2024-09-04 00:56:58.017,
2779,Signal food complete,2024-09-09 23:05:20.950,
2779,Bring food,2024-09-09 23:27:19.958,
2779,Deliver to customer,2024-09-09 23:33:32.142,
2779,EVENT 8 END,2024-09-09 23:35:27.727,
2780,Take order;start,2024-09-04 01:00:00.000,
2780,Review order,2024-09-04 01:03:21.139,
2780,Prepare starter;prepare drinks,2024-09-04 01:05:23.881,
2780,Bring drinks,2024-09-04 01:06:54.274,
2780,Review drinks,2024-09-04 01:07:02.030,
2780,Prepare main course,2024-09-09 23:15:58.988,
2780,Signal food complete,2024-09-16 21:56:43.826,
2780,Bring food,2024-09-16 22:01:39.445,
2780,Deliver to customer,2024-09-16 22:09:46.732,
2780,EVENT 8 END,2024-09-16 22:10:17.665,
2781,Take order;start,2024-09-04 01:15:00.000,
2781,Review order,2024-09-04 01:15:22.828,
2781,prepare drinks,2024-09-04 01:20:36.346,
2781,Bring drinks,2024-09-04 01:31:44.535,
2781,Review drinks,2024-09-04 01:32:20.611,
2781,prepare drinks,2024-09-04 01:37:06.024,
2781,Bring drinks,2024-09-04 01:37:12.913,
2781,Review drinks,2024-09-04 01:42:58.026,
2781,Prepare main course,2024-09-09 23:32:26.537,
2781,Signal food complete,2024-09-16 22:08:09.872,
2781,Bring food,2024-09-16 22:12:36.639,
2781,Deliver to customer,2024-09-16 22:15:56.952,
2781,EVENT 8 END,2024-09-16 22:16:15.374,
2782,Take order;start,2024-09-04 01:30:00.000,
2782,Review order,2024-09-04 01:32:24.489,
2782,Prepare starter;prepare drinks,2024-09-04 01:32:45.490,
2782,Bring drinks,2024-09-04 01:32:55.930,
2782,Review drinks,2024-09-04 01:35:48.552,
2782,Signal food complete,2024-09-09 23:51:53.765,
2782,Bring food,2024-09-10 00:01:49.026,
2782,Deliver to customer,2024-09-10 00:15:21.890,
2782,EVENT 8 END,2024-09-10 00:19:04.958,
2783,Take order;start,2024-09-04 01:45:00.000,
2783,Review order,2024-09-04 01:47:59.268,
2783,prepare drinks,2024-09-04 01:49:07.775,
2783,Bring drinks,2024-09-04 01:54:54.419,
2783,Review drinks,2024-09-04 18:16:49.513,
2783,Prepare main course,2024-09-10 00:27:42.580,
2783,Signal food complete,2024-09-16 22:34:15.374,
2783,Bring food,2024-09-16 23:00:05.952,
2783,Deliver to customer,2024-09-16 23:02:52.904,
2783,EVENT 8 END,2024-09-16 23:13:38.260,
2784,start,2024-09-04 02:00:00.000,
2784,Take order,2024-09-04 18:00:00.000,
2784,Review order,2024-09-04 18:04:17.891,
2784,Prepare starter;prepare drinks,2024-09-04 18:04:46.552,
2784,Bring drinks;Review drinks,2024-09-04 18:05:08.168,form-based events(2024-09-04 18:05:08.168)
2784,prepare drinks,2024-09-04 18:10:05.477,
2784,Bring drinks;Review drinks,2024-09-04 18:10:49.564,form-based events(2024-09-04 18:10:49.564)
2784,prepare drinks,2024-09-04 18:18:39.161,
2784,Bring drinks;Review drinks,2024-09-04 18:27:24.389,form-based events(2024-09-04 18:27:24.389)
2784,Prepare main course,2024-09-10 01:07:05.395,
2784,Signal food complete,2024-09-16 22:51:38.735,
2784,Bring food,2024-09-16 22:56:07.261,
2784,Deliver to customer,2024-09-16 23:00:18.259,
2784,EVENT 8 END,2024-09-16 23:00:31.641,
2785,Take order;start,2024-09-04 18:15:00.000,
2785,Review order,2024-09-04 18:15:55.854,
2785,Prepare starter;prepare drinks,2024-09-04 18:16:56.734,
2785,Bring drinks,2024-09-04 18:17:09.951,
2785,Review drinks,2024-09-04 18:17:22.619,
2785,Prepare main course,2024-09-10 01:22:12.088,
2785,Signal food complete,2024-09-16 22:58:07.108,
2785,Bring food,2024-09-16 22:59:29.987,
2785,Deliver to customer,2024-09-16 23:02:24.538,
2785,EVENT 8 END,2024-09-16 23:03:53.477,
2786,Take order;start,2024-09-04 18:30:00.000,
2786,Review order,2024-09-04 18:30:10.029,
2786,prepare drinks,2024-09-04 18:31:00.126,
2786,Bring drinks;Review drinks,2024-09-04 18:33:54.380,form-based events(2024-09-04 18:33:54.380)
2786,prepare drinks,2024-09-04 18:34:37.838,
2786,Bring drinks;Review drinks,2024-09-04 18:35:11.329,form-based events(2024-09-04 18:35:11.329)
2786,prepare drinks,2024-09-04 18:35:47.685,
2786,Bring drinks;Review drinks,2024-09-04 18:36:55.065,form-based events(2024-09-04 18:36:55.065)
2786,Prepare main course,2024-09-10 01:49:51.673,
2786,Signal food complete,2024-09-16 23:00:05.952,
2786,Bring food,2024-09-16 23:48:42.633,
2786,Deliver to customer,2024-09-16 23:55:18.057,
2786,EVENT 8 END,2024-09-16 23:55:54.764,
2787,Take order;start,2024-09-04 18:45:00.000,
2787,Review order,2024-09-04 18:45:28.081,
2787,Prepare starter;prepare drinks,2024-09-04 18:45:50.290,
2787,Bring drinks;Review drinks,2024-09-04 18:46:51.506,form-based events(2024-09-04 18:46:51.506)
2787,Prepare main course,2024-09-10 01:50:57.898,
2787,Signal food complete,2024-09-16 23:13:12.186,
2787,Bring food,2024-09-16 23:16:32.951,
2787,Deliver to customer,2024-09-16 23:19:43.550,
2787,EVENT 8 END,2024-09-16 23:20:13.570,
2788,Take order;start,2024-09-04 19:00:00.000,
2788,Review order,2024-09-04 19:00:31.102,
2788,Prepare starter;prepare drinks,2024-09-04 19:03:59.191,
2788,Bring drinks,2024-09-04 19:04:09.369,
2788,Review drinks,2024-09-04 19:14:31.421,
2788,Prepare main course,2024-09-10 18:47:44.680,
2788,Signal food complete,2024-09-16 23:21:16.878,
2788,Bring food,2024-09-16 23:41:44.678,
2788,Deliver to customer,2024-09-16 23:42:16.993,
2788,EVENT 8 END,2024-09-16 23:42:18.294,
2789,Take order;start,2024-09-04 19:15:00.000,
2789,Review order,2024-09-04 19:18:33.969,
2789,Prepare starter;prepare drinks,2024-09-04 19:18:44.253,
2789,Bring drinks,2024-09-04 19:22:42.698,
2789,Review drinks,2024-09-04 19:27:17.450,
2789,Prepare main course,2024-09-10 19:12:09.043,
2789,Signal food complete,2024-09-16 23:35:17.955,
2789,Bring food,2024-09-17 00:17:49.167,
2789,Deliver to customer,2024-09-17 00:19:01.179,
2789,EVENT 8 END,2024-09-17 00:20:49.885,
2790,Take order;start,2024-09-04 19:30:00.000,
2790,Review order,2024-09-04 19:30:30.106,
2790,prepare drinks,2024-09-04 19:31:20.968,
2790,Bring drinks;Review drinks,2024-09-04 19:32:06.470,form-based events(2024-09-04 19:32:06.470)
2790,Prepare main course,2024-09-10 19:30:31.192,
2790,Signal food complete,2024-09-17 00:09:20.028,
2790,Bring food,2024-09-17 00:53:24.042,
2790,Deliver to customer,2024-09-17 01:04:16.859,
2790,EVENT 8 END,2024-09-17 01:04:53.638,
2791,Take order;start,2024-09-04 19:45:00.000,
2791,Review order,2024-09-04 19:46:11.697,
2791,prepare drinks,2024-09-04 19:48:43.284,
2791,Bring drinks,2024-09-04 19:51:10.773,
2791,Review drinks,2024-09-04 19:52:40.421,
2791,Prepare main course,2024-09-10 20:17:35.877,
2791,Signal food complete,2024-09-17 00:18:22.143,
2791,Bring food,2024-09-17 00:22:03.714,
2791,Deliver to customer,2024-09-17 00:27:13.955,
2791,EVENT 8 END,2024-09-17 00:28:22.133,
2792,Take order;start,2024-09-04 20:00:00.000,
2792,Review order,2024-09-04 20:03:05.661,
2792,prepare drinks,2024-09-04 20:03:07.522,
2792,Bring drinks,2024-09-04 20:05:47.834,
2792,Review drinks,2024-09-04 20:10:36.304,
2792,Prepare main course,2024-09-10 20:37:42.066,
2792,Signal food complete,2024-09-17 00:28:49.025,
2792,Bring food,2024-09-17 01:48:24.480,
2792,Deliver to customer,2024-09-17 01:50:42.205,
2792,EVENT 8 END,2024-09-17 01:52:31.100,
2793,Take order;start,2024-09-04 20:15:00.000,
2793,Review order,2024-09-04 20:17:10.999,
2793,prepare drinks,2024-09-04 20:18:08.844,
2793,Bring drinks,2024-09-04 20:19:49.676,
2793,Review drinks,2024-09-04 20:21:48.686,
2793,Prepare main course,2024-09-10 20:54:34.304,
2793,Signal food complete,2024-09-17 00:53:24.042,
2793,Bring food,2024-09-17 01:25:14.417,
2793,Deliver to customer,2024-09-17 01:35:08.288,
2793,EVENT 8 END,2024-09-17 01:36:15.623,
2794,Take order;start,2024-09-04 20:30:00.000,
2794,Review order,2024-09-04 20:31:54.524,
2794,prepare drinks,2024-09-04 20:32:25.744,
2794,Bring drinks,2024-09-04 20:33:39.830,
2794,Review drinks,2024-09-04 20:36:25.686,
2794,prepare drinks,2024-09-04 20:36:27.161,
2794,Bring drinks,2024-09-04 20:37:17.334,
2794,Review drinks,2024-09-04 20:40:29.901,
2794,prepare drinks,2024-09-04 20:42:06.495,
2794,Bring drinks,2024-09-04 20:42:28.725,
2794,Review drinks,2024-09-04 20:51:16.535,
2794,Prepare main course,2024-09-10 20:58:36.885,
2794,Signal food complete,2024-09-17 01:25:14.417,
2794,Bring food,2024-09-17 01:39:18.462,
2794,Deliver to customer,2024-09-17 01:48:04.389,
2794,EVENT 8 END,2024-09-17 01:49:19.466,
2795,Take order;start,2024-09-04 20:45:00.000,
2795,Review order,2024-09-04 20:49:21.661,
2795,prepare drinks,2024-09-04 20:50:10.209,
2795,Bring drinks,2024-09-04 20:52:40.955,
2795,Review drinks,2024-09-04 20:52:42.370,
2795,Prepare main course,2024-09-10 21:29:08.125,
2795,Signal food complete,2024-09-17 01:48:24.480,
2795,Bring food,2024-09-17 01:49:47.074,
2795,Deliver to customer,2024-09-17 01:57:32.635,
2795,EVENT 8 END,2024-09-17 01:59:46.785,
2796,Take order;start,2024-09-04 21:00:00.000,
2796,Review order,2024-09-04 21:02:34.702,
2796,prepare drinks,2024-09-04 21:03:33.748,
2796,Bring drinks,2024-09-04 21:04:30.878,
2796,Review drinks,2024-09-04 21:16:54.971,
2796,prepare drinks,2024-09-04 21:18:19.504,
2796,Bring drinks,2024-09-04 21:20:32.002,
2796,Review drinks,2024-09-04 21:26:23.524,
2796,Prepare main course,2024-09-10 21:50:35.347,
2796,Signal food complete,2024-09-17 18:02:33.505,
2796,Bring food,2024-09-17 18:36:35.794,
2796,Deliver to customer,2024-09-17 18:44:28.860,
2796,EVENT 8 END,2024-09-17 18:44:32.140,
2797,Take order;start,2024-09-04 21:15:00.000,
2797,Review order,2024-09-04 21:20:06.552,
2797,Prepare starter;prepare drinks,2024-09-04 21:21:00.604,
2797,Bring drinks,2024-09-04 21:24:53.992,
2797,Review drinks,2024-09-04 21:27:19.133,
2797,Signal food complete,2024-09-10 22:06:36.483,
2797,Bring food,2024-09-10 22:13:47.346,
2797,Deliver to customer,2024-09-10 22:14:43.959,
2797,EVENT 8 END,2024-09-10 22:20:23.862,
2798,Take order;start,2024-09-04 21:30:00.000,
2798,Review order,2024-09-04 21:35:27.773,
2798,prepare drinks,2024-09-04 21:36:53.547,
2798,Bring drinks,2024-09-04 21:42:20.090,
2798,Review drinks,2024-09-04 21:50:41.194,
2798,prepare drinks,2024-09-04 21:52:12.020,
2798,Bring drinks,2024-09-04 21:56:45.875,
2798,Review drinks,2024-09-04 21:57:30.585,
2798,Prepare main course,2024-09-10 22:13:47.346,
2798,Signal food complete,2024-09-17 18:14:52.755,
2798,Bring food,2024-09-17 19:10:04.687,
2798,Deliver to customer,2024-09-17 19:12:43.859,
2798,EVENT 8 END,2024-09-17 19:15:45.882,
2799,Take order;start,2024-09-04 21:45:00.000,
2799,Review order,2024-09-04 21:45:54.733,
2799,Prepare starter;prepare drinks,2024-09-04 21:46:36.411,
2799,Bring drinks,2024-09-04 21:57:55.010,
2799,Review drinks,2024-09-04 22:03:09.189,
2799,Prepare main course,2024-09-10 22:16:59.504,
2799,Signal food complete,2024-09-17 18:04:41.851,
2799,Bring food,2024-09-17 18:08:17.571,
2799,Deliver to customer,2024-09-17 18:15:38.377,
2799,EVENT 8 END,2024-09-17 18:16:44.366,
2800,Take order;start,2024-09-04 22:00:00.000,
2800,Review order,2024-09-04 22:01:14.364,
2800,Prepare starter;prepare drinks,2024-09-04 22:03:16.374,
2800,Bring drinks,2024-09-04 22:12:07.065,
2800,Review drinks,2024-09-04 22:20:17.236,
2800,prepare drinks,2024-09-04 22:21:37.793,
2800,Bring drinks,2024-09-04 22:22:09.264,
2800,Review drinks,2024-09-04 22:29:54.757,
2800,Signal food complete,2024-09-10 22:18:43.549,
2800,Bring food,2024-09-10 23:38:00.885,
2800,Deliver to customer,2024-09-10 23:38:30.141,
2800,EVENT 8 END,2024-09-10 23:39:07.999,
2801,Take order;start,2024-09-04 22:15:00.000,
2801,Review order,2024-09-04 22:23:32.824,
2801,prepare drinks,2024-09-04 22:24:17.992,
2801,Bring drinks,2024-09-04 22:28:07.024,
2801,Review drinks,2024-09-04 22:29:06.837,
2801,Prepare main course,2024-09-10 22:36:02.017,
2801,Signal food complete,2024-09-17 19:07:49.653,
2801,Bring food,2024-09-17 19:14:37.863,
2801,Deliver to customer,2024-09-17 19:27:37.579,
2801,EVENT 8 END,2024-09-17 19:30:05.282,
2802,Take order;start,2024-09-04 22:30:00.000,
2802,Review order,2024-09-04 22:30:38.536,
2802,prepare drinks,2024-09-04 22:31:11.557,
2802,Bring drinks;Review drinks,2024-09-04 22:32:49.564,form-based events(2024-09-04 22:32:49.564)
2802,Prepare main course,2024-09-10 23:38:00.885,
2802,Signal food complete,2024-09-17 19:14:37.863,
2802,Bring food,2024-09-17 19:20:38.039,
2802,Deliver to customer,2024-09-17 19:24:37.162,
2802,EVENT 8 END,2024-09-17 19:25:03.998,
2803,Take order;start,2024-09-04 22:45:00.000,
2803,Review order,2024-09-04 22:52:00.913,
2803,Prepare starter;prepare drinks,2024-09-04 22:52:36.651,
2803,Bring drinks,2024-09-04 23:02:38.753,
2803,Review drinks,2024-09-04 23:05:43.324,
2803,Prepare main course,2024-09-10 23:38:39.335,
2803,Signal food complete,2024-09-17 19:50:56.705,
2803,Bring food,2024-09-17 20:24:58.106,
2803,Deliver to customer,2024-09-17 20:26:26.996,
2803,EVENT 8 END,2024-09-17 20:29:17.329,
2804,Take order;start,2024-09-04 23:00:00.000,
2804,Review order,2024-09-04 23:01:40.392,
2804,prepare drinks,2024-09-04 23:02:28.698,
2804,Bring drinks,2024-09-04 23:05:08.264,
2804,Review drinks,2024-09-04 23:15:24.119,
2804,prepare drinks,2024-09-04 23:16:20.054,
2804,Bring drinks,2024-09-04 23:17:04.432,
2804,Review drinks,2024-09-04 23:24:31.499,
2804,Prepare main course,2024-09-10 23:46:19.235,
2804,Signal food complete,2024-09-17 19:20:38.039,
2804,Bring food,2024-09-17 20:08:08.955,
2804,Deliver to customer,2024-09-17 20:12:24.300,
2804,EVENT 8 END,2024-09-17 20:15:20.977,
2805,Take order;start,2024-09-04 23:15:00.000,
2805,Review order,2024-09-04 23:15:24.125,
2805,Prepare starter;prepare drinks,2024-09-04 23:15:36.569,
2805,Bring drinks,2024-09-04 23:21:33.087,
2805,Review drinks,2024-09-04 23:29:56.217,
2805,Prepare main course,2024-09-11 00:09:06.514,
2805,Signal food complete,2024-09-17 19:31:27.934,
2805,Bring food,2024-09-17 19:45:36.008,
2805,Deliver to customer,2024-09-17 19:47:51.309,
2805,EVENT 8 END,2024-09-17 19:50:07.552,
2806,Take order;start,2024-09-04 23:30:00.000,
2806,Review order,2024-09-04 23:30:47.017,
2806,prepare drinks,2024-09-04 23:31:36.305,
2806,Bring drinks,2024-09-04 23:35:57.471,
2806,Review drinks,2024-09-04 23:40:55.311,
2806,prepare drinks,2024-09-04 23:41:13.327,
2806,Bring drinks,2024-09-04 23:42:49.916,
2806,Review drinks,2024-09-04 23:43:03.819,
