Case,Activity,Timestamp,Resource,Event,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,Activity_fixed
8539501,start WABOprocedure,2013-10-21 07:00:32,560872,46757,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
8539501,enter senddate acknowledgement,2013-10-22 07:01:11,560890,46758,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
8539501,article 34  WABO applies,2013-10-29 08:00:20,560890,46764,,0,article 34  WABO applies,article 34 wabo applies,-1,0,article 34  WABO applies
8539501,ask stakeholders views,2013-10-29 08:00:21,560890,46766,,0,ask stakeholders views,ask stakeholders views,-1,0,ask stakeholders views
8539501,assessment of content completed,2013-10-29 08:00:22,560890,46783,,0,assessment of content completed,assessment of content completed,-1,0,assessment of content completed
8539501,by law,2013-10-29 08:00:23,560890,46769,,0,by law,by law,-1,0,by law
8539501,completed subcases content,2013-10-29 08:00:24,560890,46776,,0,completed subcases content,completed subcases content,-1,0,completed subcases content
8539501,coordination of application,2013-10-29 08:00:25,560890,46768,,0,coordination of application,coordination of application,-1,0,coordination of application
8539501,create subcases completeness,2013-10-29 08:00:26,560890,46759,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
8539501,creating cover letter decision,2013-10-29 08:00:27,560890,46772,,0,creating cover letter decision,creating cover letter decision,-1,0,creating cover letter decision
8539501,creating environmental permit decision,2013-10-29 08:00:28,560890,46780,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
8539501,decision date prior to decision,2013-10-29 08:00:29,560890,46770,,0,decision date prior to decision,decision date prior to decision,-1,0,decision date prior to decision
8539501,enter senddate decision,2013-10-29 08:00:30,560890,46775,,0,enter senddate decision,enter senddate decision,-1,0,enter senddate decision
8539501,enter senddate decision environmental permit,2013-10-29 08:00:31,560890,46779,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
8539501,generating decision environmental permit,2013-10-29 08:00:32,560890,46773,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
8539501,grounds for refusal,2013-10-29 08:00:33,560890,46765,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
8539501,phase advice known,2013-10-29 08:00:34,560890,46781,,0,phase advice known,phase advice known,-1,0,phase advice known
8539501,phase application receptive,2013-10-29 08:00:35,560890,46782,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
8539501,phase decision sent,2013-10-29 08:00:36,560890,46786,,0,phase decision sent,phase decision sent,-1,0,phase decision sent
8539501,phase decision taken,2013-10-29 08:00:37,560890,46777,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
8539501,procedure change,2013-10-29 08:00:38,560890,46760,,0,procedure change,procedure change,-1,0,procedure change
8539501,procedure change,2013-10-29 08:00:39,560890,46763,,0,procedure change,procedure change,-1,0,procedure change
8539501,register date environmental permit decision,2013-10-29 08:00:40,560890,46774,,0,register date environmental permit decision,register date environmental permit decision,-1,0,register date environmental permit decision
8539501,register objection and appeal periods,2013-10-29 08:00:41,560890,46771,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
8539501,request complete,2013-10-29 08:00:42,560890,46761,,0,request complete,request complete,-1,0,request complete
8539501,send letter in progress,2013-10-29 08:00:43,560890,46762,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
8539501,set decision phase decision permitting decided,2013-10-29 08:00:44,560890,46778,,0,set decision phase decision permitting decided,set decision phase decision permitting decided,-1,0,set decision phase decision permitting decided
8539501,set decision status,2013-10-29 08:00:45,560890,46784,,0,set decision status,set decision status,-1,0,set decision status
8539501,suspension ground applicable,2013-10-29 08:00:46,560890,46767,,0,suspension ground applicable,suspension ground applicable,-1,0,suspension ground applicable
8539501,transcript decision environmental permit to stakeholders,2013-10-29 08:00:47,560890,46785,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
8539501,treat subcases content,2013-10-29 08:00:48,560890,46787,,0,treat subcases content,treat subcases content,-1,0,treat subcases content
8539501,enter senddate decision environmental permit,2013-11-04 08:00:47,560890,46788,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
8539501,start decision phase decision permitting sent,2013-11-04 08:00:48,560890,46789,,0,start decision phase decision permitting sent,start decision phase decision permitting sent,-1,0,start decision phase decision permitting sent
8543085,OLO messaging active,2013-10-21 07:00:33,560872,46790,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
8543085,send confirmation receipt_signed1,2013-10-21 07:00:33,560872,46790,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,create procedure confirmation,2013-10-21 07:00:34,560872,46794,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
8543085,send confirmation receipt_signed2,2013-10-21 07:00:34,560872,46790,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed1,2013-10-21 07:00:34,560872,46794,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,create publication document,2013-10-21 07:00:35,560872,46795,,0,create publication document,create publication document,-1,0,create publication document
8543085,send confirmation receipt_signed1,2013-10-21 07:00:35,560872,46795,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-10-21 07:00:35,560872,46794,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed2,2013-10-21 07:00:35,560872,46795,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,forward to the competent authority,2013-10-21 07:00:36,560872,46792,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
8543085,send confirmation receipt_signed1,2013-10-21 07:00:36,560872,46792,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,phase application received,2013-10-21 07:00:37,560872,46799,,0,phase application received,phase application received,-1,0,phase application received
8543085,send confirmation receipt_signed2,2013-10-21 07:00:37,560872,46792,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed1,2013-10-21 07:00:37,560872,46799,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,register submission date request,2013-10-21 07:00:38,560872,46797,,0,register submission date request,register submission date request,-1,0,register submission date request
8543085,send confirmation receipt_signed1,2013-10-21 07:00:38,560872,46797,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-10-21 07:00:38,560872,46797,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed2,2013-10-21 07:00:38,560872,46799,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,registration date publication,2013-10-21 07:00:39,560872,46798,,0,registration date publication,registration date publication,-1,0,registration date publication
8543085,send confirmation receipt_signed1,2013-10-21 07:00:39,560872,46798,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,regular procedure without MER,2013-10-21 07:00:40,560872,46793,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
8543085,send confirmation receipt_signed1,2013-10-21 07:00:40,560872,46793,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-10-21 07:00:40,560872,46798,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed2,2013-10-21 07:00:40,560872,46793,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt,2013-10-21 07:00:41,560872,46791,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
8543085,send confirmation receipt_signed1,2013-10-21 07:00:41,560872,46791,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt,2013-10-21 07:00:42,560872,46796,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
8543085,send confirmation receipt_signed2,2013-10-21 07:00:42,560872,46791,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed1,2013-10-21 07:00:42,560872,46796,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,start WABOprocedure,2013-10-21 07:00:43,560872,46800,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
8543085,send confirmation receipt_signed2,2013-10-21 07:00:43,560872,46796,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed1,2013-10-21 07:00:43,560872,46800,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-10-21 07:00:44,560872,46800,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,enter senddate acknowledgement,2013-10-22 07:01:12,560872,46801,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
8543085,send confirmation receipt_signed1,2013-10-22 07:01:12,560872,46801,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-10-22 07:01:12,560872,46801,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,create letter requesting missing data,2013-11-04 08:00:49,2670601,46806,,0,create letter requesting missing data,create letter requesting missing data,-1,0,create letter requesting missing data
8543085,send confirmation receipt_signed1,2013-11-04 08:00:49,2670601,46806,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,create subcases completeness,2013-11-04 08:00:50,2670601,46802,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
8543085,send confirmation receipt_signed1,2013-11-04 08:00:50,2670601,46802,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-11-04 08:00:50,2670601,46806,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed2,2013-11-04 08:00:50,2670601,46802,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,phase asked additional information,2013-11-04 08:00:51,2670601,46808,,0,phase asked additional information,phase asked additional information,-1,0,phase asked additional information
8543085,send confirmation receipt_signed1,2013-11-04 08:00:51,2670601,46808,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-11-04 08:00:51,2670601,46808,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,procedure change,2013-11-04 08:00:52,2670601,46803,,0,procedure change,procedure change,-1,0,procedure change
8543085,send confirmation receipt_signed1,2013-11-04 08:00:52,2670601,46803,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-11-04 08:00:52,2670601,46803,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,request complete,2013-11-04 08:00:53,2670601,46804,,0,request complete,request complete,-1,0,request complete
8543085,send confirmation receipt_signed1,2013-11-04 08:00:53,2670601,46804,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-11-04 08:00:53,2670601,46804,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,retrieve missing data,2013-11-04 08:00:54,2670601,46807,,0,retrieve missing data,retrieve missing data,-1,0,retrieve missing data
8543085,send confirmation receipt_signed1,2013-11-04 08:00:54,2670601,46807,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-11-04 08:00:54,2670601,46807,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,term for supplying missing data,2013-11-04 08:00:55,2670601,46805,,0,term for supplying missing data,term for supplying missing data,-1,0,term for supplying missing data
8543085,send confirmation receipt_signed1,2013-11-04 08:00:55,2670601,46805,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-11-04 08:00:55,2670601,46805,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,enter receipt of additional data,2013-12-03 08:00:38,2670601,46811,,0,enter receipt of additional data,enter receipt of additional data,-1,0,enter receipt of additional data
8543085,send confirmation receipt_signed1,2013-12-03 08:00:38,2670601,46811,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-12-03 08:00:38,2670601,46811,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,phase additional information received,2013-12-03 08:00:39,2670601,46812,,0,phase additional information received,phase additional information received,-1,0,phase additional information received
8543085,send confirmation receipt_signed1,2013-12-03 08:00:39,2670601,46812,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-12-03 08:00:39,2670601,46812,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,receive additional information,2013-12-03 08:00:40,2670601,46810,,0,receive additional information,receive additional information,-1,0,receive additional information
8543085,send confirmation receipt_signed1,2013-12-03 08:00:40,2670601,46810,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2013-12-03 08:00:41,2670601,46810,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,enter date termination request received,2014-04-17 07:00:01,560912,46815,,0,enter date termination request received,enter date termination request received,-1,0,enter date termination request received
8543085,send confirmation receipt_signed1,2014-04-17 07:00:01,560912,46815,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,initiative competent authority,2014-04-17 07:00:02,560912,46814,,0,initiative competent authority,initiative competent authority,-1,0,initiative competent authority
8543085,send confirmation receipt_signed2,2014-04-17 07:00:02,560912,46815,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed1,2014-04-17 07:00:02,560912,46814,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:02,560912,46814,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,message terminate request,2014-04-17 07:00:03,560912,46820,,0,message terminate request,message terminate request,-1,0,message terminate request
8543085,send confirmation receipt_signed1,2014-04-17 07:00:03,560912,46820,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,phase archived case,2014-04-17 07:00:04,560912,46823,,0,phase archived case,phase archived case,-1,0,phase archived case
8543085,send confirmation receipt_signed2,2014-04-17 07:00:04,560912,46820,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed1,2014-04-17 07:00:04,560912,46823,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:04,560912,46823,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,phase case handled,2014-04-17 07:00:05,560912,46821,,0,phase case handled,phase case handled,-1,0,phase case handled
8543085,send confirmation receipt_signed1,2014-04-17 07:00:05,560912,46821,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,phase procedure aborted,2014-04-17 07:00:06,560912,46818,,0,phase procedure aborted,phase procedure aborted,-1,0,phase procedure aborted
8543085,send confirmation receipt_signed1,2014-04-17 07:00:06,560912,46818,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:06,560912,46818,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed2,2014-04-17 07:00:06,560912,46821,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,phase procedure prematurely terminated,2014-04-17 07:00:07,560912,46822,,0,phase procedure prematurely terminated,phase procedure prematurely terminated,-1,0,phase procedure prematurely terminated
8543085,send confirmation receipt_signed1,2014-04-17 07:00:07,560912,46822,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:07,560912,46822,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,read publication date field,2014-04-17 07:00:08,560912,46819,,0,read publication date field,read publication date field,-1,0,read publication date field
8543085,send confirmation receipt_signed1,2014-04-17 07:00:08,560912,46819,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:08,560912,46819,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt additional data,2014-04-17 07:00:09,560912,46817,,0,send confirmation receipt additional data,send confirmation receipt additional data,-1,0,send confirmation receipt additional data
8543085,send confirmation receipt_signed1,2014-04-17 07:00:09,560912,46817,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,stop all running subcases 2b,2014-04-17 07:00:10,560912,46824,,0,stop all running subcases 2b,stop all running subcases 2b,-1,0,stop all running subcases 2b
8543085,send confirmation receipt_signed1,2014-04-17 07:00:10,560912,46824,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:10,560912,46817,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,send confirmation receipt_signed2,2014-04-17 07:00:10,560912,46824,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8543085,terminate on request,2014-04-17 07:00:11,560912,46813,,0,terminate on request,terminate on request,-1,0,terminate on request
8543085,send confirmation receipt_signed1,2014-04-17 07:00:11,560912,46813,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8543085,send confirmation receipt_signed2,2014-04-17 07:00:12,560912,46813,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8577876,register submission date request,2013-10-22 07:01:13,560872,46827,,0,register submission date request,register submission date request,-1,0,register submission date request
8577876,OLO messaging active,2013-10-24 07:00:11,560872,46828,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
8577876,create procedure confirmation,2013-10-24 07:00:12,560872,46832,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
8577876,create publication document,2013-10-24 07:00:13,560872,46833,,0,create publication document,create publication document,-1,0,create publication document
8577876,forward to the competent authority,2013-10-24 07:00:14,560872,46830,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
8577876,phase application received,2013-10-24 07:00:15,560872,46837,,0,phase application received,phase application received,-1,0,phase application received
8577876,registration date publication,2013-10-24 07:00:16,560872,46835,,0,registration date publication,registration date publication,-1,0,registration date publication
8577876,regular procedure without MER,2013-10-24 07:00:17,560872,46831,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
8577876,send confirmation receipt,2013-10-24 07:00:18,560872,46829,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
8577876,send confirmation receipt,2013-10-24 07:00:19,560872,46836,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
8577876,start WABOprocedure,2013-10-24 07:00:20,560872,46834,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
8577876,enter senddate acknowledgement,2013-10-25 07:00:53,560872,46838,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
8577876,create letter requesting missing data,2013-11-28 08:00:13,560462,46843,,0,create letter requesting missing data,create letter requesting missing data,-1,0,create letter requesting missing data
8577876,create subcases completeness,2013-11-28 08:00:14,560462,46839,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
8577876,phase asked additional information,2013-11-28 08:00:15,560462,46845,,0,phase asked additional information,phase asked additional information,-1,0,phase asked additional information
8577876,procedure change,2013-11-28 08:00:16,560462,46840,,0,procedure change,procedure change,-1,0,procedure change
8577876,request complete,2013-11-28 08:00:17,560462,46841,,0,request complete,request complete,-1,0,request complete
8577876,retrieve missing data,2013-11-28 08:00:18,560462,46844,,0,retrieve missing data,retrieve missing data,-1,0,retrieve missing data
8577876,term for supplying missing data,2013-11-28 08:00:19,560462,46842,,0,term for supplying missing data,term for supplying missing data,-1,0,term for supplying missing data
8577876,MER present in supplement,2014-01-17 08:00:06,560462,46850,,0,MER present in supplement,mer present in supplement,-1,0,MER present in supplement
8577876,article 34  WABO applies,2014-01-17 08:00:07,560462,46855,,0,article 34  WABO applies,article 34 wabo applies,-1,0,article 34  WABO applies
8577876,ask stakeholders views,2014-01-17 08:00:08,560462,46857,,0,ask stakeholders views,ask stakeholders views,-1,0,ask stakeholders views
8577876,assessment of content completed,2014-01-17 08:00:09,560462,46871,,0,assessment of content completed,assessment of content completed,-1,0,assessment of content completed
8577876,by law,2014-01-17 08:00:10,560462,46860,,0,by law,by law,-1,0,by law
8577876,completed subcases content,2014-01-17 08:00:11,560462,46865,,0,completed subcases content,completed subcases content,-1,0,completed subcases content
8577876,coordination of application,2014-01-17 08:00:12,560462,46859,,0,coordination of application,coordination of application,-1,0,coordination of application
8577876,creating environmental permit decision,2014-01-17 08:00:13,560462,46863,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
8577876,decision date prior to decision,2014-01-17 08:00:14,560462,46861,,0,decision date prior to decision,decision date prior to decision,-1,0,decision date prior to decision
8577876,enter receipt of additional data,2014-01-17 08:00:15,560462,46848,,0,enter receipt of additional data,enter receipt of additional data,-1,0,enter receipt of additional data
8577876,generating decision environmental permit,2014-01-17 08:00:16,560462,46866,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
8577876,grounds for refusal,2014-01-17 08:00:17,560462,46856,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
8577876,phase additional information received,2014-01-17 08:00:18,560462,46868,,0,phase additional information received,phase additional information received,-1,0,phase additional information received
8577876,phase advice known,2014-01-17 08:00:19,560462,46869,,0,phase advice known,phase advice known,-1,0,phase advice known
8577876,phase application receptive,2014-01-17 08:00:20,560462,46872,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
8577876,phase decision ready,2014-01-17 08:00:21,560462,46864,,0,phase decision ready,phase decision ready,-1,0,phase decision ready
8577876,procedure change,2014-01-17 08:00:22,560462,46854,,0,procedure change,procedure change,-1,0,procedure change
8577876,procedure change after completeness,2014-01-17 08:00:23,560462,46852,,0,procedure change after completeness,procedure change after completeness,-1,0,procedure change after completeness
8577876,receive additional information,2014-01-17 08:00:24,560462,46847,,0,receive additional information,receive additional information,-1,0,receive additional information
8577876,request complete,2014-01-17 08:00:25,560462,46851,,0,request complete,request complete,-1,0,request complete
8577876,send confirmation receipt additional data,2014-01-17 08:00:26,560462,46849,,0,send confirmation receipt additional data,send confirmation receipt additional data,-1,0,send confirmation receipt additional data
8577876,send letter in progress,2014-01-17 08:00:27,560462,46853,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
8577876,set decision status,2014-01-17 08:00:28,560462,46867,,0,set decision status,set decision status,-1,0,set decision status
8577876,submit decision,2014-01-17 08:00:29,560462,46862,,0,submit decision,submit decision,-1,0,submit decision
8577876,suspension ground applicable,2014-01-17 08:00:30,560462,46858,,0,suspension ground applicable,suspension ground applicable,-1,0,suspension ground applicable
8577876,treat subcases content,2014-01-17 08:00:31,560462,46870,,0,treat subcases content,treat subcases content,-1,0,treat subcases content
8577876,record date of decision environmental permit,2014-01-21 08:00:14,560462,46873,,0,record date of decision environmental permit,record date of decision environmental permit,-1,0,record date of decision environmental permit
8577876,set decision phase decision permitting decided,2014-01-21 08:00:15,560462,46874,,0,set decision phase decision permitting decided,set decision phase decision permitting decided,-1,0,set decision phase decision permitting decided
8577876,creating cover letter decision,2014-01-27 08:00:19,560462,46876,,0,creating cover letter decision,creating cover letter decision,-1,0,creating cover letter decision
8577876,enter senddate decision,2014-01-27 08:00:20,560462,46877,,0,enter senddate decision,enter senddate decision,-1,0,enter senddate decision
8577876,enter senddate decision environmental permit,2014-01-27 08:00:21,560462,46879,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
8577876,phase decision sent,2014-01-27 08:00:22,560462,46882,,0,phase decision sent,phase decision sent,-1,0,phase decision sent
8577876,phase decision taken,2014-01-27 08:00:23,560462,46880,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
8577876,register objection and appeal periods,2014-01-27 08:00:24,560462,46875,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
8577876,start decision phase decision permitting sent,2014-01-27 08:00:25,560462,46881,,0,start decision phase decision permitting sent,start decision phase decision permitting sent,-1,0,start decision phase decision permitting sent
8577876,transcript decision environmental permit to stakeholders,2014-01-27 08:00:26,560462,46878,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
8577876,register deadline,2014-03-14 08:00:02,560872,46885,,0,register deadline,register deadline,-1,0,register deadline
