Case,Activity,Activity_fixed,Timestamp,Resource,label
823,info received,info received,2023-11-16 11:51:45,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 11:51:46,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 11:51:47,,collateral events(Make decision)
823,Check for completeness,Check for completeness,2023-11-16 11:51:55,Clerk-000005,
823,Make decision_signed1,Make decision_signed1,2023-11-16 11:51:55,Clerk-000005,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 11:51:55,Clerk-000005,collateral events(Make decision)
823,Request info,Request info,2023-11-16 11:55:41,Manager-000003,
823,Make decision_signed1,Make decision_signed1,2023-11-16 11:55:41,Manager-000003,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 11:55:42,Manager-000003,collateral events(Make decision)
823,info received,info received,2023-11-16 12:09:52,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:09:53,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:09:53,,collateral events(Make decision)
823,Check for completeness,Check for completeness,2023-11-16 12:10:02,Clerk-000002,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:10:03,Clerk-000002,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:10:03,Clerk-000002,collateral events(Make decision)
823,Request info,Request info,2023-11-16 12:14:28,Manager-000004,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:14:28,Manager-000004,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:14:29,Manager-000004,collateral events(Make decision)
823,info received,info received,2023-11-16 12:17:29,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:17:29,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:17:30,,collateral events(Make decision)
823,Check for completeness,Check for completeness,2023-11-16 12:17:39,Clerk-000001,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:17:39,Clerk-000001,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:17:40,Clerk-000001,collateral events(Make decision)
823,Request info,Request info,2023-11-16 12:34:23,Manager-000001,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:34:23,Manager-000001,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:34:24,Manager-000001,collateral events(Make decision)
823,info received,info received,2023-11-16 12:34:32,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:34:33,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:34:33,,collateral events(Make decision)
823,Check for completeness,Check for completeness,2023-11-16 12:34:42,Clerk-000005,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:34:42,Clerk-000005,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:34:43,Clerk-000005,collateral events(Make decision)
823,Perform checks,Perform checks,2023-11-16 12:40:12,Clerk-000006,
823,Make decision_signed1,Make decision_signed1,2023-11-16 12:40:13,Clerk-000006,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 12:40:13,Clerk-000006,collateral events(Make decision)
823,Make decision,Make decision,2023-11-16 13:04:16,Manager-000003,
823,notify reject,notify reject,2023-11-16 13:07:58,Manager-000002,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:07:59,Manager-000002,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:08:00,Manager-000002,collateral events(Make decision)
823,review request received,review request received,2023-11-16 13:15:55,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:15:56,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:15:56,,collateral events(Make decision)
823,Check for completeness,Check for completeness,2023-11-16 13:16:05,Clerk-000003,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:16:06,Clerk-000003,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:16:06,Clerk-000003,collateral events(Make decision)
823,Perform checks,Perform checks,2023-11-16 13:18:55,Clerk-000004,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:18:55,Clerk-000004,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:18:56,Clerk-000004,collateral events(Make decision)
823,Make decision,Make decision,2023-11-16 13:20:48,Manager-000004,
823,notify reject,notify reject,2023-11-16 13:28:22,Manager-000006,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:28:22,Manager-000006,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:28:23,Manager-000006,collateral events(Make decision)
823,time out,time out,2023-11-16 13:48:12,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:48:13,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:48:13,,collateral events(Make decision)
823,EVENT 13 END,EVENT 13 END,2023-11-16 13:48:22,,
823,Make decision_signed1,Make decision_signed1,2023-11-16 13:48:23,,collateral events(Make decision)
823,Make decision_signed2,Make decision_signed2,2023-11-16 13:48:24,,collateral events(Make decision)
824,Check for completeness,Check for completeness,2023-11-16 11:35:29,Clerk-000004,
824,New online application received,New online application received,2023-11-16 11:35:29,,
824,Make decision_signed1,Make decision_signed1,2023-11-16 11:35:30,Clerk-000004,collateral events(Make decision)
824,Perform checks,Perform checks,2023-11-16 11:45:54,Clerk-000006,
824,Make decision_signed1,Make decision_signed1,2023-11-16 11:45:54,Clerk-000006,collateral events(Make decision)
824,Make decision_signed2,Make decision_signed2,2023-11-16 11:45:55,Clerk-000006,collateral events(Make decision)
824,Make decision,Make decision,2023-11-16 11:56:46,Manager-000004,
824,Notify accept,Notify accept,2023-11-16 12:04:15,Manager-000001,
824,Make decision_signed1,Make decision_signed1,2023-11-16 12:04:16,Manager-000001,collateral events(Make decision)
824,Make decision_signed2,Make decision_signed2,2023-11-16 12:04:16,Manager-000001,collateral events(Make decision)
824,Deliver card,Deliver card,2023-11-16 12:06:59,Manager-000002,
824,Make decision_signed1,Make decision_signed1,2023-11-16 12:07:00,Manager-000002,collateral events(Make decision)
824,Make decision_signed2,Make decision_signed2,2023-11-16 12:07:00,Manager-000002,collateral events(Make decision)
824,EVENT 13 END,EVENT 13 END,2023-11-16 12:10:13,,
824,Make decision_signed1,Make decision_signed1,2023-11-16 12:10:13,,collateral events(Make decision)
824,Make decision_signed2,Make decision_signed2,2023-11-16 12:10:14,,collateral events(Make decision)
825,Check for completeness,Check for completeness,2023-11-16 13:28:39,Clerk-000002,
825,New online application received,New online application received,2023-11-16 13:28:39,,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:28:39,Clerk-000002,collateral events(Make decision)
825,Request info,Request info,2023-11-16 13:37:07,Manager-000001,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:37:07,Manager-000001,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:37:07,Manager-000001,collateral events(Make decision)
825,info received,info received,2023-11-16 13:48:58,,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:48:59,,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:48:59,,collateral events(Make decision)
825,Check for completeness,Check for completeness,2023-11-16 13:49:08,Clerk-000001,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:49:09,Clerk-000001,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:49:09,Clerk-000001,collateral events(Make decision)
825,Request info,Request info,2023-11-16 13:51:39,Manager-000005,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:51:39,Manager-000005,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:51:40,Manager-000005,collateral events(Make decision)
825,info received,info received,2023-11-16 13:52:18,,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:52:18,,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:52:19,,collateral events(Make decision)
825,Check for completeness,Check for completeness,2023-11-16 13:52:28,Clerk-000005,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:52:28,Clerk-000005,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:52:29,Clerk-000005,collateral events(Make decision)
825,Request info,Request info,2023-11-16 13:53:35,Manager-000003,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:53:35,Manager-000003,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:53:36,Manager-000003,collateral events(Make decision)
825,info received,info received,2023-11-16 13:55:01,,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:55:01,,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:55:02,,collateral events(Make decision)
825,Check for completeness,Check for completeness,2023-11-16 13:55:11,Clerk-000006,
825,Make decision_signed1,Make decision_signed1,2023-11-16 13:55:12,Clerk-000006,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 13:55:12,Clerk-000006,collateral events(Make decision)
825,Perform checks,Perform checks,2023-11-16 14:16:08,Clerk-000003,
825,Make decision_signed1,Make decision_signed1,2023-11-16 14:16:09,Clerk-000003,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 14:16:09,Clerk-000003,collateral events(Make decision)
825,Make decision,Make decision,2023-11-16 14:16:52,Manager-000002,
825,notify reject,notify reject,2023-11-16 14:17:34,Manager-000004,
825,Make decision_signed1,Make decision_signed1,2023-11-16 14:17:34,Manager-000004,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 14:17:35,Manager-000004,collateral events(Make decision)
825,time out,time out,2023-11-16 14:22:31,,
825,Make decision_signed1,Make decision_signed1,2023-11-16 14:22:32,,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 14:22:32,,collateral events(Make decision)
825,EVENT 13 END,EVENT 13 END,2023-11-16 14:22:41,,
825,Make decision_signed1,Make decision_signed1,2023-11-16 14:22:41,,collateral events(Make decision)
825,Make decision_signed2,Make decision_signed2,2023-11-16 14:22:42,,collateral events(Make decision)
826,Check for completeness,Check for completeness,2023-11-16 15:04:19,Clerk-000004,
826,New online application received,New online application received,2023-11-16 15:04:19,,
826,Request info,Request info,2023-11-16 15:04:22,Manager-000006,
826,info received,info received,2023-11-16 15:19:02,,
826,Check for completeness,Check for completeness,2023-11-16 15:19:12,Clerk-000002,
826,Request info,Request info,2023-11-16 15:36:02,Manager-000001,
826,info received,info received,2023-11-16 15:36:40,,
826,Check for completeness,Check for completeness,2023-11-16 15:36:50,Clerk-000006,
826,Request info,Request info,2023-11-16 15:44:26,Manager-000003,
826,info received,info received,2023-11-16 15:46:40,,
826,Check for completeness,Check for completeness,2023-11-16 15:46:50,Clerk-000002,
826,Request info,Request info,2023-11-16 15:53:51,Manager-000004,
826,info received,info received,2023-11-16 16:15:07,,
826,Check for completeness,Check for completeness,2023-11-16 16:15:17,Clerk-000005,
826,Request info,Request info,2023-11-16 16:19:25,Manager-000003,
826,info received,info received,2023-11-16 16:20:46,,
826,Check for completeness,Check for completeness,2023-11-16 16:20:56,Clerk-000003,
826,Request info,Request info,2023-11-16 16:33:31,Manager-000001,
826,info received,info received,2023-11-16 17:06:39,,
826,Check for completeness,Check for completeness,2023-11-16 17:06:49,Clerk-000006,
826,Perform checks,Perform checks,2023-11-16 17:16:03,Clerk-000003,
826,Make decision,Make decision,2023-11-16 17:42:20,Manager-000003,
826,notify reject,notify reject,2023-11-16 17:52:59,Manager-000006,
826,review request received,review request received,2023-11-16 18:26:53,,
826,Check for completeness,Check for completeness,2023-11-16 18:27:03,Clerk-000001,
826,Request info,Request info,2023-11-16 18:47:10,Manager-000004,
826,info received,info received,2023-11-16 19:01:51,,
826,Check for completeness,Check for completeness,2023-11-16 19:02:01,Clerk-000005,
826,Request info,Request info,2023-11-16 19:08:51,Manager-000005,
826,info received,info received,2023-11-16 19:35:11,,
826,Check for completeness,Check for completeness,2023-11-16 19:35:21,Clerk-000002,
826,Request info,Request info,2023-11-16 19:35:57,Manager-000004,
826,info received,info received,2023-11-16 19:38:07,,
826,Check for completeness,Check for completeness,2023-11-16 19:38:17,Clerk-000005,
826,Request info,Request info,2023-11-16 20:02:44,Manager-000002,
826,info received,info received,2023-11-16 20:10:33,,
826,Check for completeness,Check for completeness,2023-11-16 20:10:43,Clerk-000002,
826,Request info,Request info,2023-11-16 20:22:54,Manager-000003,
826,info received,info received,2023-11-16 20:30:11,,
826,Check for completeness,Check for completeness,2023-11-16 20:30:21,Clerk-000005,
826,Perform checks,Perform checks,2023-11-16 20:30:56,Clerk-000002,
826,Make decision,Make decision,2023-11-16 20:41:40,Manager-000002,
826,Notify accept,Notify accept,2023-11-16 20:51:06,Manager-000005,
826,Deliver card,Deliver card,2023-11-16 20:52:15,Manager-000003,
826,EVENT 13 END,EVENT 13 END,2023-11-16 21:01:33,,
827,Check for completeness,Check for completeness,2023-11-16 15:19:31,Clerk-000001,
827,New online application received,New online application received,2023-11-16 15:19:31,,
827,Request info,Request info,2023-11-16 15:36:57,Manager-000005,
827,info received,info received,2023-11-16 15:39:11,,
827,Check for completeness,Check for completeness,2023-11-16 15:39:21,Clerk-000003,
827,Request info,Request info,2023-11-16 15:51:49,Manager-000002,
827,info received,info received,2023-11-16 16:12:35,,
827,Check for completeness,Check for completeness,2023-11-16 16:12:45,Clerk-000001,
827,Request info,Request info,2023-11-16 16:14:57,Manager-000005,
827,info received,info received,2023-11-16 16:16:13,,
827,Check for completeness,Check for completeness,2023-11-16 16:16:23,Clerk-000006,
827,Request info,Request info,2023-11-16 16:21:35,Manager-000006,
827,info received,info received,2023-11-16 16:22:08,,
827,Check for completeness,Check for completeness,2023-11-16 16:22:18,Clerk-000002,
827,Perform checks,Perform checks,2023-11-16 16:41:59,Clerk-000004,
827,Make decision,Make decision,2023-11-16 16:51:17,Manager-000002,
827,notify reject,notify reject,2023-11-16 16:52:43,Manager-000004,
827,time out,time out,2023-11-16 16:56:18,,
827,EVENT 13 END,EVENT 13 END,2023-11-16 16:56:28,,
828,Check for completeness,Check for completeness,2023-11-16 15:29:12,Clerk-000005,
828,New online application received,New online application received,2023-11-16 15:29:12,,
828,Perform checks,Perform checks,2023-11-16 15:39:29,Clerk-000004,
828,Make decision,Make decision,2023-11-16 15:56:15,Manager-000006,
828,notify reject,notify reject,2023-11-16 15:56:36,Manager-000001,
828,time out,time out,2023-11-16 15:57:38,,
828,EVENT 13 END,EVENT 13 END,2023-11-16 15:57:48,,
829,Check for completeness,Check for completeness,2023-11-16 17:06:09,Clerk-000001,
829,New online application received,New online application received,2023-11-16 17:06:09,,
829,Make decision_signed1,Make decision_signed1,2023-11-16 17:06:09,Clerk-000001,collateral events(Make decision)
829,Perform checks,Perform checks,2023-11-16 17:06:21,Clerk-000005,
829,Make decision_signed1,Make decision_signed1,2023-11-16 17:06:22,Clerk-000005,collateral events(Make decision)
829,Make decision_signed2,Make decision_signed2,2023-11-16 17:06:22,Clerk-000005,collateral events(Make decision)
829,Make decision,Make decision,2023-11-16 17:28:41,Manager-000005,
829,Notify accept,Notify accept,2023-11-16 17:57:01,Manager-000002,
829,Make decision_signed1,Make decision_signed1,2023-11-16 17:57:01,Manager-000002,collateral events(Make decision)
829,Make decision_signed2,Make decision_signed2,2023-11-16 17:57:02,Manager-000002,collateral events(Make decision)
829,Deliver card,Deliver card,2023-11-16 18:17:00,Manager-000001,
829,Make decision_signed1,Make decision_signed1,2023-11-16 18:17:00,Manager-000001,collateral events(Make decision)
829,Make decision_signed2,Make decision_signed2,2023-11-16 18:17:01,Manager-000001,collateral events(Make decision)
829,EVENT 13 END,EVENT 13 END,2023-11-16 18:28:08,,
829,Make decision_signed1,Make decision_signed1,2023-11-16 18:28:08,,collateral events(Make decision)
829,Make decision_signed2,Make decision_signed2,2023-11-16 18:28:08,,collateral events(Make decision)
830,Check for completeness,Check for completeness,2023-11-16 17:45:39,Clerk-000002,
830,New online application received,New online application received,2023-11-16 17:45:39,,
830,Request info,Request info,2023-11-16 17:58:57,Manager-000004,
830,info received,info received,2023-11-16 18:24:13,,
830,Check for completeness,Check for completeness,2023-11-16 18:24:23,Clerk-000004,
830,Perform checks,Perform checks,2023-11-16 18:39:47,Clerk-000005,
830,Make decision,Make decision,2023-11-16 18:44:34,Manager-000005,
830,Notify accept,Notify accept,2023-11-16 18:48:58,Manager-000006,
830,Deliver card,Deliver card,2023-11-16 18:49:55,Manager-000001,
830,EVENT 13 END,EVENT 13 END,2023-11-16 18:52:15,,
831,Check for completeness,Check for completeness,2023-11-16 18:29:15,Clerk-000006,
831,New online application received,New online application received,2023-11-16 18:29:15,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:29:16,Clerk-000006,collateral events(Make decision)
831,Request info,Request info,2023-11-16 18:40:05,Manager-000003,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:40:06,Manager-000003,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 18:40:06,Manager-000003,collateral events(Make decision)
831,info received,info received,2023-11-16 18:44:24,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:44:24,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 18:44:25,,collateral events(Make decision)
831,Check for completeness,Check for completeness,2023-11-16 18:44:34,Clerk-000003,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:44:34,Clerk-000003,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 18:44:35,Clerk-000003,collateral events(Make decision)
831,Request info,Request info,2023-11-16 18:45:58,Manager-000002,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:45:59,Manager-000002,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 18:45:59,Manager-000002,collateral events(Make decision)
831,info received,info received,2023-11-16 18:52:16,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:52:17,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 18:52:18,,collateral events(Make decision)
831,Check for completeness,Check for completeness,2023-11-16 18:52:26,Clerk-000002,
831,Make decision_signed1,Make decision_signed1,2023-11-16 18:52:26,Clerk-000002,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 18:52:27,Clerk-000002,collateral events(Make decision)
831,Perform checks,Perform checks,2023-11-16 19:00:02,Clerk-000006,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:00:03,Clerk-000006,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:00:03,Clerk-000006,collateral events(Make decision)
831,Make decision,Make decision,2023-11-16 19:26:47,Manager-000001,
831,notify reject,notify reject,2023-11-16 19:33:09,Manager-000002,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:33:09,Manager-000002,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:33:10,Manager-000002,collateral events(Make decision)
831,review request received,review request received,2023-11-16 19:34:40,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:34:40,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:34:41,,collateral events(Make decision)
831,Check for completeness,Check for completeness,2023-11-16 19:34:50,Clerk-000004,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:34:50,Clerk-000004,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:34:50,Clerk-000004,collateral events(Make decision)
831,Request info,Request info,2023-11-16 19:52:20,Manager-000006,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:52:20,Manager-000006,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:52:21,Manager-000006,collateral events(Make decision)
831,info received,info received,2023-11-16 19:53:47,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:53:47,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:53:48,,collateral events(Make decision)
831,Check for completeness,Check for completeness,2023-11-16 19:53:57,Clerk-000002,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:53:57,Clerk-000002,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:53:57,Clerk-000002,collateral events(Make decision)
831,Request info,Request info,2023-11-16 19:55:34,Manager-000001,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:55:34,Manager-000001,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:55:35,Manager-000001,collateral events(Make decision)
831,info received,info received,2023-11-16 19:59:04,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:59:04,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:59:05,,collateral events(Make decision)
831,Check for completeness,Check for completeness,2023-11-16 19:59:14,Clerk-000003,
831,Make decision_signed1,Make decision_signed1,2023-11-16 19:59:14,Clerk-000003,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 19:59:15,Clerk-000003,collateral events(Make decision)
831,Request info,Request info,2023-11-16 20:27:10,Manager-000004,
831,Make decision_signed1,Make decision_signed1,2023-11-16 20:27:11,Manager-000004,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 20:27:11,Manager-000004,collateral events(Make decision)
831,info received,info received,2023-11-16 20:55:23,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 20:55:23,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 20:55:24,,collateral events(Make decision)
831,Check for completeness,Check for completeness,2023-11-16 20:55:33,Clerk-000001,
831,Make decision_signed1,Make decision_signed1,2023-11-16 20:55:33,Clerk-000001,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 20:55:33,Clerk-000001,collateral events(Make decision)
831,Perform checks,Perform checks,2023-11-16 21:01:32,Clerk-000002,
831,Make decision_signed1,Make decision_signed1,2023-11-16 21:01:33,Clerk-000002,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 21:01:33,Clerk-000002,collateral events(Make decision)
831,Make decision,Make decision,2023-11-16 21:03:41,Manager-000006,
831,Notify accept,Notify accept,2023-11-16 21:09:20,Manager-000004,
831,Make decision_signed1,Make decision_signed1,2023-11-16 21:09:20,Manager-000004,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 21:09:21,Manager-000004,collateral events(Make decision)
831,Deliver card,Deliver card,2023-11-16 21:14:58,Manager-000002,
831,Make decision_signed1,Make decision_signed1,2023-11-16 21:14:58,Manager-000002,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 21:14:58,Manager-000002,collateral events(Make decision)
831,EVENT 13 END,EVENT 13 END,2023-11-16 21:38:16,,
831,Make decision_signed1,Make decision_signed1,2023-11-16 21:38:16,,collateral events(Make decision)
831,Make decision_signed2,Make decision_signed2,2023-11-16 21:38:16,,collateral events(Make decision)
832,Check for completeness,Check for completeness,2023-11-16 18:56:18,Clerk-000004,
832,New online application received,New online application received,2023-11-16 18:56:18,,
832,Request info,Request info,2023-11-16 18:59:50,Manager-000003,
832,info received,info received,2023-11-16 19:18:12,,
832,Check for completeness,Check for completeness,2023-11-16 19:18:22,Clerk-000003,
832,Request info,Request info,2023-11-16 19:24:24,Manager-000006,
832,info received,info received,2023-11-16 19:31:49,,
832,Check for completeness,Check for completeness,2023-11-16 19:31:59,Clerk-000001,
832,Request info,Request info,2023-11-16 20:06:15,Manager-000004,
832,info received,info received,2023-11-16 20:09:56,,
832,Check for completeness,Check for completeness,2023-11-16 20:10:06,Clerk-000004,
832,Perform checks,Perform checks,2023-11-16 20:20:26,Clerk-000005,
832,Make decision,Make decision,2023-11-16 20:20:35,Manager-000001,
832,notify reject,notify reject,2023-11-16 20:38:01,Manager-000006,
832,time out,time out,2023-11-16 20:52:10,,
832,EVENT 13 END,EVENT 13 END,2023-11-16 20:52:20,,
833,Check for completeness,Check for completeness,2023-11-16 19:41:37,Clerk-000003,
833,New online application received,New online application received,2023-11-16 19:41:37,,
833,Perform checks,Perform checks,2023-11-16 19:42:02,Clerk-000006,
833,Make decision,Make decision,2023-11-16 19:48:51,Manager-000003,
833,Notify accept,Notify accept,2023-11-16 20:05:26,Manager-000005,
833,Deliver card,Deliver card,2023-11-16 20:20:20,Manager-000006,
833,EVENT 13 END,EVENT 13 END,2023-11-16 20:22:15,,
834,Check for completeness,Check for completeness,2023-11-16 20:05:20,Clerk-000006,
834,New online application received,New online application received,2023-11-16 20:05:20,,
834,Make decision_signed1,Make decision_signed1,2023-11-16 20:05:20,,collateral events(Make decision)
834,Perform checks,Perform checks,2023-11-16 20:29:23,Clerk-000004,
834,Make decision_signed1,Make decision_signed1,2023-11-16 20:29:23,Clerk-000004,collateral events(Make decision)
834,Make decision_signed2,Make decision_signed2,2023-11-16 20:29:24,Clerk-000004,collateral events(Make decision)
834,Make decision,Make decision,2023-11-16 20:31:41,Manager-000005,
834,notify reject,notify reject,2023-11-16 20:39:48,Manager-000003,
834,Make decision_signed1,Make decision_signed1,2023-11-16 20:39:48,Manager-000003,collateral events(Make decision)
834,Make decision_signed2,Make decision_signed2,2023-11-16 20:39:48,Manager-000003,collateral events(Make decision)
834,time out,time out,2023-11-16 20:47:12,,
834,Make decision_signed1,Make decision_signed1,2023-11-16 20:47:12,,collateral events(Make decision)
834,Make decision_signed2,Make decision_signed2,2023-11-16 20:47:12,,collateral events(Make decision)
834,EVENT 13 END,EVENT 13 END,2023-11-16 20:47:22,,
834,Make decision_signed1,Make decision_signed1,2023-11-16 20:47:22,,collateral events(Make decision)
834,Make decision_signed2,Make decision_signed2,2023-11-16 20:47:22,,collateral events(Make decision)
835,Check for completeness,Check for completeness,2023-11-16 20:27:04,Clerk-000001,
835,New online application received,New online application received,2023-11-16 20:27:04,,
835,Request info,Request info,2023-11-16 20:30:52,Manager-000002,
835,info received,info received,2023-11-16 20:32:08,,
835,Check for completeness,Check for completeness,2023-11-16 20:32:18,Clerk-000003,
835,Request info,Request info,2023-11-16 20:49:09,Manager-000001,
835,info received,info received,2023-11-16 20:58:39,,
835,Check for completeness,Check for completeness,2023-11-16 20:58:49,Clerk-000004,
835,Request info,Request info,2023-11-16 21:11:32,Manager-000001,
835,info received,info received,2023-11-16 21:16:11,,
835,Check for completeness,Check for completeness,2023-11-16 21:16:21,Clerk-000003,
835,Perform checks,Perform checks,2023-11-16 21:16:24,Clerk-000006,
835,Make decision,Make decision,2023-11-16 22:04:32,Manager-000006,
835,Notify accept,Notify accept,2023-11-16 22:24:19,Manager-000005,
835,Deliver card,Deliver card,2023-11-16 22:32:31,Manager-000001,
835,EVENT 13 END,EVENT 13 END,2023-11-16 22:40:32,,
836,Check for completeness,Check for completeness,2023-11-16 20:51:50,Clerk-000006,
836,New online application received,New online application received,2023-11-16 20:51:50,,
836,Perform checks,Perform checks,2023-11-16 20:56:29,Clerk-000005,
836,Make decision,Make decision,2023-11-16 21:02:12,Manager-000002,
836,Notify accept,Notify accept,2023-11-16 21:03:59,Manager-000005,
836,Deliver card,Deliver card,2023-11-16 21:12:58,Manager-000003,
836,EVENT 13 END,EVENT 13 END,2023-11-16 22:00:37,,
837,Check for completeness,Check for completeness,2023-11-16 22:02:16,Clerk-000001,
837,New online application received,New online application received,2023-11-16 22:02:16,,
837,Perform checks,Perform checks,2023-11-16 22:22:55,Clerk-000005,
837,Make decision,Make decision,2023-11-16 22:31:56,Manager-000004,
837,notify reject,notify reject,2023-11-16 22:32:49,Manager-000002,
837,review request received,review request received,2023-11-16 22:33:20,,
837,Check for completeness,Check for completeness,2023-11-16 22:33:30,Clerk-000002,
837,Request info,Request info,2023-11-16 22:36:04,Manager-000003,
837,info received,info received,2023-11-16 22:37:48,,
837,Check for completeness,Check for completeness,2023-11-16 22:37:58,Clerk-000004,
