Case,Timestamp,Activity,Activity_fixed,label,Resource
634,2023-11-06 08:23:10,Check for completeness,Check for completeness,,Clerk-000005
634,2023-11-06 08:34:02,Request info,Request info,,Manager-000006
634,2023-11-06 08:41:18,info received,info received,,
634,2023-11-06 08:41:28,Check for completeness,Check for completeness,,Clerk-000003
634,2023-11-06 08:49:59,Request info,Request info,,Manager-000004
634,2023-11-06 08:53:53,info received,info received,,
634,2023-11-06 08:54:03,Check for completeness,Check for completeness,,Clerk-000004
634,2023-11-06 08:56:11,Perform checks,Perform checks,,Clerk-000002
634,2023-11-06 09:07:27,Make decision,Make decision,,Manager-000003
634,2023-11-06 09:10:35,notify reject,notify reject,,Manager-000002
634,2023-11-06 09:20:01,review request received,review request received,,
634,2023-11-06 09:20:11,Check for completeness,Check for completeness,,Clerk-000003
634,2023-11-06 09:43:17,Request info,Request info,,Manager-000006
634,2023-11-06 10:12:59,info received,info received,,
634,2023-11-06 10:13:09,Check for completeness,Check for completeness,,Clerk-000002
634,2023-11-06 10:13:46,Request info,Request info,,Manager-000001
634,2023-11-06 10:40:05,info received,info received,,
634,2023-11-06 10:40:15,Check for completeness,Check for completeness,,Clerk-000006
634,2023-11-06 10:45:06,Perform checks,Perform checks,,Clerk-000004
634,2023-11-06 10:46:19,Make decision,Make decision,,Manager-000005
634,2023-11-06 11:01:30,Notify accept,Notify accept,,Manager-000004
634,2023-11-06 11:13:20,Deliver card,Deliver card,,Manager-000003
634,2023-11-06 11:15:47,EVENT 13 END,EVENT 13 END,,
635,2023-11-06 06:19:22,Check for completeness,Check for completeness,,Clerk-000005
635,2023-11-06 06:19:22,New online application received,New online application received,,
635,2023-11-06 06:23:30,Perform checks,Perform checks,,Clerk-000001
635,2023-11-06 07:09:24,Make decision,Make decision,,Manager-000004
635,2023-11-06 07:30:07,Notify accept,Notify accept,,Manager-000001
635,2023-11-06 07:37:29,Deliver card,Deliver card,,Manager-000005
635,2023-11-06 07:54:34,EVENT 13 END,EVENT 13 END,,
636,2023-11-06 08:45:51,Check for completeness,Check for completeness,,Clerk-000006
636,2023-11-06 08:45:51,New online application received,New online application received,,
636,2023-11-06 08:54:12,Perform checks,Perform checks,,Clerk-000001
636,2023-11-06 09:02:17,Make decision,Make decision,,Manager-000005
636,2023-11-06 09:08:23,notify reject,notify reject,,Manager-000001
636,2023-11-06 09:18:10,time out,time out,,
636,2023-11-06 09:18:20,EVENT 13 END,EVENT 13 END,,
637,2023-11-06 09:19:22,Check for completeness,Check for completeness,,Clerk-000005
637,2023-11-06 09:19:22,New online application received,New online application received,,
637,2023-11-06 09:39:17,Perform checks,Perform checks,,Clerk-000006
637,2023-11-06 09:53:13,Make decision,Make decision,,Manager-000004
637,2023-11-06 10:13:58,Notify accept,Notify accept,,Manager-000002
637,2023-11-06 10:22:32,Deliver card,Deliver card,,Manager-000006
637,2023-11-06 10:36:53,EVENT 13 END,EVENT 13 END,,
638,2023-11-06 09:57:13,Check for completeness,Check for completeness,,Clerk-000004
638,2023-11-06 09:57:13,New online application received,New online application received,,
638,2023-11-06 09:57:37,Perform checks,Perform checks,,Clerk-000001
638,2023-11-06 10:01:01,Make decision,Make decision,,Manager-000005
638,2023-11-06 10:02:03,Notify accept,Notify accept,,Manager-000003
638,2023-11-06 10:16:11,Deliver card,Deliver card,,Manager-000005
638,2023-11-06 10:28:15,EVENT 13 END,EVENT 13 END,,
639,2023-11-06 10:22:22,Check for completeness,Check for completeness,,Clerk-000005
639,2023-11-06 10:22:22,New online application received,New online application received,,
639,2023-11-06 10:22:22,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
639,2023-11-06 10:26:40,Perform checks,Perform checks,,Clerk-000003
639,2023-11-06 10:26:40,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
639,2023-11-06 10:26:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
639,2023-11-06 10:33:59,Make decision,Make decision,,Manager-000004
639,2023-11-06 10:35:49,Notify accept,Notify accept,,Manager-000003
639,2023-11-06 10:35:50,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
639,2023-11-06 10:35:50,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
639,2023-11-06 10:36:39,Deliver card,Deliver card,,Manager-000002
639,2023-11-06 10:36:40,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
639,2023-11-06 10:36:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
639,2023-11-06 10:40:16,EVENT 13 END,EVENT 13 END,,
639,2023-11-06 10:40:16,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
639,2023-11-06 10:40:17,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
640,2023-11-06 11:44:09,Check for completeness,Check for completeness,,Clerk-000001
640,2023-11-06 11:44:09,New online application received,New online application received,,
640,2023-11-06 11:50:21,Request info,Request info,,Manager-000006
640,2023-11-06 11:51:21,info received,info received,,
640,2023-11-06 11:51:31,Check for completeness,Check for completeness,,Clerk-000002
640,2023-11-06 11:59:15,Request info,Request info,,Manager-000001
640,2023-11-06 12:01:52,info received,info received,,
640,2023-11-06 12:02:02,Check for completeness,Check for completeness,,Clerk-000005
640,2023-11-06 12:02:03,Request info,Request info,,Manager-000002
640,2023-11-06 12:08:21,info received,info received,,
640,2023-11-06 12:08:31,Check for completeness,Check for completeness,,Clerk-000003
640,2023-11-06 12:09:51,Request info,Request info,,Manager-000005
640,2023-11-06 12:11:47,info received,info received,,
640,2023-11-06 12:11:57,Check for completeness,Check for completeness,,Clerk-000006
640,2023-11-06 12:23:39,Request info,Request info,,Manager-000004
640,2023-11-06 12:29:10,info received,info received,,
640,2023-11-06 12:29:20,Check for completeness,Check for completeness,,Clerk-000004
640,2023-11-06 12:33:38,Perform checks,Perform checks,,Clerk-000001
640,2023-11-06 12:50:18,Make decision,Make decision,,Manager-000003
640,2023-11-06 12:54:23,Notify accept,Notify accept,,Manager-000006
640,2023-11-06 13:08:20,Deliver card,Deliver card,,Manager-000001
640,2023-11-06 13:23:21,EVENT 13 END,EVENT 13 END,,
641,2023-11-06 13:38:31,Check for completeness,Check for completeness,,Clerk-000002
641,2023-11-06 13:38:31,New online application received,New online application received,,
641,2023-11-06 13:45:55,Request info,Request info,,Manager-000002
641,2023-11-06 13:53:07,info received,info received,,
641,2023-11-06 13:53:17,Check for completeness,Check for completeness,,Clerk-000005
641,2023-11-06 14:16:11,Request info,Request info,,Manager-000003
641,2023-11-06 14:38:24,info received,info received,,
641,2023-11-06 14:38:34,Check for completeness,Check for completeness,,Clerk-000004
641,2023-11-06 14:42:32,Request info,Request info,,Manager-000001
641,2023-11-06 14:48:08,info received,info received,,
641,2023-11-06 14:48:18,Check for completeness,Check for completeness,,Clerk-000001
641,2023-11-06 14:53:56,Perform checks,Perform checks,,Clerk-000002
641,2023-11-06 15:06:02,Make decision,Make decision,,Manager-000002
641,2023-11-06 15:18:08,Notify accept,Notify accept,,Manager-000005
641,2023-11-06 15:20:07,Deliver card,Deliver card,,Manager-000004
641,2023-11-06 15:20:21,EVENT 13 END,EVENT 13 END,,
642,2023-11-06 14:02:31,Check for completeness,Check for completeness,,Clerk-000003
642,2023-11-06 14:02:31,New online application received,New online application received,,
642,2023-11-06 14:03:17,Perform checks,Perform checks,,Clerk-000006
642,2023-11-06 14:06:11,Make decision,Make decision,,Manager-000005
642,2023-11-06 14:15:46,Notify accept,Notify accept,,Manager-000004
642,2023-11-06 14:36:36,Deliver card,Deliver card,,Manager-000006
642,2023-11-06 14:42:40,EVENT 13 END,EVENT 13 END,,
643,2023-11-06 16:16:52,Check for completeness,Check for completeness,,Clerk-000003
643,2023-11-06 16:16:52,New online application received,New online application received,,
643,2023-11-06 16:18:51,Request info,Request info,,Manager-000003
643,2023-11-06 16:20:23,info received,info received,,
643,2023-11-06 16:20:33,Check for completeness,Check for completeness,,Clerk-000006
643,2023-11-06 16:42:36,Request info,Request info,,Manager-000006
643,2023-11-06 16:43:54,info received,info received,,
643,2023-11-06 16:44:04,Check for completeness,Check for completeness,,Clerk-000005
643,2023-11-06 16:48:25,Request info,Request info,,Manager-000001
643,2023-11-06 16:48:56,info received,info received,,
643,2023-11-06 16:49:06,Check for completeness,Check for completeness,,Clerk-000004
643,2023-11-06 16:49:31,Request info,Request info,,Manager-000002
643,2023-11-06 17:18:57,info received,info received,,
643,2023-11-06 17:19:07,Check for completeness,Check for completeness,,Clerk-000001
643,2023-11-06 17:25:31,Perform checks,Perform checks,,Clerk-000002
643,2023-11-06 17:35:48,Make decision,Make decision,,Manager-000005
643,2023-11-06 18:01:21,notify reject,notify reject,,Manager-000004
643,2023-11-06 18:02:23,time out,time out,,
643,2023-11-06 18:02:33,EVENT 13 END,EVENT 13 END,,
644,2023-11-06 20:12:34,Check for completeness,Check for completeness,,Clerk-000003
644,2023-11-06 20:12:34,New online application received,New online application received,,
644,2023-11-06 20:31:07,Perform checks,Perform checks,,Clerk-000006
644,2023-11-06 20:48:54,Make decision,Make decision,,Manager-000003
644,2023-11-06 20:49:56,Notify accept,Notify accept,,Manager-000006
644,2023-11-06 20:53:46,Deliver card,Deliver card,,Manager-000001
644,2023-11-06 21:03:53,EVENT 13 END,EVENT 13 END,,
645,2023-11-07 02:28:47,Check for completeness,Check for completeness,,Clerk-000005
645,2023-11-07 02:28:47,New online application received,New online application received,,
645,2023-11-07 02:33:27,Request info,Request info,,Manager-000002
645,2023-11-07 02:42:54,info received,info received,,
645,2023-11-07 02:43:04,Check for completeness,Check for completeness,,Clerk-000004
645,2023-11-07 03:11:46,Perform checks,Perform checks,,Clerk-000001
645,2023-11-07 03:20:43,Make decision,Make decision,,Manager-000005
645,2023-11-07 03:25:31,notify reject,notify reject,,Manager-000004
645,2023-11-07 03:26:19,time out,time out,,
645,2023-11-07 03:26:29,EVENT 13 END,EVENT 13 END,,
646,2023-11-07 04:48:42,Check for completeness,Check for completeness,,Clerk-000002
646,2023-11-07 04:48:42,New online application received,New online application received,,
646,2023-11-07 04:48:42,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
646,2023-11-07 05:39:53,Perform checks,Perform checks,,Clerk-000001
646,2023-11-07 05:39:53,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
646,2023-11-07 05:39:54,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
646,2023-11-07 06:04:26,Make decision,Make decision,,Manager-000003
646,2023-11-07 06:12:57,notify reject,notify reject,,Manager-000006
646,2023-11-07 06:12:57,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
646,2023-11-07 06:12:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
646,2023-11-07 07:05:19,time out,time out,,
646,2023-11-07 07:05:19,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
646,2023-11-07 07:05:20,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
646,2023-11-07 07:05:29,EVENT 13 END,EVENT 13 END,,
646,2023-11-07 07:05:29,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
646,2023-11-07 07:05:29,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
647,2023-11-07 04:52:44,Check for completeness,Check for completeness,,Clerk-000003
647,2023-11-07 04:52:44,New online application received,New online application received,,
647,2023-11-07 05:03:45,Request info,Request info,,Manager-000003
647,2023-11-07 05:04:46,info received,info received,,
647,2023-11-07 05:04:56,Check for completeness,Check for completeness,,Clerk-000006
647,2023-11-07 05:06:37,Perform checks,Perform checks,,Clerk-000005
647,2023-11-07 05:11:05,Make decision,Make decision,,Manager-000006
647,2023-11-07 05:28:57,Notify accept,Notify accept,,Manager-000001
647,2023-11-07 05:30:06,Deliver card,Deliver card,,Manager-000002
647,2023-11-07 05:55:50,EVENT 13 END,EVENT 13 END,,
648,2023-11-07 05:28:31,Check for completeness,Check for completeness,,Clerk-000004
648,2023-11-07 05:28:31,New online application received,New online application received,,
648,2023-11-07 05:28:31,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
648,2023-11-07 05:44:25,Request info,Request info,,Manager-000005
648,2023-11-07 05:44:26,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
648,2023-11-07 05:44:26,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
648,2023-11-07 05:46:23,info received,info received,,
648,2023-11-07 05:46:24,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
648,2023-11-07 05:46:24,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
648,2023-11-07 05:46:33,Check for completeness,Check for completeness,,Clerk-000003
648,2023-11-07 05:46:33,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
648,2023-11-07 05:46:34,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
648,2023-11-07 05:57:33,Request info,Request info,,Manager-000004
648,2023-11-07 05:57:34,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
648,2023-11-07 05:57:34,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
648,2023-11-07 06:13:07,info received,info received,,
648,2023-11-07 06:13:08,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
648,2023-11-07 06:13:08,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
648,2023-11-07 06:13:17,Check for completeness,Check for completeness,,Clerk-000006
648,2023-11-07 06:13:18,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
648,2023-11-07 06:13:18,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
648,2023-11-07 06:16:10,Perform checks,Perform checks,,Clerk-000005
648,2023-11-07 06:16:10,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
648,2023-11-07 06:16:11,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
648,2023-11-07 06:33:16,Make decision,Make decision,,Manager-000001
648,2023-11-07 06:40:01,notify reject,notify reject,,Manager-000005
648,2023-11-07 06:40:01,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
648,2023-11-07 06:40:01,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
648,2023-11-07 06:46:48,time out,time out,,
648,2023-11-07 06:46:49,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
648,2023-11-07 06:46:49,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
648,2023-11-07 06:46:58,EVENT 13 END,EVENT 13 END,,
648,2023-11-07 06:46:58,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
648,2023-11-07 06:46:59,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
649,2023-11-07 06:34:06,Check for completeness,Check for completeness,,Clerk-000002
649,2023-11-07 06:34:06,New online application received,New online application received,,
649,2023-11-07 06:37:52,Perform checks,Perform checks,,Clerk-000004
649,2023-11-07 06:41:06,Make decision,Make decision,,Manager-000002
649,2023-11-07 06:41:29,notify reject,notify reject,,Manager-000003
649,2023-11-07 06:44:32,review request received,review request received,,
649,2023-11-07 06:44:42,Check for completeness,Check for completeness,,Clerk-000003
649,2023-11-07 06:51:39,Request info,Request info,,Manager-000004
649,2023-11-07 06:56:47,info received,info received,,
649,2023-11-07 06:56:57,Check for completeness,Check for completeness,,Clerk-000001
649,2023-11-07 07:01:22,Request info,Request info,,Manager-000001
649,2023-11-07 07:01:35,info received,info received,,
649,2023-11-07 07:01:45,Check for completeness,Check for completeness,,Clerk-000002
649,2023-11-07 07:04:20,Request info,Request info,,Manager-000003
649,2023-11-07 07:13:37,info received,info received,,
649,2023-11-07 07:13:47,Check for completeness,Check for completeness,,Clerk-000003
649,2023-11-07 07:18:09,Perform checks,Perform checks,,Clerk-000001
649,2023-11-07 07:38:34,Make decision,Make decision,,Manager-000003
649,2023-11-07 07:41:39,Notify accept,Notify accept,,Manager-000002
649,2023-11-07 07:43:10,Deliver card,Deliver card,,Manager-000004
649,2023-11-07 07:43:32,EVENT 13 END,EVENT 13 END,,
650,2023-11-07 06:58:47,Check for completeness,Check for completeness,,Clerk-000006
650,2023-11-07 06:58:47,New online application received,New online application received,,
650,2023-11-07 06:58:47,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
650,2023-11-07 06:59:10,Perform checks,Perform checks,,Clerk-000005
650,2023-11-07 06:59:10,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
650,2023-11-07 06:59:11,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
650,2023-11-07 07:03:10,Make decision,Make decision,,Manager-000002
650,2023-11-07 07:17:05,Notify accept,Notify accept,,Manager-000005
650,2023-11-07 07:17:06,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
650,2023-11-07 07:17:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
650,2023-11-07 08:08:44,Deliver card,Deliver card,,Manager-000006
650,2023-11-07 08:08:44,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
650,2023-11-07 08:08:44,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
650,2023-11-07 08:21:39,EVENT 13 END,EVENT 13 END,,
650,2023-11-07 08:21:40,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
650,2023-11-07 08:21:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
651,2023-11-07 07:09:32,Check for completeness,Check for completeness,,Clerk-000004
651,2023-11-07 07:09:32,New online application received,New online application received,,
651,2023-11-07 07:17:18,Perform checks,Perform checks,,Clerk-000006
651,2023-11-07 07:28:28,Make decision,Make decision,,Manager-000004
651,2023-11-07 07:35:17,notify reject,notify reject,,Manager-000006
651,2023-11-07 07:37:31,time out,time out,,
651,2023-11-07 07:37:41,EVENT 13 END,EVENT 13 END,,
652,2023-11-07 07:28:17,Check for completeness,Check for completeness,,Clerk-000005
652,2023-11-07 07:28:17,New online application received,New online application received,,
652,2023-11-07 07:31:22,Request info,Request info,,Manager-000001
652,2023-11-07 07:52:02,info received,info received,,
652,2023-11-07 07:52:12,Check for completeness,Check for completeness,,Clerk-000002
652,2023-11-07 08:02:49,Perform checks,Perform checks,,Clerk-000004
652,2023-11-07 08:14:21,Make decision,Make decision,,Manager-000003
652,2023-11-07 08:27:11,notify reject,notify reject,,Manager-000002
652,2023-11-07 08:32:44,review request received,review request received,,
652,2023-11-07 08:32:54,Check for completeness,Check for completeness,,Clerk-000003
652,2023-11-07 08:33:40,Perform checks,Perform checks,,Clerk-000006
652,2023-11-07 08:38:31,Make decision,Make decision,,Manager-000004
652,2023-11-07 09:28:54,notify reject,notify reject,,Manager-000001
652,2023-11-07 09:30:56,review request received,review request received,,
652,2023-11-07 09:31:06,Check for completeness,Check for completeness,,Clerk-000005
652,2023-11-07 09:48:34,Perform checks,Perform checks,,Clerk-000002
652,2023-11-07 10:08:50,Make decision,Make decision,,Manager-000003
652,2023-11-07 10:19:27,Notify accept,Notify accept,,Manager-000001
652,2023-11-07 10:20:44,Deliver card,Deliver card,,Manager-000005
652,2023-11-07 10:27:01,EVENT 13 END,EVENT 13 END,,
653,2023-11-07 09:47:34,Check for completeness,Check for completeness,,Clerk-000001
653,2023-11-07 09:47:34,New online application received,New online application received,,
653,2023-11-07 09:49:02,Perform checks,Perform checks,,Clerk-000004
653,2023-11-07 09:58:05,Make decision,Make decision,,Manager-000005
653,2023-11-07 10:04:49,notify reject,notify reject,,Manager-000006
653,2023-11-07 10:08:02,review request received,review request received,,
653,2023-11-07 10:08:12,Check for completeness,Check for completeness,,Clerk-000005
653,2023-11-07 10:15:00,Request info,Request info,,Manager-000004
653,2023-11-07 10:26:55,info received,info received,,
653,2023-11-07 10:27:05,Check for completeness,Check for completeness,,Clerk-000001
653,2023-11-07 10:39:35,Perform checks,Perform checks,,Clerk-000004
653,2023-11-07 10:50:19,Make decision,Make decision,,Manager-000003
653,2023-11-07 11:26:22,Notify accept,Notify accept,,Manager-000004
653,2023-11-07 11:28:30,Deliver card,Deliver card,,Manager-000005
653,2023-11-07 12:11:54,EVENT 13 END,EVENT 13 END,,
654,2023-11-07 10:00:00,Check for completeness,Check for completeness,,Clerk-000003
654,2023-11-07 10:00:00,New online application received,New online application received,,
654,2023-11-07 10:08:04,Perform checks,Perform checks,,Clerk-000006
654,2023-11-07 10:13:09,Make decision,Make decision,,Manager-000002
654,2023-11-07 10:22:38,notify reject,notify reject,,Manager-000006
654,2023-11-07 10:33:05,time out,time out,,
654,2023-11-07 10:33:15,EVENT 13 END,EVENT 13 END,,
655,2023-11-07 10:47:37,Check for completeness,Check for completeness,,Clerk-000003
655,2023-11-07 10:47:37,New online application received,New online application received,,
655,2023-11-07 10:54:28,Perform checks,Perform checks,,Clerk-000002
655,2023-11-07 10:55:10,Make decision,Make decision,,Manager-000001
655,2023-11-07 11:03:58,notify reject,notify reject,,Manager-000002
655,2023-11-07 11:21:54,time out,time out,,
655,2023-11-07 11:22:04,EVENT 13 END,EVENT 13 END,,
656,2023-11-07 12:15:10,Check for completeness,Check for completeness,,Clerk-000006
656,2023-11-07 12:15:10,New online application received,New online application received,,
656,2023-11-07 12:17:28,Perform checks,Perform checks,,Clerk-000005
656,2023-11-07 12:39:30,Make decision,Make decision,,Manager-000006
656,2023-11-07 12:40:52,Notify accept,Notify accept,,Manager-000001
656,2023-11-07 12:41:13,Deliver card,Deliver card,,Manager-000002
656,2023-11-07 12:45:40,EVENT 13 END,EVENT 13 END,,
657,2023-11-07 13:31:08,Check for completeness,Check for completeness,,Clerk-000001
657,2023-11-07 13:31:08,New online application received,New online application received,,
657,2023-11-07 13:31:08,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
657,2023-11-07 13:52:43,Request info,Request info,,Manager-000003
657,2023-11-07 13:52:43,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
657,2023-11-07 13:52:43,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
657,2023-11-07 14:01:21,info received,info received,,
657,2023-11-07 14:01:21,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
657,2023-11-07 14:01:22,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
657,2023-11-07 14:01:31,Check for completeness,Check for completeness,,Clerk-000004
657,2023-11-07 14:01:31,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
657,2023-11-07 14:01:32,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
657,2023-11-07 14:03:29,Perform checks,Perform checks,,Clerk-000003
657,2023-11-07 14:03:30,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
657,2023-11-07 14:03:30,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
657,2023-11-07 14:11:23,Make decision,Make decision,,Manager-000005
657,2023-11-07 14:31:05,notify reject,notify reject,,Manager-000001
657,2023-11-07 14:31:06,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
657,2023-11-07 14:31:06,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
657,2023-11-07 14:57:10,review request received,review request received,,
657,2023-11-07 14:57:10,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
657,2023-11-07 14:57:11,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
657,2023-11-07 14:57:20,Check for completeness,Check for completeness,,Clerk-000005
657,2023-11-07 14:57:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
657,2023-11-07 14:57:21,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
657,2023-11-07 15:03:47,Perform checks,Perform checks,,Clerk-000006
657,2023-11-07 15:03:48,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
657,2023-11-07 15:03:48,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
657,2023-11-07 15:34:15,Make decision,Make decision,,Manager-000001
657,2023-11-07 15:44:08,notify reject,notify reject,,Manager-000004
657,2023-11-07 15:44:08,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
657,2023-11-07 15:44:08,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
657,2023-11-07 15:47:50,time out,time out,,
657,2023-11-07 15:47:50,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
657,2023-11-07 15:47:50,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
657,2023-11-07 15:48:00,EVENT 13 END,EVENT 13 END,,
657,2023-11-07 15:48:00,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
657,2023-11-07 15:48:01,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
658,2023-11-07 14:07:55,Check for completeness,Check for completeness,,Clerk-000002
658,2023-11-07 14:07:55,New online application received,New online application received,,
658,2023-11-07 14:08:29,Request info,Request info,,Manager-000004
658,2023-11-07 14:15:50,info received,info received,,
658,2023-11-07 14:16:00,Check for completeness,Check for completeness,,Clerk-000006
658,2023-11-07 14:31:56,Perform checks,Perform checks,,Clerk-000004
658,2023-11-07 14:33:17,Make decision,Make decision,,Manager-000002
658,2023-11-07 15:01:21,notify reject,notify reject,,Manager-000003
658,2023-11-07 15:06:52,time out,time out,,
658,2023-11-07 15:07:02,EVENT 13 END,EVENT 13 END,,
659,2023-11-07 14:22:12,Check for completeness,Check for completeness,,Clerk-000005
659,2023-11-07 14:22:12,New online application received,New online application received,,
659,2023-11-07 14:22:15,Request info,Request info,,Manager-000006
659,2023-11-07 14:39:43,info received,info received,,
659,2023-11-07 14:39:53,Check for completeness,Check for completeness,,Clerk-000002
659,2023-11-07 14:55:12,Perform checks,Perform checks,,Clerk-000003
659,2023-11-07 15:00:48,Make decision,Make decision,,Manager-000004
659,2023-11-07 15:01:23,notify reject,notify reject,,Manager-000006
659,2023-11-07 15:19:03,time out,time out,,
659,2023-11-07 15:19:13,EVENT 13 END,EVENT 13 END,,
660,2023-11-07 14:31:46,Check for completeness,Check for completeness,,Clerk-000001
660,2023-11-07 14:31:46,New online application received,New online application received,,
660,2023-11-07 14:31:47,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
660,2023-11-07 14:38:44,Request info,Request info,,Manager-000003
660,2023-11-07 14:38:44,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
660,2023-11-07 14:38:45,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
660,2023-11-07 14:50:04,info received,info received,,
660,2023-11-07 14:50:04,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
660,2023-11-07 14:50:05,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
660,2023-11-07 14:50:14,Check for completeness,Check for completeness,,Clerk-000004
660,2023-11-07 14:50:14,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
660,2023-11-07 14:50:14,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
660,2023-11-07 15:08:25,Perform checks,Perform checks,,Clerk-000002
660,2023-11-07 15:08:25,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
660,2023-11-07 15:08:25,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
660,2023-11-07 15:16:11,Make decision,Make decision,,Manager-000002
660,2023-11-07 15:17:38,Notify accept,Notify accept,,Manager-000004
660,2023-11-07 15:17:39,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
660,2023-11-07 15:17:40,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
660,2023-11-07 15:28:07,Deliver card,Deliver card,,Manager-000003
660,2023-11-07 15:28:08,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
660,2023-11-07 15:28:08,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
