Case,Activity,Timestamp,Activity_fixed,label,Resource
7711919,send letter in progress,2013-12-18 08:00:18,send letter in progress,,2670601
7711919,set decision status,2013-12-18 08:00:19,set decision status,,2670601
7711919,stop suspended completeness subcases,2013-12-18 08:00:20,stop suspended completeness subcases,,2670601
7711919,submit decision,2013-12-18 08:00:21,submit decision,,2670601
7711919,suspension ground applicable,2013-12-18 08:00:22,suspension ground applicable,,2670601
7711919,treat subcases content,2013-12-18 08:00:23,treat subcases content,,2670601
7711919,creating cover letter decision,2013-12-20 08:00:14,creating cover letter decision,,560890
7711919,enter senddate decision,2013-12-20 08:00:15,enter senddate decision,,560890
7711919,enter senddate decision environmental permit,2013-12-20 08:00:16,enter senddate decision environmental permit,,560890
7711919,phase decision sent,2013-12-20 08:00:17,phase decision sent,,560890
7711919,phase decision taken,2013-12-20 08:00:18,phase decision sent,,560890
7711919,record date of decision environmental permit,2013-12-20 08:00:19,enter senddate decision environmental permit,,560890
7711919,register objection and appeal periods,2013-12-20 08:00:20,register objection and appeal periods,,560890
7711919,set decision phase decision permitting decided,2013-12-20 08:00:21,phase decision sent,,560890
7711919,transcript decision environmental permit to stakeholders,2013-12-20 08:00:22,transcript decision environmental permit to stakeholders,,560890
7711919,enter senddate decision environmental permit,2013-12-23 08:00:03,enter senddate decision environmental permit,,560890
7711919,start decision phase decision permitting sent,2013-12-23 08:00:04,phase decision sent,,560890
7734076,register submission date request,2013-06-21 07:00:38,register submission date request,,560872
7734076,OLO messaging active,2013-06-24 07:02:02,OLO messaging active,,560872
7734076,create procedure confirmation,2013-06-24 07:02:03,enter senddate procedure confirmation,,560872
7734076,create publication document,2013-06-24 07:02:04,create publication document,,560872
7734076,forward to the competent authority,2013-06-24 07:02:05,forward to the competent authority,,560872
7734076,phase application received,2013-06-24 07:02:06,phase application received,,560872
7734076,registration date publication,2013-06-24 07:02:07,registration date publication,,560872
7734076,regular procedure without MER,2013-06-24 07:02:08,regular procedure without MER,,560872
7734076,send confirmation receipt,2013-06-24 07:02:09,send confirmation receipt,,560872
7734076,send confirmation receipt,2013-06-24 07:02:10,send confirmation receipt,,560872
7734076,start WABOprocedure,2013-06-24 07:02:11,start WABOprocedure,,560872
7734076,article 33 applies,2013-08-08 07:00:26,article 35 applies,,3273854
7734076,article 34  WABO applies,2013-08-08 07:00:27,article 34  WABO applies,,3273854
7734076,article 35 applies,2013-08-08 07:00:28,article 35 applies,,3273854
7734076,ask stakeholders views,2013-08-08 07:00:29,ask stakeholders views,,3273854
7734076,assessment of content completed,2013-08-08 07:00:30,assessment of content completed,,3273854
7734076,completed subcases content,2013-08-08 07:00:31,treat subcases content,,3273854
7734076,create subcases completeness,2013-08-08 07:00:32,treat subcases content,,3273854
7734076,creating decision suspension art. 33 WABO,2013-08-08 07:00:33,creating decision suspension art. 33 WABO,,3273854
7734076,enter date decision suspension,2013-08-08 07:00:34,enter senddate decision,,3273854
7734076,enter senddate decision suspension,2013-08-08 07:00:35,enter senddate decision,,3273854
7734076,grounds for refusal,2013-08-08 07:00:36,grounds for refusal,,3273854
7734076,phase advice known,2013-08-08 07:00:37,phase advice known,,3273854
7734076,phase application receptive,2013-08-08 07:00:38,phase application received,,3273854
7734076,phase decision suspended,2013-08-08 07:00:39,phase decision sent,,3273854
7734076,procedure change,2013-08-08 07:00:40,procedure change,,3273854
7734076,procedure change,2013-08-08 07:00:41,procedure change,,3273854
7734076,request complete,2013-08-08 07:00:42,request complete,,3273854
7734076,send decision suspension,2013-08-08 07:00:43,enter senddate decision,,3273854
7734076,send letter in progress,2013-08-08 07:00:44,send letter in progress,,3273854
7734076,set decision status,2013-08-08 07:00:45,set decision status,,3273854
7734076,suspension ground applicable,2013-08-08 07:00:46,suspension ground applicable,,3273854
7734076,treat subcases content,2013-08-08 07:00:47,treat subcases content,,3273854
7734076,enter senddate decision suspension,2013-08-09 07:00:02,enter senddate decision,,3273854
7734076,set decision phase suspension decided,2013-08-09 07:00:03,keep permanently suspended,,3273854
7734076,set decision phase suspension sent,2013-08-09 07:00:04,keep permanently suspended,,3273854
7734076,enter enddate suspension art. 33 WABO,2014-01-23 08:00:12,enter enddate suspension art. 33 WABO,,2670601
7734076,set decision phase: suspension cancelled,2014-01-23 08:00:13,keep permanently suspended,,2670601
7734076,by law,2014-02-19 08:00:07,by law,,2670601
7734076,creating environmental permit decision,2014-02-19 08:00:08,enter senddate decision environmental permit,,2670601
7734076,decision date prior to decision,2014-02-19 08:00:09,decision date prior to decision,,2670601
7734076,enter enddate of suspension,2014-02-19 08:00:10,enter enddate of suspension,,2670601
7734076,generating decision environmental permit,2014-02-19 08:00:11,enter senddate decision environmental permit,,2670601
7734076,phase decision ready,2014-02-19 08:00:12,phase decision sent,,2670601
7734076,phase procedure resumed,2014-02-19 08:00:13,phase procedure resumed,,2670601
7734076,refusal after suspension,2014-02-19 08:00:14,refusal after suspension,,2670601
7734076,set decision status,2014-02-19 08:00:15,set decision status,,2670601
7734076,subcase art. 33 WABO completed,2014-02-19 08:00:16,subcase art. 33 WABO completed,,2670601
7734076,submit decision,2014-02-19 08:00:17,submit decision,,2670601
7734076,treat subcase suspension art. 33 WABO,2014-02-19 08:00:18,treat subcase suspension art. 33 WABO,,2670601
7734076,creating cover letter decision,2014-02-25 08:00:09,creating cover letter decision,,560912
7734076,enter senddate decision,2014-02-25 08:00:10,enter senddate decision,,560912
7734076,enter senddate decision environmental permit,2014-02-25 08:00:11,enter senddate decision environmental permit,,560912
7734076,phase decision sent,2014-02-25 08:00:12,phase decision sent,,560912
7734076,phase decision taken,2014-02-25 08:00:13,phase decision sent,,560912
7734076,record date of decision environmental permit,2014-02-25 08:00:14,enter senddate decision environmental permit,,560912
7734076,register objection and appeal periods,2014-02-25 08:00:15,register objection and appeal periods,,560912
7734076,set decision phase decision permitting decided,2014-02-25 08:00:16,phase decision sent,,560912
7734076,start decision phase decision permitting sent,2014-02-25 08:00:17,phase decision sent,,560912
7734076,transcript decision environmental permit to stakeholders,2014-02-25 08:00:18,transcript decision environmental permit to stakeholders,,560912
7734076,set phase: phase permitting irrevocable,2014-04-09 07:00:07,set phase: phase permitting irrevocable,,560912
7734076,objection lodged against decision,2014-04-15 07:00:01,objection lodged against decision,,560912
7734076,phase decision irrevocable,2014-04-15 07:00:02,phase decision irrevocable,,560912
7734076,read publication date field,2014-04-15 07:00:03,read publication date field,,560912
7734076,read publication date field,2014-04-15 07:00:04,read publication date field,,560912
7734076,stop all running subcases 2b,2014-04-15 07:00:05,stop all running subcases 2b,,560912
7752014,OLO messaging active,2013-06-25 07:01:54,OLO messaging active,,560912
7752014,create procedure confirmation,2013-06-25 07:01:55,enter senddate procedure confirmation,,560912
7752014,create publication document,2013-06-25 07:01:56,create publication document,,560912
7752014,forward to the competent authority,2013-06-25 07:01:57,forward to the competent authority,,560912
7752014,phase application received,2013-06-25 07:01:58,phase application received,,560912
7752014,registration date publication,2013-06-25 07:01:59,registration date publication,,560912
7752014,regular procedure without MER,2013-06-25 07:02:00,regular procedure without MER,,560912
7752014,send confirmation receipt,2013-06-25 07:02:01,send confirmation receipt,,560912
7752014,send confirmation receipt,2013-06-25 07:02:02,send confirmation receipt,,560912
7752014,start WABOprocedure,2013-06-25 07:02:03,start WABOprocedure,,560912
7752014,procedure change,2013-07-25 07:00:01,procedure change,,3273854
7752014,start WABOprocedure,2013-07-25 07:00:02,start WABOprocedure,,3273854
7752014,subcases completeness completed,2013-07-25 07:00:03,treat subcases content,,3273854
7752014,treat subcases completeness,2013-07-25 07:00:04,treat subcases content,,3273854
7752014,close case,2013-09-03 07:00:16,close case,,3273854
7752014,create message terminate request,2013-09-03 07:00:17,message terminate request,,3273854
7752014,enter date termination request received,2013-09-03 07:00:18,enter date termination request received,,3273854
7752014,initiative competent authority,2013-09-03 07:00:19,initiative competent authority,,3273854
7752014,message terminate request,2013-09-03 07:00:20,message terminate request,,3273854
7752014,phase archived case,2013-09-03 07:00:21,phase archived case,,3273854
7752014,phase case handled,2013-09-03 07:00:22,phase case handled,,3273854
7752014,phase procedure aborted,2013-09-03 07:00:23,phase procedure aborted,,3273854
7752014,phase procedure prematurely terminated,2013-09-03 07:00:24,phase procedure prematurely terminated,,3273854
7752014,read publication date field,2013-09-03 07:00:25,read publication date field,,3273854
7752014,stop all running subcases 2b,2013-09-03 07:00:26,stop all running subcases 2b,,3273854
7752014,terminate on request,2013-09-03 07:00:27,terminate on request,,3273854
7796069,set decision phase suspension decided,2013-06-18 07:00:29,keep permanently suspended,,2670601
7796069,register submission date request,2013-06-27 07:01:22,register submission date request,,560872
7796069,OLO messaging active,2013-07-01 07:02:01,OLO messaging active,,560872
7796069,create procedure confirmation,2013-07-01 07:02:02,enter senddate procedure confirmation,,560872
7796069,create publication document,2013-07-01 07:02:03,create publication document,,560872
7796069,forward to the competent authority,2013-07-01 07:02:04,forward to the competent authority,,560872
7796069,phase application received,2013-07-01 07:02:05,phase application received,,560872
7796069,registration date publication,2013-07-01 07:02:06,registration date publication,,560872
7796069,regular procedure without MER,2013-07-01 07:02:07,regular procedure without MER,,560872
7796069,send confirmation receipt,2013-07-01 07:02:08,send confirmation receipt,,560872
7796069,send confirmation receipt,2013-07-01 07:02:09,send confirmation receipt,,560872
7796069,start WABOprocedure,2013-07-01 07:02:10,start WABOprocedure,,560872
7796069,article 34  WABO applies,2013-08-13 07:00:16,article 34  WABO applies,,2670601
7796069,ask stakeholders views,2013-08-13 07:00:17,ask stakeholders views,,2670601
7796069,assessment of content completed,2013-08-13 07:00:18,assessment of content completed,,2670601
7796069,completed subcases content,2013-08-13 07:00:19,treat subcases content,,2670601
7796069,create subcases completeness,2013-08-13 07:00:20,treat subcases content,,2670601
7796069,grounds for refusal,2013-08-13 07:00:21,grounds for refusal,,2670601
7796069,phase advice known,2013-08-13 07:00:22,phase advice known,,2670601
7796069,phase application receptive,2013-08-13 07:00:23,phase application received,,2670601
7796069,procedure change,2013-08-13 07:00:24,procedure change,,2670601
7796069,procedure change,2013-08-13 07:00:25,procedure change,,2670601
7796069,request complete,2013-08-13 07:00:26,request complete,,2670601
7796069,send letter in progress,2013-08-13 07:00:27,send letter in progress,,2670601
7796069,treat subcases content,2013-08-13 07:00:28,treat subcases content,,2670601
7796069,article 33 applies,2013-08-16 07:00:13,article 35 applies,,2670601
7796069,article 35 applies,2013-08-16 07:00:14,article 35 applies,,2670601
7796069,by law,2013-08-16 07:00:15,by law,,2670601
7796069,creating decision suspension art. 33 WABO,2013-08-16 07:00:16,creating decision suspension art. 33 WABO,,2670601
7796069,creating environmental permit decision,2013-08-16 07:00:17,enter senddate decision environmental permit,,2670601
7796069,decision date prior to decision,2013-08-16 07:00:18,decision date prior to decision,,2670601
7796069,enter date decision suspension,2013-08-16 07:00:19,enter senddate decision,,2670601
7796069,enter enddate of suspension,2013-08-16 07:00:20,enter enddate of suspension,,2670601
7796069,enter senddate decision suspension,2013-08-16 07:00:21,enter senddate decision,,2670601
7796069,phase decision suspended,2013-08-16 07:00:22,phase decision sent,,2670601
7796069,phase procedure resumed,2013-08-16 07:00:23,phase procedure resumed,,2670601
7796069,refusal after suspension,2013-08-16 07:00:24,refusal after suspension,,2670601
7796069,send decision suspension,2013-08-16 07:00:25,enter senddate decision,,2670601
7796069,set decision phase suspension sent,2013-08-16 07:00:26,keep permanently suspended,,2670601
7796069,set decision phase: suspension cancelled,2013-08-16 07:00:27,keep permanently suspended,,2670601
7796069,set decision status,2013-08-16 07:00:28,set decision status,,2670601
7796069,set decision status,2013-08-16 07:00:29,set decision status,,2670601
7796069,subcase art. 33 WABO completed,2013-08-16 07:00:30,subcase art. 33 WABO completed,,2670601
7796069,suspension ground applicable,2013-08-16 07:00:31,suspension ground applicable,,2670601
7796069,treat subcase suspension art. 33 WABO,2013-08-16 07:00:32,treat subcase suspension art. 33 WABO,,2670601
7796069,create subcases present decision,2013-08-19 07:00:05,create subcases present decision,,2670601
7796069,enrich decision,2013-08-19 07:00:06,enrich draft decision,,2670601
7796069,generating decision environmental permit,2013-08-19 07:00:07,enter senddate decision environmental permit,,2670601
7796069,phase concept decision ready,2013-08-19 07:00:08,phase decision sent,,2670601
7796069,phase decision ready,2013-08-19 07:00:09,phase decision sent,,2670601
7796069,submit decision,2013-08-19 07:00:10,submit decision,,2670601
7796069,continuation term to decision,2013-08-20 07:00:02,continuation term to decision,,560890
7796069,create continuation letter,2013-08-20 07:00:03,send continuation letter,,560890
7796069,create suspension competent authority,2013-08-20 07:00:04,register suspension by competent authority,,560890
7796069,date continuation term to decision,2013-08-20 07:00:05,continuation term to decision,,560890
7796069,phase procedure term resumed,2013-08-20 07:00:06,phase procedure resumed,,560890
7796069,phase procedure term suspended,2013-08-20 07:00:07,phase procedure term suspended,,560890
7796069,reason for suspension found,2013-08-20 07:00:08,reason for suspension found,,560890
7796069,register suspension by competent authority,2013-08-20 07:00:09,register suspension by competent authority,,560890
7796069,send suspension by competent authority,2013-08-20 07:00:10,register suspension by competent authority,,560890
7796069,start date suspension competent authority,2013-08-20 07:00:11,register suspension by competent authority,,560890
7796069,suspend term,2013-08-20 07:00:12,suspend term,,560890
7796069,enter senddate decision,2013-10-01 07:00:01,enter senddate decision,,560890
7796069,enter senddate decision environmental permit,2013-10-01 07:00:02,enter senddate decision environmental permit,,560890
7796069,phase decision sent,2013-10-01 07:00:03,phase decision sent,,560890
7796069,phase decision taken,2013-10-01 07:00:04,phase decision sent,,560890
7796069,register objection and appeal periods,2013-10-01 07:00:05,register objection and appeal periods,,560890
7796069,transcript decision environmental permit to stakeholders,2013-10-01 07:00:06,transcript decision environmental permit to stakeholders,,560890
7796069,enter senddate decision environmental permit,2013-10-04 07:00:41,enter senddate decision environmental permit,,560890
7796069,record date of decision environmental permit,2013-10-04 07:00:42,enter senddate decision environmental permit,,560890
7796069,set decision phase decision permitting decided,2013-10-04 07:00:43,phase decision sent,,560890
7796069,start decision phase decision permitting sent,2013-10-04 07:00:44,phase decision sent,,560890
7816439,register submission date request,2013-07-02 07:01:01,register submission date request,,560872
7816439,OLO messaging active,2013-07-04 07:00:09,OLO messaging active,,560872
7816439,create procedure confirmation,2013-07-04 07:00:10,enter senddate procedure confirmation,,560872
7816439,forward to the competent authority,2013-07-04 07:00:11,forward to the competent authority,,560872
7816439,phase application received,2013-07-04 07:00:12,phase application received,,560872
7816439,registration date publication,2013-07-04 07:00:13,registration date publication,,560872
7816439,regular procedure without MER,2013-07-04 07:00:14,regular procedure without MER,,560872
7816439,send confirmation receipt,2013-07-04 07:00:15,send confirmation receipt,,560872
7816439,send confirmation receipt,2013-07-04 07:00:16,send confirmation receipt,,560872
7816439,start WABOprocedure,2013-07-04 07:00:17,start WABOprocedure,,560872
7816439,create letter requesting missing data,2013-08-01 07:00:13,create letter requesting missing data,,2670601
7816439,create subcases completeness,2013-08-01 07:00:14,treat subcases content,,2670601
7816439,phase asked additional information,2013-08-01 07:00:15,receive additional information,,2670601
7816439,procedure change,2013-08-01 07:00:16,procedure change,,2670601
7816439,request complete,2013-08-01 07:00:17,request complete,,2670601
7816439,retrieve missing data,2013-08-01 07:00:18,retrieve missing data,,2670601
7816439,term for supplying missing data,2013-08-01 07:00:19,term for supplying missing data,,2670601
7816439,enter receipt of additional data,2013-08-07 07:00:05,enter receipt of additional data,,560912
7816439,phase additional information received,2013-08-07 07:00:06,receive additional information,,560912
7816439,receive additional information,2013-08-07 07:00:07,receive additional information,,560912
7816439,MER present in supplement,2013-08-13 07:00:29,MER present in supplement,,2670601
7816439,article 34  WABO applies,2013-08-13 07:00:30,article 34  WABO applies,,2670601
7816439,ask stakeholders views,2013-08-13 07:00:31,ask stakeholders views,,2670601
7816439,assessment of content completed,2013-08-13 07:00:32,assessment of content completed,,2670601
7816439,by law,2013-08-13 07:00:33,by law,,2670601
7816439,completed subcases content,2013-08-13 07:00:34,treat subcases content,,2670601
7816439,coordination of application,2013-08-13 07:00:35,coordination of application,,2670601
7816439,create subcases present decision,2013-08-13 07:00:36,create subcases present decision,,2670601
7816439,creating cover letter decision,2013-08-13 07:00:37,creating cover letter decision,,560890
7816439,creating environmental permit decision,2013-08-13 07:00:38,enter senddate decision environmental permit,,2670601
7816439,decision date prior to decision,2013-08-13 07:00:39,decision date prior to decision,,2670601
7816439,enrich decision,2013-08-13 07:00:40,enrich draft decision,,2670601
7816439,enter senddate decision,2013-08-13 07:00:41,enter senddate decision,,560890
7816439,enter senddate decision environmental permit,2013-08-13 07:00:42,enter senddate decision environmental permit,,560890
7816439,generating decision environmental permit,2013-08-13 07:00:43,enter senddate decision environmental permit,,2670601
7816439,grounds for refusal,2013-08-13 07:00:44,grounds for refusal,,2670601
7816439,phase advice known,2013-08-13 07:00:45,phase advice known,,2670601
7816439,phase application receptive,2013-08-13 07:00:46,phase application received,,2670601
7816439,phase concept decision ready,2013-08-13 07:00:47,phase decision sent,,2670601
7816439,phase decision ready,2013-08-13 07:00:48,phase decision sent,,2670601
7816439,phase decision sent,2013-08-13 07:00:49,phase decision sent,,560890
7816439,phase decision taken,2013-08-13 07:00:50,phase decision sent,,560890
7816439,procedure change,2013-08-13 07:00:51,procedure change,,2670601
7816439,procedure change after completeness,2013-08-13 07:00:52,procedure change after completeness,,2670601
7816439,register objection and appeal periods,2013-08-13 07:00:53,register objection and appeal periods,,560890
7816439,request complete,2013-08-13 07:00:54,request complete,,2670601
7816439,send confirmation receipt additional data,2013-08-13 07:00:55,send confirmation receipt,,2670601
7816439,send letter in progress,2013-08-13 07:00:56,send letter in progress,,2670601
7816439,set decision phase decision permitting decided,2013-08-13 07:00:57,phase decision sent,,560890
7816439,set decision status,2013-08-13 07:00:58,set decision status,,2670601
7816439,start decision phase decision permitting sent,2013-08-13 07:00:59,phase decision sent,,560890
7816439,submit decision,2013-08-13 07:01:00,submit decision,,2670601
7816439,suspension ground applicable,2013-08-13 07:01:01,suspension ground applicable,,2670601
7816439,transcript decision environmental permit to stakeholders,2013-08-13 07:01:02,transcript decision environmental permit to stakeholders,,560890
7816439,treat subcases content,2013-08-13 07:01:03,treat subcases content,,2670601
7830722,OLO messaging active,2013-07-05 07:00:24,OLO messaging active,,560872
7830722,create procedure confirmation,2013-07-05 07:00:25,enter senddate procedure confirmation,,560872
7830722,create publication document,2013-07-05 07:00:26,create publication document,,560872
7830722,forward to the competent authority,2013-07-05 07:00:27,forward to the competent authority,,560872
7830722,phase application received,2013-07-05 07:00:28,phase application received,,560872
7830722,register submission date request,2013-07-05 07:00:29,register submission date request,,560872
7830722,registration date publication,2013-07-05 07:00:30,registration date publication,,560872
7830722,regular procedure without MER,2013-07-05 07:00:31,regular procedure without MER,,560872
7830722,send confirmation receipt,2013-07-05 07:00:32,send confirmation receipt,,560872
7830722,send confirmation receipt,2013-07-05 07:00:33,send confirmation receipt,,560872
7830722,start WABOprocedure,2013-07-05 07:00:34,start WABOprocedure,,560872
7830722,create letter requesting missing data,2013-07-30 07:00:01,create letter requesting missing data,,3273854
7830722,create subcases completeness,2013-07-30 07:00:02,treat subcases content,,3273854
7830722,phase asked additional information,2013-07-30 07:00:03,receive additional information,,3273854
7830722,procedure change,2013-07-30 07:00:04,procedure change,,3273854
7830722,request complete,2013-07-30 07:00:05,request complete,,3273854
7830722,retrieve missing data,2013-07-30 07:00:06,retrieve missing data,,3273854
7830722,term for supplying missing data,2013-07-30 07:00:07,term for supplying missing data,,3273854
7830722,MER present in supplement,2013-08-05 07:00:56,MER present in supplement,,3273854
7830722,article 34  WABO applies,2013-08-05 07:00:57,article 34  WABO applies,,3273854
7830722,assessment of content completed,2013-08-05 07:00:58,assessment of content completed,,3273854
7830722,completed subcases content,2013-08-05 07:00:59,treat subcases content,,3273854
7830722,enter receipt of additional data,2013-08-05 07:01:00,enter receipt of additional data,,3273854
7830722,phase additional information received,2013-08-05 07:01:01,receive additional information,,3273854
7830722,phase advice known,2013-08-05 07:01:02,phase advice known,,3273854
7830722,phase application receptive,2013-08-05 07:01:03,phase application received,,3273854
7830722,procedure change,2013-08-05 07:01:04,procedure change,,3273854
7830722,procedure change after completeness,2013-08-05 07:01:05,procedure change after completeness,,3273854
7830722,receive additional information,2013-08-05 07:01:06,receive additional information,,3273854
7830722,request complete,2013-08-05 07:01:07,request complete,,3273854
7830722,send confirmation receipt additional data,2013-08-05 07:01:08,send confirmation receipt,,3273854
7830722,send letter in progress,2013-08-05 07:01:09,send letter in progress,,3273854
7830722,treat subcases content,2013-08-05 07:01:10,treat subcases content,,3273854
7830722,ask stakeholders views,2013-08-20 07:00:13,ask stakeholders views,,3273854
7830722,by law,2013-08-20 07:00:14,by law,,3273854
7830722,coordination of application,2013-08-20 07:00:15,coordination of application,,3273854
7830722,creating cover letter decision,2013-08-20 07:00:16,creating cover letter decision,,560890
7830722,creating environmental permit decision,2013-08-20 07:00:17,enter senddate decision environmental permit,,3273854
7830722,decision date prior to decision,2013-08-20 07:00:18,decision date prior to decision,,3273854
7830722,enter senddate decision,2013-08-20 07:00:19,enter senddate decision,,560890
7830722,enter senddate decision environmental permit,2013-08-20 07:00:20,enter senddate decision environmental permit,,560890
7830722,generating decision environmental permit,2013-08-20 07:00:21,enter senddate decision environmental permit,,560890
7830722,grounds for refusal,2013-08-20 07:00:22,grounds for refusal,,3273854
7830722,phase decision ready,2013-08-20 07:00:23,phase decision sent,,560890
7830722,phase decision sent,2013-08-20 07:00:24,phase decision sent,,560890
7830722,phase decision taken,2013-08-20 07:00:25,phase decision sent,,560890
7830722,register objection and appeal periods,2013-08-20 07:00:26,register objection and appeal periods,,560890
7830722,set decision phase decision permitting decided,2013-08-20 07:00:27,phase decision sent,,560890
7830722,set decision status,2013-08-20 07:00:28,set decision status,,3273854
7830722,start decision phase decision permitting sent,2013-08-20 07:00:29,phase decision sent,,560890
7830722,submit decision,2013-08-20 07:00:30,submit decision,,560890
7830722,suspension ground applicable,2013-08-20 07:00:31,suspension ground applicable,,3273854
7830722,transcript decision environmental permit to stakeholders,2013-08-20 07:00:32,transcript decision environmental permit to stakeholders,,560890
7859011,register submission date request,2013-07-10 07:00:01,register submission date request,,560872
7859011,create procedure confirmation,2013-07-15 07:00:01,enter senddate procedure confirmation,,560872
7859011,create publication document,2013-07-15 07:00:02,create publication document,,560872
7859011,forward to the competent authority,2013-07-15 07:00:03,forward to the competent authority,,560872
7859011,phase application received,2013-07-15 07:00:04,phase application received,,560872
7859011,registration date publication,2013-07-15 07:00:05,registration date publication,,560872
7859011,regular procedure without MER,2013-07-15 07:00:06,regular procedure without MER,,560872
7859011,send confirmation receipt,2013-07-15 07:00:07,send confirmation receipt,,560872
7859011,send confirmation receipt,2013-07-15 07:00:08,send confirmation receipt,,560872
7859011,start WABOprocedure,2013-07-15 07:00:09,start WABOprocedure,,560872
7859011,article 34  WABO applies,2013-08-20 07:00:33,article 34  WABO applies,,3273854
7859011,assessment of content completed,2013-08-20 07:00:34,assessment of content completed,,3273854
7859011,completed subcases content,2013-08-20 07:00:35,treat subcases content,,3273854
7859011,create subcases completeness,2013-08-20 07:00:36,treat subcases content,,3273854
7859011,phase advice known,2013-08-20 07:00:37,phase advice known,,3273854
7859011,phase application receptive,2013-08-20 07:00:38,phase application received,,3273854
7859011,procedure change,2013-08-20 07:00:39,procedure change,,3273854
7859011,procedure change,2013-08-20 07:00:40,procedure change,,3273854
7859011,request complete,2013-08-20 07:00:41,request complete,,3273854
7859011,send letter in progress,2013-08-20 07:00:42,send letter in progress,,3273854
7859011,start WABOprocedure,2013-08-20 07:00:43,start WABOprocedure,,3273854
7859011,treat subcases content,2013-08-20 07:00:44,treat subcases content,,3273854
7859011,start decisionphase draft decision - permitting decided,2014-01-14 08:00:01,phase decision sent,,560890
7859011,generate draft decision environmental permit,2014-01-17 08:00:01,enter senddate decision environmental permit,,2670601
7859011,grounds for refusal,2014-01-17 08:00:02,grounds for refusal,,2670601
7859011,phase concept draft decision ready,2014-01-17 08:00:03,phase decision sent,,2670601
7859011,set decision status,2014-01-17 08:00:04,set decision status,,2670601
7859011,submit draft decision,2014-01-17 08:00:05,submit decision,,2670601
7859011,create cover letter draft decision,2014-01-27 08:00:10,creating cover letter decision,,560890
7859011,create publication document,2014-01-27 08:00:11,create publication document,,560890
7859011,enrich draft decision,2014-01-27 08:00:12,enrich draft decision,,560890
7859011,enter date advice on treatment of environmental permit,2014-01-27 08:00:13,enter date advice on treatment of environmental permit,,560890
7859011,enter senddate draft decision,2014-01-27 08:00:14,enter senddate decision,,560890
7859011,open draft decision for inspection,2014-01-27 08:00:15,date decision for inspection,,560890
7859011,phase draft decision made,2014-01-27 08:00:16,phase decision sent,,560890
7859011,phase draft decision ready,2014-01-27 08:00:17,phase decision sent,,560890
7859011,send design decision to stakeholders,2014-01-27 08:00:18,send design decision to stakeholders,,560890
7859011,set decision phase: draft decision permitted sent,2014-02-03 08:00:01,phase decision sent,,560890
7859011,date draft decision for inspection,2014-02-06 08:00:01,date decision for inspection,,560890
7859011,set decision phase: draft decision for inspection,2014-02-06 08:00:02,date decision for inspection,,560890
7859011,creating cover letter decision,2014-03-26 08:00:01,creating cover letter decision,,560912
7859011,creating environmental permit decision,2014-03-26 08:00:02,enter senddate decision environmental permit,,560912
7859011,decision date prior to decision,2014-03-26 08:00:03,decision date prior to decision,,560912
7859011,enter senddate decision,2014-03-26 08:00:04,enter senddate decision,,560912
7859011,enter senddate decision environmental permit,2014-03-26 08:00:05,enter senddate decision environmental permit,,560912
7859011,generating decision environmental permit,2014-03-26 08:00:06,enter senddate decision environmental permit,,560912
7859011,perspective on draft decision environmental permit received,2014-03-26 08:00:07,enter senddate decision environmental permit,,560912
7859011,phase decision sent,2014-03-26 08:00:08,phase decision sent,,560912
7859011,phase decision taken,2014-03-26 08:00:09,phase decision sent,,560912
7859011,read publication date field,2014-03-26 08:00:10,read publication date field,,560912
7859011,register objection and appeal periods,2014-03-26 08:00:11,register objection and appeal periods,,560912
7859011,set decision status,2014-03-26 08:00:12,set decision status,,560912
7859011,suspension ground applicable,2014-03-26 08:00:13,suspension ground applicable,,560912
7859011,transcript decision environmental permit to stakeholders,2014-03-26 08:00:14,transcript decision environmental permit to stakeholders,,560912
7859011,register date environmental permit decision,2014-03-27 08:00:13,enter senddate decision environmental permit,,560912
7859011,set decision phase decision permitting decided,2014-03-27 08:00:14,phase decision sent,,560912
7859011,set decision phase inspection of decision permitting,2014-03-27 08:00:15,phase decision sent,,560912
7859011,start decision phase decision permitting sent,2014-03-28 08:00:01,phase decision sent,,560912
7859011,date decision for inspection,2014-04-03 07:00:20,date decision for inspection,,560912
7859011,enter date publication decision environmental permit,2014-07-22 07:00:01,enter senddate decision environmental permit,,560912
7859011,phase decision irrevocable,2014-07-22 07:00:02,phase decision irrevocable,,560912
7859011,read publication date field,2014-07-22 07:00:03,read publication date field,,560912
7859011,read publication date field,2014-07-22 07:00:04,read publication date field,,560912
7859011,stop all running subcases 2b,2014-07-22 07:00:05,stop all running subcases 2b,,560912
7865622,register submission date request,2013-07-11 07:00:13,register submission date request,,560872
7865622,OLO messaging active,2013-07-15 07:00:10,OLO messaging active,,560872
7865622,create procedure confirmation,2013-07-15 07:00:11,enter senddate procedure confirmation,,560872
7865622,create publication document,2013-07-15 07:00:12,create publication document,,560872
7865622,forward to the competent authority,2013-07-15 07:00:13,forward to the competent authority,,560872
7865622,phase application received,2013-07-15 07:00:14,phase application received,,560872
7865622,registration date publication,2013-07-15 07:00:15,registration date publication,,560872
7865622,regular procedure without MER,2013-07-15 07:00:16,regular procedure without MER,,560872
7865622,send confirmation receipt,2013-07-15 07:00:17,send confirmation receipt,,560872
7865622,send confirmation receipt,2013-07-15 07:00:18,send confirmation receipt,,560872
7865622,start WABOprocedure,2013-07-15 07:00:19,start WABOprocedure,,560872
