Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
6683602,transcript decision environmental permit to stakeholders,2013-03-12 20:48:50,560890,38987,,transcript decision environmental permit to stakeholders
6683602,phase decision sent,2013-03-12 20:48:54,560890,38991,,phase decision sent
6683602,send confirmation receipt_signed1,2013-03-12 20:48:54,560890,38991,collateral events(send confirmation receipt),send confirmation receipt_signed1
6705233,register submission date request,2013-02-04 08:00:04,5726485,38993,,register submission date request
6705233,phase application received,2013-02-06 17:30:09,5726485,38995,,phase application received
6705233,send confirmation receipt,2013-02-06 17:37:46,5726485,38998,,send confirmation receipt
6705233,regular procedure without MER,2013-02-06 17:37:54,5726485,39000,,regular procedure without MER
6705233,start WABOprocedure,2013-02-06 17:37:55,5726485,39001,,start WABOprocedure
6705233,request complete,2013-02-14 18:59:11,560872,39011,,request complete
6705233,phase advice known,2013-02-14 18:59:35,560872,39019,,phase advice known
6705233,creating environmental permit decision,2013-02-14 19:04:33,560872,39026,,creating environmental permit decision
6705233,phase decision sent,2013-02-14 19:12:40,560872,39035,,phase decision sent
6705233,register date environmental permit decision,2013-02-19 08:00:06,560872,39038,,register date environmental permit decision
6705233,set decision phase decision permitting decided,2013-02-19 08:00:07,560872,39037,,set decision phase decision permitting decided
6705233,start decision phase decision permitting sent,2013-02-19 08:00:08,560872,39039,,start decision phase decision permitting sent
6705233,enter senddate decision,2013-02-25 08:00:05,560872,39041,,enter senddate decision
6705233,enter senddate decision environmental permit,2013-02-25 08:00:06,560872,39040,,enter senddate decision environmental permit
6705233,register deadline,2013-04-12 07:00:06,560872,39042,,register deadline
6705233,set phase: phase permitting irrevocable,2013-04-12 07:00:07,560872,39043,,set phase: phase permitting irrevocable
6705233,read publication date field,2013-04-22 16:41:17,560872,39047,,read publication date field
6705233,phase case handled,2013-04-22 16:41:28,560872,39049,,phase case handled
6705233,stop all running subcases 2b,2013-04-22 16:41:29,560872,39048,,stop all running subcases 2b
6718840,register submission date request,2013-02-05 08:00:02,560872,39052,,register submission date request
6718840,send confirmation receipt_signed1,2013-02-05 08:00:02,560872,39052,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,phase application received,2013-02-07 23:24:52,560872,39054,,phase application received
6718840,send confirmation receipt,2013-02-07 23:24:53,560872,39055,,send confirmation receipt
6718840,send confirmation receipt,2013-02-07 23:26:55,560872,39056,,send confirmation receipt
6718840,forward to the competent authority,2013-02-07 23:26:56,560872,39058,,forward to the competent authority
6718840,regular procedure without MER,2013-02-07 23:26:57,560872,39059,,regular procedure without MER
6718840,send confirmation receipt_signed1,2013-02-07 23:26:57,560872,39059,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,start WABOprocedure,2013-02-07 23:26:58,560872,39060,,start WABOprocedure
6718840,create procedure confirmation,2013-02-07 23:26:59,560872,39061,,create procedure confirmation
6718840,send confirmation receipt_signed1,2013-02-07 23:26:59,560872,39061,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,request complete,2013-03-15 20:35:06,3273854,39066,,request complete
6718840,send confirmation receipt_signed1,2013-03-15 20:35:06,3273854,39066,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,submit decision,2013-03-22 19:41:05,560890,39085,,submit decision
6718840,send confirmation receipt_signed1,2013-03-22 19:41:05,560890,39085,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,phase decision sent,2013-03-22 19:46:10,560890,39092,,phase decision sent
6718840,send confirmation receipt_signed1,2013-03-22 19:46:10,560890,39092,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,enter senddate decision,2013-03-26 08:00:02,560890,39096,,enter senddate decision
6718840,send confirmation receipt_signed1,2013-03-26 08:00:02,560890,39096,collateral events(send confirmation receipt),send confirmation receipt_signed1
6718840,enter senddate decision environmental permit,2013-03-26 08:00:03,560890,39094,,enter senddate decision environmental permit
6718840,record date of decision environmental permit,2013-03-26 08:00:04,560890,39095,,record date of decision environmental permit
6718840,send confirmation receipt_signed2,2013-03-26 08:00:04,560890,39094,collateral events(send confirmation receipt),send confirmation receipt_signed2
6718840,set decision phase decision permitting decided,2013-03-26 08:00:05,560890,39098,,set decision phase decision permitting decided
6718840,start decision phase decision permitting sent,2013-03-26 08:00:06,560890,39097,,start decision phase decision permitting sent
6718840,send confirmation receipt_signed1,2013-03-26 08:00:06,560890,39098,collateral events(send confirmation receipt),send confirmation receipt_signed1
6728358,set decision phase suspension decided,2012-12-01 08:00:02,3273854,39099,,set decision phase suspension decided
6728358,phase application received,2013-02-11 18:14:37,560925,39102,,phase application received
6728358,regular procedure without MER,2013-02-11 18:25:04,560925,39106,,regular procedure without MER
6728358,start WABOprocedure,2013-02-11 18:25:05,560925,39107,,start WABOprocedure
6728358,request complete,2013-04-02 19:29:19,3273854,39116,,request complete
6728358,treat subcases content,2013-04-02 19:29:25,3273854,39120,,treat subcases content
6728358,assessment of content completed,2013-04-02 19:29:30,3273854,39125,,assessment of content completed
6728358,phase advice known,2013-04-02 19:29:31,3273854,39124,,phase advice known
6728358,grounds for refusal,2013-04-02 19:29:32,3273854,39126,,grounds for refusal
6728358,ask stakeholders views,2013-04-02 19:29:33,3273854,39127,,ask stakeholders views
6728358,set decision phase: suspension cancelled,2013-04-04 07:00:03,3273854,39128,,set decision phase: suspension cancelled
6728358,set decision phase suspension sent,2013-04-08 07:00:01,3273854,39129,,set decision phase suspension sent
6728358,phase decision suspended,2013-04-08 16:54:38,3273854,39133,,phase decision suspended
6728358,enter senddate decision suspension,2013-04-08 16:54:46,3273854,39137,,enter senddate decision suspension
6728358,send decision suspension,2013-04-08 16:54:47,3273854,39135,,send decision suspension
6728358,subcase art. 33 WABO completed,2013-04-08 16:55:33,3273854,39142,,subcase art. 33 WABO completed
6728358,phase procedure resumed,2013-04-08 16:56:07,3273854,39145,,phase procedure resumed
6728358,enter senddate decision,2013-04-22 07:00:07,560890,39163,,enter senddate decision
6728358,enter senddate decision environmental permit,2013-04-22 07:00:08,560890,39160,,enter senddate decision environmental permit
6728358,record date of decision environmental permit,2013-04-22 07:00:09,560890,39164,,record date of decision environmental permit
6728358,set decision phase decision permitting decided,2013-04-22 07:00:10,560890,39161,,set decision phase decision permitting decided
6728358,start decision phase decision permitting sent,2013-04-22 07:00:11,560890,39162,,start decision phase decision permitting sent
6743180,register submission date request,2013-02-07 08:00:01,560872,39165,,register submission date request
6743180,phase application received,2013-02-14 17:31:01,560872,39167,,phase application received
6743180,send confirmation receipt,2013-02-14 17:33:25,560872,39169,,send confirmation receipt
6743180,regular procedure without MER,2013-02-14 17:33:27,560872,39172,,regular procedure without MER
6743180,start WABOprocedure,2013-02-14 17:33:28,560872,39173,,start WABOprocedure
6743180,request complete,2013-03-29 21:16:49,3273854,39179,,request complete
6743180,phase advice known,2013-03-29 21:16:59,3273854,39188,,phase advice known
6743180,grounds for refusal,2013-03-29 21:17:00,3273854,39189,,grounds for refusal
6743180,ask stakeholders views,2013-03-29 21:17:01,3273854,39190,,ask stakeholders views
6743180,suspension ground applicable,2013-03-29 21:17:02,3273854,39191,,suspension ground applicable
6743180,creating environmental permit decision,2013-03-29 21:17:05,3273854,39194,,creating environmental permit decision
6743180,set decision status,2013-03-29 21:17:06,3273854,39195,,set decision status
6743180,set decision phase decision permitting decided,2013-04-02 07:00:07,560890,39197,,set decision phase decision permitting decided
6743180,start decision phase decision permitting sent,2013-04-02 07:00:08,560890,39198,,start decision phase decision permitting sent
6743180,record date of decision environmental permit,2013-04-02 16:22:31,560890,39202,,record date of decision environmental permit
6743180,enter senddate decision environmental permit,2013-04-02 16:23:23,560890,39207,,enter senddate decision environmental permit
6743180,transcript decision environmental permit to stakeholders,2013-04-02 16:23:24,560890,39206,,transcript decision environmental permit to stakeholders
6745647,register submission date request,2013-02-05 08:00:03,560872,39212,,register submission date request
6745647,send confirmation receipt_signed1,2013-02-05 08:00:03,560872,39212,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,phase application received,2013-02-14 18:13:54,560872,39214,,phase application received
6745647,send confirmation receipt_signed1,2013-02-14 18:13:54,560872,39214,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,send confirmation receipt,2013-02-14 18:18:05,560872,39217,,send confirmation receipt
6745647,forward to the competent authority,2013-02-14 18:18:06,560872,39218,,forward to the competent authority
6745647,regular procedure without MER,2013-02-14 18:18:07,560872,39219,,regular procedure without MER
6745647,send confirmation receipt_signed1,2013-02-14 18:18:07,560872,39219,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,start WABOprocedure,2013-02-14 18:18:08,560872,39220,,start WABOprocedure
6745647,create procedure confirmation,2013-02-14 18:18:09,560872,39221,,create procedure confirmation
6745647,send confirmation receipt_signed1,2013-02-14 18:18:09,560872,39221,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,request complete,2013-03-04 17:38:23,560872,39226,,request complete
6745647,send confirmation receipt_signed1,2013-03-04 17:38:23,560872,39226,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,phase advice known,2013-03-04 17:38:44,560872,39235,,phase advice known
6745647,send confirmation receipt_signed1,2013-03-04 17:38:44,560872,39235,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,grounds for refusal,2013-03-04 17:38:45,560872,39236,,grounds for refusal
6745647,creating environmental permit decision,2013-03-04 17:39:05,560872,39241,,creating environmental permit decision
6745647,send confirmation receipt_signed1,2013-03-04 17:39:05,560872,39241,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,submit decision,2013-03-04 17:39:22,560872,39245,,submit decision
6745647,send confirmation receipt_signed1,2013-03-04 17:39:22,560872,39245,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,record date of decision environmental permit,2013-03-05 08:00:04,560872,39256,,record date of decision environmental permit
6745647,send confirmation receipt_signed1,2013-03-05 08:00:04,560872,39256,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,set decision phase decision permitting decided,2013-03-05 08:00:05,560872,39255,,set decision phase decision permitting decided
6745647,start decision phase decision permitting sent,2013-03-05 08:00:06,560872,39254,,start decision phase decision permitting sent
6745647,send confirmation receipt_signed1,2013-03-05 08:00:06,560872,39254,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,enter senddate decision environmental permit,2013-03-11 08:00:01,560872,39257,,enter senddate decision environmental permit
6745647,send confirmation receipt_signed1,2013-03-11 08:00:01,560872,39257,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,set phase: phase permitting irrevocable,2013-04-26 07:00:01,560872,39260,,set phase: phase permitting irrevocable
6745647,send confirmation receipt_signed1,2013-04-26 07:00:01,560872,39260,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,close case,2013-05-23 07:00:12,560872,39267,,close case
6745647,send confirmation receipt_signed1,2013-05-23 07:00:12,560872,39267,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,objection lodged against decision,2013-05-23 07:00:13,560872,39261,,objection lodged against decision
6745647,phase archived case,2013-05-23 07:00:14,560872,39262,,phase archived case
6745647,send confirmation receipt_signed1,2013-05-23 07:00:14,560872,39261,collateral events(send confirmation receipt),send confirmation receipt_signed1
6745647,phase case handled,2013-05-23 07:00:15,560872,39263,,phase case handled
6745647,phase decision irrevocable,2013-05-23 07:00:16,560872,39264,,phase decision irrevocable
6745647,send confirmation receipt_signed2,2013-05-23 07:00:16,560872,39263,collateral events(send confirmation receipt),send confirmation receipt_signed2
6745647,read publication date field,2013-05-23 07:00:17,560872,39266,,read publication date field
6745647,stop all running subcases 2b,2013-05-23 07:00:18,560872,39265,,stop all running subcases 2b
6745647,send confirmation receipt_signed2,2013-05-23 07:00:18,560872,39266,collateral events(send confirmation receipt),send confirmation receipt_signed2
6757275,register submission date request,2013-02-15 08:00:02,560872,39268,,register submission date request
6757275,phase application received,2013-02-18 17:02:35,560872,39270,,phase application received
6757275,send confirmation receipt,2013-02-18 17:10:45,560872,39272,,send confirmation receipt
6757275,regular procedure without MER,2013-02-18 17:10:52,560872,39275,,regular procedure without MER
6757275,start WABOprocedure,2013-02-18 17:10:53,560872,39276,,start WABOprocedure
6757275,request complete,2013-03-04 16:29:24,560872,39281,,request complete
6757275,send letter in progress,2013-03-04 16:29:35,560872,39284,,send letter in progress
6757275,phase advice known,2013-03-04 16:29:50,560872,39289,,phase advice known
6757275,creating environmental permit decision,2013-03-04 16:30:15,560872,39296,,creating environmental permit decision
6757275,submit decision,2013-03-04 16:43:18,560872,39299,,submit decision
6757275,phase decision sent,2013-03-04 16:50:43,560872,39306,,phase decision sent
6757275,record date of decision environmental permit,2013-03-05 08:00:07,560872,39309,,record date of decision environmental permit
6757275,set decision phase decision permitting decided,2013-03-05 08:00:08,560872,39310,,set decision phase decision permitting decided
6757275,start decision phase decision permitting sent,2013-03-05 08:00:09,560872,39308,,start decision phase decision permitting sent
6757275,enter senddate decision,2013-03-11 08:00:02,560872,39311,,enter senddate decision
6757275,enter senddate decision environmental permit,2013-03-11 08:00:03,560872,39312,,enter senddate decision environmental permit
6757275,register deadline,2013-04-26 07:00:02,560872,39314,,register deadline
6757275,set phase: phase permitting irrevocable,2013-04-26 07:00:03,560872,39313,,set phase: phase permitting irrevocable
6757275,close case,2013-05-23 07:00:19,560872,39318,,close case
6757275,objection lodged against decision,2013-05-23 07:00:20,560872,39315,,objection lodged against decision
6757275,phase archived case,2013-05-23 07:00:21,560872,39320,,phase archived case
6757275,phase case handled,2013-05-23 07:00:22,560872,39316,,phase case handled
6757275,phase decision irrevocable,2013-05-23 07:00:23,560872,39321,,phase decision irrevocable
6757275,read publication date field,2013-05-23 07:00:24,560872,39317,,read publication date field
6757275,stop all running subcases 2b,2013-05-23 07:00:25,560872,39319,,stop all running subcases 2b
6799546,set decision phase suspension decided,2012-12-01 08:00:03,3273854,39322,,set decision phase suspension decided
6799546,enter senddate decision suspension,2013-02-14 08:00:03,3273854,39324,,enter senddate decision suspension
6799546,set decision phase suspension sent,2013-02-14 08:00:04,3273854,39323,,set decision phase suspension sent
6799546,register submission date request,2013-02-19 08:00:09,560925,39325,,register submission date request
6799546,phase application received,2013-02-25 18:27:42,560925,39327,,phase application received
6799546,regular procedure without MER,2013-02-25 18:56:08,560925,39332,,regular procedure without MER
6799546,start WABOprocedure,2013-02-25 18:56:09,560925,39333,,start WABOprocedure
6799546,enter enddate suspension art. 33 WABO,2013-04-04 07:00:04,3273854,39334,,enter enddate suspension art. 33 WABO
6799546,set decision phase: suspension cancelled,2013-04-04 07:00:05,3273854,39335,,set decision phase: suspension cancelled
6799546,enter senddate decision,2013-04-05 07:00:02,560890,39339,,enter senddate decision
6799546,enter senddate decision environmental permit,2013-04-05 07:00:03,560890,39336,,enter senddate decision environmental permit
6799546,set decision phase decision permitting decided,2013-04-05 07:00:04,560890,39337,,set decision phase decision permitting decided
6799546,start decision phase decision permitting sent,2013-04-05 07:00:05,560890,39338,,start decision phase decision permitting sent
6799546,phase decision suspended,2013-04-05 16:06:17,3273854,39358,,phase decision suspended
6799546,record date of decision environmental permit,2013-04-05 17:48:10,560890,39375,,record date of decision environmental permit
6799546,submit decision,2013-04-05 17:48:11,560890,39374,,submit decision
6799546,phase decision sent,2013-04-05 17:48:53,560890,39382,,phase decision sent
6824316,register submission date request,2013-02-18 08:00:09,560912,39384,,register submission date request
6824316,send confirmation receipt_signed1,2013-02-18 08:00:09,560912,39384,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,phase application received,2013-02-27 00:14:41,560912,39386,,phase application received
6824316,send confirmation receipt_signed1,2013-02-27 00:14:41,560912,39386,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,send confirmation receipt,2013-02-27 00:21:07,560912,39388,,send confirmation receipt
6824316,regular procedure without MER,2013-02-27 00:21:09,560912,39391,,regular procedure without MER
6824316,send confirmation receipt_signed1,2013-02-27 00:21:09,560912,39391,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,start WABOprocedure,2013-02-27 00:21:10,560912,39392,,start WABOprocedure
6824316,request complete,2013-04-05 17:49:36,3273854,39398,,request complete
6824316,send confirmation receipt_signed1,2013-04-05 17:49:36,3273854,39398,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,phase advice known,2013-04-05 17:49:51,3273854,39407,,phase advice known
6824316,send confirmation receipt_signed1,2013-04-05 17:49:51,3273854,39407,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,creating environmental permit decision,2013-04-05 17:50:00,3273854,39413,,creating environmental permit decision
6824316,send confirmation receipt_signed1,2013-04-05 17:50:00,3273854,39413,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,submit decision,2013-04-08 15:56:33,560890,39417,,submit decision
6824316,send confirmation receipt_signed1,2013-04-08 15:56:33,560890,39417,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,phase decision sent,2013-04-08 16:08:27,560890,39423,,phase decision sent
6824316,send confirmation receipt_signed1,2013-04-08 16:08:28,560890,39423,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,enter senddate decision,2013-04-09 07:00:10,560890,39426,,enter senddate decision
6824316,send confirmation receipt_signed1,2013-04-09 07:00:10,560890,39426,collateral events(send confirmation receipt),send confirmation receipt_signed1
6824316,enter senddate decision environmental permit,2013-04-09 07:00:11,560890,39429,,enter senddate decision environmental permit
6824316,record date of decision environmental permit,2013-04-09 07:00:12,560890,39428,,record date of decision environmental permit
6824316,send confirmation receipt_signed2,2013-04-09 07:00:12,560890,39429,collateral events(send confirmation receipt),send confirmation receipt_signed2
6824316,set decision phase decision permitting decided,2013-04-09 07:00:13,560890,39430,,set decision phase decision permitting decided
6824316,start decision phase decision permitting sent,2013-04-09 07:00:14,560890,39427,,start decision phase decision permitting sent
6824316,send confirmation receipt_signed1,2013-04-09 07:00:14,560890,39427,collateral events(send confirmation receipt),send confirmation receipt_signed1
6853077,set decision phase suspension decided,2012-12-01 08:00:04,3273854,39431,,set decision phase suspension decided
6853077,register submission date request,2013-02-20 08:00:01,560872,39432,,register submission date request
6853077,phase application received,2013-02-28 19:52:32,560872,39434,,phase application received
6853077,send confirmation receipt,2013-02-28 19:54:15,560872,39437,,send confirmation receipt
6853077,regular procedure without MER,2013-02-28 19:54:17,560872,39439,,regular procedure without MER
6853077,start WABOprocedure,2013-02-28 19:54:18,560872,39440,,start WABOprocedure
6853077,create procedure confirmation,2013-02-28 19:54:19,560872,39441,,create procedure confirmation
6853077,enter enddate suspension art. 33 WABO,2013-04-04 07:00:06,3273854,39443,,enter enddate suspension art. 33 WABO
6853077,set decision phase: suspension cancelled,2013-04-04 07:00:07,3273854,39444,,set decision phase: suspension cancelled
6853077,set decision phase suspension sent,2013-04-05 07:00:06,3273854,39445,,set decision phase suspension sent
6853077,request complete,2013-04-05 19:24:54,3273854,39449,,request complete
6853077,phase decision suspended,2013-04-05 19:25:22,3273854,39464,,phase decision suspended
6853077,send decision suspension,2013-04-05 19:25:31,3273854,39466,,send decision suspension
6853077,phase procedure resumed,2013-04-05 19:25:59,3273854,39475,,phase procedure resumed
6853077,creating environmental permit decision,2013-04-05 19:26:01,3273854,39477,,creating environmental permit decision
6853077,phase decision sent,2013-04-08 16:59:02,560890,39487,,phase decision sent
6853077,enter senddate decision,2013-04-09 07:00:15,560890,39490,,enter senddate decision
6853077,enter senddate decision environmental permit,2013-04-09 07:00:16,560890,39491,,enter senddate decision environmental permit
6853077,record date of decision environmental permit,2013-04-09 07:00:17,560890,39492,,record date of decision environmental permit
6853077,set decision phase decision permitting decided,2013-04-09 07:00:18,560890,39493,,set decision phase decision permitting decided
6853077,start decision phase decision permitting sent,2013-04-09 07:00:19,560890,39494,,start decision phase decision permitting sent
6856215,register submission date request,2013-02-26 08:00:04,560872,39495,,register submission date request
6856215,phase procedure prematurely terminated,2013-04-09 18:25:40,560912,39502,,phase procedure prematurely terminated
6856215,message terminate request,2013-04-09 18:49:54,560912,39505,,message terminate request
6856215,read publication date field,2013-04-09 18:50:06,560912,39507,,read publication date field
6888280,register submission date request,2013-02-28 08:00:02,560925,39508,,register submission date request
6888280,phase application received,2013-03-04 20:13:12,560925,39510,,phase application received
6888280,send confirmation receipt,2013-03-04 20:13:13,560925,39511,,send confirmation receipt
6888280,send confirmation receipt,2013-03-04 20:16:56,560925,39512,,send confirmation receipt
6888280,regular procedure without MER,2013-03-04 20:17:01,560925,39515,,regular procedure without MER
6888280,start WABOprocedure,2013-03-04 20:17:02,560925,39516,,start WABOprocedure
6888280,set decision phase decision permitting decided,2013-04-22 07:00:12,560890,39521,,set decision phase decision permitting decided
6888280,start decision phase decision permitting sent,2013-04-22 07:00:13,560890,39520,,start decision phase decision permitting sent
6888280,request complete,2013-04-22 17:20:21,3273854,39524,,request complete
6888280,assessment of content completed,2013-04-22 17:20:31,3273854,39532,,assessment of content completed
6888280,phase advice known,2013-04-22 17:20:32,3273854,39533,,phase advice known
6888280,grounds for refusal,2013-04-22 17:20:33,3273854,39534,,grounds for refusal
6888280,ask stakeholders views,2013-04-22 17:20:34,3273854,39535,,ask stakeholders views
6888280,suspension ground applicable,2013-04-22 17:20:35,3273854,39536,,suspension ground applicable
6888280,record date of decision environmental permit,2013-04-22 18:45:15,560890,39544,,record date of decision environmental permit
6888280,submit decision,2013-04-22 18:45:16,560890,39543,,submit decision
6888280,enter senddate decision environmental permit,2013-04-22 18:48:00,560890,39549,,enter senddate decision environmental permit
6888280,transcript decision environmental permit to stakeholders,2013-04-22 18:48:01,560890,39550,,transcript decision environmental permit to stakeholders
6888280,phase decision sent,2013-04-22 18:48:07,560890,39552,,phase decision sent
6903505,register submission date request,2013-03-01 08:00:08,560912,39555,,register submission date request
6903505,phase application received,2013-03-07 21:42:06,560912,39557,,phase application received
6903505,send confirmation receipt,2013-03-07 21:42:07,560912,39558,,send confirmation receipt
6903505,send confirmation receipt,2013-03-07 21:44:26,560912,39560,,send confirmation receipt
6903505,regular procedure without MER,2013-03-07 21:44:28,560912,39562,,regular procedure without MER
6903505,start WABOprocedure,2013-03-07 21:44:29,560912,39563,,start WABOprocedure
6903505,retrieve missing data,2013-04-08 17:18:16,3273854,39573,,retrieve missing data
6903505,phase asked additional information,2013-04-08 17:18:17,3273854,39575,,phase asked additional information
6903505,record date of decision environmental permit,2013-04-22 07:00:14,560890,39576,,record date of decision environmental permit
6903505,set decision phase decision permitting decided,2013-04-22 07:00:15,560890,39577,,set decision phase decision permitting decided
6903505,phase additional information received,2013-04-22 16:21:49,3273854,39580,,phase additional information received
6903505,request complete,2013-04-22 18:46:31,3273854,39585,,request complete
6903505,treat subcases content,2013-04-22 18:46:36,3273854,39590,,treat subcases content
6903505,phase advice known,2013-04-22 18:46:41,3273854,39594,,phase advice known
6903505,creating environmental permit decision,2013-04-22 19:03:53,3273854,39600,,creating environmental permit decision
6903505,start decision phase decision permitting sent,2013-04-23 07:00:01,560890,39603,,start decision phase decision permitting sent
6903505,submit decision,2013-04-23 17:26:16,560890,39605,,submit decision
6903505,enter senddate decision environmental permit,2013-04-23 17:28:48,560890,39612,,enter senddate decision environmental permit
6903505,transcript decision environmental permit to stakeholders,2013-04-23 17:28:49,560890,39610,,transcript decision environmental permit to stakeholders
6903505,phase decision sent,2013-04-23 17:28:56,560890,39614,,phase decision sent
6934897,register submission date request,2013-03-06 08:00:01,560872,39616,,register submission date request
6934897,send confirmation receipt,2013-03-11 19:03:00,560872,39620,,send confirmation receipt
6934897,start WABOprocedure,2013-03-11 19:03:03,560872,39624,,start WABOprocedure
6934897,create procedure confirmation,2013-03-11 19:03:04,560872,39625,,create procedure confirmation
6934897,phase advice known,2013-04-23 23:13:37,2670601,39639,,phase advice known
6934897,set decision phase decision permitting decided,2013-04-26 07:00:04,2670601,39648,,set decision phase decision permitting decided
6934897,start decision phase decision permitting sent,2013-04-26 07:00:05,2670601,39649,,start decision phase decision permitting sent
6934897,submit decision,2013-04-26 16:24:59,2670601,39651,,submit decision
6934897,treat subcases present decision,2013-04-26 16:25:04,2670601,39655,,treat subcases present decision
6934897,phase decision ready,2013-04-26 16:25:08,2670601,39657,,phase decision ready
6934897,record date of decision environmental permit,2013-04-26 16:25:09,2670601,39658,,record date of decision environmental permit
6934897,enter senddate decision environmental permit,2013-04-26 16:46:14,2670601,39664,,enter senddate decision environmental permit
6934897,transcript decision environmental permit to stakeholders,2013-04-26 16:46:15,2670601,39662,,transcript decision environmental permit to stakeholders
6934897,create publication document,2013-05-01 07:00:02,560890,39667,,create publication document
6941059,register submission date request,2013-03-06 08:00:02,560872,39668,,register submission date request
6941059,send confirmation receipt_signed1,2013-03-06 08:00:02,560872,39668,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,phase application received,2013-03-11 22:36:51,560872,39670,,phase application received
6941059,send confirmation receipt,2013-03-11 22:36:52,560872,39671,,send confirmation receipt
6941059,regular procedure without MER,2013-03-11 22:39:14,560872,39674,,regular procedure without MER
6941059,send confirmation receipt_signed1,2013-03-11 22:39:14,560872,39674,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,start WABOprocedure,2013-03-11 22:39:15,560872,39675,,start WABOprocedure
6941059,create procedure confirmation,2013-03-11 22:39:16,560872,39676,,create procedure confirmation
6941059,send confirmation receipt_signed1,2013-03-11 22:39:16,560872,39676,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,enter senddate acknowledgement,2013-03-12 08:00:08,560872,39678,,enter senddate acknowledgement
6941059,send confirmation receipt_signed1,2013-03-12 08:00:08,560872,39678,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,request complete,2013-04-08 17:37:34,560872,39682,,request complete
6941059,send confirmation receipt_signed1,2013-04-08 17:37:34,560872,39682,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,phase advice known,2013-04-08 17:37:56,560872,39691,,phase advice known
6941059,send confirmation receipt_signed1,2013-04-08 17:37:56,560872,39691,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,phase decision taken,2013-04-08 17:39:51,560872,39701,,phase decision taken
6941059,send confirmation receipt_signed1,2013-04-08 17:39:51,560872,39701,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,register date environmental permit decision,2013-04-09 07:00:20,560872,39708,,register date environmental permit decision
6941059,send confirmation receipt_signed1,2013-04-09 07:00:20,560872,39708,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,set decision phase decision permitting decided,2013-04-09 07:00:21,560872,39709,,set decision phase decision permitting decided
6941059,send confirmation receipt_signed2,2013-04-09 07:00:22,560872,39709,collateral events(send confirmation receipt),send confirmation receipt_signed2
6941059,enter senddate decision,2013-04-15 07:00:04,560872,39711,,enter senddate decision
6941059,send confirmation receipt_signed1,2013-04-15 07:00:04,560872,39711,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,enter senddate decision environmental permit,2013-04-15 07:00:05,560872,39712,,enter senddate decision environmental permit
6941059,start decision phase decision permitting sent,2013-04-15 07:00:06,560872,39710,,start decision phase decision permitting sent
6941059,send confirmation receipt_signed2,2013-04-15 07:00:06,560872,39712,collateral events(send confirmation receipt),send confirmation receipt_signed2
6941059,register deadline,2013-05-31 07:00:02,560872,39714,,register deadline
6941059,send confirmation receipt_signed1,2013-05-31 07:00:02,560872,39714,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,set phase: phase permitting irrevocable,2013-05-31 07:00:03,560872,39713,,set phase: phase permitting irrevocable
6941059,close case,2013-06-13 07:00:13,560872,39717,,close case
6941059,send confirmation receipt_signed1,2013-06-13 07:00:13,560872,39717,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,objection lodged against decision,2013-06-13 07:00:14,560872,39715,,objection lodged against decision
6941059,phase archived case,2013-06-13 07:00:15,560872,39716,,phase archived case
