Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
3108,2024-03-29 19:42:47,Manager-000005,notify reject,notify reject,0,
3108,2024-03-29 19:59:55,,time out,time out,0,
3108,2024-03-29 20:00:05,,EVENT 13 END,EVENT 13 END,0,
3109,2024-03-29 19:21:13,Clerk-000003,Check for completeness,Check for completeness,0,
3109,2024-03-29 19:21:13,,New online application received,New online application received,0,
3109,2024-03-29 19:57:08,Clerk-000006,Perform checks,Perform checks,0,
3109,2024-03-29 20:04:51,Manager-000003,Make decision,Make decision,0,
3109,2024-03-29 20:06:15,Manager-000001,notify reject,notify reject,0,
3109,2024-03-29 20:12:29,,time out,time out,0,
3109,2024-03-29 20:12:39,,EVENT 13 END,EVENT 13 END,0,
3110,2024-03-29 20:05:24,Clerk-000004,Check for completeness,Check for completeness,0,
3110,2024-03-29 20:05:24,,New online application received,New online application received,0,
3110,2024-03-29 20:20:29,Manager-000004,Request info,Request info,0,
3110,2024-03-29 20:30:44,,info received,info received,0,
3110,2024-03-29 20:30:54,Clerk-000002,Check for completeness,Check for completeness,0,
3110,2024-03-29 20:39:12,Clerk-000001,Perform checks,Perform checks,0,
3110,2024-03-29 20:52:50,Manager-000002,Make decision,Make decision,0,
3110,2024-03-29 20:59:08,Manager-000005,notify reject,notify reject,0,
3110,2024-03-29 21:14:58,,review request received,review request received,0,
3110,2024-03-29 21:15:08,Clerk-000004,Check for completeness,Check for completeness,0,
3110,2024-03-29 21:22:18,Manager-000001,Request info,Request info,0,
3110,2024-03-29 21:25:30,,info received,info received,0,
3110,2024-03-29 21:25:40,Clerk-000002,Check for completeness,Check for completeness,0,
3110,2024-03-29 21:25:45,Manager-000004,Request info,Request info,0,
3110,2024-03-29 21:39:44,,info received,info received,0,
3110,2024-03-29 21:39:54,Clerk-000005,Check for completeness,Check for completeness,0,
3110,2024-03-29 21:47:54,Manager-000002,Request info,Request info,0,
3110,2024-03-29 21:48:25,,info received,info received,0,
3110,2024-03-29 21:48:35,Clerk-000001,Check for completeness,Check for completeness,0,
3110,2024-03-29 21:54:46,Manager-000001,Request info,Request info,0,
3110,2024-03-29 21:55:17,,info received,info received,0,
3110,2024-03-29 21:55:27,Clerk-000003,Check for completeness,Check for completeness,0,
3110,2024-03-29 22:05:35,Manager-000003,Request info,Request info,0,
3110,2024-03-29 22:06:10,,info received,info received,0,
3110,2024-03-29 22:06:20,Clerk-000006,Check for completeness,Check for completeness,0,
3110,2024-03-29 22:22:15,Clerk-000002,Perform checks,Perform checks,0,
3110,2024-03-29 22:22:52,Manager-000004,Make decision,Make decision,0,
3110,2024-03-29 22:25:25,Manager-000002,Notify accept,Notify accept,0,
3110,2024-03-29 22:29:11,Manager-000006,Deliver card,Deliver card,0,
3110,2024-03-29 22:34:56,,EVENT 13 END,EVENT 13 END,0,
3111,2024-03-29 20:38:38,Clerk-000005,Check for completeness,Check for completeness,0,
3111,2024-03-29 20:38:38,,New online application received,New online application received,0,
3111,2024-03-29 20:48:48,Manager-000006,Request info,Request info,0,
3111,2024-03-29 20:51:03,,info received,info received,0,
3111,2024-03-29 20:51:13,Clerk-000003,Check for completeness,Check for completeness,0,
3111,2024-03-29 20:55:23,Clerk-000006,Perform checks,Perform checks,0,
3111,2024-03-29 21:09:30,Manager-000003,Make decision,Make decision,0,
3111,2024-03-29 21:25:58,Manager-000006,Notify accept,Notify accept,0,
3111,2024-03-29 21:50:58,Manager-000005,Deliver card,Deliver card,0,
3111,2024-03-29 22:10:56,,EVENT 13 END,EVENT 13 END,0,
3112,2024-03-29 22:19:28,Clerk-000004,Check for completeness,Check for completeness,0,
3112,2024-03-29 22:19:28,,New online application received,New online application received,0,
3112,2024-03-29 22:23:25,Clerk-000005,Perform checks,Perform checks,0,
3112,2024-03-29 22:30:57,Manager-000001,Make decision,Make decision,0,
3112,2024-03-29 22:31:55,Manager-000003,notify reject,notify reject,0,
3112,2024-03-29 22:46:50,,review request received,review request received,0,
3112,2024-03-29 22:47:00,Clerk-000001,Check for completeness,Check for completeness,0,
3112,2024-03-29 23:22:09,Manager-000004,Request info,Request info,0,
3112,2024-03-29 23:28:52,,info received,info received,0,
3112,2024-03-29 23:29:02,Clerk-000006,Check for completeness,Check for completeness,0,
3112,2024-03-29 23:30:34,Clerk-000002,Perform checks,Perform checks,0,
3112,2024-03-29 23:58:22,Manager-000001,Make decision,Make decision,0,
3112,2024-03-30 00:56:58,Manager-000006,Notify accept,Notify accept,0,
3112,2024-04-01 02:03:24,Manager-000004,Deliver card,Deliver card,0,
3112,2024-04-01 02:17:11,,EVENT 13 END,EVENT 13 END,0,
3113,2024-03-29 22:55:57,Clerk-000003,Check for completeness,Check for completeness,0,
3113,2024-03-29 22:55:57,,New online application received,New online application received,0,
3113,2024-03-29 23:19:21,Manager-000005,Request info,Request info,0,
3113,2024-03-29 23:36:38,,info received,info received,0,
3113,2024-03-29 23:36:48,Clerk-000004,Check for completeness,Check for completeness,0,
3113,2024-03-29 23:38:43,Manager-000002,Request info,Request info,0,
3113,2024-03-30 00:27:14,,info received,info received,0,
3113,2024-03-30 00:27:24,Clerk-000001,Check for completeness,Check for completeness,0,
3113,2024-03-30 00:28:28,Manager-000003,Request info,Request info,0,
3113,2024-04-01 02:19:55,,info received,info received,0,
3113,2024-04-01 02:20:05,Clerk-000002,Check for completeness,Check for completeness,0,
3113,2024-04-01 02:26:21,Manager-000006,Request info,Request info,0,
3113,2024-04-01 02:59:45,,info received,info received,0,
3113,2024-04-01 02:59:55,Clerk-000001,Check for completeness,Check for completeness,0,
3113,2024-04-01 03:00:37,Manager-000002,Request info,Request info,0,
3113,2024-04-01 03:09:12,,info received,info received,0,
3113,2024-04-01 03:09:22,Clerk-000004,Check for completeness,Check for completeness,0,
3113,2024-04-01 03:17:37,Clerk-000001,Perform checks,Perform checks,0,
3113,2024-04-01 03:26:36,Manager-000006,Make decision,Make decision,0,
3113,2024-04-01 03:33:16,Manager-000001,Notify accept,Notify accept,0,
3113,2024-04-01 03:41:07,Manager-000002,Deliver card,Deliver card,0,
3113,2024-04-01 03:56:46,,EVENT 13 END,EVENT 13 END,0,
3114,2024-03-30 00:01:08,Clerk-000005,Check for completeness,Check for completeness,0,
3114,2024-03-30 00:01:08,,New online application received,New online application received,0,
3114,2024-03-30 00:02:58,Clerk-000003,Perform checks,Perform checks,0,
3114,2024-03-30 00:04:42,Manager-000006,Make decision,Make decision,0,
3114,2024-03-30 00:36:38,Manager-000004,Notify accept,Notify accept,0,
3114,2024-03-30 00:37:59,Manager-000005,Deliver card,Deliver card,0,
3114,2024-03-30 00:40:00,,EVENT 13 END,EVENT 13 END,0,
3115,2024-03-30 00:31:39,Clerk-000006,Check for completeness,Check for completeness,0,
3115,2024-03-30 00:31:39,,New online application received,New online application received,0,
3115,2024-03-30 00:46:20,Clerk-000004,Perform checks,Perform checks,0,
3115,2024-03-30 00:47:45,Manager-000002,Make decision,Make decision,0,
3115,2024-04-01 02:05:22,Manager-000005,Notify accept,Notify accept,0,
3115,2024-04-01 02:08:50,Manager-000001,Deliver card,Deliver card,0,
3115,2024-04-01 02:10:19,,EVENT 13 END,EVENT 13 END,0,
3116,2024-04-01 02:34:33,Clerk-000005,Check for completeness,Check for completeness,0,
3116,2024-04-01 02:34:33,,New online application received,New online application received,0,
3116,2024-04-01 03:01:18,Clerk-000006,Perform checks,Perform checks,0,
3116,2024-04-01 03:05:13,Manager-000005,Make decision,Make decision,0,
3116,2024-04-01 03:05:50,Manager-000001,Notify accept,Notify accept,0,
3116,2024-04-01 03:06:43,Manager-000004,Deliver card,Deliver card,0,
3116,2024-04-01 03:06:54,,EVENT 13 END,EVENT 13 END,0,
3117,2024-04-01 02:59:06,Clerk-000003,Check for completeness,Check for completeness,0,
3117,2024-04-01 02:59:06,,New online application received,New online application received,0,
3117,2024-04-01 03:12:14,Manager-000003,Request info,Request info,0,
3117,2024-04-01 03:15:21,,info received,info received,0,
3117,2024-04-01 03:15:31,Clerk-000002,Check for completeness,Check for completeness,0,
3117,2024-04-01 03:18:45,Clerk-000005,Perform checks,Perform checks,0,
3117,2024-04-01 03:29:41,Manager-000005,Make decision,Make decision,0,
3117,2024-04-01 03:39:31,Manager-000004,notify reject,notify reject,0,
3117,2024-04-01 04:01:10,,review request received,review request received,0,
3117,2024-04-01 04:01:20,Clerk-000003,Check for completeness,Check for completeness,0,
3117,2024-04-01 04:04:52,Manager-000003,Request info,Request info,0,
3117,2024-04-01 04:06:14,,info received,info received,0,
3117,2024-04-01 04:06:24,Clerk-000004,Check for completeness,Check for completeness,0,
3117,2024-04-01 04:21:37,Manager-000001,Request info,Request info,0,
3117,2024-04-01 04:28:59,,info received,info received,0,
3117,2024-04-01 04:29:09,Clerk-000005,Check for completeness,Check for completeness,0,
3117,2024-04-01 04:37:28,Manager-000004,Request info,Request info,0,
3117,2024-04-01 04:44:57,,info received,info received,0,
3117,2024-04-01 04:45:07,Clerk-000006,Check for completeness,Check for completeness,0,
3117,2024-04-01 04:51:08,Clerk-000002,Perform checks,Perform checks,0,
3117,2024-04-01 05:16:25,Manager-000005,Make decision,Make decision,0,
3117,2024-04-01 05:17:21,Manager-000001,Notify accept,Notify accept,0,
3117,2024-04-01 05:20:47,Manager-000004,Deliver card,Deliver card,0,
3117,2024-04-01 05:22:24,,EVENT 13 END,EVENT 13 END,0,
3118,2024-04-01 03:53:14,Clerk-000006,Check for completeness,Check for completeness,0,
3118,2024-04-01 03:53:14,,New online application received,New online application received,0,
3118,2024-04-01 04:12:12,Manager-000006,Request info,Request info,0,
3118,2024-04-01 04:12:57,,info received,info received,0,
3118,2024-04-01 04:13:07,Clerk-000002,Check for completeness,Check for completeness,0,
3118,2024-04-01 04:13:15,Manager-000005,Request info,Request info,0,
3118,2024-04-01 04:23:37,,info received,info received,0,
3118,2024-04-01 04:23:47,Clerk-000001,Check for completeness,Check for completeness,0,
3118,2024-04-01 04:32:07,Clerk-000003,Perform checks,Perform checks,0,
3118,2024-04-01 04:32:27,Manager-000002,Make decision,Make decision,0,
3118,2024-04-01 04:55:06,Manager-000003,Notify accept,Notify accept,0,
3118,2024-04-01 05:09:14,Manager-000006,Deliver card,Deliver card,0,
3118,2024-04-01 05:10:47,,EVENT 13 END,EVENT 13 END,0,
3119,2024-04-01 05:12:38,Clerk-000004,Check for completeness,Check for completeness,0,
3119,2024-04-01 05:12:38,,New online application received,New online application received,0,
3119,2024-04-01 05:37:37,Manager-000002,Request info,Request info,0,
3119,2024-04-01 05:37:41,,info received,info received,0,
3119,2024-04-01 05:37:51,Clerk-000001,Check for completeness,Check for completeness,0,
3119,2024-04-01 05:47:21,Clerk-000003,Perform checks,Perform checks,0,
3119,2024-04-01 06:08:28,Manager-000003,Make decision,Make decision,0,
3119,2024-04-01 06:33:12,Manager-000001,notify reject,notify reject,0,
3119,2024-04-01 06:35:14,,time out,time out,0,
3119,2024-04-01 06:35:24,,EVENT 13 END,EVENT 13 END,0,
3120,2024-04-01 06:15:31,Clerk-000005,Check for completeness,Check for completeness,0,
3120,2024-04-01 06:15:31,,New online application received,New online application received,0,
3120,2024-04-01 06:17:40,Clerk-000006,Perform checks,Perform checks,0,
3120,2024-04-01 06:20:36,Manager-000006,Make decision,Make decision,0,
3120,2024-04-01 06:23:14,Manager-000005,notify reject,notify reject,0,
3120,2024-04-01 06:40:04,,time out,time out,0,
3120,2024-04-01 06:40:14,,EVENT 13 END,EVENT 13 END,0,
3121,2024-04-01 06:23:42,Clerk-000002,Check for completeness,Check for completeness,0,
3121,2024-04-01 06:23:42,,New online application received,New online application received,0,
3121,2024-04-01 06:26:05,Clerk-000004,Perform checks,Perform checks,0,
3121,2024-04-01 06:56:14,Manager-000004,Make decision,Make decision,0,
3121,2024-04-01 07:35:07,Manager-000002,notify reject,notify reject,0,
3121,2024-04-01 07:35:55,,review request received,review request received,0,
3121,2024-04-01 07:36:05,Clerk-000001,Check for completeness,Check for completeness,0,
3121,2024-04-01 07:52:06,Manager-000006,Request info,Request info,0,
3121,2024-04-01 07:58:39,,info received,info received,0,
3121,2024-04-01 07:58:49,Clerk-000005,Check for completeness,Check for completeness,0,
3121,2024-04-01 08:05:16,Clerk-000002,Perform checks,Perform checks,0,
3121,2024-04-01 08:05:52,Manager-000003,Make decision,Make decision,0,
3121,2024-04-01 08:20:40,Manager-000005,notify reject,notify reject,0,
3121,2024-04-01 08:23:52,,review request received,review request received,0,
3121,2024-04-01 08:24:02,Clerk-000004,Check for completeness,Check for completeness,0,
3121,2024-04-01 08:43:03,Manager-000006,Request info,Request info,0,
3121,2024-04-01 08:52:12,,info received,info received,0,
3121,2024-04-01 08:52:22,Clerk-000001,Check for completeness,Check for completeness,0,
3121,2024-04-01 08:57:47,Clerk-000003,Perform checks,Perform checks,0,
3121,2024-04-01 09:11:07,Manager-000003,Make decision,Make decision,0,
3121,2024-04-01 09:12:52,Manager-000005,notify reject,notify reject,0,
3121,2024-04-01 09:20:18,,review request received,review request received,0,
3121,2024-04-01 09:20:28,Clerk-000002,Check for completeness,Check for completeness,0,
3121,2024-04-01 09:23:52,Clerk-000006,Perform checks,Perform checks,0,
3121,2024-04-01 09:33:32,Manager-000001,Make decision,Make decision,0,
3121,2024-04-01 09:41:40,Manager-000002,Notify accept,Notify accept,0,
3121,2024-04-01 09:42:19,Manager-000003,Deliver card,Deliver card,0,
3121,2024-04-01 10:01:54,,EVENT 13 END,EVENT 13 END,0,
3122,2024-04-01 07:41:37,Clerk-000003,Check for completeness,Check for completeness,0,
3122,2024-04-01 07:41:37,,New online application received,New online application received,0,
3122,2024-04-01 08:03:46,Clerk-000006,Perform checks,Perform checks,0,
3122,2024-04-01 08:16:41,Manager-000001,Make decision,Make decision,0,
3122,2024-04-01 08:29:47,Manager-000004,Notify accept,Notify accept,0,
3122,2024-04-01 08:36:47,Manager-000002,Deliver card,Deliver card,0,
3122,2024-04-01 08:38:16,,EVENT 13 END,EVENT 13 END,0,
3123,2024-04-01 09:01:55,Clerk-000005,Check for completeness,Check for completeness,0,
3123,2024-04-01 09:01:55,,New online application received,New online application received,0,
3123,2024-04-01 09:35:31,Clerk-000004,Perform checks,Perform checks,0,
3123,2024-04-01 09:38:13,Manager-000004,Make decision,Make decision,0,
3123,2024-04-01 09:42:16,Manager-000006,notify reject,notify reject,0,
3123,2024-04-01 09:52:39,,review request received,review request received,0,
3123,2024-04-01 09:52:49,Clerk-000001,Check for completeness,Check for completeness,0,
3123,2024-04-01 09:52:51,Clerk-000003,Perform checks,Perform checks,0,
3123,2024-04-01 09:56:56,Manager-000005,Make decision,Make decision,0,
3123,2024-04-01 10:10:38,Manager-000001,Notify accept,Notify accept,0,
3123,2024-04-01 10:10:49,Manager-000004,Deliver card,Deliver card,0,
3123,2024-04-01 10:25:01,,EVENT 13 END,EVENT 13 END,0,
3124,2024-04-01 10:33:52,Clerk-000002,Check for completeness,Check for completeness,0,
3124,2024-04-01 10:33:52,,New online application received,New online application received,0,
3124,2024-04-01 11:08:20,Clerk-000006,Perform checks,Perform checks,0,
3124,2024-04-01 11:11:06,Manager-000002,Make decision,Make decision,0,
3124,2024-04-01 11:14:03,Manager-000006,Notify accept,Notify accept,0,
3124,2024-04-01 11:16:05,Manager-000003,Deliver card,Deliver card,0,
3124,2024-04-01 11:44:07,,EVENT 13 END,EVENT 13 END,0,
3125,2024-04-01 14:25:02,Clerk-000005,Check for completeness,Check for completeness,0,
3125,2024-04-01 14:25:02,,New online application received,New online application received,0,
3125,2024-04-01 14:32:13,Manager-000005,Request info,Request info,0,
3125,2024-04-01 14:35:59,,info received,info received,0,
3125,2024-04-01 14:36:09,Clerk-000004,Check for completeness,Check for completeness,0,
3125,2024-04-01 14:55:19,Clerk-000001,Perform checks,Perform checks,0,
3125,2024-04-01 15:06:22,Manager-000001,Make decision,Make decision,0,
3125,2024-04-01 15:13:07,Manager-000004,Notify accept,Notify accept,0,
3125,2024-04-01 15:17:53,Manager-000002,Deliver card,Deliver card,0,
3125,2024-04-01 15:22:17,,EVENT 13 END,EVENT 13 END,0,
3126,2024-04-01 15:24:32,Clerk-000003,Check for completeness,Check for completeness,0,
3126,2024-04-01 15:24:32,,New online application received,New online application received,0,
3126,2024-04-01 15:43:11,Manager-000003,Request info,Request info,0,
3126,2024-04-01 15:44:03,,info received,info received,0,
3126,2024-04-01 15:44:13,Clerk-000004,Check for completeness,Check for completeness,0,
3126,2024-04-01 15:45:20,Manager-000005,Request info,Request info,0,
3126,2024-04-01 16:03:23,,info received,info received,0,
3126,2024-04-01 16:03:33,Clerk-000002,Check for completeness,Check for completeness,0,
3126,2024-04-01 16:06:33,Manager-000004,Request info,Request info,0,
3126,2024-04-01 16:06:38,,info received,info received,0,
3126,2024-04-01 16:06:48,Clerk-000003,Check for completeness,Check for completeness,0,
3126,2024-04-01 16:12:35,Manager-000002,Request info,Request info,0,
3126,2024-04-01 16:28:12,,info received,info received,0,
3126,2024-04-01 16:28:22,Clerk-000004,Check for completeness,Check for completeness,0,
3126,2024-04-01 16:28:53,Manager-000006,Request info,Request info,0,
3126,2024-04-01 16:33:09,,info received,info received,0,
3126,2024-04-01 16:33:19,Clerk-000005,Check for completeness,Check for completeness,0,
3126,2024-04-01 16:45:31,Clerk-000003,Perform checks,Perform checks,0,
3126,2024-04-01 16:45:32,Manager-000004,Make decision,Make decision,0,
3126,2024-04-01 16:49:38,Manager-000002,notify reject,notify reject,0,
3126,2024-04-01 16:54:34,,time out,time out,0,
3126,2024-04-01 16:54:44,,EVENT 13 END,EVENT 13 END,0,
3127,2024-04-01 15:25:58,Clerk-000002,Check for completeness,Check for completeness,0,
3127,2024-04-01 15:25:58,,New online application received,New online application received,0,
3127,2024-04-01 15:31:45,Manager-000006,Request info,Request info,0,
3127,2024-04-01 15:51:16,,info received,info received,0,
3127,2024-04-01 15:51:26,Clerk-000001,Check for completeness,Check for completeness,0,
3127,2024-04-01 16:15:53,Clerk-000006,Perform checks,Perform checks,0,
3127,2024-04-01 16:40:58,Manager-000005,Make decision,Make decision,0,
3127,2024-04-01 16:51:47,Manager-000003,Notify accept,Notify accept,0,
3127,2024-04-01 16:52:03,Manager-000006,Deliver card,Deliver card,0,
3127,2024-04-01 16:56:19,,EVENT 13 END,EVENT 13 END,0,
3128,2024-04-01 15:39:19,Clerk-000006,Check for completeness,Check for completeness,0,
3128,2024-04-01 15:39:19,,New online application received,New online application received,0,
3128,2024-04-01 15:43:33,Clerk-000005,Perform checks,Perform checks,0,
3128,2024-04-01 16:00:47,Manager-000001,Make decision,Make decision,0,
3128,2024-04-01 16:22:01,Manager-000003,notify reject,notify reject,0,
3128,2024-04-01 16:30:55,,time out,time out,0,
3128,2024-04-01 16:31:05,,EVENT 13 END,EVENT 13 END,0,
3129,2024-04-01 16:44:38,Clerk-000002,Check for completeness,Check for completeness,0,
3129,2024-04-01 16:44:38,,New online application received,New online application received,0,
3129,2024-04-01 16:46:02,Manager-000001,Request info,Request info,0,
3129,2024-04-01 16:55:50,,info received,info received,0,
3129,2024-04-01 16:56:00,Clerk-000001,Check for completeness,Check for completeness,0,
3129,2024-04-01 16:58:18,Clerk-000004,Perform checks,Perform checks,0,
3129,2024-04-01 17:01:24,Manager-000004,Make decision,Make decision,0,
3129,2024-04-01 17:24:18,Manager-000003,notify reject,notify reject,0,
3129,2024-04-01 17:36:52,,review request received,review request received,0,
3129,2024-04-01 17:37:02,Clerk-000003,Check for completeness,Check for completeness,0,
3129,2024-04-01 17:40:35,Clerk-000002,Perform checks,Perform checks,0,
3129,2024-04-01 17:51:16,Manager-000001,Make decision,Make decision,0,
3129,2024-04-01 18:07:40,Manager-000005,notify reject,notify reject,0,
3129,2024-04-01 18:12:37,,time out,time out,0,
3129,2024-04-01 18:12:47,,EVENT 13 END,EVENT 13 END,0,
3130,2024-04-01 17:08:19,Clerk-000006,Check for completeness,Check for completeness,0,
3130,2024-04-01 17:08:19,,New online application received,New online application received,0,
3130,2024-04-01 17:09:29,Manager-000005,Request info,Request info,0,
3130,2024-04-01 17:20:14,,info received,info received,0,
3130,2024-04-01 17:20:24,Clerk-000005,Check for completeness,Check for completeness,0,
3130,2024-04-01 17:34:48,Manager-000002,Request info,Request info,0,
3130,2024-04-01 17:51:30,,info received,info received,0,
3130,2024-04-01 17:51:40,Clerk-000001,Check for completeness,Check for completeness,0,
3130,2024-04-01 17:53:17,Manager-000006,Request info,Request info,0,
3130,2024-04-01 18:05:13,,info received,info received,0,
3130,2024-04-01 18:05:23,Clerk-000004,Check for completeness,Check for completeness,0,
3130,2024-04-01 18:12:58,Manager-000004,Request info,Request info,0,
3130,2024-04-01 18:36:52,,info received,info received,0,
3130,2024-04-01 18:37:02,Clerk-000006,Check for completeness,Check for completeness,0,
3130,2024-04-01 19:03:12,Clerk-000005,Perform checks,Perform checks,0,
3130,2024-04-01 19:04:55,Manager-000003,Make decision,Make decision,0,
3130,2024-04-01 19:17:03,Manager-000002,Notify accept,Notify accept,0,
3130,2024-04-01 19:18:56,Manager-000006,Deliver card,Deliver card,0,
3130,2024-04-01 19:27:34,,EVENT 13 END,EVENT 13 END,0,
3131,2024-04-01 21:27:34,Clerk-000003,Check for completeness,Check for completeness,0,
3131,2024-04-01 21:27:34,,New online application received,New online application received,0,
3131,2024-04-01 21:29:52,Manager-000001,Request info,Request info,0,
3131,2024-04-01 21:41:47,,info received,info received,0,
3131,2024-04-01 21:41:57,Clerk-000002,Check for completeness,Check for completeness,0,
3131,2024-04-01 21:54:15,Clerk-000001,Perform checks,Perform checks,0,
3131,2024-04-01 21:58:08,Manager-000005,Make decision,Make decision,0,
3131,2024-04-01 22:37:36,Manager-000003,notify reject,notify reject,0,
3131,2024-04-01 22:45:16,,review request received,review request received,0,
3131,2024-04-01 22:45:26,Clerk-000005,Check for completeness,Check for completeness,0,
3131,2024-04-01 22:54:15,Clerk-000003,Perform checks,Perform checks,0,
3131,2024-04-01 22:58:29,Manager-000006,Make decision,Make decision,0,
3131,2024-04-01 23:06:20,Manager-000001,notify reject,notify reject,0,
3131,2024-04-01 23:11:49,,time out,time out,0,
3131,2024-04-01 23:11:59,,EVENT 13 END,EVENT 13 END,0,
3132,2024-04-01 22:16:40,Clerk-000004,Check for completeness,Check for completeness,0,
3132,2024-04-01 22:16:40,,New online application received,New online application received,0,
3132,2024-04-01 22:26:23,Clerk-000006,Perform checks,Perform checks,0,
3132,2024-04-01 22:27:41,Manager-000004,Make decision,Make decision,0,
3132,2024-04-01 22:40:26,Manager-000002,Notify accept,Notify accept,0,
3132,2024-04-01 23:13:27,Manager-000004,Deliver card,Deliver card,0,
3132,2024-04-01 23:18:34,,EVENT 13 END,EVENT 13 END,0,
3133,2024-04-01 23:03:08,Clerk-000002,Check for completeness,Check for completeness,0,
3133,2024-04-01 23:03:08,,New online application received,New online application received,0,
3133,2024-04-01 23:07:10,Manager-000005,Request info,Request info,0,
3133,2024-04-01 23:23:12,,info received,info received,0,
3133,2024-04-01 23:23:22,Clerk-000001,Check for completeness,Check for completeness,0,
3133,2024-04-01 23:36:21,Clerk-000005,Perform checks,Perform checks,0,
3133,2024-04-01 23:49:23,Manager-000001,Make decision,Make decision,0,
3133,2024-04-02 00:04:37,Manager-000004,notify reject,notify reject,0,
3133,2024-04-02 00:05:16,,time out,time out,0,
3133,2024-04-02 00:05:26,,EVENT 13 END,EVENT 13 END,0,
3134,2024-04-01 23:24:16,Clerk-000004,Check for completeness,Check for completeness,0,
3134,2024-04-01 23:24:16,,New online application received,New online application received,0,
3134,2024-04-01 23:25:37,Manager-000003,Request info,Request info,0,
3134,2024-04-01 23:26:52,,info received,info received,0,
3134,2024-04-01 23:27:02,Clerk-000006,Check for completeness,Check for completeness,0,
3134,2024-04-01 23:27:56,Manager-000006,Request info,Request info,0,
3134,2024-04-01 23:38:31,,info received,info received,0,
3134,2024-04-01 23:38:41,Clerk-000003,Check for completeness,Check for completeness,0,
3134,2024-04-01 23:56:34,Manager-000002,Request info,Request info,0,
3134,2024-04-01 23:57:54,,info received,info received,0,
3134,2024-04-01 23:58:04,Clerk-000002,Check for completeness,Check for completeness,0,
3134,2024-04-02 00:09:21,Manager-000005,Request info,Request info,0,
3134,2024-04-02 00:13:41,,info received,info received,0,
3134,2024-04-02 00:13:51,Clerk-000004,Check for completeness,Check for completeness,0,
3134,2024-04-02 00:14:40,Manager-000003,Request info,Request info,0,
3134,2024-04-02 00:26:22,,info received,info received,0,
3134,2024-04-02 00:26:32,Clerk-000006,Check for completeness,Check for completeness,0,
3134,2024-04-02 00:44:18,Manager-000006,Request info,Request info,0,
3134,2024-04-02 00:44:39,,info received,info received,0,
3134,2024-04-02 00:44:49,Clerk-000001,Check for completeness,Check for completeness,0,
3134,2024-04-02 01:04:14,Manager-000004,Request info,Request info,0,
3134,2024-04-02 01:06:57,,info received,info received,0,
3134,2024-04-02 01:07:07,Clerk-000002,Check for completeness,Check for completeness,0,
3134,2024-04-02 01:13:10,Clerk-000004,Perform checks,Perform checks,0,
3134,2024-04-02 01:15:02,Manager-000005,Make decision,Make decision,0,
3134,2024-04-02 01:17:20,Manager-000003,notify reject,notify reject,0,
3134,2024-04-02 01:20:55,,review request received,review request received,0,
3134,2024-04-02 01:21:05,Clerk-000006,Check for completeness,Check for completeness,0,
3134,2024-04-02 01:25:22,Manager-000006,Request info,Request info,0,
3134,2024-04-02 01:27:10,,info received,info received,0,
3134,2024-04-02 01:27:20,Clerk-000005,Check for completeness,Check for completeness,0,
3134,2024-04-02 01:28:02,Manager-000002,Request info,Request info,0,
3134,2024-04-02 01:28:08,,info received,info received,0,
3134,2024-04-02 01:28:18,Clerk-000003,Check for completeness,Check for completeness,0,
3134,2024-04-02 01:34:36,Clerk-000001,Perform checks,Perform checks,0,
3134,2024-04-02 01:39:12,Manager-000004,Make decision,Make decision,0,
3134,2024-04-02 01:43:37,Manager-000001,Notify accept,Notify accept,0,
3134,2024-04-02 01:51:13,Manager-000005,Deliver card,Deliver card,0,
3134,2024-04-02 01:57:29,,EVENT 13 END,EVENT 13 END,0,
3135,2024-04-02 00:49:37,Clerk-000005,Check for completeness,Check for completeness,0,
3135,2024-04-02 00:49:37,,New online application received,New online application received,0,
3135,2024-04-02 00:52:51,Clerk-000003,Perform checks,Perform checks,0,
3135,2024-04-02 00:53:00,Manager-000002,Make decision,Make decision,0,
3135,2024-04-02 01:02:06,Manager-000001,notify reject,notify reject,0,
3135,2024-04-02 01:07:20,,time out,time out,0,
3135,2024-04-02 01:07:30,,EVENT 13 END,EVENT 13 END,0,
3136,2024-04-02 02:52:58,Clerk-000002,Check for completeness,Check for completeness,0,
3136,2024-04-02 02:52:58,,New online application received,New online application received,0,
3136,2024-04-02 03:09:06,Manager-000003,Request info,Request info,0,
3136,2024-04-02 03:15:29,,info received,info received,0,
3136,2024-04-02 03:15:39,Clerk-000004,Check for completeness,Check for completeness,0,
3136,2024-04-02 03:21:26,Clerk-000006,Perform checks,Perform checks,0,
3136,2024-04-02 03:33:15,Manager-000006,Make decision,Make decision,0,
3136,2024-04-02 03:35:35,Manager-000002,Notify accept,Notify accept,0,
3136,2024-04-02 04:15:37,Manager-000006,Deliver card,Deliver card,0,
3136,2024-04-02 04:26:03,,EVENT 13 END,EVENT 13 END,0,
3137,2024-04-02 03:32:33,Clerk-000005,Check for completeness,Check for completeness,0,
3137,2024-04-02 03:32:33,,New online application received,New online application received,0,
3137,2024-04-02 03:40:27,Clerk-000003,Perform checks,Perform checks,0,
3137,2024-04-02 03:43:02,Manager-000004,Make decision,Make decision,0,
3137,2024-04-02 03:44:49,Manager-000001,Notify accept,Notify accept,0,
3137,2024-04-02 03:50:19,Manager-000005,Deliver card,Deliver card,0,
3137,2024-04-02 04:09:03,,EVENT 13 END,EVENT 13 END,0,
