Case,Timestamp,Resource,Activity,Activity_fixed,label
2811,2024-09-05 00:45:00,Waiter-000001,Take order,Take order,nan
2811,2024-09-05 00:45:00,,start,start,nan
2811,2024-09-05 00:47:00,Waiter-000002,Review order,Review order,nan
2811,2024-09-05 00:47:26,Barman-000001,prepare drinks,prepare drinks,nan
2811,2024-09-05 00:48:05,Barman-000002,Bring drinks,Bring drinks,nan
2811,2024-09-05 00:56:10,Waiter-000003,Review drinks,Review drinks,nan
2811,2024-09-11 18:50:00,Cook-000003,Prepare main course,Prepare main course,nan
2811,2024-09-17 21:54:06,Cook-000002,Signal food complete,Signal food complete,nan
2811,2024-09-17 22:08:31,Cook helper-000001,Bring food,Bring food,nan
2811,2024-09-17 22:12:46,Waiter-000001,Deliver to customer,Deliver to customer,nan
2811,2024-09-17 22:13:04,,EVENT 8 END,EVENT 8 END,nan
2813,2024-09-05 01:15:00,Waiter-000004,Take order,Take order,nan
2813,2024-09-05 01:15:00,,start,start,nan
2813,2024-09-05 01:16:44,Waiter-000005,Review order,Review order,nan
2813,2024-09-05 01:17:23,Cook helper-000002,Prepare starter,Prepare starter,nan
2813,2024-09-05 01:17:23,Barman-000002,prepare drinks,prepare drinks,nan
2813,2024-09-05 01:29:26,Barman-000003,Bring drinks,Bring drinks,nan
2813,2024-09-05 01:30:36,Waiter-000001,Review drinks,Review drinks,nan
2813,2024-09-11 19:37:22,Cook-000002,Prepare main course,Prepare main course,nan
2813,2024-09-17 22:14:35,Cook-000002,Signal food complete,Signal food complete,nan
2813,2024-09-17 22:18:02,Cook helper-000003,Bring food,Bring food,nan
2813,2024-09-17 22:30:42,Waiter-000004,Deliver to customer,Deliver to customer,nan
2813,2024-09-17 22:33:05,,EVENT 8 END,EVENT 8 END,nan
2816,2024-09-05 02:00:00,,start,start,nan
2816,2024-09-05 18:00:00,Waiter-000002,Take order,Take order,nan
2816,2024-09-05 18:02:32,Waiter-000001,Review order,Review order,nan
2816,2024-09-05 18:06:41,Cook helper-000002,Prepare starter,Prepare starter,nan
2816,2024-09-05 18:06:41,Barman-000002,prepare drinks,prepare drinks,nan
2816,2024-09-05 18:08:36,Barman-000003,Bring drinks,Bring drinks,nan
2816,2024-09-05 18:17:28,Waiter-000005,Review drinks,Review drinks,nan
2816,2024-09-11 21:36:36,Cook-000001,Prepare main course,Prepare main course,nan
2816,2024-09-17 23:54:32,Cook-000002,Signal food complete,Signal food complete,nan
2816,2024-09-18 00:33:41,Cook helper-000001,Bring food,Bring food,nan
2816,2024-09-18 00:37:36,Waiter-000002,Deliver to customer,Deliver to customer,nan
2816,2024-09-18 00:37:36,,EVENT 8 END,EVENT 8 END,nan
2817,2024-09-05 18:15:00,Waiter-000002,Take order,Take order,nan
2817,2024-09-05 18:15:00,,start,start,nan
2817,2024-09-05 18:15:14,Waiter-000001,Review order,Review order,nan
2817,2024-09-05 18:17:25,Cook helper-000003,Prepare starter,Prepare starter,nan
2817,2024-09-05 18:17:25,Barman-000001,prepare drinks,prepare drinks,nan
2817,2024-09-05 18:19:29,Barman-000002,Bring drinks,Bring drinks,nan
2817,2024-09-05 18:20:54,Waiter-000004,Review drinks,Review drinks,nan
2817,2024-09-05 18:21:45,Barman-000003,prepare drinks,prepare drinks,nan
2817,2024-09-05 18:26:49,Barman-000001,Bring drinks,Bring drinks,nan
2817,2024-09-05 18:36:16,Waiter-000001,Review drinks,Review drinks,nan
2817,2024-09-11 21:53:14,Cook-000002,Prepare main course,Prepare main course,nan
2817,2024-09-18 00:48:35,Cook-000002,Signal food complete,Signal food complete,nan
2817,2024-09-18 01:24:37,Cook helper-000002,Bring food,Bring food,nan
2817,2024-09-18 01:27:21,Waiter-000005,Deliver to customer,Deliver to customer,nan
2817,2024-09-18 01:28:59,,EVENT 8 END,EVENT 8 END,nan
2818,2024-09-05 18:30:00,Waiter-000003,Take order,Take order,nan
2818,2024-09-05 18:30:00,,start,start,nan
2818,2024-09-05 18:31:00,Waiter-000002,Review order,Review order,nan
2818,2024-09-05 18:32:46,Barman-000002,prepare drinks,prepare drinks,nan
2818,2024-09-05 18:36:42,Barman-000003,Bring drinks,Bring drinks,nan
2818,2024-09-05 18:39:49,Waiter-000005,Review drinks,Review drinks,nan
2818,2024-09-11 22:17:56,Cook-000001,Prepare main course,Prepare main course,nan
2818,2024-09-18 00:33:41,Cook-000002,Signal food complete,Signal food complete,nan
2818,2024-09-18 00:48:35,Cook helper-000003,Bring food,Bring food,nan
2818,2024-09-18 00:50:10,Waiter-000003,Deliver to customer,Deliver to customer,nan
2818,2024-09-18 00:53:40,,EVENT 8 END,EVENT 8 END,nan
2820,2024-09-05 19:00:00,Waiter-000002,Take order,Take order,nan
2820,2024-09-05 19:00:00,,start,start,nan
2820,2024-09-05 19:02:04,Waiter-000001,Review order,Review order,nan
2820,2024-09-05 19:07:37,Cook helper-000002,Prepare starter,Prepare starter,nan
2820,2024-09-05 19:07:37,Barman-000003,prepare drinks,prepare drinks,nan
2820,2024-09-05 19:07:39,Barman-000001,Bring drinks,Bring drinks,nan
2820,2024-09-05 19:07:59,Waiter-000004,Review drinks,Review drinks,nan
2820,2024-09-05 19:11:35,Barman-000002,prepare drinks,prepare drinks,nan
2820,2024-09-05 19:12:26,Barman-000003,Bring drinks,Bring drinks,nan
2820,2024-09-05 19:14:28,Waiter-000003,Review drinks,Review drinks,nan
2820,2024-09-11 22:47:11,Cook-000002,Prepare main course,Prepare main course,nan
2820,2024-09-18 01:19:33,Cook-000003,Signal food complete,Signal food complete,nan
2820,2024-09-18 18:56:34,Cook helper-000002,Bring food,Bring food,nan
2820,2024-09-18 19:09:22,Waiter-000004,Deliver to customer,Deliver to customer,nan
2820,2024-09-18 19:11:34,,EVENT 8 END,EVENT 8 END,nan
2821,2024-09-05 19:15:00,Waiter-000002,Take order,Take order,nan
2821,2024-09-05 19:15:00,,start,start,nan
2821,2024-09-05 19:17:31,Waiter-000005,Review order,Review order,nan
2821,2024-09-05 19:17:47,Cook helper-000001,Prepare starter,Prepare starter,nan
2821,2024-09-05 19:17:47,Barman-000001,prepare drinks,prepare drinks,nan
2821,2024-09-05 19:18:27,Barman-000002,Bring drinks,Bring drinks,nan
2821,2024-09-05 19:24:43,Waiter-000001,Review drinks,Review drinks,nan
2821,2024-09-11 23:06:14,Cook-000002,Prepare main course,Prepare main course,nan
2821,2024-09-18 19:25:52,Cook-000001,Signal food complete,Signal food complete,nan
2821,2024-09-18 19:27:35,Cook helper-000001,Bring food,Bring food,nan
2821,2024-09-18 19:34:50,Waiter-000005,Deliver to customer,Deliver to customer,nan
2821,2024-09-18 19:38:33,,EVENT 8 END,EVENT 8 END,nan
2822,2024-09-05 19:30:00,Waiter-000003,Take order,Take order,nan
2822,2024-09-05 19:30:00,,start,start,nan
2822,2024-09-05 19:31:33,Waiter-000002,Review order,Review order,nan
2822,2024-09-05 19:31:35,Barman-000003,prepare drinks,prepare drinks,nan
2822,2024-09-05 19:33:53,Barman-000001,Bring drinks,Bring drinks,nan
2822,2024-09-05 19:44:59,Waiter-000001,Review drinks,Review drinks,nan
2822,2024-09-11 23:27:35,Cook-000003,Prepare main course,Prepare main course,nan
2822,2024-09-18 18:30:34,Cook-000001,Signal food complete,Signal food complete,nan
2822,2024-09-18 19:25:52,Cook helper-000003,Bring food,Bring food,nan
2822,2024-09-18 19:27:30,Waiter-000001,Deliver to customer,Deliver to customer,nan
2822,2024-09-18 19:28:15,,EVENT 8 END,EVENT 8 END,nan
2824,2024-09-05 20:00:00,Waiter-000005,Take order,Take order,nan
2824,2024-09-05 20:00:00,,start,start,nan
2824,2024-09-05 20:00:18,Waiter-000004,Review order,Review order,nan
2824,2024-09-05 20:00:48,Barman-000002,prepare drinks,prepare drinks,nan
2824,2024-09-05 20:01:44,Barman-000003,Bring drinks,Bring drinks,nan
2824,2024-09-05 20:06:18,Waiter-000003,Review drinks,Review drinks,nan
2824,2024-09-11 23:52:19,Cook-000003,Prepare main course,Prepare main course,nan
2824,2024-09-18 18:56:34,Cook-000003,Signal food complete,Signal food complete,nan
2824,2024-09-18 19:36:49,Cook helper-000002,Bring food,Bring food,nan
2824,2024-09-18 19:38:24,Waiter-000004,Deliver to customer,Deliver to customer,nan
2824,2024-09-18 19:40:47,,EVENT 8 END,EVENT 8 END,nan
2825,2024-09-05 20:15:00,Waiter-000001,Take order,Take order,nan
2825,2024-09-05 20:15:00,,start,start,nan
2825,2024-09-05 20:17:10,Waiter-000005,Review order,Review order,nan
2825,2024-09-05 20:17:44,Cook helper-000003,Prepare starter,Prepare starter,nan
2825,2024-09-05 20:17:44,Barman-000003,prepare drinks,prepare drinks,nan
2825,2024-09-05 20:19:22,Barman-000001,Bring drinks,Bring drinks,nan
2825,2024-09-05 20:24:44,Waiter-000003,Review drinks,Review drinks,nan
2825,2024-09-12 00:27:57,Cook-000002,Prepare main course,Prepare main course,nan
2825,2024-09-18 19:36:49,Cook-000003,Signal food complete,Signal food complete,nan
2825,2024-09-18 20:43:24,Cook helper-000001,Bring food,Bring food,nan
2825,2024-09-18 21:02:47,Waiter-000003,Deliver to customer,Deliver to customer,nan
2825,2024-09-18 21:04:17,,EVENT 8 END,EVENT 8 END,nan
2826,2024-09-05 20:30:00,Waiter-000001,Take order,Take order,nan
2826,2024-09-05 20:30:00,,start,start,nan
2826,2024-09-05 20:30:59,Waiter-000005,Review order,Review order,nan
2826,2024-09-05 20:31:52,Barman-000002,prepare drinks,prepare drinks,nan
2826,2024-09-05 20:39:36,Barman-000003,Bring drinks,Bring drinks,nan
2826,2024-09-05 20:51:10,Waiter-000002,Review drinks,Review drinks,nan
2826,2024-09-05 20:51:19,Barman-000001,prepare drinks,prepare drinks,nan
2826,2024-09-05 20:56:59,Barman-000003,Bring drinks,Bring drinks,nan
2826,2024-09-05 21:05:28,Waiter-000002,Review drinks,Review drinks,nan
2826,2024-09-05 21:05:49,Barman-000003,prepare drinks,prepare drinks,nan
2826,2024-09-05 21:14:29,Barman-000002,Bring drinks,Bring drinks,nan
2826,2024-09-05 21:14:49,Waiter-000001,Review drinks,Review drinks,nan
2826,2024-09-05 21:15:14,Barman-000003,prepare drinks,prepare drinks,nan
2826,2024-09-05 21:15:17,Barman-000002,Bring drinks,Bring drinks,nan
2826,2024-09-05 21:15:37,Waiter-000002,Review drinks,Review drinks,nan
2826,2024-09-12 00:31:50,Cook-000002,Prepare main course,Prepare main course,nan
2826,2024-09-18 19:50:36,Cook-000002,Signal food complete,Signal food complete,nan
2826,2024-09-18 19:56:10,Cook helper-000001,Bring food,Bring food,nan
2826,2024-09-18 19:57:49,Waiter-000005,Deliver to customer,Deliver to customer,nan
2826,2024-09-18 20:00:58,,EVENT 8 END,EVENT 8 END,nan
2827,2024-09-05 20:45:00,Waiter-000001,Take order,Take order,nan
2827,2024-09-05 20:45:00,,start,start,nan
2827,2024-09-05 20:46:28,Waiter-000005,Review order,Review order,nan
2827,2024-09-05 20:46:47,Barman-000001,prepare drinks,prepare drinks,nan
2827,2024-09-05 20:48:59,Barman-000002,Bring drinks,Bring drinks,nan
2827,2024-09-05 21:04:46,Waiter-000005,Review drinks,Review drinks,nan
2827,2024-09-05 21:05:46,Barman-000002,prepare drinks,prepare drinks,nan
2827,2024-09-05 21:07:27,Barman-000002,Bring drinks,Bring drinks,nan
2827,2024-09-05 21:10:07,Waiter-000004,Review drinks,Review drinks,nan
2827,2024-09-12 00:37:45,Cook-000002,Prepare main course,Prepare main course,nan
2827,2024-09-18 19:56:10,Cook-000002,Signal food complete,Signal food complete,nan
2827,2024-09-18 19:56:27,Cook helper-000002,Bring food,Bring food,nan
2827,2024-09-18 19:58:08,Waiter-000004,Deliver to customer,Deliver to customer,nan
2827,2024-09-18 19:58:34,,EVENT 8 END,EVENT 8 END,nan
2830,2024-09-05 21:30:00,Waiter-000005,Take order,Take order,nan
2830,2024-09-05 21:30:00,,start,start,nan
2830,2024-09-05 21:35:24,Waiter-000002,Review order,Review order,nan
2830,2024-09-05 21:35:30,Cook helper-000001,Prepare starter,Prepare starter,nan
2830,2024-09-05 21:35:30,Barman-000003,prepare drinks,prepare drinks,nan
2830,2024-09-05 21:36:10,Barman-000001,Bring drinks,Bring drinks,nan
2830,2024-09-05 21:45:26,Waiter-000002,Review drinks,Review drinks,nan
2830,2024-09-05 21:45:59,Barman-000003,prepare drinks,prepare drinks,nan
2830,2024-09-05 21:49:55,Barman-000001,Bring drinks,Bring drinks,nan
2830,2024-09-05 21:52:33,Waiter-000003,Review drinks,Review drinks,nan
2830,2024-09-12 01:44:53,Cook-000002,Prepare main course,Prepare main course,nan
2830,2024-09-18 20:54:47,Cook-000002,Signal food complete,Signal food complete,nan
2830,2024-09-18 20:59:42,Cook helper-000002,Bring food,Bring food,nan
2830,2024-09-18 21:03:08,Waiter-000004,Deliver to customer,Deliver to customer,nan
2830,2024-09-18 21:04:47,,EVENT 8 END,EVENT 8 END,nan
2832,2024-09-05 22:00:00,Waiter-000005,Take order,Take order,nan
2832,2024-09-05 22:00:00,,start,start,nan
2832,2024-09-05 22:00:41,Waiter-000002,Review order,Review order,nan
2832,2024-09-05 22:02:08,Barman-000003,prepare drinks,prepare drinks,nan
2832,2024-09-05 22:02:38,Barman-000001,Bring drinks,Bring drinks,nan
2832,2024-09-05 22:05:53,Waiter-000001,Review drinks,Review drinks,nan
2832,2024-09-12 01:49:46,Cook-000001,Prepare main course,Prepare main course,nan
2832,2024-09-18 21:23:48,Cook-000003,Signal food complete,Signal food complete,nan
2832,2024-09-18 21:30:34,Cook helper-000001,Bring food,Bring food,nan
2832,2024-09-18 21:33:08,Waiter-000001,Deliver to customer,Deliver to customer,nan
2832,2024-09-18 21:34:44,,EVENT 8 END,EVENT 8 END,nan
2833,2024-09-05 22:15:00,Waiter-000002,Take order,Take order,nan
2833,2024-09-05 22:15:00,,start,start,nan
2833,2024-09-05 22:17:09,Waiter-000003,Review order,Review order,nan
2833,2024-09-05 22:18:36,Barman-000002,prepare drinks,prepare drinks,nan
2833,2024-09-05 22:19:10,Barman-000001,Bring drinks,Bring drinks,nan
2833,2024-09-05 22:19:24,Waiter-000001,Review drinks,Review drinks,nan
2833,2024-09-12 18:19:48,Cook-000002,Prepare main course,Prepare main course,nan
2833,2024-09-18 21:44:43,Cook-000002,Signal food complete,Signal food complete,nan
2833,2024-09-18 21:50:01,Cook helper-000001,Bring food,Bring food,nan
2833,2024-09-18 21:51:51,Waiter-000004,Deliver to customer,Deliver to customer,nan
2833,2024-09-18 21:51:57,,EVENT 8 END,EVENT 8 END,nan
2834,2024-09-05 22:30:00,Waiter-000002,Take order,Take order,nan
2834,2024-09-05 22:30:00,,start,start,nan
2834,2024-09-05 22:30:10,Waiter-000003,Review order,Review order,nan
2834,2024-09-05 22:31:34,Cook helper-000003,Prepare starter,Prepare starter,nan
2834,2024-09-05 22:31:34,Barman-000003,prepare drinks,prepare drinks,nan
2834,2024-09-05 22:36:12,Barman-000002,Bring drinks,Bring drinks,nan
2834,2024-09-05 22:38:00,Waiter-000005,Review drinks,Review drinks,nan
2834,2024-09-12 18:41:01,Cook-000003,Prepare main course,Prepare main course,nan
2834,2024-09-18 21:30:34,Cook-000003,Signal food complete,Signal food complete,nan
2834,2024-09-18 21:55:12,Cook helper-000002,Bring food,Bring food,nan
2834,2024-09-18 21:57:05,Waiter-000001,Deliver to customer,Deliver to customer,nan
2834,2024-09-18 22:01:55,,EVENT 8 END,EVENT 8 END,nan
2835,2024-09-05 22:45:00,Waiter-000002,Take order,Take order,nan
2835,2024-09-05 22:45:00,,start,start,nan
2835,2024-09-05 22:45:09,Waiter-000003,Review order,Review order,nan
2835,2024-09-05 22:48:07,Cook helper-000001,Prepare starter,Prepare starter,nan
2835,2024-09-05 22:48:07,Barman-000001,prepare drinks,prepare drinks,nan
2835,2024-09-05 22:51:39,Barman-000003,Bring drinks,Bring drinks,nan
2835,2024-09-05 23:00:45,Waiter-000004,Review drinks,Review drinks,nan
2835,2024-09-12 19:01:54,Cook-000003,Prepare main course,Prepare main course,nan
2835,2024-09-18 22:12:21,Cook-000002,Signal food complete,Signal food complete,nan
2835,2024-09-18 22:15:36,Cook helper-000003,Bring food,Bring food,nan
2835,2024-09-18 22:38:26,Waiter-000005,Deliver to customer,Deliver to customer,nan
2835,2024-09-18 22:46:55,,EVENT 8 END,EVENT 8 END,nan
2836,2024-09-05 23:00:00,Waiter-000005,Take order,Take order,nan
2836,2024-09-05 23:00:00,,start,start,nan
2836,2024-09-05 23:02:18,Waiter-000002,Review order,Review order,nan
2836,2024-09-05 23:02:31,Cook helper-000003,Prepare starter,Prepare starter,nan
2836,2024-09-05 23:02:31,Barman-000002,prepare drinks,prepare drinks,nan
2836,2024-09-05 23:08:15,Barman-000001,Bring drinks,Bring drinks,nan
2836,2024-09-05 23:12:54,Waiter-000001,Review drinks,Review drinks,nan
2836,2024-09-05 23:13:27,Barman-000003,prepare drinks,prepare drinks,nan
2836,2024-09-05 23:14:47,Barman-000002,Bring drinks,Bring drinks,nan
2836,2024-09-05 23:21:41,Waiter-000004,Review drinks,Review drinks,nan
2836,2024-09-12 20:30:21,Cook-000003,Signal food complete,Signal food complete,nan
2836,2024-09-12 20:37:55,Cook helper-000002,Bring food,Bring food,nan
2836,2024-09-12 20:38:50,Waiter-000002,Deliver to customer,Deliver to customer,nan
2836,2024-09-12 20:40:51,,EVENT 8 END,EVENT 8 END,nan
2839,2024-09-05 23:45:00,Waiter-000001,Take order,Take order,nan
2839,2024-09-05 23:45:00,,start,start,nan
2839,2024-09-05 23:45:17,Waiter-000003,Review order,Review order,nan
2839,2024-09-05 23:45:30,Cook helper-000001,Prepare starter,Prepare starter,nan
2839,2024-09-05 23:45:30,Barman-000001,prepare drinks,prepare drinks,nan
2839,2024-09-05 23:46:33,Barman-000003,Bring drinks,Bring drinks,nan
2839,2024-09-05 23:51:17,Waiter-000005,Review drinks,Review drinks,nan
2839,2024-09-12 20:37:55,Cook-000003,Prepare main course,Prepare main course,nan
2839,2024-09-18 22:34:22,Cook-000003,Signal food complete,Signal food complete,nan
2839,2024-09-18 22:50:11,Cook helper-000002,Bring food,Bring food,nan
2839,2024-09-18 22:50:46,Waiter-000001,Deliver to customer,Deliver to customer,nan
2839,2024-09-18 22:53:02,,EVENT 8 END,EVENT 8 END,nan
2840,2024-09-06 00:00:00,Waiter-000001,Take order,Take order,nan
2840,2024-09-06 00:00:00,,start,start,nan
2840,2024-09-06 00:00:57,Waiter-000005,Review order,Review order,nan
2840,2024-09-06 00:01:03,Barman-000002,prepare drinks,prepare drinks,nan
2840,2024-09-06 00:08:29,Barman-000003,Bring drinks,Bring drinks,nan
2840,2024-09-06 00:18:07,Waiter-000005,Review drinks,Review drinks,nan
2840,2024-09-12 20:59:18,Cook-000001,Prepare main course,Prepare main course,nan
2840,2024-09-18 23:01:12,Cook-000002,Signal food complete,Signal food complete,nan
2840,2024-09-18 23:12:13,Cook helper-000003,Bring food,Bring food,nan
2840,2024-09-18 23:15:42,Waiter-000002,Deliver to customer,Deliver to customer,nan
2840,2024-09-18 23:16:05,,EVENT 8 END,EVENT 8 END,nan
2841,2024-09-06 00:15:00,Waiter-000004,Take order,Take order,nan
2841,2024-09-06 00:15:00,,start,start,nan
2841,2024-09-06 00:21:55,Waiter-000003,Review order,Review order,nan
2841,2024-09-06 00:21:57,Barman-000001,prepare drinks,prepare drinks,nan
2841,2024-09-06 00:22:28,Barman-000002,Bring drinks,Bring drinks,nan
2841,2024-09-06 00:22:48,Waiter-000002,Review drinks,Review drinks,nan
2841,2024-09-06 00:22:52,Barman-000003,prepare drinks,prepare drinks,nan
2841,2024-09-06 00:24:09,Barman-000001,Bring drinks,Bring drinks,nan
2841,2024-09-06 00:25:47,Waiter-000001,Review drinks,Review drinks,nan
2841,2024-09-12 21:08:24,Cook-000003,Prepare main course,Prepare main course,nan
2841,2024-09-18 23:12:13,Cook-000002,Signal food complete,Signal food complete,nan
2841,2024-09-18 23:27:15,Cook helper-000001,Bring food,Bring food,nan
2841,2024-09-18 23:28:22,Waiter-000001,Deliver to customer,Deliver to customer,nan
2841,2024-09-18 23:29:40,,EVENT 8 END,EVENT 8 END,nan
2842,2024-09-06 00:30:00,Waiter-000004,Take order,Take order,nan
2842,2024-09-06 00:30:00,,start,start,nan
2842,2024-09-06 00:30:17,Waiter-000003,Review order,Review order,nan
2842,2024-09-06 00:30:47,Cook helper-000001,Prepare starter,Prepare starter,nan
2842,2024-09-06 00:30:47,Barman-000002,prepare drinks,prepare drinks,nan
2842,2024-09-06 00:33:30,Barman-000003,Bring drinks,Bring drinks,nan
2842,2024-09-06 00:36:56,Waiter-000002,Review drinks,Review drinks,nan
2842,2024-09-12 21:18:27,Cook-000001,Prepare main course,Prepare main course,nan
2842,2024-09-18 23:50:52,Cook-000003,Signal food complete,Signal food complete,nan
2842,2024-09-19 00:30:50,Cook helper-000003,Bring food,Bring food,nan
2842,2024-09-19 00:41:59,Waiter-000004,Deliver to customer,Deliver to customer,nan
2842,2024-09-19 00:43:27,,EVENT 8 END,EVENT 8 END,nan
2843,2024-09-06 00:45:00,Waiter-000001,Take order,Take order,nan
2843,2024-09-06 00:45:00,,start,start,nan
2843,2024-09-06 00:49:18,Waiter-000005,Review order,Review order,nan
2843,2024-09-06 00:49:22,Barman-000001,prepare drinks,prepare drinks,nan
2843,2024-09-06 00:49:48,Barman-000002,Bring drinks,Bring drinks,nan
2843,2024-09-06 00:50:06,Waiter-000004,Review drinks,Review drinks,nan
2843,2024-09-12 21:34:22,Cook-000003,Prepare main course,Prepare main course,nan
2843,2024-09-18 23:28:28,Cook-000002,Signal food complete,Signal food complete,nan
2843,2024-09-19 01:01:04,Cook helper-000001,Bring food,Bring food,nan
2843,2024-09-19 01:02:22,Waiter-000001,Deliver to customer,Deliver to customer,nan
2843,2024-09-19 01:02:27,,EVENT 8 END,EVENT 8 END,nan
2844,2024-09-06 01:00:00,Waiter-000001,Take order,Take order,nan
2844,2024-09-06 01:00:00,,start,start,nan
2844,2024-09-06 01:00:25,Waiter-000005,Review order,Review order,nan
2844,2024-09-06 01:01:08,Barman-000003,prepare drinks,prepare drinks,nan
2844,2024-09-06 01:07:13,Barman-000001,Bring drinks,Bring drinks,nan
2844,2024-09-06 01:08:11,Waiter-000004,Review drinks,Review drinks,nan
2844,2024-09-06 01:09:01,Barman-000002,prepare drinks,prepare drinks,nan
2844,2024-09-06 01:09:47,Barman-000003,Bring drinks,Bring drinks,nan
2844,2024-09-06 01:34:34,Waiter-000002,Review drinks,Review drinks,nan
2844,2024-09-06 01:34:52,Barman-000003,prepare drinks,prepare drinks,nan
2844,2024-09-06 01:39:46,Barman-000003,Bring drinks,Bring drinks,nan
2844,2024-09-06 01:41:58,Waiter-000005,Review drinks,Review drinks,nan
2844,2024-09-12 21:40:29,Cook-000002,Prepare main course,Prepare main course,nan
2844,2024-09-19 00:17:59,Cook-000001,Signal food complete,Signal food complete,nan
2844,2024-09-19 00:22:29,Cook helper-000001,Bring food,Bring food,nan
2844,2024-09-19 00:29:22,Waiter-000004,Deliver to customer,Deliver to customer,nan
2844,2024-09-19 00:31:32,,EVENT 8 END,EVENT 8 END,nan
2845,2024-09-06 01:15:00,Waiter-000002,Take order,Take order,nan
2845,2024-09-06 01:15:00,,start,start,nan
2845,2024-09-06 01:15:16,Waiter-000001,Review order,Review order,nan
2845,2024-09-06 01:15:45,Cook helper-000003,Prepare starter,Prepare starter,nan
2845,2024-09-06 01:15:45,Barman-000001,prepare drinks,prepare drinks,nan
2845,2024-09-06 01:26:22,Barman-000002,Bring drinks,Bring drinks,nan
2845,2024-09-06 01:28:34,Waiter-000004,Review drinks,Review drinks,nan
2845,2024-09-06 01:29:14,Barman-000001,prepare drinks,prepare drinks,nan
2845,2024-09-06 01:34:48,Barman-000002,Bring drinks,Bring drinks,nan
2845,2024-09-06 01:40:56,Waiter-000004,Review drinks,Review drinks,nan
2845,2024-09-12 21:52:49,Cook-000002,Signal food complete,Signal food complete,nan
2845,2024-09-12 22:52:02,Cook helper-000003,Bring food,Bring food,nan
2845,2024-09-12 22:52:45,Waiter-000003,Deliver to customer,Deliver to customer,nan
2845,2024-09-12 22:54:13,,EVENT 8 END,EVENT 8 END,nan
2848,2024-09-06 02:00:00,,start,start,nan
2848,2024-09-06 18:00:00,Waiter-000005,Take order,Take order,nan
2848,2024-09-06 18:01:23,Waiter-000002,Review order,Review order,nan
2848,2024-09-06 18:02:36,Cook helper-000002,Prepare starter,Prepare starter,nan
2848,2024-09-06 18:02:36,Barman-000001,prepare drinks,prepare drinks,nan
2848,2024-09-06 18:07:57,Barman-000002,Bring drinks,Bring drinks,nan
2848,2024-09-06 18:09:26,Waiter-000004,Review drinks,Review drinks,nan
2848,2024-09-06 18:10:38,Barman-000003,prepare drinks,prepare drinks,nan
2848,2024-09-06 18:17:50,Barman-000001,Bring drinks,Bring drinks,nan
2848,2024-09-06 18:19:47,Waiter-000001,Review drinks,Review drinks,nan
2848,2024-09-06 18:21:01,Barman-000001,prepare drinks,prepare drinks,nan
2848,2024-09-06 18:24:40,Barman-000002,Bring drinks,Bring drinks,nan
2848,2024-09-06 18:30:54,Waiter-000001,Review drinks,Review drinks,nan
2848,2024-09-06 18:32:41,Barman-000001,prepare drinks,prepare drinks,nan
2848,2024-09-06 18:39:51,Barman-000003,Bring drinks,Bring drinks,nan
2848,2024-09-06 18:39:54,Waiter-000004,Review drinks,Review drinks,nan
2848,2024-09-12 23:27:08,Cook-000002,Prepare main course,Prepare main course,nan
2848,2024-09-19 01:24:50,Cook-000002,Signal food complete,Signal food complete,nan
2848,2024-09-19 18:13:50,Cook helper-000003,Bring food,Bring food,nan
2848,2024-09-19 18:15:32,Waiter-000002,Deliver to customer,Deliver to customer,nan
2848,2024-09-19 18:18:45,,EVENT 8 END,EVENT 8 END,nan
285,2024-05-17 01:15:00,Waiter-000005,Take order,Take order,nan
285,2024-05-17 01:15:00,,start,start,nan
285,2024-05-17 01:15:23,Waiter-000001,Review order,Review order,nan
285,2024-05-17 01:18:18,Cook helper-000002,Prepare starter,Prepare starter,nan
285,2024-05-17 01:18:18,Barman-000003,prepare drinks,prepare drinks,nan
285,2024-05-17 01:21:14,Barman-000002,Bring drinks,Bring drinks,nan
285,2024-05-17 01:26:37,Waiter-000004,Review drinks,Review drinks,nan
285,2024-05-17 18:02:37,Cook-000002,Prepare main course,Prepare main course,nan
285,2024-05-17 19:16:23,Cook-000003,Signal food complete,Signal food complete,nan
285,2024-05-17 19:41:18,Cook helper-000002,Bring food,Bring food,nan
285,2024-05-17 19:51:37,Waiter-000002,Deliver to customer,Deliver to customer,nan
285,2024-05-17 19:52:11,,EVENT 8 END,EVENT 8 END,nan
2850,2024-09-06 18:30:00,Waiter-000005,Take order,Take order,nan
2850,2024-09-06 18:30:00,,start,start,nan
2850,2024-09-06 18:30:30,Waiter-000003,Review order,Review order,nan
2850,2024-09-06 18:31:38,Barman-000003,prepare drinks,prepare drinks,nan
2850,2024-09-06 18:33:18,Barman-000002,Bring drinks,Bring drinks,nan
2850,2024-09-06 18:34:01,Waiter-000002,Review drinks,Review drinks,nan
2850,2024-09-06 18:34:45,Barman-000003,prepare drinks,prepare drinks,nan
2850,2024-09-06 18:37:49,Barman-000002,Bring drinks,Bring drinks,nan
2850,2024-09-06 18:43:50,Waiter-000005,Review drinks,Review drinks,nan
2850,2024-09-13 00:27:13,Cook-000001,Prepare main course,Prepare main course,nan
2850,2024-09-19 18:13:50,Cook-000002,Signal food complete,Signal food complete,nan
2850,2024-09-19 19:25:21,Cook helper-000002,Bring food,Bring food,nan
2850,2024-09-19 19:25:23,Waiter-000005,Deliver to customer,Deliver to customer,nan
