Case,Timestamp,Resource,Activity,Activity_fixed,label
278,2024-05-17 01:44:39,Cook-000002,Signal food complete,Signal food complete,
278,2024-05-17 18:02:37,Cook helper-000002,Bring food,Bring food,
278,2024-05-17 18:17:45,Waiter-000004,Deliver to customer,Deliver to customer,
278,2024-05-17 18:18:05,,EVENT 8 END,EVENT 8 END,
2780,2024-09-04 01:00:00,Waiter-000002,Take order,Take order,
2780,2024-09-04 01:00:00,,start,start,
2780,2024-09-04 01:03:21,Waiter-000001,Review order,Review order,
2780,2024-09-04 01:05:23,Cook helper-000002,Prepare starter,Prepare starter,
2780,2024-09-04 01:05:23,Barman-000002,prepare drinks,prepare drinks,
2780,2024-09-04 01:06:54,Barman-000003,Bring drinks,Bring drinks,
2780,2024-09-04 01:07:02,Waiter-000005,Review drinks,Review drinks,
2780,2024-09-09 23:15:58,Cook-000001,Prepare main course,Prepare main course,
2780,2024-09-16 21:56:43,Cook-000002,Signal food complete,Signal food complete,
2780,2024-09-16 22:01:39,Cook helper-000002,Bring food,Bring food,
2780,2024-09-16 22:09:46,Waiter-000004,Deliver to customer,Deliver to customer,
2780,2024-09-16 22:10:17,,EVENT 8 END,EVENT 8 END,
2781,2024-09-04 01:15:00,Waiter-000002,Take order,Take order,
2781,2024-09-04 01:15:00,,start,start,
2781,2024-09-04 01:15:22,Waiter-000003,Review order,Review order,
2781,2024-09-04 01:20:36,Barman-000002,prepare drinks,prepare drinks,
2781,2024-09-04 01:31:44,Barman-000003,Bring drinks,Bring drinks,
2781,2024-09-04 01:32:20,Waiter-000004,Review drinks,Review drinks,
2781,2024-09-04 01:37:06,Barman-000003,prepare drinks,prepare drinks,
2781,2024-09-04 01:37:12,Barman-000001,Bring drinks,Bring drinks,
2781,2024-09-04 01:42:58,Waiter-000002,Review drinks,Review drinks,
2781,2024-09-09 23:32:26,Cook-000001,Prepare main course,Prepare main course,
2781,2024-09-16 22:08:09,Cook-000001,Signal food complete,Signal food complete,
2781,2024-09-16 22:12:36,Cook helper-000001,Bring food,Bring food,
2781,2024-09-16 22:15:56,Waiter-000004,Deliver to customer,Deliver to customer,
2781,2024-09-16 22:16:15,,EVENT 8 END,EVENT 8 END,
2783,2024-09-04 01:45:00,Waiter-000001,Take order,Take order,
2783,2024-09-04 01:45:00,,start,start,
2783,2024-09-04 01:47:59,Waiter-000004,Review order,Review order,
2783,2024-09-04 01:49:07,Barman-000002,prepare drinks,prepare drinks,
2783,2024-09-04 01:54:54,Barman-000003,Bring drinks,Bring drinks,
2783,2024-09-04 18:16:49,Waiter-000003,Review drinks,Review drinks,
2783,2024-09-10 00:27:42,Cook-000001,Prepare main course,Prepare main course,
2783,2024-09-16 22:34:15,Cook-000001,Signal food complete,Signal food complete,
2783,2024-09-16 23:00:05,Cook helper-000001,Bring food,Bring food,
2783,2024-09-16 23:02:52,Waiter-000003,Deliver to customer,Deliver to customer,
2783,2024-09-16 23:13:38,,EVENT 8 END,EVENT 8 END,
2785,2024-09-04 18:15:00,Waiter-000004,Take order,Take order,
2785,2024-09-04 18:15:00,,start,start,
2785,2024-09-04 18:15:55,Waiter-000005,Review order,Review order,
2785,2024-09-04 18:16:56,Cook helper-000003,Prepare starter,Prepare starter,
2785,2024-09-04 18:16:56,Barman-000001,prepare drinks,prepare drinks,
2785,2024-09-04 18:17:09,Barman-000003,Bring drinks,Bring drinks,
2785,2024-09-04 18:17:22,Waiter-000002,Review drinks,Review drinks,
2785,2024-09-10 01:22:12,Cook-000002,Prepare main course,Prepare main course,
2785,2024-09-16 22:58:07,Cook-000003,Signal food complete,Signal food complete,
2785,2024-09-16 22:59:29,Cook helper-000002,Bring food,Bring food,
2785,2024-09-16 23:02:24,Waiter-000004,Deliver to customer,Deliver to customer,
2785,2024-09-16 23:03:53,,EVENT 8 END,EVENT 8 END,
2787,2024-09-04 18:45:00,Waiter-000005,Take order,Take order,
2787,2024-09-04 18:45:00,,start,start,
2787,2024-09-04 18:45:28,Waiter-000004,Review order,Review order,
2787,2024-09-04 18:45:50,Cook helper-000002,Prepare starter,Prepare starter,
2787,2024-09-04 18:45:50,Barman-000002,prepare drinks,prepare drinks,
2787,2024-09-04 18:46:51,Barman-000001,Bring drinks,Bring drinks,
2787,2024-09-04 18:47:07,Waiter-000003,Review drinks,Review drinks,
2787,2024-09-10 01:50:57,Cook-000001,Prepare main course,Prepare main course,
2787,2024-09-16 23:13:12,Cook-000002,Signal food complete,Signal food complete,
2787,2024-09-16 23:16:32,Cook helper-000003,Bring food,Bring food,
2787,2024-09-16 23:19:43,Waiter-000002,Deliver to customer,Deliver to customer,
2787,2024-09-16 23:20:13,,EVENT 8 END,EVENT 8 END,
2789,2024-09-04 19:15:00,Waiter-000001,Take order,Take order,
2789,2024-09-04 19:15:00,,start,start,
2789,2024-09-04 19:18:33,Waiter-000005,Review order,Review order,
2789,2024-09-04 19:18:44,Cook helper-000002,Prepare starter,Prepare starter,
2789,2024-09-04 19:18:44,Barman-000001,prepare drinks,prepare drinks,
2789,2024-09-04 19:22:42,Barman-000003,Bring drinks,Bring drinks,
2789,2024-09-04 19:27:17,Waiter-000002,Review drinks,Review drinks,
2789,2024-09-10 19:12:09,Cook-000002,Prepare main course,Prepare main course,
2789,2024-09-16 23:35:17,Cook-000003,Signal food complete,Signal food complete,
2789,2024-09-17 00:17:49,Cook helper-000001,Bring food,Bring food,
2789,2024-09-17 00:19:01,Waiter-000001,Deliver to customer,Deliver to customer,
2789,2024-09-17 00:20:49,,EVENT 8 END,EVENT 8 END,
279,2024-05-16 23:45:00,Waiter-000004,Take order,Take order,
279,2024-05-16 23:45:00,,start,start,
279,2024-05-16 23:45:29,Waiter-000003,Review order,Review order,
279,2024-05-16 23:45:50,Barman-000002,prepare drinks,prepare drinks,
279,2024-05-16 23:56:27,Barman-000003,Bring drinks,Bring drinks,
279,2024-05-16 23:57:19,Waiter-000002,Review drinks,Review drinks,
279,2024-05-17 01:14:10,Cook-000002,Prepare main course,Prepare main course,
279,2024-05-17 18:28:40,Cook-000001,Signal food complete,Signal food complete,
279,2024-05-17 19:11:11,Cook helper-000002,Bring food,Bring food,
279,2024-05-17 19:12:51,Waiter-000004,Deliver to customer,Deliver to customer,
279,2024-05-17 19:12:56,,EVENT 8 END,EVENT 8 END,
2791,2024-09-04 19:45:00,Waiter-000002,Take order,Take order,
2791,2024-09-04 19:45:00,,start,start,
2791,2024-09-04 19:46:11,Waiter-000004,Review order,Review order,
2791,2024-09-04 19:48:43,Barman-000003,prepare drinks,prepare drinks,
2791,2024-09-04 19:51:10,Barman-000002,Bring drinks,Bring drinks,
2791,2024-09-04 19:52:40,Waiter-000001,Review drinks,Review drinks,
2791,2024-09-10 20:17:35,Cook-000003,Prepare main course,Prepare main course,
2791,2024-09-17 00:18:22,Cook-000003,Signal food complete,Signal food complete,
2791,2024-09-17 00:22:03,Cook helper-000003,Bring food,Bring food,
2791,2024-09-17 00:27:13,Waiter-000002,Deliver to customer,Deliver to customer,
2791,2024-09-17 00:28:22,,EVENT 8 END,EVENT 8 END,
2792,2024-09-04 20:00:00,Waiter-000005,Take order,Take order,
2792,2024-09-04 20:00:00,,start,start,
2792,2024-09-04 20:03:05,Waiter-000002,Review order,Review order,
2792,2024-09-04 20:03:07,Barman-000001,prepare drinks,prepare drinks,
2792,2024-09-04 20:05:47,Barman-000003,Bring drinks,Bring drinks,
2792,2024-09-04 20:10:36,Waiter-000001,Review drinks,Review drinks,
2792,2024-09-10 20:37:42,Cook-000002,Prepare main course,Prepare main course,
2792,2024-09-17 00:28:49,Cook-000001,Signal food complete,Signal food complete,
2792,2024-09-17 01:48:24,Cook helper-000003,Bring food,Bring food,
2792,2024-09-17 01:50:42,Waiter-000005,Deliver to customer,Deliver to customer,
2792,2024-09-17 01:52:31,,EVENT 8 END,EVENT 8 END,
2794,2024-09-04 20:30:00,Waiter-000004,Take order,Take order,
2794,2024-09-04 20:30:00,,start,start,
2794,2024-09-04 20:31:54,Waiter-000001,Review order,Review order,
2794,2024-09-04 20:32:25,Barman-000003,prepare drinks,prepare drinks,
2794,2024-09-04 20:33:39,Barman-000002,Bring drinks,Bring drinks,
2794,2024-09-04 20:36:25,Waiter-000005,Review drinks,Review drinks,
2794,2024-09-04 20:36:27,Barman-000001,prepare drinks,prepare drinks,
2794,2024-09-04 20:37:17,Barman-000003,Bring drinks,Bring drinks,
2794,2024-09-04 20:40:29,Waiter-000002,Review drinks,Review drinks,
2794,2024-09-04 20:42:06,Barman-000002,prepare drinks,prepare drinks,
2794,2024-09-04 20:42:28,Barman-000001,Bring drinks,Bring drinks,
2794,2024-09-04 20:51:16,Waiter-000005,Review drinks,Review drinks,
2794,2024-09-10 20:58:36,Cook-000002,Prepare main course,Prepare main course,
2794,2024-09-17 01:25:14,Cook-000002,Signal food complete,Signal food complete,
2794,2024-09-17 01:39:18,Cook helper-000001,Bring food,Bring food,
2794,2024-09-17 01:48:04,Waiter-000001,Deliver to customer,Deliver to customer,
2794,2024-09-17 01:49:19,,EVENT 8 END,EVENT 8 END,
2796,2024-09-04 21:00:00,Waiter-000003,Take order,Take order,
2796,2024-09-04 21:00:00,,start,start,
2796,2024-09-04 21:02:34,Waiter-000004,Review order,Review order,
2796,2024-09-04 21:03:33,Barman-000001,prepare drinks,prepare drinks,
2796,2024-09-04 21:04:30,Barman-000003,Bring drinks,Bring drinks,
2796,2024-09-04 21:16:54,Waiter-000005,Review drinks,Review drinks,
2796,2024-09-04 21:18:19,Barman-000002,prepare drinks,prepare drinks,
2796,2024-09-04 21:20:32,Barman-000001,Bring drinks,Bring drinks,
2796,2024-09-04 21:26:23,Waiter-000003,Review drinks,Review drinks,
2796,2024-09-10 21:50:35,Cook-000001,Prepare main course,Prepare main course,
2796,2024-09-17 18:02:33,Cook-000002,Signal food complete,Signal food complete,
2796,2024-09-17 18:36:35,Cook helper-000001,Bring food,Bring food,
2796,2024-09-17 18:44:28,Waiter-000003,Deliver to customer,Deliver to customer,
2796,2024-09-17 18:44:32,,EVENT 8 END,EVENT 8 END,
2797,2024-09-04 21:15:00,Waiter-000001,Take order,Take order,
2797,2024-09-04 21:15:00,,start,start,
2797,2024-09-04 21:20:06,Waiter-000002,Review order,Review order,
2797,2024-09-04 21:21:00,Cook helper-000001,Prepare starter,Prepare starter,
2797,2024-09-04 21:21:00,Barman-000003,prepare drinks,prepare drinks,
2797,2024-09-04 21:24:53,Barman-000002,Bring drinks,Bring drinks,
2797,2024-09-04 21:27:19,Waiter-000005,Review drinks,Review drinks,
2797,2024-09-10 22:06:36,Cook-000003,Signal food complete,Signal food complete,
2797,2024-09-10 22:13:47,Cook helper-000001,Bring food,Bring food,
2797,2024-09-10 22:14:43,Waiter-000004,Deliver to customer,Deliver to customer,
2797,2024-09-10 22:20:23,,EVENT 8 END,EVENT 8 END,
2799,2024-09-04 21:45:00,Waiter-000004,Take order,Take order,
2799,2024-09-04 21:45:00,,start,start,
2799,2024-09-04 21:45:54,Waiter-000005,Review order,Review order,
2799,2024-09-04 21:46:36,Cook helper-000001,Prepare starter,Prepare starter,
2799,2024-09-04 21:46:36,Barman-000002,prepare drinks,prepare drinks,
2799,2024-09-04 21:57:55,Barman-000003,Bring drinks,Bring drinks,
2799,2024-09-04 22:03:09,Waiter-000005,Review drinks,Review drinks,
2799,2024-09-10 22:16:59,Cook-000002,Prepare main course,Prepare main course,
2799,2024-09-17 18:04:41,Cook-000001,Signal food complete,Signal food complete,
2799,2024-09-17 18:08:17,Cook helper-000003,Bring food,Bring food,
2799,2024-09-17 18:15:38,Waiter-000001,Deliver to customer,Deliver to customer,
2799,2024-09-17 18:16:44,,EVENT 8 END,EVENT 8 END,
28,2024-05-07 01:00:00,Waiter-000005,Take order,Take order,
28,2024-05-07 01:00:00,,start,start,
28,2024-05-07 01:00:31,Waiter-000004,Review order,Review order,
28,2024-05-07 01:01:52,Barman-000002,prepare drinks,prepare drinks,
28,2024-05-07 01:03:06,Barman-000001,Bring drinks,Bring drinks,
28,2024-05-07 01:04:25,Waiter-000003,Review drinks,Review drinks,
28,2024-05-07 01:19:12,Cook-000001,Prepare main course,Prepare main course,
28,2024-05-07 01:32:09,Cook-000002,Signal food complete,Signal food complete,
28,2024-05-07 01:49:12,Cook helper-000002,Bring food,Bring food,
28,2024-05-07 01:51:28,Waiter-000005,Deliver to customer,Deliver to customer,
28,2024-05-07 01:53:44,,EVENT 8 END,EVENT 8 END,
280,2024-05-17 00:00:00,Waiter-000005,Take order,Take order,
280,2024-05-17 00:00:00,,start,start,
280,2024-05-17 00:01:48,Waiter-000004,Review order,Review order,
280,2024-05-17 00:02:00,Cook helper-000003,Prepare starter,Prepare starter,
280,2024-05-17 00:02:00,Barman-000002,prepare drinks,prepare drinks,
280,2024-05-17 00:03:25,Barman-000001,Bring drinks,Bring drinks,
280,2024-05-17 00:04:09,Waiter-000003,Review drinks,Review drinks,
280,2024-05-17 00:04:33,Barman-000001,prepare drinks,prepare drinks,
280,2024-05-17 00:05:35,Barman-000003,Bring drinks,Bring drinks,
280,2024-05-17 00:20:13,Waiter-000003,Review drinks,Review drinks,
280,2024-05-17 01:31:24,Cook-000002,Signal food complete,Signal food complete,
280,2024-05-17 01:38:57,Cook helper-000001,Bring food,Bring food,
280,2024-05-17 01:40:26,Waiter-000001,Deliver to customer,Deliver to customer,
280,2024-05-17 01:41:37,,EVENT 8 END,EVENT 8 END,
2801,2024-09-04 22:15:00,Waiter-000002,Take order,Take order,
2801,2024-09-04 22:15:00,,start,start,
2801,2024-09-04 22:23:32,Waiter-000004,Review order,Review order,
2801,2024-09-04 22:24:17,Barman-000002,prepare drinks,prepare drinks,
2801,2024-09-04 22:28:07,Barman-000003,Bring drinks,Bring drinks,
2801,2024-09-04 22:29:06,Waiter-000005,Review drinks,Review drinks,
2801,2024-09-10 22:36:02,Cook-000003,Prepare main course,Prepare main course,
2801,2024-09-17 19:07:49,Cook-000002,Signal food complete,Signal food complete,
2801,2024-09-17 19:14:37,Cook helper-000003,Bring food,Bring food,
2801,2024-09-17 19:27:37,Waiter-000003,Deliver to customer,Deliver to customer,
2801,2024-09-17 19:30:05,,EVENT 8 END,EVENT 8 END,
2802,2024-09-04 22:30:00,Waiter-000002,Take order,Take order,
2802,2024-09-04 22:30:00,,start,start,
2802,2024-09-04 22:30:38,Waiter-000004,Review order,Review order,
2802,2024-09-04 22:31:11,Barman-000002,prepare drinks,prepare drinks,
2802,2024-09-04 22:32:49,Barman-000003,Bring drinks,Bring drinks,
2802,2024-09-04 22:37:27,Waiter-000003,Review drinks,Review drinks,
2802,2024-09-10 23:38:00,Cook-000001,Prepare main course,Prepare main course,
2802,2024-09-17 19:14:37,Cook-000002,Signal food complete,Signal food complete,
2802,2024-09-17 19:20:38,Cook helper-000001,Bring food,Bring food,
2802,2024-09-17 19:24:37,Waiter-000004,Deliver to customer,Deliver to customer,
2802,2024-09-17 19:25:03,,EVENT 8 END,EVENT 8 END,
2804,2024-09-04 23:00:00,Waiter-000004,Take order,Take order,
2804,2024-09-04 23:00:00,,start,start,
2804,2024-09-04 23:01:40,Waiter-000003,Review order,Review order,
2804,2024-09-04 23:02:28,Barman-000002,prepare drinks,prepare drinks,
2804,2024-09-04 23:05:08,Barman-000001,Bring drinks,Bring drinks,
2804,2024-09-04 23:15:24,Waiter-000002,Review drinks,Review drinks,
2804,2024-09-04 23:16:20,Barman-000003,prepare drinks,prepare drinks,
2804,2024-09-04 23:17:04,Barman-000001,Bring drinks,Bring drinks,
2804,2024-09-04 23:24:31,Waiter-000001,Review drinks,Review drinks,
2804,2024-09-10 23:46:19,Cook-000001,Prepare main course,Prepare main course,
2804,2024-09-17 19:20:38,Cook-000002,Signal food complete,Signal food complete,
2804,2024-09-17 20:08:08,Cook helper-000003,Bring food,Bring food,
2804,2024-09-17 20:12:24,Waiter-000001,Deliver to customer,Deliver to customer,
2804,2024-09-17 20:15:20,,EVENT 8 END,EVENT 8 END,
2807,2024-09-04 23:45:00,Waiter-000004,Take order,Take order,
2807,2024-09-04 23:45:00,,start,start,
2807,2024-09-04 23:49:30,Waiter-000005,Review order,Review order,
2807,2024-09-04 23:49:51,Barman-000001,prepare drinks,prepare drinks,
2807,2024-09-04 23:59:22,Barman-000003,Bring drinks,Bring drinks,
2807,2024-09-05 00:02:03,Waiter-000004,Review drinks,Review drinks,
2807,2024-09-11 00:51:22,Cook-000001,Prepare main course,Prepare main course,
2807,2024-09-17 20:42:42,Cook-000003,Signal food complete,Signal food complete,
2807,2024-09-17 20:53:20,Cook helper-000003,Bring food,Bring food,
2807,2024-09-17 20:55:46,Waiter-000003,Deliver to customer,Deliver to customer,
2807,2024-09-17 20:57:42,,EVENT 8 END,EVENT 8 END,
2809,2024-09-05 00:15:00,Waiter-000004,Take order,Take order,
2809,2024-09-05 00:15:00,,start,start,
2809,2024-09-05 00:22:13,Waiter-000005,Review order,Review order,
2809,2024-09-05 00:23:56,Cook helper-000003,Prepare starter,Prepare starter,
2809,2024-09-05 00:23:56,Barman-000001,prepare drinks,prepare drinks,
2809,2024-09-05 00:32:26,Barman-000002,Bring drinks,Bring drinks,
2809,2024-09-05 00:33:20,Waiter-000005,Review drinks,Review drinks,
2809,2024-09-11 18:19:37,Cook-000002,Signal food complete,Signal food complete,
2809,2024-09-11 19:37:22,Cook helper-000001,Bring food,Bring food,
2809,2024-09-11 19:44:10,Waiter-000003,Deliver to customer,Deliver to customer,
2809,2024-09-11 19:47:56,,EVENT 8 END,EVENT 8 END,
281,2024-05-17 00:15:00,Waiter-000004,Take order,Take order,
281,2024-05-17 00:15:00,,start,start,
281,2024-05-17 00:16:56,Waiter-000001,Review order,Review order,
281,2024-05-17 00:19:02,Barman-000002,prepare drinks,prepare drinks,
281,2024-05-17 00:27:28,Barman-000001,Bring drinks,Bring drinks,
281,2024-05-17 00:27:42,Waiter-000002,Review drinks,Review drinks,
281,2024-05-17 00:27:51,Barman-000003,prepare drinks,prepare drinks,
281,2024-05-17 00:31:24,Barman-000002,Bring drinks,Bring drinks,
281,2024-05-17 00:37:34,Waiter-000002,Review drinks,Review drinks,
281,2024-05-17 00:37:40,Barman-000003,prepare drinks,prepare drinks,
281,2024-05-17 00:41:43,Barman-000001,Bring drinks,Bring drinks,
281,2024-05-17 00:52:38,Waiter-000002,Review drinks,Review drinks,
281,2024-05-17 01:35:45,Cook-000001,Prepare main course,Prepare main course,
281,2024-05-17 18:37:53,Cook-000003,Signal food complete,Signal food complete,
281,2024-05-17 18:44:31,Cook helper-000003,Bring food,Bring food,
281,2024-05-17 18:52:59,Waiter-000004,Deliver to customer,Deliver to customer,
281,2024-05-17 18:55:29,,EVENT 8 END,EVENT 8 END,
2810,2024-09-05 00:30:00,Waiter-000002,Take order,Take order,
2810,2024-09-05 00:30:00,,start,start,
2810,2024-09-05 00:30:47,Waiter-000004,Review order,Review order,
2810,2024-09-05 00:31:04,Cook helper-000001,Prepare starter,Prepare starter,
2810,2024-09-05 00:31:04,Barman-000003,prepare drinks,prepare drinks,
2810,2024-09-05 00:37:31,Barman-000001,Bring drinks,Bring drinks,
2810,2024-09-05 00:39:17,Waiter-000003,Review drinks,Review drinks,
2810,2024-09-05 00:39:32,Barman-000002,prepare drinks,prepare drinks,
2810,2024-09-05 00:40:04,Barman-000003,Bring drinks,Bring drinks,
2810,2024-09-05 00:55:28,Waiter-000005,Review drinks,Review drinks,
2810,2024-09-05 00:56:11,Barman-000001,prepare drinks,prepare drinks,
2810,2024-09-05 00:57:28,Barman-000003,Bring drinks,Bring drinks,
2810,2024-09-05 01:03:37,Waiter-000005,Review drinks,Review drinks,
2810,2024-09-11 18:46:47,Cook-000003,Prepare main course,Prepare main course,
2810,2024-09-17 21:32:23,Cook-000001,Signal food complete,Signal food complete,
2810,2024-09-17 22:33:10,Cook helper-000002,Bring food,Bring food,
2810,2024-09-17 22:41:41,Waiter-000002,Deliver to customer,Deliver to customer,
2810,2024-09-17 22:45:28,,EVENT 8 END,EVENT 8 END,
2811,2024-09-05 00:45:00,Waiter-000001,Take order,Take order,
2811,2024-09-05 00:45:00,,start,start,
2811,2024-09-05 00:47:00,Waiter-000002,Review order,Review order,
2811,2024-09-05 00:47:26,Barman-000001,prepare drinks,prepare drinks,
2811,2024-09-05 00:48:05,Barman-000002,Bring drinks,Bring drinks,
2811,2024-09-05 00:56:10,Waiter-000003,Review drinks,Review drinks,
2811,2024-09-11 18:50:00,Cook-000003,Prepare main course,Prepare main course,
2811,2024-09-17 21:54:06,Cook-000002,Signal food complete,Signal food complete,
2811,2024-09-17 22:08:31,Cook helper-000001,Bring food,Bring food,
2811,2024-09-17 22:12:46,Waiter-000001,Deliver to customer,Deliver to customer,
2811,2024-09-17 22:13:04,,EVENT 8 END,EVENT 8 END,
2813,2024-09-05 01:15:00,Waiter-000004,Take order,Take order,
2813,2024-09-05 01:15:00,,start,start,
2813,2024-09-05 01:16:44,Waiter-000005,Review order,Review order,
2813,2024-09-05 01:17:23,Cook helper-000002,Prepare starter,Prepare starter,
2813,2024-09-05 01:17:23,Barman-000002,prepare drinks,prepare drinks,
2813,2024-09-05 01:29:26,Barman-000003,Bring drinks,Bring drinks,
2813,2024-09-05 01:30:36,Waiter-000001,Review drinks,Review drinks,
2813,2024-09-11 19:37:22,Cook-000002,Prepare main course,Prepare main course,
2813,2024-09-17 22:14:35,Cook-000002,Signal food complete,Signal food complete,
2813,2024-09-17 22:18:02,Cook helper-000003,Bring food,Bring food,
2813,2024-09-17 22:30:42,Waiter-000004,Deliver to customer,Deliver to customer,
2813,2024-09-17 22:33:05,,EVENT 8 END,EVENT 8 END,
2816,2024-09-05 02:00:00,,start,start,
2816,2024-09-05 18:00:00,Waiter-000002,Take order,Take order,
2816,2024-09-05 18:02:32,Waiter-000001,Review order,Review order,
2816,2024-09-05 18:06:41,Cook helper-000002,Prepare starter,Prepare starter,
2816,2024-09-05 18:06:41,Barman-000002,prepare drinks,prepare drinks,
2816,2024-09-05 18:08:36,Barman-000003,Bring drinks,Bring drinks,
2816,2024-09-05 18:17:28,Waiter-000005,Review drinks,Review drinks,
2816,2024-09-11 21:36:36,Cook-000001,Prepare main course,Prepare main course,
2816,2024-09-17 23:54:32,Cook-000002,Signal food complete,Signal food complete,
2816,2024-09-18 00:33:41,Cook helper-000001,Bring food,Bring food,
2816,2024-09-18 00:37:36,Waiter-000002,Deliver to customer,Deliver to customer,
2816,2024-09-18 00:37:36,,EVENT 8 END,EVENT 8 END,
2817,2024-09-05 18:15:00,Waiter-000002,Take order,Take order,
2817,2024-09-05 18:15:00,,start,start,
2817,2024-09-05 18:15:14,Waiter-000001,Review order,Review order,
2817,2024-09-05 18:17:25,Cook helper-000003,Prepare starter,Prepare starter,
2817,2024-09-05 18:17:25,Barman-000001,prepare drinks,prepare drinks,
2817,2024-09-05 18:19:29,Barman-000002,Bring drinks,Bring drinks,
2817,2024-09-05 18:20:54,Waiter-000004,Review drinks,Review drinks,
2817,2024-09-05 18:21:45,Barman-000003,prepare drinks,prepare drinks,
2817,2024-09-05 18:26:49,Barman-000001,Bring drinks,Bring drinks,
2817,2024-09-05 18:36:16,Waiter-000001,Review drinks,Review drinks,
2817,2024-09-11 21:53:14,Cook-000002,Prepare main course,Prepare main course,
2817,2024-09-18 00:48:35,Cook-000002,Signal food complete,Signal food complete,
2817,2024-09-18 01:24:37,Cook helper-000002,Bring food,Bring food,
2817,2024-09-18 01:27:21,Waiter-000005,Deliver to customer,Deliver to customer,
2817,2024-09-18 01:28:59,,EVENT 8 END,EVENT 8 END,
2818,2024-09-05 18:30:00,Waiter-000003,Take order,Take order,
2818,2024-09-05 18:30:00,,start,start,
2818,2024-09-05 18:31:00,Waiter-000002,Review order,Review order,
2818,2024-09-05 18:32:46,Barman-000002,prepare drinks,prepare drinks,
2818,2024-09-05 18:36:42,Barman-000003,Bring drinks,Bring drinks,
2818,2024-09-05 18:39:49,Waiter-000005,Review drinks,Review drinks,
2818,2024-09-11 22:17:56,Cook-000001,Prepare main course,Prepare main course,
2818,2024-09-18 00:33:41,Cook-000002,Signal food complete,Signal food complete,
2818,2024-09-18 00:48:35,Cook helper-000003,Bring food,Bring food,
2818,2024-09-18 00:50:10,Waiter-000003,Deliver to customer,Deliver to customer,
2818,2024-09-18 00:53:40,,EVENT 8 END,EVENT 8 END,
2820,2024-09-05 19:00:00,Waiter-000002,Take order,Take order,
2820,2024-09-05 19:00:00,,start,start,
2820,2024-09-05 19:02:04,Waiter-000001,Review order,Review order,
2820,2024-09-05 19:07:37,Cook helper-000002,Prepare starter,Prepare starter,
2820,2024-09-05 19:07:37,Barman-000003,prepare drinks,prepare drinks,
2820,2024-09-05 19:07:39,Barman-000001,Bring drinks,Bring drinks,
2820,2024-09-05 19:07:59,Waiter-000004,Review drinks,Review drinks,
2820,2024-09-05 19:11:35,Barman-000002,prepare drinks,prepare drinks,
2820,2024-09-05 19:12:26,Barman-000003,Bring drinks,Bring drinks,
2820,2024-09-05 19:14:28,Waiter-000003,Review drinks,Review drinks,
2820,2024-09-11 22:47:11,Cook-000002,Prepare main course,Prepare main course,
2820,2024-09-18 01:19:33,Cook-000003,Signal food complete,Signal food complete,
2820,2024-09-18 18:56:34,Cook helper-000002,Bring food,Bring food,
2820,2024-09-18 19:09:22,Waiter-000004,Deliver to customer,Deliver to customer,
2820,2024-09-18 19:11:34,,EVENT 8 END,EVENT 8 END,
2821,2024-09-05 19:15:00,Waiter-000002,Take order,Take order,
2821,2024-09-05 19:15:00,,start,start,
2821,2024-09-05 19:17:31,Waiter-000005,Review order,Review order,
2821,2024-09-05 19:17:47,Cook helper-000001,Prepare starter,Prepare starter,
2821,2024-09-05 19:17:47,Barman-000001,prepare drinks,prepare drinks,
2821,2024-09-05 19:18:27,Barman-000002,Bring drinks,Bring drinks,
2821,2024-09-05 19:24:43,Waiter-000001,Review drinks,Review drinks,
2821,2024-09-11 23:06:14,Cook-000002,Prepare main course,Prepare main course,
2821,2024-09-18 19:25:52,Cook-000001,Signal food complete,Signal food complete,
2821,2024-09-18 19:27:35,Cook helper-000001,Bring food,Bring food,
2821,2024-09-18 19:34:50,Waiter-000005,Deliver to customer,Deliver to customer,
2821,2024-09-18 19:38:33,,EVENT 8 END,EVENT 8 END,
2822,2024-09-05 19:30:00,Waiter-000003,Take order,Take order,
2822,2024-09-05 19:30:00,,start,start,
2822,2024-09-05 19:31:33,Waiter-000002,Review order,Review order,
2822,2024-09-05 19:31:35,Barman-000003,prepare drinks,prepare drinks,
2822,2024-09-05 19:33:53,Barman-000001,Bring drinks,Bring drinks,
2822,2024-09-05 19:44:59,Waiter-000001,Review drinks,Review drinks,
2822,2024-09-11 23:27:35,Cook-000003,Prepare main course,Prepare main course,
2822,2024-09-18 18:30:34,Cook-000001,Signal food complete,Signal food complete,
2822,2024-09-18 19:25:52,Cook helper-000003,Bring food,Bring food,
2822,2024-09-18 19:27:30,Waiter-000001,Deliver to customer,Deliver to customer,
2822,2024-09-18 19:28:15,,EVENT 8 END,EVENT 8 END,
2824,2024-09-05 20:00:00,Waiter-000005,Take order,Take order,
2824,2024-09-05 20:00:00,,start,start,
2824,2024-09-05 20:00:18,Waiter-000004,Review order,Review order,
2824,2024-09-05 20:00:48,Barman-000002,prepare drinks,prepare drinks,
2824,2024-09-05 20:01:44,Barman-000003,Bring drinks,Bring drinks,
2824,2024-09-05 20:06:18,Waiter-000003,Review drinks,Review drinks,
2824,2024-09-11 23:52:19,Cook-000003,Prepare main course,Prepare main course,
2824,2024-09-18 18:56:34,Cook-000003,Signal food complete,Signal food complete,
2824,2024-09-18 19:36:49,Cook helper-000002,Bring food,Bring food,
2824,2024-09-18 19:38:24,Waiter-000004,Deliver to customer,Deliver to customer,
