Case,Activity,Timestamp,Resource,label,Activity_fixed
8758363,send confirmation receipt_signed1,2013-11-25 08:00:33,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,ask stakeholders views,2013-11-25 08:00:34,2670601,,ask stakeholders views
8758363,assessment of content completed,2013-11-25 08:00:35,2670601,,assessment of content completed
8758363,send confirmation receipt_signed2,2013-11-25 08:00:35,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8758363,by law,2013-11-25 08:00:36,2670601,,by law
8758363,completed subcases content,2013-11-25 08:00:37,2670601,,completed subcases content
8758363,send confirmation receipt_signed1,2013-11-25 08:00:37,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,coordination of application,2013-11-25 08:00:38,2670601,,coordination of application
8758363,creating environmental permit decision,2013-11-25 08:00:39,2670601,,creating environmental permit decision
8758363,send confirmation receipt_signed1,2013-11-25 08:00:39,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,decision date prior to decision,2013-11-25 08:00:40,2670601,,decision date prior to decision
8758363,generating decision environmental permit,2013-11-25 08:00:41,2670601,,generating decision environmental permit
8758363,send confirmation receipt_signed1,2013-11-25 08:00:41,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,grounds for refusal,2013-11-25 08:00:42,2670601,,grounds for refusal
8758363,phase advice known,2013-11-25 08:00:43,2670601,,phase advice known
8758363,send confirmation receipt_signed2,2013-11-25 08:00:43,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8758363,phase application receptive,2013-11-25 08:00:44,2670601,,phase application receptive
8758363,phase decision ready,2013-11-25 08:00:45,2670601,,phase decision ready
8758363,send confirmation receipt_signed1,2013-11-25 08:00:45,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,procedure change,2013-11-25 08:00:46,2670601,,procedure change
8758363,request complete,2013-11-25 08:00:47,2670601,,request complete
8758363,send confirmation receipt_signed1,2013-11-25 08:00:47,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,send letter in progress,2013-11-25 08:00:48,2670601,,send letter in progress
8758363,set decision status,2013-11-25 08:00:49,2670601,,set decision status
8758363,send confirmation receipt_signed2,2013-11-25 08:00:49,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8758363,submit decision,2013-11-25 08:00:50,2670601,,submit decision
8758363,suspension ground applicable,2013-11-25 08:00:51,2670601,,suspension ground applicable
8758363,send confirmation receipt_signed1,2013-11-25 08:00:51,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,treat subcases content,2013-11-25 08:00:52,2670601,,treat subcases content
8758363,creating cover letter decision,2013-11-26 08:00:11,560912,,creating cover letter decision
8758363,send confirmation receipt_signed1,2013-11-26 08:00:11,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,enter senddate decision,2013-11-26 08:00:12,560912,,enter senddate decision
8758363,enter senddate decision environmental permit,2013-11-26 08:00:13,560912,,enter senddate decision environmental permit
8758363,send confirmation receipt_signed1,2013-11-26 08:00:13,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,phase decision sent,2013-11-26 08:00:14,560912,,phase decision sent
8758363,phase decision taken,2013-11-26 08:00:15,560912,,phase decision taken
8758363,send confirmation receipt_signed1,2013-11-26 08:00:15,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,record date of decision environmental permit,2013-11-26 08:00:16,560912,,record date of decision environmental permit
8758363,register objection and appeal periods,2013-11-26 08:00:17,560912,,register objection and appeal periods
8758363,send confirmation receipt_signed1,2013-11-26 08:00:17,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,set decision phase decision permitting decided,2013-11-26 08:00:18,560912,,set decision phase decision permitting decided
8758363,start decision phase decision permitting sent,2013-11-26 08:00:19,560912,,start decision phase decision permitting sent
8758363,send confirmation receipt_signed1,2013-11-26 08:00:19,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8758363,transcript decision environmental permit to stakeholders,2013-11-26 08:00:20,560912,,transcript decision environmental permit to stakeholders
8774022,OLO messaging active,2013-11-18 08:01:10,560872,,OLO messaging active
8774022,create procedure confirmation,2013-11-18 08:01:11,560872,,create procedure confirmation
8774022,create publication document,2013-11-18 08:01:12,560872,,create publication document
8774022,create subcases completeness,2013-11-18 08:01:13,560872,,create subcases completeness
8774022,forward to the competent authority,2013-11-18 08:01:14,560872,,forward to the competent authority
8774022,phase application received,2013-11-18 08:01:15,560872,,phase application received
8774022,procedure change,2013-11-18 08:01:16,560872,,procedure change
8774022,registration date publication,2013-11-18 08:01:17,560872,,registration date publication
8774022,regular procedure without MER,2013-11-18 08:01:18,560872,,regular procedure without MER
8774022,send confirmation receipt,2013-11-18 08:01:19,560872,,send confirmation receipt
8774022,start WABOprocedure,2013-11-18 08:01:21,560872,,start WABOprocedure
8774022,phase asked additional information,2014-09-02 07:00:01,560950,,phase asked additional information
8774022,receive additional information,2014-09-02 07:00:02,560950,,receive additional information
8774022,request complete,2014-09-02 07:00:03,560950,,request complete
8774022,term for supplying missing data,2014-09-02 07:00:04,560950,,term for supplying missing data
8783154,register submission date request,2013-11-18 08:01:22,560912,,register submission date request
8783154,OLO messaging active,2013-11-19 08:00:55,560912,,OLO messaging active
8783154,create procedure confirmation,2013-11-19 08:00:56,560912,,create procedure confirmation
8783154,create publication document,2013-11-19 08:00:57,560912,,create publication document
8783154,forward to the competent authority,2013-11-19 08:00:58,560912,,forward to the competent authority
8783154,inform BAG administrator,2013-11-19 08:00:59,560912,,inform BAG administrator
8783154,phase application received,2013-11-19 08:01:00,560912,,phase application received
8783154,registration date publication,2013-11-19 08:01:01,560912,,registration date publication
8783154,regular procedure without MER,2013-11-19 08:01:02,560912,,regular procedure without MER
8783154,send confirmation receipt,2013-11-19 08:01:03,560912,,send confirmation receipt
8783154,start WABOprocedure,2013-11-19 08:01:05,560912,,start WABOprocedure
8783154,article 34  WABO applies,2013-11-22 08:00:05,2670601,,article 34  WABO applies
8783154,ask stakeholders views,2013-11-22 08:00:06,2670601,,ask stakeholders views
8783154,assessment of content completed,2013-11-22 08:00:07,2670601,,assessment of content completed
8783154,by law,2013-11-22 08:00:08,2670601,,by law
8783154,completed subcases content,2013-11-22 08:00:09,2670601,,completed subcases content
8783154,coordination of application,2013-11-22 08:00:10,2670601,,coordination of application
8783154,create subcases completeness,2013-11-22 08:00:11,2670601,,create subcases completeness
8783154,creating cover letter decision,2013-11-22 08:00:12,560890,,creating cover letter decision
8783154,creating environmental permit decision,2013-11-22 08:00:13,2670601,,creating environmental permit decision
8783154,decision date prior to decision,2013-11-22 08:00:14,2670601,,decision date prior to decision
8783154,enter senddate decision,2013-11-22 08:00:15,560890,,enter senddate decision
8783154,enter senddate decision environmental permit,2013-11-22 08:00:16,560890,,enter senddate decision environmental permit
8783154,generating decision environmental permit,2013-11-22 08:00:17,2670601,,generating decision environmental permit
8783154,grounds for refusal,2013-11-22 08:00:18,2670601,,grounds for refusal
8783154,phase advice known,2013-11-22 08:00:19,2670601,,phase advice known
8783154,phase application receptive,2013-11-22 08:00:20,2670601,,phase application receptive
8783154,phase decision sent,2013-11-22 08:00:21,560890,,phase decision sent
8783154,phase decision taken,2013-11-22 08:00:22,2670601,,phase decision taken
8783154,procedure change,2013-11-22 08:00:23,2670601,,procedure change
8783154,register objection and appeal periods,2013-11-22 08:00:25,560890,,register objection and appeal periods
8783154,request complete,2013-11-22 08:00:26,2670601,,request complete
8783154,send letter in progress,2013-11-22 08:00:27,2670601,,send letter in progress
8783154,set decision phase decision permitting decided,2013-11-22 08:00:28,2670601,,set decision phase decision permitting decided
8783154,set decision status,2013-11-22 08:00:29,2670601,,set decision status
8783154,start decision phase decision permitting sent,2013-11-22 08:00:30,560890,,start decision phase decision permitting sent
8783154,suspension ground applicable,2013-11-22 08:00:31,2670601,,suspension ground applicable
8783154,transcript decision environmental permit to stakeholders,2013-11-22 08:00:32,560890,,transcript decision environmental permit to stakeholders
8783154,treat subcases content,2013-11-22 08:00:33,2670601,,treat subcases content
8783154,close case,2014-01-07 08:00:12,560912,,close case
8783154,mutation BAG carry objects,2014-01-07 08:00:13,560912,,mutation BAG carry objects
8783154,objection lodged against decision,2014-01-07 08:00:14,560912,,objection lodged against decision
8783154,phase archived case,2014-01-07 08:00:15,560912,,phase archived case
8783154,phase case handled,2014-01-07 08:00:16,560912,,phase case handled
8783154,phase decision irrevocable,2014-01-07 08:00:17,560912,,phase decision irrevocable
8783154,read publication date field,2014-01-07 08:00:18,560912,,read publication date field
8783154,register deadline,2014-01-07 08:00:20,560912,,register deadline
8783154,stop all running subcases 2b,2014-01-07 08:00:21,560912,,stop all running subcases 2b
8816378,register submission date request,2013-11-19 08:01:06,560872,,register submission date request
8816378,MER present,2013-11-22 08:00:34,560872,,MER present
8816378,OLO messaging active,2013-11-22 08:00:35,560872,,OLO messaging active
8816378,activities regular procedure,2013-11-22 08:00:36,560872,,activities regular procedure
8816378,create procedure confirmation,2013-11-22 08:00:37,560872,,create procedure confirmation
8816378,create subcases completeness,2013-11-22 08:00:38,560872,,create subcases completeness
8816378,forward to the competent authority,2013-11-22 08:00:39,560872,,forward to the competent authority
8816378,phase application received,2013-11-22 08:00:40,560872,,phase application received
8816378,phased application,2013-11-22 08:00:41,560872,,phased application
8816378,procedure change,2013-11-22 08:00:42,560872,,procedure change
8816378,publish,2013-11-22 08:00:43,560872,,publish
8816378,read field phased application,2013-11-22 08:00:44,560872,,read field phased application
8816378,regular procedure without MER,2013-11-22 08:00:45,560872,,regular procedure without MER
8816378,send confirmation receipt,2013-11-22 08:00:46,560872,,send confirmation receipt
8816378,start WABOprocedure,2013-11-22 08:00:48,560872,,start WABOprocedure
8816378,article 34  WABO applies,2014-02-25 08:00:19,2670601,,article 34  WABO applies
8816378,assessment of content completed,2014-02-25 08:00:20,2670601,,assessment of content completed
8816378,completed subcases content,2014-02-25 08:00:21,2670601,,completed subcases content
8816378,create draft environtmental permit,2014-02-25 08:00:22,2670601,,create draft environtmental permit
8816378,grounds for refusal,2014-02-25 08:00:23,2670601,,grounds for refusal
8816378,phase advice known,2014-02-25 08:00:24,2670601,,phase advice known
8816378,phase application receptive,2014-02-25 08:00:25,2670601,,phase application receptive
8816378,procedure change,2014-02-25 08:00:26,2670601,,procedure change
8816378,request complete,2014-02-25 08:00:27,2670601,,request complete
8816378,send letter in progress,2014-02-25 08:00:28,2670601,,send letter in progress
8816378,set decision status,2014-02-25 08:00:29,2670601,,set decision status
8816378,treat subcases content,2014-02-25 08:00:30,2670601,,treat subcases content
8816378,create publication document,2014-03-18 08:00:01,560890,,create publication document
8816378,enrich draft decision,2014-03-18 08:00:02,560890,,enrich draft decision
8816378,enter date advice on treatment of environmental permit,2014-03-18 08:00:03,560890,,enter date advice on treatment of environmental permit
8816378,enter senddate draft decision,2014-03-18 08:00:04,560890,,enter senddate draft decision
8816378,generate draft decision environmental permit,2014-03-18 08:00:05,560890,,generate draft decision environmental permit
8816378,open draft decision for inspection,2014-03-18 08:00:06,560890,,open draft decision for inspection
8816378,phase concept draft decision ready,2014-03-18 08:00:07,560890,,phase concept draft decision ready
8816378,phase draft decision made,2014-03-18 08:00:08,560890,,phase draft decision made
8816378,phase draft decision ready,2014-03-18 08:00:09,560890,,phase draft decision ready
8816378,start decisionphase draft decision - permitting decided,2014-03-18 08:00:10,560890,,start decisionphase draft decision - permitting decided
8816378,submit draft decision,2014-03-18 08:00:11,560890,,submit draft decision
8816378,entering senddate draft decision environmental permit,2014-03-24 08:00:05,560890,,entering senddate draft decision environmental permit
8816378,set decision phase: draft decision permitted sent,2014-03-24 08:00:06,560890,,set decision phase: draft decision permitted sent
8816378,date draft decision for inspection,2014-03-27 08:00:16,560890,,date draft decision for inspection
8816378,set decision phase: draft decision for inspection,2014-03-27 08:00:17,560890,,set decision phase: draft decision for inspection
8816378,create monitoring case,2014-05-13 07:00:01,560912,,create monitoring case
8816378,creating cover letter decision,2014-05-13 07:00:02,560912,,creating cover letter decision
8816378,creating environmental permit decision,2014-05-13 07:00:03,560912,,creating environmental permit decision
8816378,date decision for inspection,2014-05-13 07:00:04,560912,,date decision for inspection
8816378,decision date prior to decision,2014-05-13 07:00:05,560912,,decision date prior to decision
8816378,enter publication date draft decision,2014-05-13 07:00:06,560912,,enter publication date draft decision
8816378,enter senddate decision environmental permit,2014-05-13 07:00:07,560912,,enter senddate decision environmental permit
8816378,generating decision environmental permit,2014-05-13 07:00:08,560912,,generating decision environmental permit
8816378,perspective on draft decision environmental permit received,2014-05-13 07:00:09,560912,,perspective on draft decision environmental permit received
8816378,phase decision sent,2014-05-13 07:00:10,560912,,phase decision sent
8816378,phase decision taken,2014-05-13 07:00:11,560912,,phase decision taken
8816378,read publication date field,2014-05-13 07:00:12,560912,,read publication date field
8816378,register objection and appeal periods,2014-05-13 07:00:13,560912,,register objection and appeal periods
8816378,set decision phase decision permitting decided,2014-05-13 07:00:14,560912,,set decision phase decision permitting decided
8816378,set decision phase inspection of decision permitting,2014-05-13 07:00:15,560912,,set decision phase inspection of decision permitting
8816378,set decision status,2014-05-13 07:00:16,560912,,set decision status
8816378,suspension ground applicable,2014-05-13 07:00:17,560912,,suspension ground applicable
8816378,appeal logded,2014-07-22 07:00:11,560912,,appeal logded
8816378,phase decision irrevocable,2014-07-22 07:00:12,560912,,phase decision irrevocable
8816378,read publication date field,2014-07-22 07:00:13,560912,,read publication date field
8816378,registration date publication,2014-07-22 07:00:15,560912,,registration date publication
8816378,stop all running subcases 2b,2014-07-22 07:00:16,560912,,stop all running subcases 2b
8828658,OLO messaging active,2013-11-25 08:00:53,560872,,OLO messaging active
8828658,create procedure confirmation,2013-11-25 08:00:54,560872,,create procedure confirmation
8828658,create publication document,2013-11-25 08:00:55,560872,,create publication document
8828658,create subcases completeness,2013-11-25 08:00:56,560872,,create subcases completeness
8828658,forward to the competent authority,2013-11-25 08:00:57,560872,,forward to the competent authority
8828658,phase application received,2013-11-25 08:00:58,560872,,phase application received
8828658,register submission date request,2013-11-25 08:00:59,560872,,register submission date request
8828658,registration date publication,2013-11-25 08:01:00,560872,,registration date publication
8828658,regular procedure without MER,2013-11-25 08:01:01,560872,,regular procedure without MER
8828658,send confirmation receipt,2013-11-25 08:01:02,560872,,send confirmation receipt
8828658,start WABOprocedure,2013-11-25 08:01:04,560872,,start WABOprocedure
8828658,create message terminate request,2014-03-25 08:00:01,560912,,create message terminate request
8828658,enter date termination request received,2014-03-25 08:00:02,560912,,enter date termination request received
8828658,initiative competent authority,2014-03-25 08:00:03,560912,,initiative competent authority
8828658,message terminate request,2014-03-25 08:00:04,560912,,message terminate request
8828658,phase archived case,2014-03-25 08:00:05,560912,,phase archived case
8828658,phase case handled,2014-03-25 08:00:06,560912,,phase case handled
8828658,phase procedure aborted,2014-03-25 08:00:07,560912,,phase procedure aborted
8828658,phase procedure prematurely terminated,2014-03-25 08:00:08,560912,,phase procedure prematurely terminated
8828658,read publication date field,2014-03-25 08:00:09,560912,,read publication date field
8828658,stop all running subcases 2b,2014-03-25 08:00:10,560912,,stop all running subcases 2b
8828658,terminate on request,2014-03-25 08:00:11,560912,,terminate on request
8831860,OLO messaging active,2013-11-25 08:01:05,560872,,OLO messaging active
8831860,create procedure confirmation,2013-11-25 08:01:06,560872,,create procedure confirmation
8831860,create publication document,2013-11-25 08:01:07,560872,,create publication document
8831860,create subcases completeness,2013-11-25 08:01:08,560872,,create subcases completeness
8831860,forward to the competent authority,2013-11-25 08:01:09,560872,,forward to the competent authority
8831860,phase application received,2013-11-25 08:01:10,560872,,phase application received
8831860,register submission date request,2013-11-25 08:01:11,560872,,register submission date request
8831860,registration date publication,2013-11-25 08:01:12,560872,,registration date publication
8831860,regular procedure without MER,2013-11-25 08:01:13,560872,,regular procedure without MER
8831860,send confirmation receipt,2013-11-25 08:01:14,560872,,send confirmation receipt
8831860,start WABOprocedure,2013-11-25 08:01:16,560872,,start WABOprocedure
8831860,enter senddate acknowledgement,2013-11-26 08:00:21,560872,,enter senddate acknowledgement
8831860,article 34  WABO applies,2014-01-07 08:00:22,2670601,,article 34  WABO applies
8831860,ask stakeholders views,2014-01-07 08:00:23,2670601,,ask stakeholders views
8831860,assessment of content completed,2014-01-07 08:00:24,2670601,,assessment of content completed
8831860,by law,2014-01-07 08:00:25,2670601,,by law
8831860,completed subcases content,2014-01-07 08:00:26,2670601,,completed subcases content
8831860,coordination of application,2014-01-07 08:00:27,2670601,,coordination of application
8831860,creating environmental permit decision,2014-01-07 08:00:28,2670601,,creating environmental permit decision
8831860,decision date prior to decision,2014-01-07 08:00:29,2670601,,decision date prior to decision
8831860,generating decision environmental permit,2014-01-07 08:00:30,2670601,,generating decision environmental permit
8831860,grounds for refusal,2014-01-07 08:00:31,2670601,,grounds for refusal
8831860,phase advice known,2014-01-07 08:00:32,2670601,,phase advice known
8831860,phase application receptive,2014-01-07 08:00:33,2670601,,phase application receptive
8831860,phase decision ready,2014-01-07 08:00:34,2670601,,phase decision ready
8831860,procedure change,2014-01-07 08:00:35,2670601,,procedure change
8831860,request complete,2014-01-07 08:00:37,2670601,,request complete
8831860,send letter in progress,2014-01-07 08:00:38,2670601,,send letter in progress
8831860,set decision status,2014-01-07 08:00:39,2670601,,set decision status
8831860,submit decision,2014-01-07 08:00:40,2670601,,submit decision
8831860,suspension ground applicable,2014-01-07 08:00:41,2670601,,suspension ground applicable
8831860,treat subcases content,2014-01-07 08:00:42,2670601,,treat subcases content
8831860,creating cover letter decision,2014-01-14 08:00:02,560912,,creating cover letter decision
8831860,enter senddate decision,2014-01-14 08:00:03,560912,,enter senddate decision
8831860,enter senddate decision environmental permit,2014-01-14 08:00:04,560912,,enter senddate decision environmental permit
8831860,phase decision sent,2014-01-14 08:00:05,560912,,phase decision sent
8831860,phase decision taken,2014-01-14 08:00:06,560912,,phase decision taken
8831860,record date of decision environmental permit,2014-01-14 08:00:07,560912,,record date of decision environmental permit
8831860,register objection and appeal periods,2014-01-14 08:00:08,560912,,register objection and appeal periods
8831860,set decision phase decision permitting decided,2014-01-14 08:00:09,560912,,set decision phase decision permitting decided
8831860,start decision phase decision permitting sent,2014-01-14 08:00:10,560912,,start decision phase decision permitting sent
8831860,transcript decision environmental permit to stakeholders,2014-01-14 08:00:11,560912,,transcript decision environmental permit to stakeholders
8859711,register submission date request,2013-11-26 08:00:22,560872,,register submission date request
8859711,OLO messaging active,2013-11-28 08:00:20,560872,,OLO messaging active
8859711,create procedure confirmation,2013-11-28 08:00:21,560872,,create procedure confirmation
8859711,create publication document,2013-11-28 08:00:22,560872,,create publication document
8859711,forward to the competent authority,2013-11-28 08:00:23,560872,,forward to the competent authority
8859711,phase application received,2013-11-28 08:00:24,560872,,phase application received
8859711,registration date publication,2013-11-28 08:00:25,560872,,registration date publication
8859711,regular procedure without MER,2013-11-28 08:00:26,560872,,regular procedure without MER
8859711,send confirmation receipt,2013-11-28 08:00:27,560872,,send confirmation receipt
8859711,start WABOprocedure,2013-11-28 08:00:29,560872,,start WABOprocedure
8859711,article 34  WABO applies,2013-12-20 08:00:27,560890,,article 34  WABO applies
8859711,ask stakeholders views,2013-12-20 08:00:28,560890,,ask stakeholders views
8859711,assessment of content completed,2013-12-20 08:00:29,560890,,assessment of content completed
8859711,by law,2013-12-20 08:00:30,560890,,by law
8859711,completed subcases content,2013-12-20 08:00:31,560890,,completed subcases content
8859711,coordination of application,2013-12-20 08:00:32,560890,,coordination of application
8859711,create subcases completeness,2013-12-20 08:00:33,560890,,create subcases completeness
8859711,creating cover letter decision,2013-12-20 08:00:34,560890,,creating cover letter decision
8859711,creating environmental permit decision,2013-12-20 08:00:35,560890,,creating environmental permit decision
8859711,decision date prior to decision,2013-12-20 08:00:36,560890,,decision date prior to decision
8859711,enter senddate decision,2013-12-20 08:00:37,560890,,enter senddate decision
8859711,enter senddate decision environmental permit,2013-12-20 08:00:38,560890,,enter senddate decision environmental permit
8859711,generating decision environmental permit,2013-12-20 08:00:39,560890,,generating decision environmental permit
8859711,grounds for refusal,2013-12-20 08:00:40,560890,,grounds for refusal
8859711,phase advice known,2013-12-20 08:00:41,560890,,phase advice known
8859711,phase application receptive,2013-12-20 08:00:42,560890,,phase application receptive
8859711,phase decision ready,2013-12-20 08:00:43,560890,,phase decision ready
8859711,phase decision sent,2013-12-20 08:00:44,560890,,phase decision sent
8859711,phase decision taken,2013-12-20 08:00:45,560890,,phase decision taken
8859711,procedure change,2013-12-20 08:00:46,560890,,procedure change
8859711,register objection and appeal periods,2013-12-20 08:00:48,560890,,register objection and appeal periods
8859711,request complete,2013-12-20 08:00:49,560890,,request complete
8859711,send letter in progress,2013-12-20 08:00:50,560890,,send letter in progress
8859711,set decision phase decision permitting decided,2013-12-20 08:00:51,560890,,set decision phase decision permitting decided
8859711,set decision status,2013-12-20 08:00:52,560890,,set decision status
8859711,start decision phase decision permitting sent,2013-12-20 08:00:53,560890,,start decision phase decision permitting sent
8859711,submit decision,2013-12-20 08:00:54,560890,,submit decision
8859711,suspension ground applicable,2013-12-20 08:00:55,560890,,suspension ground applicable
8859711,transcript decision environmental permit to stakeholders,2013-12-20 08:00:56,560890,,transcript decision environmental permit to stakeholders
8859711,treat subcases content,2013-12-20 08:00:57,560890,,treat subcases content
8860525,register submission date request,2013-11-27 08:00:27,560872,,register submission date request
8860525,send confirmation receipt_signed1,2013-11-27 08:00:27,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,OLO messaging active,2013-11-28 08:00:30,560872,,OLO messaging active
8860525,send confirmation receipt_signed1,2013-11-28 08:00:30,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,create procedure confirmation,2013-11-28 08:00:31,560872,,create procedure confirmation
8860525,create publication document,2013-11-28 08:00:32,560872,,create publication document
8860525,send confirmation receipt_signed1,2013-11-28 08:00:32,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,forward to the competent authority,2013-11-28 08:00:33,560872,,forward to the competent authority
8860525,phase application received,2013-11-28 08:00:34,560872,,phase application received
8860525,send confirmation receipt_signed2,2013-11-28 08:00:34,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,registration date publication,2013-11-28 08:00:35,560872,,registration date publication
8860525,regular procedure without MER,2013-11-28 08:00:36,560872,,regular procedure without MER
8860525,send confirmation receipt,2013-11-28 08:00:37,560872,,send confirmation receipt
8860525,send confirmation receipt_signed1,2013-11-28 08:00:38,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,start WABOprocedure,2013-11-28 08:00:39,560872,,start WABOprocedure
8860525,enter senddate acknowledgement,2013-11-29 08:00:03,560872,,enter senddate acknowledgement
8860525,send confirmation receipt_signed1,2013-11-29 08:00:03,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,create letter requesting missing data,2013-12-02 08:00:21,2670601,,create letter requesting missing data
8860525,send confirmation receipt_signed1,2013-12-02 08:00:21,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,create subcases completeness,2013-12-02 08:00:22,2670601,,create subcases completeness
8860525,phase asked additional information,2013-12-02 08:00:23,2670601,,phase asked additional information
8860525,send confirmation receipt_signed2,2013-12-02 08:00:23,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,procedure change,2013-12-02 08:00:24,2670601,,procedure change
8860525,request complete,2013-12-02 08:00:25,2670601,,request complete
8860525,retrieve missing data,2013-12-02 08:00:26,2670601,,retrieve missing data
8860525,send confirmation receipt_signed1,2013-12-02 08:00:26,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,term for supplying missing data,2013-12-02 08:00:27,2670601,,term for supplying missing data
8860525,send confirmation receipt_signed2,2013-12-02 08:00:28,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,create cover letter extend procedure term,2014-01-15 08:00:01,2670601,,create cover letter extend procedure term
8860525,send confirmation receipt_signed1,2014-01-15 08:00:01,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,create decision procedure term extension,2014-01-15 08:00:02,2670601,,create decision procedure term extension
8860525,creating decision procedure term extension,2014-01-15 08:00:03,2670601,,creating decision procedure term extension
8860525,send confirmation receipt_signed2,2014-01-15 08:00:03,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,decision date prior to decision,2014-01-15 08:00:04,2670601,,decision date prior to decision
8860525,enter receipt of additional data,2014-01-15 08:00:05,2670601,,enter receipt of additional data
8860525,send confirmation receipt_signed1,2014-01-15 08:00:05,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,enter senddate procedure term extension,2014-01-15 08:00:06,2670601,,enter senddate procedure term extension
8860525,enter senddate procedure term extension,2014-01-15 08:00:07,2670601,,enter senddate procedure term extension
8860525,send confirmation receipt_signed1,2014-01-15 08:00:07,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,extend procedure term,2014-01-15 08:00:08,2670601,,extend procedure term
8860525,phase additional information received,2014-01-15 08:00:09,2670601,,phase additional information received
8860525,send confirmation receipt_signed2,2014-01-15 08:00:09,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,phase procedure extended,2014-01-15 08:00:10,2670601,,phase procedure extended
8860525,receive additional information,2014-01-15 08:00:11,2670601,,receive additional information
8860525,send confirmation receipt_signed2,2014-01-15 08:00:11,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,register number of days extension period,2014-01-15 08:00:12,2670601,,register number of days extension period
8860525,set decision status,2014-01-15 08:00:13,2670601,,set decision status
8860525,send confirmation receipt_signed1,2014-01-15 08:00:13,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,enter date decision procedure term extension,2014-01-16 08:00:10,2670601,,enter date decision procedure term extension
8860525,send confirmation receipt_signed1,2014-01-16 08:00:10,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,enter senddate decision procedure term extension,2014-01-16 08:00:11,2670601,,enter senddate decision procedure term extension
8860525,start decision phase extension granted,2014-01-16 08:00:12,2670601,,start decision phase extension granted
8860525,send confirmation receipt_signed1,2014-01-16 08:00:12,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,start decision phase extension granted,2014-01-16 08:00:13,2670601,,start decision phase extension granted
8860525,MER present in supplement,2014-03-24 08:00:07,560872,,MER present in supplement
8860525,send confirmation receipt_signed1,2014-03-24 08:00:07,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,send confirmation receipt additional data,2014-03-24 08:00:08,560872,,send confirmation receipt additional data
8860525,ask stakeholders views,2014-04-14 07:00:01,2670601,,ask stakeholders views
8860525,send confirmation receipt_signed1,2014-04-14 07:00:01,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,assessment of content completed,2014-04-14 07:00:02,2670601,,assessment of content completed
8860525,by law,2014-04-14 07:00:03,2670601,,by law
8860525,send confirmation receipt_signed2,2014-04-14 07:00:03,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,completed subcases content,2014-04-14 07:00:04,2670601,,completed subcases content
8860525,coordination of application,2014-04-14 07:00:05,2670601,,coordination of application
8860525,send confirmation receipt_signed2,2014-04-14 07:00:05,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,creating environmental permit decision,2014-04-14 07:00:06,2670601,,creating environmental permit decision
8860525,decision date prior to decision,2014-04-14 07:00:07,2670601,,decision date prior to decision
8860525,send confirmation receipt_signed1,2014-04-14 07:00:07,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,generating decision environmental permit,2014-04-14 07:00:08,2670601,,generating decision environmental permit
8860525,grounds for refusal,2014-04-14 07:00:09,2670601,,grounds for refusal
