Case,Timestamp,Resource,Activity,Activity_fixed,label
3886319,2011-10-05 07:00:04,560872,registration date publication,registration date publication,
3886319,2011-10-07 16:53:33,560894,request complete,request complete,
3886319,2011-10-07 16:54:03,560894,phase advice known,phase advice known,
3886319,2011-10-07 16:54:05,560894,grounds for refusal,grounds for refusal,
3886319,2011-10-07 16:56:45,560894,phase concept draft decision ready,phase concept draft decision ready,
3886319,2011-10-07 16:57:30,560894,publish official draft decision,publish official draft decision,
3886319,2011-10-10 07:00:01,560894,entering senddate draft decision environmental permit,entering senddate draft decision environmental permit,
3886319,2011-10-12 07:00:06,560894,date draft decision for inspection,date decision for inspection,
3886319,2011-10-12 07:00:07,560894,publication date draft decision,publication date draft decision,
3886319,2011-12-02 18:08:59,560894,suspension ground applicable,suspension ground applicable,
3886319,2011-12-05 08:00:01,560894,register date environmental permit decision,register date environmental permit decision,
3888328,2011-09-26 17:51:18,560872,send confirmation receipt,send confirmation receipt,
3888328,2011-09-26 17:51:26,560872,send procedure confirmation,send procedure confirmation,
3888328,2011-10-04 07:00:07,560894,enter date advice on treatment of environmental permit,enter date advice on treatment of environmental permit,
3888328,2011-10-05 07:00:06,560872,registration date publication,registration date publication,
3888328,2011-10-12 07:00:08,560894,date draft decision for inspection,date decision for inspection,
3888328,2011-10-12 07:00:09,560894,publication date draft decision,publication date draft decision,
3888328,2011-10-17 18:38:28,560894,request complete,request complete,
3888328,2011-10-17 18:38:32,560894,send procedure confirmation,send procedure confirmation,
3888328,2011-10-17 18:40:27,560894,phase advice known,phase advice known,
3888328,2011-10-17 18:40:33,560894,grounds for refusal,grounds for refusal,
3888328,2011-10-17 18:40:35,560894,phase concept draft decision ready,phase concept draft decision ready,
3888328,2011-10-17 18:40:54,560894,enter date draft decisionenvironmental permit,enter date draft decisionenvironmental permit,
3888328,2011-10-17 18:41:45,560894,publish official draft decision,publish official draft decision,
3888328,2011-10-17 18:41:47,560894,send design decision to stakeholders,send design decision to stakeholders,
3888328,2011-12-02 19:08:01,560894,suspension ground applicable,suspension ground applicable,
3888328,2011-12-05 08:00:02,560894,enter senddate decision environmental permit,enter senddate decision environmental permit,
3888328,2011-12-05 08:00:03,560894,register date environmental permit decision,register date environmental permit decision,
3905172,2011-09-27 07:00:02,560872,register submission date request,register submission date request,
3905172,2011-09-29 16:55:52,560872,send confirmation receipt,send confirmation receipt,
3905172,2011-09-29 16:56:02,560872,send procedure confirmation,send procedure confirmation,
3905172,2011-10-10 19:51:53,560872,request complete,request complete,
3905172,2011-10-10 19:52:16,560872,phase advice known,phase advice known,
3905172,2011-10-10 19:52:17,560872,grounds for refusal,grounds for refusal,
3905172,2011-10-10 19:52:41,560872,creating environmental permit decision,creating environmental permit decision,
3905172,2011-10-11 07:00:01,560872,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
3905172,2011-10-12 07:00:10,560872,registration date publication,registration date publication,
3905172,2011-10-17 07:00:04,560872,enter senddate decision environmental permit,enter senddate decision environmental permit,
3905172,2011-10-19 07:00:13,560872,enter date publication decision environmental permit,enter date publication decision environmental permit,
3906593,2011-09-28 07:00:13,560872,register submission date request,register submission date request,
3906593,2011-09-29 19:23:36,560872,send confirmation receipt,send confirmation receipt,
3906593,2011-09-29 19:23:44,560872,send procedure confirmation,send procedure confirmation,
3906593,2011-10-12 07:00:11,560872,registration date publication,registration date publication,
3906593,2012-01-05 23:33:35,2670601,request complete,request complete,
3906593,2012-01-05 23:33:49,2670601,phase advice known,phase advice known,
3906593,2012-01-06 00:03:15,2670601,creating environmental permit decision,creating environmental permit decision,
3906593,2012-01-06 00:41:56,2670601,register date environmental permit decision,register date environmental permit decision,
3912651,2011-09-27 07:00:03,560872,register submission date request,register submission date request,
3912651,2011-09-30 18:13:20,560872,send confirmation receipt,send confirmation receipt,
3912651,2011-09-30 18:13:48,560872,send procedure confirmation,send procedure confirmation,
3912651,2011-10-12 07:00:12,560872,registration date publication,registration date publication,
3912651,2011-11-03 08:00:03,3273854,enter receipt of additional data,enter receipt of additional data,
3912651,2011-11-11 19:07:06,3273854,request complete,request complete,
3912651,2011-11-11 19:08:30,3273854,send procedure confirmation,send procedure confirmation,
3912651,2011-11-11 19:08:46,3273854,phase advice known,phase advice known,
3912651,2011-11-11 19:11:14,3273854,grounds for refusal,grounds for refusal,
3912651,2011-11-16 22:49:43,560894,phase concept draft decision ready,phase concept draft decision ready,
3912651,2011-11-16 22:50:18,560894,open draft decision for inspection,open draft decision for inspection,
3912651,2011-11-16 22:50:40,560894,publish official draft decision,publish official draft decision,
3912651,2011-11-18 08:00:01,560894,enter date draft decisionenvironmental permit,enter date draft decisionenvironmental permit,
3912651,2011-11-18 08:00:02,560894,entering senddate draft decision environmental permit,entering senddate draft decision environmental permit,
3912651,2011-11-30 08:00:02,560894,publication date draft decision,publication date draft decision,
3912651,2012-01-20 08:00:01,560890,register date environmental permit decision,register date environmental permit decision,
3912651,2012-01-23 16:37:37,560890,suspension ground applicable,suspension ground applicable,
3912651,2012-01-23 16:38:08,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3912651,2012-02-01 08:00:01,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3917650,2011-10-03 18:41:10,560872,send confirmation receipt,send confirmation receipt,
3917650,2011-10-03 18:41:24,560872,send procedure confirmation,send procedure confirmation,
3917650,2011-10-12 07:00:13,560872,registration date publication,registration date publication,
3917650,2011-11-28 08:00:01,2670601,register date environmental permit decision,register date environmental permit decision,
3917650,2011-11-29 18:55:31,2670601,request complete,request complete,
3917650,2011-11-29 18:56:12,2670601,phase advice known,phase advice known,
3917650,2011-11-29 18:56:35,2670601,creating environmental permit decision,creating environmental permit decision,
3917650,2011-12-07 08:00:01,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3933818,2011-10-04 07:00:09,560872,register submission date request,register submission date request,
3933818,2011-11-24 19:40:26,3273854,completed subcases content,completed subcases content,
3933818,2011-11-24 19:40:27,3273854,extend procedure term,extend procedure term,
3933818,2011-11-24 19:40:28,3273854,forward to the competent authority,forward to the competent authority,
3933818,2011-11-24 19:40:29,3273854,inform BAG administrator,inform BAG administrator,
3933818,2011-11-24 19:40:30,3273854,no permit needed or only notification needed,no permit needed or only notification needed,
3933818,2011-11-24 19:40:31,3273854,phase application received,phase application received,
3933818,2011-11-24 19:40:32,3273854,phase application receptive,phase application receptive,
3933818,2011-11-24 19:40:33,3273854,procedure change,procedure change,
3933818,2011-11-24 19:40:34,3273854,procedure change,procedure change,
3933818,2011-11-24 19:40:35,3273854,registration date publication,registration date publication,
3933818,2011-11-24 19:40:36,3273854,regular procedure without MER,regular procedure without MER,
3933818,2011-11-24 19:40:37,3273854,request complete,request complete,
3933818,2011-11-24 19:40:38,3273854,send confirmation receipt,send confirmation receipt,
3933818,2011-11-24 19:40:39,3273854,send confirmation receipt,send confirmation receipt,
3933818,2011-11-24 19:40:40,3273854,send letter in progress,send letter in progress,
3933818,2011-11-24 19:40:41,3273854,send procedure confirmation,send procedure confirmation,
3933818,2011-11-24 19:40:42,3273854,subcases completeness completed,subcases completeness completed,
3933818,2011-11-24 19:40:43,3273854,suspend term,suspend term,
3933818,2011-11-24 19:40:44,3273854,treat subcases completeness,treat subcases completeness,
3933818,2011-11-24 19:40:45,3273854,treat subcases content,treat subcases content,
3933818,2011-11-24 19:40:46,3273854,terminate on request,terminate on request,
3933818,2011-11-24 19:40:47,3273854,article 34  WABO applies,article 34  WABO applies,
3933818,2011-11-24 19:40:48,3273854,environmental permit irrevocable,environmental permit irrevocable,
3933818,2011-11-24 19:40:49,3273854,determine cause for suspension article 34 WABO,determine cause for suspension article 34 WABO,
3933818,2011-11-24 19:40:50,3273854,assessment of content completed,assessment of content completed,
3933818,2011-11-24 19:40:51,3273854,phase advice known,phase advice known,
3933818,2011-11-24 19:40:52,3273854,grounds for refusal,grounds for refusal,
3933818,2011-11-24 19:40:53,3273854,ask stakeholders views,ask stakeholders views,
3933818,2011-11-24 19:40:54,3273854,suspension ground applicable,suspension ground applicable,
3933818,2011-11-24 19:40:55,3273854,by law,by law,
3933818,2011-11-24 19:40:56,3273854,creating environmental permit decision,creating environmental permit decision,
3933818,2011-11-28 08:00:02,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3933818,2011-12-07 08:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3934376,2011-10-05 07:00:07,560872,register submission date request,register submission date request,
3934376,2011-10-06 20:07:19,560872,send confirmation receipt,send confirmation receipt,
3934376,2011-10-06 20:07:44,560872,send procedure confirmation,send procedure confirmation,
3934376,2011-10-14 07:00:01,560894,enter senddate retrieve missing data,enter senddate retrieve missing data,
3934376,2011-10-19 07:00:14,560872,registration date publication,registration date publication,
3934376,2011-10-28 19:24:20,560894,keep permanently suspended,keep permanently suspended,
3934376,2011-10-28 19:24:22,560894,enter date decision permanent suspension,enter senddate decision permanent suspension,
3934376,2011-10-28 19:24:46,560894,objection to permanent suspension received,objection to permanent suspension received,
3934376,2011-10-31 08:00:01,560894,enter senddate decision permanent suspension,enter senddate decision permanent suspension,
3936846,2011-10-04 07:00:10,560925,register submission date request,register submission date request,
3936846,2011-10-10 16:33:26,560925,send confirmation receipt,send confirmation receipt,
3936846,2011-10-10 16:33:37,560925,send procedure confirmation,send procedure confirmation,
3936846,2011-10-19 07:00:15,560925,registration date publication,registration date publication,
3936846,2011-10-24 22:46:44,3273854,treat subcases completeness,treat subcases completeness,
3936846,2011-10-24 22:46:45,3273854,procedure change,procedure change,
3936846,2011-10-24 22:46:47,3273854,request complete,request complete,
3936846,2011-10-24 22:46:48,3273854,send letter in progress,send letter in progress,
3936846,2011-10-24 22:46:49,3273854,treat subcases content,treat subcases content,
3936846,2011-10-24 22:46:50,3273854,completed subcases content,completed subcases content,
3936846,2011-10-24 22:46:51,3273854,procedure change,procedure change,
3936846,2011-10-24 22:46:52,3273854,article 34  WABO applies,article 34  WABO applies,
3936846,2011-10-24 22:46:53,3273854,assessment of content completed,assessment of content completed,
3936846,2011-10-24 22:46:54,3273854,phase advice known,phase advice known,
3936846,2011-10-24 22:46:55,3273854,ask stakeholders views,ask stakeholders views,
3936846,2011-10-24 22:46:56,3273854,grounds for refusal,grounds for refusal,
3936846,2011-10-24 22:46:57,3273854,by law,by law,
3936846,2011-10-24 22:46:58,3273854,suspension ground applicable,suspension ground applicable,
3936846,2011-10-24 22:46:59,3273854,creating environmental permit decision,creating environmental permit decision,
3936846,2011-10-31 08:00:02,560890,register date environmental permit decision,register date environmental permit decision,
3936846,2011-11-01 08:00:01,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3936846,2011-11-09 08:00:03,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3946917,2011-10-11 21:18:41,560925,send confirmation receipt,send confirmation receipt,
3946917,2011-10-11 21:18:55,560925,send procedure confirmation,send procedure confirmation,
3946917,2011-10-26 07:00:03,560925,registration date publication,registration date publication,
3956795,2011-10-11 07:00:02,560925,register submission date request,register submission date request,
3956795,2011-10-13 19:56:32,560925,send confirmation receipt,send confirmation receipt,
3956795,2011-10-13 19:56:39,560925,send procedure confirmation,send procedure confirmation,
3956795,2011-10-26 07:00:04,560925,registration date publication,registration date publication,
3956795,2011-11-08 01:27:42,3273854,request complete,request complete,
3956795,2011-11-08 01:27:53,3273854,assessment of content completed,assessment of content completed,
3956795,2011-11-08 01:27:54,3273854,phase advice known,phase advice known,
3956795,2011-11-08 01:27:55,3273854,ask stakeholders views,ask stakeholders views,
3956795,2011-11-08 01:27:56,3273854,grounds for refusal,grounds for refusal,
3956795,2011-11-08 01:27:57,3273854,suspension ground applicable,suspension ground applicable,
3956795,2011-11-08 01:27:58,3273854,by law,by law,
3956795,2011-11-08 01:27:59,3273854,creating environmental permit decision,creating environmental permit decision,
3956795,2011-12-05 08:00:04,560890,register date environmental permit decision,register date environmental permit decision,
3956795,2011-12-05 18:33:17,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3956795,2011-12-14 08:00:01,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3959188,2011-10-10 07:00:02,560872,register submission date request,register submission date request,
3959188,2011-10-13 21:12:11,560872,send confirmation receipt,send confirmation receipt,
3959188,2011-10-13 21:12:33,560872,send procedure confirmation,send procedure confirmation,
3959188,2011-10-26 07:00:05,560872,registration date publication,registration date publication,
3959188,2011-11-10 23:40:10,2670601,request complete,request complete,
3959188,2011-11-30 00:09:41,2670601,phase advice known,phase advice known,
3959188,2011-11-30 00:09:42,2670601,grounds for refusal,grounds for refusal,
3959188,2011-11-30 00:09:46,2670601,creating environmental permit decision,creating environmental permit decision,
3959188,2011-12-02 19:11:16,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3959188,2011-12-14 08:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3961131,2011-10-11 07:00:03,560872,register submission date request,register submission date request,
3961131,2011-10-13 22:13:04,560872,send procedure confirmation,send procedure confirmation,
3961131,2011-10-14 07:00:02,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3961131,2011-10-26 07:00:06,560872,registration date publication,registration date publication,
3961131,2011-11-07 23:11:25,560894,register deadline,register deadline,
3971688,2011-10-11 07:00:04,560872,register submission date request,register submission date request,
3971688,2011-10-17 22:26:47,560872,phase application received,phase application received,
3971688,2011-10-17 22:26:48,560872,regular procedure without MER,regular procedure without MER,
3971688,2011-10-17 22:26:49,560872,send confirmation receipt,send confirmation receipt,
3971688,2011-10-17 22:26:50,560872,send confirmation receipt,send confirmation receipt,
3971688,2011-10-17 22:26:51,560872,send procedure confirmation,send procedure confirmation,
3971688,2011-10-18 07:00:02,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3971688,2011-10-18 07:00:03,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
3971688,2011-10-26 07:00:07,560872,registration date publication,registration date publication,
3971688,2011-12-05 08:00:05,3273854,enter date decision procedure term extension,enter senddate decision procedure term extension,
3971688,2011-12-05 08:00:06,3273854,enter senddate decision procedure term extension,enter senddate decision procedure term extension,
3971688,2011-12-16 20:27:08,3273854,register number of days extension period,register number of days extension period,
3971688,2011-12-16 20:27:37,3273854,request complete,request complete,
3971688,2011-12-16 20:27:38,3273854,send letter in progress,send letter in progress,
3971688,2011-12-16 20:27:39,3273854,treat subcases content,treat subcases content,
3971688,2011-12-16 20:27:44,3273854,assessment of content completed,assessment of content completed,
3971688,2011-12-16 20:27:45,3273854,phase advice known,phase advice known,
3971688,2011-12-16 20:27:46,3273854,grounds for refusal,grounds for refusal,
3971688,2011-12-16 20:27:47,3273854,ask stakeholders views,ask stakeholders views,
3971688,2011-12-16 20:27:48,3273854,suspension ground applicable,suspension ground applicable,
3971688,2011-12-16 20:27:49,3273854,by law,by law,
3971688,2011-12-16 20:27:50,3273854,creating environmental permit decision,creating environmental permit decision,
3971688,2011-12-19 20:17:11,560894,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3971688,2011-12-22 08:00:02,560894,register date environmental permit decision,register date environmental permit decision,
3971688,2011-12-23 08:00:02,560894,enter date publication decision environmental permit,enter date publication decision environmental permit,
3983056,2011-10-14 07:00:03,560872,register submission date request,register submission date request,
3983056,2011-10-20 16:41:09,560872,send confirmation receipt,send confirmation receipt,
3983056,2011-10-20 16:41:24,560872,send procedure confirmation,send procedure confirmation,
3983056,2011-11-02 08:00:06,560872,registration date publication,registration date publication,
3983056,2011-12-02 19:29:25,2670601,register number of days extension period,register number of days extension period,
3983056,2011-12-02 19:32:43,2670601,enter date decision procedure term extension,enter senddate decision procedure term extension,
3983056,2011-12-02 19:32:51,2670601,enter senddate decision procedure term extension,enter senddate decision procedure term extension,
3983056,2012-01-17 19:19:52,2670601,request complete,request complete,
3983056,2012-01-17 19:20:05,2670601,grounds for refusal,grounds for refusal,
3983056,2012-01-17 19:20:06,2670601,phase advice known,phase advice known,
3983056,2012-01-17 19:20:07,2670601,ask stakeholders views,ask stakeholders views,
3983056,2012-01-17 19:20:08,2670601,suspension ground applicable,suspension ground applicable,
3983056,2012-01-17 19:20:09,2670601,by law,by law,
3983056,2012-01-17 19:20:10,2670601,creating environmental permit decision,creating environmental permit decision,
3983056,2012-01-20 08:00:02,560872,enter senddate request termination,enter senddate request termination,
3983056,2012-01-23 22:44:58,560872,register deadline,register deadline,
3985429,2011-10-05 07:00:08,560872,register submission date request,register submission date request,
3985429,2011-10-20 20:10:20,560872,send confirmation receipt,send confirmation receipt,
3985429,2011-10-20 20:11:25,560872,send procedure confirmation,send procedure confirmation,
3985429,2011-11-02 08:00:07,560872,registration date publication,registration date publication,
3985429,2012-06-12 16:18:54,560890,request complete,request complete,
3985429,2012-06-12 16:20:17,560890,phase advice known,phase advice known,
3985429,2012-06-12 16:29:31,560890,phase concept draft decision ready,phase concept draft decision ready,
3985429,2012-06-12 16:29:35,560890,enter date draft decisionenvironmental permit,enter date draft decisionenvironmental permit,
3985429,2012-06-12 16:30:39,560890,send design decision to stakeholders,send design decision to stakeholders,
3985429,2012-06-12 16:31:08,560890,final VVGB applications,final VVGB applications,
3985429,2012-06-12 16:31:11,560890,register date environmental permit decision,register date environmental permit decision,
3985429,2012-06-12 16:31:16,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3987090,2011-10-17 07:00:05,560872,register submission date request,register submission date request,
3987090,2011-10-21 07:00:02,560872,enter senddate acknowledgement,enter senddate acknowledgement,
3987090,2011-10-21 07:00:03,560872,enter senddate procedure confirmation,enter senddate procedure confirmation,
3987090,2011-11-02 08:00:08,560872,registration date publication,registration date publication,
3989495,2011-10-17 07:00:06,560872,register submission date request,register submission date request,
3989495,2011-10-21 16:27:30,560872,send confirmation receipt,send confirmation receipt,
3989495,2011-10-21 16:27:43,560872,send procedure confirmation,send procedure confirmation,
3989495,2011-11-02 08:00:09,560872,registration date publication,registration date publication,
3989495,2011-12-09 19:55:46,2670601,phase advice known,phase advice known,
3989495,2011-12-09 19:55:59,2670601,creating environmental permit decision,creating environmental permit decision,
3989495,2011-12-09 20:52:11,2670601,register date environmental permit decision,register date environmental permit decision,
3989495,2011-12-09 20:52:12,2670601,phase decision taken,phase decision taken,
3989495,2011-12-09 20:55:08,2670601,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3990464,2011-10-20 07:00:02,560872,register submission date request,register submission date request,
3990464,2011-11-04 08:00:01,3273854,enter senddate retrieve missing data,enter senddate retrieve missing data,
3990464,2011-11-07 18:31:54,3273854,WAW permit aspect,WAW permit aspect,
3990464,2011-11-07 18:31:55,3273854,activities regular procedure,activities regular procedure,
3990464,2011-11-07 18:31:56,3273854,applicant is stakeholder,applicant is stakeholder,
3990464,2011-11-07 18:31:57,3273854,first or second phase,first or second phase,
3990464,2011-11-07 18:31:58,3273854,first phase affected,first phase affected,
3990464,2011-11-07 18:31:59,3273854,forward to the competent authority,forward to the competent authority,
3990464,2011-11-07 18:32:00,3273854,inform BAG administrator,inform BAG administrator,
3990464,2011-11-07 18:32:01,3273854,no permit needed or only notification needed,no permit needed or only notification needed,
3990464,2011-11-07 18:32:02,3273854,phased application,phased application,
3990464,2011-11-07 18:32:03,3273854,publish,publish,
3990464,2011-11-07 18:32:04,3273854,regular procedure without MER,regular procedure without MER,
3990464,2011-11-07 18:32:05,3273854,send confirmation receipt,send confirmation receipt,
3990464,2011-11-07 18:32:06,3273854,send confirmation receipt,send confirmation receipt,
3990464,2011-11-07 18:32:07,3273854,send procedure confirmation,send procedure confirmation,
3990464,2011-11-07 18:32:08,3273854,subcases completeness completed,subcases completeness completed,
3990464,2011-11-07 18:32:09,3273854,term 14 or 26 weeks,term 14 or 26 weeks,
3990464,2011-11-07 18:32:10,3273854,treat subcases completeness,treat subcases completeness,
3990464,2011-11-07 18:32:11,3273854,terminate on request,terminate on request,
3990464,2011-11-07 18:32:12,3273854,procedure change,procedure change,
3990464,2011-12-16 17:17:46,3273854,treat subcases completeness,treat subcases completeness,
3990464,2011-12-16 17:17:52,3273854,request complete,request complete,
3995764,2011-10-21 07:00:04,560872,register submission date request,register submission date request,
3995764,2011-10-24 16:31:48,560872,send confirmation receipt,send confirmation receipt,
3995764,2011-10-24 16:32:21,560872,send procedure confirmation,send procedure confirmation,
3995764,2011-10-24 18:58:12,3273854,request complete,request complete,
3995764,2011-10-24 18:58:13,3273854,send letter in progress,send letter in progress,
3995764,2011-10-24 18:58:14,3273854,treat subcases content,treat subcases content,
3995764,2011-10-24 18:58:15,3273854,completed subcases content,completed subcases content,
3995764,2011-10-24 18:58:21,3273854,assessment of content completed,assessment of content completed,
3995764,2011-10-24 18:58:22,3273854,phase advice known,phase advice known,
3995764,2011-10-28 07:00:03,560890,register date environmental permit decision,register date environmental permit decision,
3995764,2011-10-28 16:22:14,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
3995764,2011-11-02 08:00:10,560872,registration date publication,registration date publication,
3995764,2011-11-09 08:00:05,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3998742,2011-10-21 07:00:05,560872,register submission date request,register submission date request,
3998742,2011-10-24 19:21:34,560872,send confirmation receipt,send confirmation receipt,
3998742,2011-10-24 19:21:43,560872,send procedure confirmation,send procedure confirmation,
3998742,2011-11-02 08:00:11,560872,registration date publication,registration date publication,
3998742,2011-11-22 22:13:33,3273854,retrieve missing data,retrieve missing data,
3998742,2011-12-13 20:31:06,3273854,request complete,request complete,
3998742,2011-12-13 20:31:07,3273854,send letter in progress,send letter in progress,
3998742,2011-12-13 20:31:08,3273854,completed subcases content,completed subcases content,
3998742,2011-12-13 20:31:09,3273854,treat subcases content,treat subcases content,
3998742,2011-12-13 20:31:10,3273854,procedure change,procedure change,
3998742,2011-12-13 20:31:12,3273854,assessment of content completed,assessment of content completed,
3998742,2011-12-13 20:31:13,3273854,phase advice known,phase advice known,
3998742,2011-12-13 20:31:14,3273854,grounds for refusal,grounds for refusal,
3998742,2011-12-13 20:31:15,3273854,ask stakeholders views,ask stakeholders views,
3998742,2011-12-13 20:31:16,3273854,suspension ground applicable,suspension ground applicable,
3998742,2011-12-13 20:31:17,3273854,by law,by law,
3998742,2011-12-13 20:31:18,3273854,creating environmental permit decision,creating environmental permit decision,
3998742,2011-12-22 08:00:03,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
3998742,2011-12-22 08:00:04,560890,register date environmental permit decision,register date environmental permit decision,
3998742,2011-12-28 08:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
3999520,2011-10-24 21:12:45,560872,send confirmation receipt,send confirmation receipt,
3999520,2011-10-24 21:12:52,560872,send procedure confirmation,send procedure confirmation,
3999520,2011-11-02 08:00:12,560872,registration date publication,registration date publication,
3999520,2011-12-07 08:00:03,2670601,enter date decision procedure term extension,enter senddate decision procedure term extension,
3999520,2011-12-07 08:00:04,2670601,enter senddate decision procedure term extension,enter senddate decision procedure term extension,
3999520,2011-12-08 01:23:11,2670601,register number of days extension period,register number of days extension period,
3999520,2012-01-19 22:31:53,2670601,request complete,request complete,
3999520,2012-01-19 22:34:33,2670601,phase advice known,phase advice known,
3999520,2012-01-19 22:34:40,2670601,creating environmental permit decision,creating environmental permit decision,
3999520,2012-01-26 08:00:01,560890,register date environmental permit decision,register date environmental permit decision,
3999520,2012-02-01 08:00:02,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4000849,2011-10-05 07:00:09,560872,register submission date request,register submission date request,
4000849,2011-10-11 07:00:05,560894,enter date termination request received,enter date termination request received,
4000849,2011-10-24 21:56:50,560872,send procedure confirmation,send procedure confirmation,
4000849,2011-10-25 07:00:08,560894,enter senddate request termination,enter senddate request termination,
4000849,2011-10-25 07:00:09,560894,register deadline,register deadline,
4018622,2011-10-24 07:00:01,560872,register submission date request,register submission date request,
4018622,2011-10-28 17:47:06,560872,send confirmation receipt,send confirmation receipt,
4018622,2011-10-28 17:47:16,560872,send procedure confirmation,send procedure confirmation,
4018622,2011-11-09 08:00:06,560872,registration date publication,registration date publication,
4018622,2011-11-24 23:15:42,3273854,request complete,request complete,
4018622,2011-11-24 23:15:43,3273854,send letter in progress,send letter in progress,
4018622,2011-11-24 23:15:44,3273854,treat subcases content,treat subcases content,
4018622,2011-11-24 23:15:45,3273854,completed subcases content,completed subcases content,
4018622,2011-11-24 23:15:46,3273854,procedure change,procedure change,
4018622,2011-11-24 23:15:55,3273854,phase advice known,phase advice known,
4018622,2011-11-24 23:16:02,3273854,creating environmental permit decision,creating environmental permit decision,
4018622,2011-12-01 08:00:03,560890,enter senddate decision environmental permit,enter senddate decision environmental permit,
4018622,2011-12-01 08:00:04,560890,register date environmental permit decision,register date environmental permit decision,
4018622,2011-12-07 08:00:06,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4023204,2011-10-24 07:00:03,560872,register submission date request,register submission date request,
4023204,2011-10-31 17:10:37,560872,send confirmation receipt,send confirmation receipt,
4023204,2011-10-31 17:10:53,560872,send procedure confirmation,send procedure confirmation,
4023204,2011-11-09 08:00:08,560872,registration date publication,registration date publication,
4023204,2011-11-15 22:29:27,2670601,request complete,request complete,
4023204,2011-11-15 22:29:46,2670601,phase advice known,phase advice known,
4023204,2011-11-24 08:00:01,560890,register date environmental permit decision,register date environmental permit decision,
4023204,2011-11-30 08:00:03,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4029139,2011-10-25 07:00:12,560872,register submission date request,register submission date request,
4029139,2011-10-31 21:41:36,560872,send confirmation receipt,send confirmation receipt,
4029139,2011-10-31 21:42:12,560872,send procedure confirmation,send procedure confirmation,
4029139,2011-11-09 08:00:10,560872,registration date publication,registration date publication,
4029139,2011-12-15 00:36:29,2670601,request complete,request complete,
4029139,2011-12-15 00:36:42,2670601,phase advice known,phase advice known,
4029139,2011-12-19 18:43:42,2670601,creating environmental permit decision,creating environmental permit decision,
4029139,2011-12-19 19:31:53,560890,register date environmental permit decision,register date environmental permit decision,
4029139,2011-12-19 19:48:41,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
4029139,2011-12-28 08:00:03,560890,enter date publication decision environmental permit,enter date publication decision environmental permit,
4049993,2011-10-31 08:00:04,560872,register submission date request,register submission date request,
4049993,2011-11-03 20:11:05,560872,send confirmation receipt,send confirmation receipt,
4049993,2011-11-03 20:11:26,560872,send procedure confirmation,send procedure confirmation,
4049993,2011-11-16 08:00:01,560872,registration date publication,registration date publication,
4049993,2012-01-17 01:03:02,3273854,keep permanently suspended,keep permanently suspended,
4049993,2012-01-19 18:49:42,3273854,enter senddate decision permanent suspension,enter senddate decision permanent suspension,
4053702,2011-11-02 08:00:14,560872,register submission date request,register submission date request,
4053702,2011-11-03 22:46:33,560872,send confirmation receipt,send confirmation receipt,
4053702,2011-11-03 22:46:42,560872,send procedure confirmation,send procedure confirmation,
4053702,2011-11-04 18:14:10,3273854,send letter in progress,send letter in progress,
4053702,2011-11-04 18:14:11,3273854,treat subcases content,treat subcases content,
4053702,2011-11-04 18:14:12,3273854,completed subcases content,completed subcases content,
4053702,2011-11-04 18:14:16,3273854,phase advice known,phase advice known,
4053702,2011-11-04 18:14:17,3273854,grounds for refusal,grounds for refusal,
4053702,2011-11-04 18:14:18,3273854,ask stakeholders views,ask stakeholders views,
4053702,2011-11-04 18:14:19,3273854,suspension ground applicable,suspension ground applicable,
4053702,2011-11-04 18:14:20,3273854,by law,by law,
4053702,2011-11-04 18:14:21,3273854,creating environmental permit decision,creating environmental permit decision,
4053702,2011-11-04 18:38:34,560890,register date environmental permit decision,register date environmental permit decision,
4053702,2011-11-04 19:31:19,560890,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
