send confirmation receipt -> send confirmation receipt (frequency = 466, performance = 126.65)
create procedure confirmation -> creating environmental permit decision (frequency = 1, performance = 1.00)
create procedure confirmation -> enter enddate suspension art. 33 WABO (frequency = 1, performance = 2977547.00)
create procedure confirmation -> phase advice known (frequency = 1, performance = 4174264.00)
create procedure confirmation -> phased application (frequency = 1, performance = 1.00)
create procedure confirmation -> record date of decision environmental permit (frequency = 1, performance = 3325085.00)
create procedure confirmation -> send letter in progress (frequency = 1, performance = 1380638.00)
create procedure confirmation -> set decision phase decision permitting decided (frequency = 1, performance = 3769057.00)
create procedure confirmation -> set decision phase suspension decided (frequency = 1, performance = 305013.00)
create procedure confirmation -> start decision phase extension granted (frequency = 1, performance = 4540909.00)
create procedure confirmation -> treat subcases content (frequency = 1, performance = 3030695.00)
create procedure confirmatoin -> Send confirmation receipt (frequency = 1, performance = 7.00)
create procedure confirmaton -> Decision keep permanently suspended (frequency = 1, performance = 5958019.00)
create procedure onfirmation -> read field pnased application (frequency = 1, performance = 7.00)
create proceure confirmation -> Enter date advice on treatment of environmental permit (frequency = 1, performance = 4.00)
create publication document -> creating decision procedure term extension (frequency = 1, performance = 1.00)
create publication document -> enter date publication decision environmental permit (frequency = 1, performance = 2.00)
create publication document -> enter receipt of additional data (frequency = 1, performance = 1.00)
create publication document -> enter senddate acknowledgement (frequency = 1, performance = 1.00)
create publication document -> enter senddate decision (frequency = 1, performance = 2.00)
create publication document -> phase asked additional information (frequency = 1, performance = 1.00)
create publication document -> publish official draft decision (frequency = 1, performance = 1.00)
create publicwtion document -> article 34  WABO spplies (frequency = 1, performance = 950412.00)
create subcases completeness -> create subcases submit draft decision (frequency = 1, performance = 1.00)
create subcases completeness -> creating cover letter no permit required (frequency = 1, performance = 1.00)
create subcases completeness -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
create subcases completeness -> enter senddate decision suspension (frequency = 1, performance = 1.00)
create subcases completeness -> enter senddate retrieve missing data (frequency = 1, performance = 1.00)
create subcases completeness -> first phase affected (frequency = 1, performance = 1.00)
create subcases completeness -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
create subcases completeness -> initiative competent authority (frequency = 1, performance = 1.00)
create subcases completeness -> no permit needed or only notification needed (frequency = 1, performance = 1.00)
create subcases completeness -> phase application received (frequency = 1, performance = 2.00)
create subcases completeness -> phased application (frequency = 1, performance = 1.00)
create subcases completeness -> registration date publication (frequency = 1, performance = 1.00)
create subcases completeness -> set decision phase suspension decided (frequency = 1, performance = 1.00)
create subcases completfness -> register submission date request (frequency = 1, performance = 0.00)
create subcases content -> create subcases present decision (frequency = 1, performance = 1.00)
create subcases content -> creating decision procedure term extension (frequency = 1, performance = 1.00)
create subcases content -> enrich draft decision (frequency = 1, performance = 1.00)
create subcases content -> treat subcases content (frequency = 1, performance = 1.00)
create subcases present decision -> decision date prior to decision (frequency = 1, performance = 1.00)
create subcases submit draft decision -> creating cover letter decision (frequency = 1, performance = 1.00)
create subcasesc ontent -> generate draft decision environmenal permit (frequency = 1, performance = 1.00)
create subcasew completeness -> read publication date filed (frequency = 1, performance = 7257544.00)
create suspension competent authority -> date continuation term to decision (frequency = 1, performance = 1.00)
creatign environmental permit decision -> register submission date request (frequency = 1, performance = 0.00)
creatin gcover letter decision -> Record date of decision environmental permit (frequency = 1, performance = 5.00)
creatin genvironmental permit decision -> register submission date request (frequency = 1, performance = 0.00)
creating cover leter decision -> register submission date request (frequency = 1, performance = 0.00)
creating cover lette rdecision -> Enter senddate decision environmental permit (frequency = 1, performance = 4.00)
creating cover letteNr decision -> OLO messaging active (frequency = 1, performance = 0.00)
creating cover letter dcision -> register submission date request (frequency = 1, performance = 0.00)
creating cover letter decision -> creating decision procedure term extension (frequency = 1, performance = 1.00)
creating cover letter decision -> creating decision suspension art. 33 WABO (frequency = 1, performance = 1.00)
creating cover letter decision -> date continuation term to decision (frequency = 1, performance = 1.00)
creating cover letter decision -> phase decision sent (frequency = 1, performance = 2.00)
creating cover letter decision -> register objection and appeal periods (frequency = 1, performance = 1.00)
creating cover letter no permit required -> decision date prior to decision (frequency = 1, performance = 1.00)
creating cover lettxer decision -> set decision phase decision prmitting decided (frequency = 1, performance = 431985.00)
creating cover lftter decision -> phase decisions ent (frequency = 1, performance = 4.00)
creating cover tletter decision -> register submission date request (frequency = 1, performance = 0.00)
creating decision permanently suspended -> creating decision procedure term extension (frequency = 1, performance = 1.00)
creating decision permanently suspended -> decision keep permanently suspended (frequency = 1, performance = 2.00)
creating decision permanently suspended -> enter senddate decision permanent suspension (frequency = 1, performance = 417235.00)
creating decision procedure term extension -> decision procedure term extension (frequency = 1, performance = 1.00)
creating decision suspension art. 33 WABO -> decision date prior to decision (frequency = 1, performance = 2.00)
creating environmegtal permit decision -> enter enddate of susension (frequency = 1, performance = 3.00)
creating environmental permit deciRsion -> register submission date request (frequency = 1, performance = 0.00)
creating environmental permit decision -> date decision for inspection (frequency = 1, performance = 1.00)
creating environmental permit decision -> decided on draft decision environmental permit (frequency = 1, performance = 1.00)
creating environmental permit decision -> enrich draft decision (frequency = 1, performance = 2.00)
creating environmental permit decision -> enter date decision suspension (frequency = 1, performance = 1.00)
creating environmental permit decision -> enter publication date draft decision (frequency = 1, performance = 2.00)
creating environmental permit decision -> enter senddate procedure confirmation (frequency = 1, performance = 44450.00)
creating environmental permit decision -> enter senddate request termination (frequency = 1, performance = 218392.00)
creating environmental permit decision -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
creating environmental permit decision -> perspective on draft decision environmental permit received (frequency = 1, performance = 1.00)
creating environmental permit decision -> phase decision ready (frequency = 1, performance = 175012.00)
creating environmental permit decision -> phase objection filed (frequency = 1, performance = 2051196.00)
creating environmental permitd ecision -> enter senddate acknowledgement (frequency = 1, performance = 0.00)
creating environmental prmit decision -> send confirmation receipt (frequency = 1, performance = 0.00)
creating ocver letter decision -> start decision phaUse decision permitting sent (frequency = 1, performance = 8.00)
creatixng cover letter decision -> phase decisions ent (frequency = 1, performance = 3.00)
date continuation term to decision -> enter senddate decision (frequency = 1, performance = 1.00)
date continuation term to decision -> phase procedure term resumed (frequency = 1, performance = 1.00)
date decision for inspection -> decision date prior to decision (frequency = 1, performance = 1.00)
date decision for inspection -> enter date publication decision environmental permit (frequency = 1, performance = 9503981.00)
date decision for inspection -> enter senddate decision (frequency = 1, performance = 1.00)
date decision for inspection -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
date decision for inspectwion -> register submission date request (frequency = 1, performance = 0.00)
date draft decision f;r inspection -> Register date environmental permit decision (frequency = 1, performance = 4003369.00)
date draft decision for inspection -> enter senddate decision environmental permit (frequency = 1, performance = 4013933.00)
date draft decision for inspection -> perspective from GS or VROM received (frequency = 1, performance = 3455996.00)
date draft decision for inspection -> perspective on draft decision environmental permit received (frequency = 1, performance = 14605203.00)
date draft decision for inspection -> phase advice known (frequency = 1, performance = 4005637.00)
date draft decision for inspection -> phase perspective submitted (frequency = 1, performance = 4102109.00)
date draft decision for inspection -> set phase: phase permitting irrevocable (frequency = 1, performance = 10367998.00)
date for inspection MER -> first or second phase (frequency = 1, performance = 1.00)
date for inspection MER -> register submission date request (frequency = 1, performance = 9759532.00)
decided on draft decision environmental permit -> enrich draft decision (frequency = 1, performance = 1.00)
decisino date prior to decision -> Record date of decision environmental permit (frequency = 1, performance = 604788.00)
decision adte prior to decision -> register submission date request (frequency = 1, performance = 0.00)
decision date prior to deQcision -> Start decisionphase draft decision - permitting decided (frequency = 1, performance = 15.00)
decision date prior to deciion -> OLO messaging active (frequency = 1, performance = 0.00)
decision date prior to decision -> create publication document (frequency = 1, performance = 635128.00)
decision date prior to decision -> determine cause for suspension article 34 WABO (frequency = 1, performance = 1.00)
decision date prior to decision -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
decision date prior to decision -> enter date draft decisionenvironmental permit (frequency = 1, performance = 1.00)
decision date prior to decision -> enter senddate decision permanent suspension (frequency = 1, performance = 2.00)
decision date prior to decision -> enter senddate letter no permit required (frequency = 1, performance = 1.00)
decision date prior to decision -> injunction made ??by court (frequency = 1, performance = 1.00)
decision date prior to decision -> perspective on draft decision environmental permit received (frequency = 1, performance = 1.00)
decision date prior to dfcision -> register submission date request (frequency = 1, performance = 0.00)
decision date pror to decision -> register submission date request (frequency = 1, performance = 0.00)
decision extension procedure term irrevocable -> enter senddate decision environmental permit (frequency = 1, performance = 3671906.00)
decision keep permanently suspended -> forward to the competent authority (frequency = 1, performance = 1.00)
decision keiep permanently suspended -> Set decision status (frequency = 1, performance = 4.00)
decision permanent suspension irrevocable -> register deadline (frequency = 1, performance = 1.00)
decision procedure term extension -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
decision procedure term extension -> extend procedure term (frequency = 1, performance = 1.00)
detailed procedure applies -> forward to the competent authority (frequency = 1, performance = 1.00)
determine cause for suspension article 34 WABO -> assessment of content completed (frequency = 1, performance = 1.00)
determine cause for suspension article 34 WABO -> environmental permit irrevocable (frequency = 1, performance = 1.00)
determine cause for suspension article 34 WABO -> phase advice known (frequency = 1, performance = 1.00)
dismiss under mandate -> enter receipt of additional data (frequency = 1, performance = 1.00)
dompleted subcases content -> register submission date request (frequency = 1, performance = 0.00)
dsend confirmation receipt additional data -> OLO messaging active (frequency = 1, performance = 0.00)
egister submission date request -> phase application received (frequency = 1, performance = 123116.00)
egister submission date request -> regular purocedure without MER (frequency = 1, performance = 345597.00)
egter date draft decisionenvironmental permit -> enter senddateR decision (frequency = 1, performance = 3715218.00)
enher senddate decision suspension -> procedure hange (frequency = 1, performance = 7.00)
enrich decision -> enrich draft decision (frequency = 1, performance = 1.00)
enrich decision -> phase advice known (frequency = 1, performance = 3.00)
enrich decision -> phase concept decision ready (frequency = 1, performance = 1.00)
enrich draft decision -> enter publication date draft decision (frequency = 1, performance = 1.00)
enrich draft decision -> entering senddate draft decision environmental permit (frequency = 1, performance = 1.00)
enrich draft decision -> extend procedure term (frequency = 1, performance = 1.00)
enrich draft decision -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
ente senddate decision environmental permit -> Enter senddate decision (frequency = 1, performance = 4492761.00)
ented senddate acknowledgement -> register submission date request (frequency = 1, performance = 0.00)
enter date advice on treatment of environmental permit -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter date advice on treatment of environmental permit -> entering senddate draft decision environmental permit (frequency = 1, performance = 1.00)
enter date advice on treatment of environmental permit -> registration date publication (frequency = 1, performance = 86399.00)
enter date decision permanent suspension -> objection to permanent suspension received (frequency = 1, performance = 24.00)
enter date decision procedure term extension -> creating environmental permit decision (frequency = 1, performance = 3700673.00)
enter date decision procedure term extension -> enter senddate acknowledgement (frequency = 1, performance = 1.00)
enter date decision procedure term extension -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter date decision procedure term extension -> phase advice known (frequency = 1, performance = 210297.00)
enter date decision procedure term extension -> request complete (frequency = 1, performance = 58616.00)
enter date decision procedure term extension -> treat subcases content (frequency = 1, performance = 154886.00)
enter date decision suspension -> enter receipt of additional data (frequency = 1, performance = 2.00)
enter date decision suspension -> enter senddate decision suspension (frequency = 1, performance = 1.00)
enter date decision suspension -> grounds for refusal (frequency = 1, performance = 1.00)
enter date decision suspension -> phase decision suspended (frequency = 1, performance = 1.00)
enter date decision suspension -> send decision suspension (frequency = 1, performance = 21.00)
enter date draft decisionenvironmental permit -> creating environmental permit decision (frequency = 1, performance = 5654431.00)
enter date draft decisionenvironmental permit -> enter senddate decision (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> enter senddate draft decision (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> phase advice known (frequency = 1, performance = 57175.00)
enter date draft decisionenvironmental permit -> read field phased application (frequency = 1, performance = 225084.00)
enter date draft decisionenvironmental permit -> register date environmental permit decision (frequency = 1, performance = 6652801.00)
enter date draft decisionenvironmental permit -> registration date publication (frequency = 1, performance = 86398.00)
enter date draft decisionenvironmental permit -> set decision phase: draft decision for inspection (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> set decision phase: draft decision permitted sent (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> suspension ground applicable (frequency = 1, performance = 5088060.00)
enter date publication decision eQnvironmental permit -> register submission date request (frequency = 1, performance = 0.00)
enter date publication decision environmental permit -> enter senddate procedure confirmation (frequency = 1, performance = 86383.00)
enter date publication decision environmental permit -> read publication date field (frequency = 1, performance = 1.00)
enter date publication decision environmental permit -> register date environmental permit decision (frequency = 1, performance = 10371600.00)
enter date publication decision environmmental permit -> register submission date request (frequency = 1, performance = 0.00)
enter date publicationd ecision environmental permit -> register submission date request (frequency = 1, performance = 0.00)
enter date termination request received -> enter senddate procedure confirmation (frequency = 1, performance = 604796.00)
enter date termination request received -> send procedure confirmation (frequency = 1, performance = 1177005.00)
enter enddate of susension -> enher senddate decision suspension (frequency = 1, performance = 2.00)
enter enddate of suspension -> enter senddate decision (frequency = 1, performance = 1.00)
enter enddate of suspension -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter enddate of suspension -> generating decision environmental permit (frequency = 1, performance = 1.00)
enter esnddate procedure confirmation -> register submission date request (frequency = 1, performance = 0.00)
enter gsenddate procedure term extension -> transcript decision environmental permLit to stakeholders (frequency = 1, performance = 86435.00)
enter publication date draft decision -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter receipVt of additional data -> Receive additional information (frequency = 1, performance = 172818.00)
enter receipt of additional data -> ask stakeholders views (frequency = 1, performance = 2591999.00)
enter receipt of additional data -> enter date advice on treatment of environmental permit (frequency = 1, performance = 4838383.00)
enter receipt of additional data -> enter senddate decision (frequency = 1, performance = 1.00)
enter receipt of additional data -> forward to the competent authority (frequency = 1, performance = 1.00)
enter receipt of additional data -> keep permanently suspended (frequency = 1, performance = 554652.00)
enter receipt of additional data -> procedure change (frequency = 1, performance = 1.00)
enter receipt of additonal data -> register submission date request (frequency = 1, performance = 0.00)
enter senddatae decision environmental permit -> register submission date request (frequency = 1, performance = 0.00)
enter senddate acknow/edgement -> register submission date request (frequency = 1, performance = 0.00)
enter senddate acknowledegment -> register submission date request (frequency = 1, performance = 0.00)
enter senddate acknowledgdment -> register submission date request (frequency = 1, performance = 0.00)
enter senddate acknowledgement -> MER present in supplement (frequency = 1, performance = 2588376.00)
enter senddate acknowledgement -> OLO messaging active (frequency = 1, performance = 32655599.00)
enter senddate acknowledgement -> create subcases completeness (frequency = 1, performance = 1987234.00)
enter senddate acknowledgement -> create subcases content (frequency = 1, performance = 2509251.00)
enter senddate acknowledgement -> enter date draft decisionenvironmental permit (frequency = 1, performance = 29030399.00)
enter senddate acknowledgement -> keep permanently suspended (frequency = 1, performance = 5067804.00)
enter senddate acknowledgement -> message terminate request (frequency = 1, performance = 3591232.00)
enter senddate acknowledgement -> phase additional information received (frequency = 1, performance = 2724477.00)
enter senddate acknowledgement -> phased application (frequency = 1, performance = 1.00)
enter senddate acknowledgement -> record date of decision environmental permit (frequency = 1, performance = 3145697.00)
enter senddate acknowledgement -> register deadline (frequency = 1, performance = 2156409.00)
enter senddate acknowledgement -> regular procedure without MER (frequency = 1, performance = 223155.00)
enter senddate acknowledgement -> retrieve missing data (frequency = 1, performance = 1416173.00)
enter senddate acknowledgement -> set decision status (frequency = 1, performance = 644203.00)
enter senddate acknowledgement -> set phase: phase permitting irrevocable (frequency = 1, performance = 19781991.00)
enter senddate acknowledgement -> start decision phase extension granted (frequency = 1, performance = 3366014.00)
enter senddate acknowledgement -> treat subcases completeness (frequency = 1, performance = 1787017.00)
enter senddate acknowledgemnt -> register submission date request (frequency = 1, performance = 0.00)
enter senddate cknowledgement -> Enter senddate procedure confirmation (frequency = 1, performance = 2592000.00)
enter senddate continuation -> enter senddate decision procedure term extension (frequency = 1, performance = 1.00)
enter senddate deciison environmental permit -> register submission date request (frequency = 1, performance = 0.00)
enter senddate deciison procedure term extension -> phase application received (frequency = 1, performance = 0.00)
enter senddate decision -> phase decision sent (frequency = 1, performance = 2.00)
enter senddate decision -> record date of decision environmental permit (frequency = 1, performance = 1.00)
enter senddate decision envirogmental permit -> Decision date prior to decision (frequency = 1, performance = 6310767.00)
enter senddate decision environmental eprmit -> record date of decision environmentalpermit (frequency = 1, performance = 3.00)
enter senddate decision environmental pemit -> generating decsion environmental permit (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> close case (frequency = 1, performance = 10540800.00)
enter senddate decision environmental permit -> contested decision affected (frequency = 1, performance = 29289600.00)
enter senddate decision environmental permit -> enter senddate procedure term extension (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> grounds for refusal (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> phase concept decision ready (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> phase perspective submitted (frequency = 1, performance = 54805.00)
enter senddate decision environmental permit -> registration date publication (frequency = 1, performance = 1.00)
enter senddate decision environmentxl permit -> Request complete (frequency = 1, performance = 12.00)
enter senddate decision envronmental permit -> Date decision for inspection (frequency = 1, performance = 722717.00)
enter senddate decision permanent suspension -> enter senddate procedure term extension (frequency = 1, performance = 1.00)
enter senddate decision permanent suspension -> objection to permanent suspension received (frequency = 1, performance = 9.00)
enter senddate decision permanent suspension -> stop procedure after permanent suspension (frequency = 1, performance = 70.00)
enter senddate decision permanent uspension -> start decision phase pemranent suspension sent (frequency = 1, performance = 8.00)
enter senddate decision procedure term exFtension -> enter senddate acknowledgement (frequency = 1, performance = 0.00)
enter senddate decision procedure term extension -> ask stakeholders views (frequency = 1, performance = 3760319.00)
enter senddate decision procedure term extension -> assessment of content completed (frequency = 1, performance = 2938256.00)
enter senddate decision procedure term extension -> creating environmental permit decision (frequency = 1, performance = 3470810.00)
enter senddate decision procedure term extension -> enter date decision procedure term extension (frequency = 1, performance = 4834799.00)
enter senddate decision procedure term extension -> enter receipt of additional data (frequency = 1, performance = 1897203.00)
enter senddate decision procedure term extension -> enter senddate confirmation request (frequency = 1, performance = 3369598.00)
enter senddate decision procedure term extension -> grounds for refusal (frequency = 1, performance = 3720567.00)
enter senddate decision procedure term extension -> keep permanently suspended (frequency = 1, performance = 68004.00)
enter senddate decision procedure term extension -> phase additional information received (frequency = 1, performance = 527251.00)
enter senddate decision procedure term extension -> phase application receptive (frequency = 1, performance = 2092254.00)
enter senddate decision procedure term extension -> phase procedure extended (frequency = 1, performance = 50341.00)
enter senddate decision procedure term extension -> registrer date of publishing received request (frequency = 1, performance = 2373402.00)
enter senddate decision procedure term extension -> retrieve missing data (frequency = 1, performance = 916318.00)
enter senddate decision procedure term extension -> set decision phase decision permitting decided (frequency = 1, performance = 2967736.00)
enter senddate decision procedure term extension -> submit decision (frequency = 1, performance = 353726.00)
enter senddate decision procedure term extension -> suspension ground applicable (frequency = 1, performance = 3540091.00)
enter senddate decision procedure term extension -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 3980869.00)
enter senddate decision procedure term extension -> treat subcases completeness (frequency = 1, performance = 2512266.00)
enter senddate decision suspension -> MER present in supplement (frequency = 1, performance = 20908812.00)
enter senddate decision suspension -> investigate BAG objects (frequency = 1, performance = 1.00)
enter senddate decision suspension -> phase decision suspended (frequency = 1, performance = 1.00)
enter senddate decision suspension -> register submission date request (frequency = 1, performance = 1.00)
enter senddate decision suspension -> registrer date of publishing received request (frequency = 1, performance = 1.00)
enter senddate decision suspension -> retrieve missing data (frequency = 1, performance = 44054.00)
enter senddate decision suspension -> send decision suspension (frequency = 1, performance = 1.00)
enter senddate decision suspension -> set decision phase suspension sent (frequency = 1, performance = 1.00)
enter senddate decisione nvironmental permit -> startH decision phase decision permitting sent (frequency = 1, performance = 4.00)
enter senddate dexision -> register submission date request (frequency = 1, performance = 0.00)
enter senddate draft decision -> first or second phase (frequency = 1, performance = 1.00)
enter senddate draft decision -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
enter senddate draft decision -> perspective on draft decision environmental permit received (frequency = 1, performance = 1.00)
enter senddate letter no permit required -> generating decision no permit required (frequency = 1, performance = 1.00)
enter senddate letter to competent authority -> forward transcript to stakeholders (frequency = 1, performance = 31924.00)
enter senddate letter to competent authority -> no permit needed or only notification needed (frequency = 1, performance = 393385.00)
enter senddate letter to stakeholders -> enter senddate letter to competent authority (frequency = 1, performance = 172793.00)
enter senddate letter to stakeholders -> enter senddate letter to stakeholders (frequency = 1, performance = 1.00)
enter senddate procdeure confirmation -> register submission date request (frequency = 1, performance = 0.00)
enter senddate procedurQe confirmation -> register submission date request (frequency = 1, performance = 0.00)
enter senddate procedure c;nfirmation -> Completed subcases content (frequency = 1, performance = 2388890.00)
enter senddate procedure cofirmation -> Request complete (frequency = 1, performance = 1946536.00)
enter senddate procedure confirkation -> register submission date request (frequency = 1, performance = 0.00)
enter senddate procedure confirmation -> WAW permit aspect (frequency = 1, performance = 47084400.00)
enter senddate procedure confirmation -> activities regular procedure (frequency = 1, performance = 11723201.00)
enter senddate procedure confirmation -> applicant is stakeholder (frequency = 1, performance = 6090705.00)
enter senddate procedure confirmation -> ask stakeholders views (frequency = 1, performance = 44409598.00)
enter senddate procedure confirmation -> assessment of content completed (frequency = 1, performance = 4194533.00)
enter senddate procedure confirmation -> enter date advice on treatment of environmental permit (frequency = 1, performance = 345603.00)
enter senddate procedure confirmation -> enter senddate acknowledgement (frequency = 1, performance = 1123196.00)
enter senddate procedure confirmation -> enter senddate confirmation request (frequency = 1, performance = 86401.00)
enter senddate procedure confirmation -> enter senddate decision environmental permit (frequency = 1, performance = 4792814.00)
enter senddate procedure confirmation -> enter senddate decision procedure term extension (frequency = 1, performance = 512330.00)
enter senddate procedure confirmation -> enter senddate decision suspension (frequency = 1, performance = 604810.00)
enter senddate procedure confirmation -> enter senddate request termination (frequency = 1, performance = 12790798.00)
enter senddate procedure confirmation -> investigate BAG objects (frequency = 1, performance = 1241020.00)
enter senddate procedure confirmation -> publication date draft decision (frequency = 1, performance = 604805.00)
enter senddate procedure confirmation -> read field phased application (frequency = 1, performance = 18265090.00)
enter senddate procedure confirmation -> reception through OLO (frequency = 1, performance = 2469539.00)
enter senddate procedure confirmation -> register deadline (frequency = 1, performance = 3538800.00)
enter senddate procedure confirmation -> start WABOprocedure (frequency = 1, performance = 3836978.00)
enter senddate procedure confirmation -> terminate on request (frequency = 1, performance = 37051.00)
enter senddate procedure confirmation -> treat subcases completeness (frequency = 1, performance = 2117236.00)
enter senddate procedure confirmoation -> register submission date request (frequency = 1, performance = 0.00)
enter senddate procedure confirmstion -> register submission date request (frequency = 1, performance = 0.00)
enter senddate procedure confitmation -> regDister deadline (frequency = 1, performance = 6562784.00)
enter senddate procedure term extension -> phase additional information received (frequency = 1, performance = 3391917.00)
enter senddate procedure term extension -> phase advice known (frequency = 1, performance = 2430007.00)
enter senddate procedure term extension -> phase asked additional information (frequency = 1, performance = 1.00)
enter senddate procedure term extension -> record date of decision environmental permit (frequency = 1, performance = 1332056.00)
enter senddate procedure term extension -> retrieve missing data (frequency = 1, performance = 891.00)
enter senddate procedure term extension -> set decision phase suspension sent (frequency = 1, performance = 3570979.00)
enter senddate procedure term extension -> submit decision (frequency = 1, performance = 1792790.00)
enter senddate procedure vonfirmation -> register submission date request (frequency = 1, performance = 0.00)
enter senddate retrieve missing data -> WAW permit aspect (frequency = 1, performance = 297113.00)
enter senddate retrieve missing data -> create letter requesting missing data (frequency = 1, performance = 86398.00)
enter senddate retrieve missing data -> create subcases completeness (frequency = 1, performance = 1382378.00)
enter senddate retrieve missing data -> enter date decision permanent suspension (frequency = 1, performance = 4192928.00)
enter senddate retrieve missing data -> enter date termination request received (frequency = 1, performance = 2851208.00)
enter senddate retrieve missing data -> enter senddate acknowledgement (frequency = 1, performance = 3459601.00)
enter senddate retrieve missing data -> enter senddate decision environmental permit (frequency = 1, performance = 3456001.00)
enter senddate retrieve missing data -> register number of days extension period (frequency = 1, performance = 2808390.00)
enter senddate retrieve missing data -> set decision phase: suspension cancelled (frequency = 1, performance = 12224049.00)
enter senddate retrieve missing data -> start WABOprocedure (frequency = 1, performance = 45391.00)
enter senddate retrieve missing data -> start decision phase permanently suspended decided (frequency = 1, performance = 1123196.00)
enter senddate retrieve missing data -> subcases completeness completed (frequency = 1, performance = 378796.00)
enter senddate retrieve missing data -> term for supplying missing data (frequency = 1, performance = 1.00)
enter senddate retrieve missing data -> treat subcases completeness (frequency = 1, performance = 58105.00)
enter senddate suspension by competent authority -> forward to the competent authority (frequency = 1, performance = 5138443.00)
enter senddate suspension by competent authority -> register number of days extension period (frequency = 1, performance = 41142.00)
enter senddate updated plan -> phase updated plan requested (frequency = 1, performance = 1.00)
enter senddateR decision -> register submission date request (frequency = 1, performance = 0.00)
enter senddatr decision -> OLO messaging active (frequency = 1, performance = 0.00)
enter senddzate procedure confirmation -> groudns for refusal (frequency = 1, performance = 2115796.00)
enter senxdate decision environmental permit -> phyase application receptive (frequency = 1, performance = 4.00)
entering senddate draft decision environmental permit -> create publication document (frequency = 1, performance = 5097600.00)
entering senddate draft decision environmental permit -> creating environmental permit decision (frequency = 1, performance = 5835745.00)
entering senddate draft decision environmental permit -> decision date prior to decision (frequency = 1, performance = 6911998.00)
entering senddate draft decision environmental permit -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
entering senddate draft decision environmental permit -> open draft decision for inspection (frequency = 1, performance = 1.00)
environmental permit irrevocable -> determine cause for suspension article 34 WABO (frequency = 1, performance = 1.00)
environmental permit irrevocable -> grounds for refusal (frequency = 1, performance = 1.00)
enyer senddate decision -> enter senddate decision environmental pemit (frequency = 1, performance = 1.00)
erad publication date field -> register submission date request (frequency = 1, performance = 0.00)
etner receipt of additional data -> register submission date request (frequency = 1, performance = 0.00)
extend procedure term -> enter receipt of additional data (frequency = 1, performance = 456868.00)
extend procedure term -> final VVGB applications (frequency = 1, performance = 1.00)
extend procedure term -> generating decision environmental permit (frequency = 1, performance = 1.00)
extend procedure term -> keep permanently suspended (frequency = 1, performance = 1.00)
extend procedure term -> phase asked additional information (frequency = 1, performance = 1.00)
extend procedure term -> reason for suspension found (frequency = 1, performance = 1.00)
extend procedure term -> send procedure confirmation (frequency = 1, performance = 1.00)
extend procedure term -> treat subcases completeness (frequency = 1, performance = 94.00)
final VVGB applications -> generating decision environmental permit (frequency = 1, performance = 1.00)
final VVGB applications -> register date environmental permit decision (frequency = 1, performance = 3.00)
first or second phase -> phase application received (frequency = 1, performance = 2.00)
first or second phase -> procedure change (frequency = 1, performance = 1.00)
first phase affected -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
first phase affected -> procedure change (frequency = 1, performance = 1.00)
foraard to the competent authority -> phased raft decision made (frequency = 1, performance = 21164380.00)
forward ot the competent authority -> assessment of conent completed (frequency = 1, performance = 17110782.00)
forward to the competegt authority -> article 34  WABO ap;lies (frequency = 1, performance = 3628799.00)
forward to the competent authority -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
forward to the competent authority -> keep permanently suspended (frequency = 1, performance = 1.00)
forward to the competent authority -> phase application receptive (frequency = 1, performance = 1.00)
forward to the competent authority -> procedure change (frequency = 1, performance = 1.00)
forward to xthe competent authority -> phase ecision sent (frequency = 1, performance = 4496357.00)
forward transcript to stakeholders -> phase procedure aborted (frequency = 1, performance = 965.00)
forward transcript to stakeholders -> read publication date field (frequency = 1, performance = 15.00)
generate draft decision environmenal permit -> groundw for refusal (frequency = 1, performance = 1.00)
generate draft decision environmentalb permit -> create cover etter draft decision (frequency = 1, performance = 86394.00)
generate draft decision environmenthal permit -> egter date draft decisionenvironmental permit (frequency = 1, performance = 518400.00)
generate publication document decision environmental permit -> enter senddate decision environmental permit (frequency = 1, performance = 220604.00)
