send confirmation receipt -> send confirmation receipt (frequency = 474, performance = 124.12)
register date decision terminate on request -> enter date termination request received (frequency = 2, performance = 43081.00)
register date environmental permit decision -> enter senddate procedure confirmation (frequency = 2, performance = 86399.00)
register date environmental permit decision -> extend procedure term (frequency = 2, performance = 48164.50)
register date environmental permit decision -> phase advice known (frequency = 2, performance = 31498.00)
register date environmental permit decision -> register deadline (frequency = 2, performance = 1.00)
register date environmental permit decision -> set phase: phase permitting irrevocable (frequency = 2, performance = 17.00)
register deadline -> close case (frequency = 2, performance = 18639661.00)
register number of days extension period -> enter senddate procedure confirmation (frequency = 2, performance = 2064595.00)
register number of days extension period -> register date environmental permit decision (frequency = 2, performance = 3847689.00)
register number of days extension period -> send confirmation receipt additional data (frequency = 2, performance = 1.00)
register objection and appeal periods -> enter senddate decision environmental permit (frequency = 2, performance = 86418.50)
register objection and appeal periods -> registration date publication (frequency = 2, performance = 1.00)
register objection and appeal periods -> regular procedure without MER (frequency = 2, performance = 1.00)
register objection and appeal periods -> subcase perspective complete (frequency = 2, performance = 1.00)
register submission date request -> enter date termination request received (frequency = 2, performance = 1079992.00)
register submission date request -> register date environmental permit decision (frequency = 2, performance = 952199.50)
register suspension by competent authority -> suspend term (frequency = 2, performance = 1.00)
registration date publication -> enter date publication decision environmental permit (frequency = 2, performance = 388800.00)
registration date publication -> enter senddate acknowledgement (frequency = 2, performance = 561596.50)
registration date publication -> forward to the competent authority (frequency = 2, performance = 3164265.00)
registration date publication -> keep permanently suspended (frequency = 2, performance = 3077013.50)
registration date publication -> register date environmental permit decision (frequency = 2, performance = 2061635.50)
registration date publication -> send procedure confirmation (frequency = 2, performance = 17646210.00)
registrer date of publishing received request -> enter date termination request received (frequency = 2, performance = 2764799.00)
registrer date of publishing received request -> enter senddate confirmation request (frequency = 2, performance = 1989004.00)
registrer date of publishing received request -> enter senddate decision permanent suspension (frequency = 2, performance = 4274990.50)
registrer date of publishing received request -> register number of days extension period (frequency = 2, performance = 58631.00)
registrer date of publishing received request -> regular procedure without MER (frequency = 2, performance = 1.00)
regular procedure without MER -> send procedure confirmation (frequency = 2, performance = 1.00)
request complete -> grounds for refusal (frequency = 2, performance = 18.50)
request complete -> phase decision taken (frequency = 2, performance = 3027673.00)
request complete -> registration date publication (frequency = 2, performance = 261942.50)
request complete -> request further information (frequency = 2, performance = 1.00)
request complete -> terminate on request (frequency = 2, performance = 2125737.00)
request further information -> send confirmation receipt (frequency = 2, performance = 1.00)
retrieve missing data -> enter senddate retrieve missing data (frequency = 2, performance = 129623.00)
retrieve missing data -> keep permanently suspended (frequency = 2, performance = 3021949.50)
retrieve missing data -> message terminate request (frequency = 2, performance = 9186569.50)
retrieve missing data -> register number of days extension period (frequency = 2, performance = 2719108.00)
retrieve missing data -> send letter in progress (frequency = 2, performance = 1.00)
send confirmation receipt -> applicant is stakeholder (frequency = 2, performance = 129607.50)
send confirmation receipt -> create letter requesting missing data (frequency = 2, performance = 2507422.50)
send confirmation receipt -> enter senddate retrieve missing data (frequency = 2, performance = 5489185.00)
send confirmation receipt -> registration date publication (frequency = 2, performance = 370496.50)
send confirmation receipt -> send confirmation receipt additional data (frequency = 2, performance = 1.00)
send confirmation receipt -> set decision status (frequency = 2, performance = 1.00)
send confirmation receipt -> updated plan received (frequency = 2, performance = 1.00)
send confirmation receipt additional data -> copy decision to extend procedure to stakeholders (frequency = 2, performance = 995424.00)
send confirmation receipt additional data -> create subcases content (frequency = 2, performance = 518348.50)
send confirmation receipt additional data -> phase application receptive (frequency = 2, performance = 993548.00)
send confirmation receipt additional data -> term for supplying missing data (frequency = 2, performance = 1.00)
send decision suspension -> phase procedure resumed (frequency = 2, performance = 36.50)
send design decision to stakeholders -> enter senddate decision environmental permit (frequency = 2, performance = 4130074.50)
send design decision to stakeholders -> publication date draft decision (frequency = 2, performance = 646043.50)
send design decision to stakeholders -> set decision phase: draft decision permitted sent (frequency = 2, performance = 302392.00)
send design decision to stakeholders -> start decisionphase draft decision - permitting decided (frequency = 2, performance = 43200.00)
send design decision to stakeholders -> suspension ground applicable (frequency = 2, performance = 1987994.00)
send letter in progress -> set decision phase suspension decided (frequency = 2, performance = 1.00)
send letter in progress -> set decision phase: draft decision permitted sent (frequency = 2, performance = 1.00)
send procedure confirmation -> creating environmental permit decision (frequency = 2, performance = 3031514.50)
send procedure confirmation -> register date decision terminate on request (frequency = 2, performance = 20041448.00)
send procedure confirmation -> register date environmental permit decision (frequency = 2, performance = 3756222.50)
send suspension by competent authority -> send continuation letter (frequency = 2, performance = 40.50)
set decision phase inspection of decision permitting -> set decision status (frequency = 2, performance = 1.00)
set decision phase suspension decided -> phase application received (frequency = 2, performance = 4833967.50)
set decision phase suspension sent -> suspension ground applicable (frequency = 2, performance = 1.00)
set decision phase suspension sent -> term for supplying missing data (frequency = 2, performance = 1.00)
set decision phase: draft decision for inspection -> article 34  WABO applies (frequency = 2, performance = 5918413.50)
set decision phase: draft decision for inspection -> create monitoring case (frequency = 2, performance = 4060792.00)
set decision phase: draft decision for inspection -> create publication document (frequency = 2, performance = 7991998.50)
set decision phase: draft decision for inspection -> set decision phase decision permitting decided (frequency = 2, performance = 4967993.50)
set decision phase: suspension cancelled -> set decision phase suspension sent (frequency = 2, performance = 215998.50)
set decision phase: suspension cancelled -> set decision status (frequency = 2, performance = 1.00)
set decision status -> article 34  WABO applies (frequency = 2, performance = 1382352.50)
set decision status -> copy decision permanent suspension to stakeholders (frequency = 2, performance = 259210.00)
set decision status -> creating cover letter decision (frequency = 2, performance = 950420.50)
set decision status -> enter date decision procedure term extension (frequency = 2, performance = 43203.00)
set decision status -> start decisionphase draft decision - permitting decided (frequency = 2, performance = 1.00)
set decision status -> stop all running subcases 2b (frequency = 2, performance = 1.00)
set decision status -> stop suspended completeness subcases (frequency = 2, performance = 1.00)
set decision status -> subcase perspective complete (frequency = 2, performance = 1.00)
set decision status -> suspend term (frequency = 2, performance = 1.00)
set phase: phase permitting irrevocable -> enter senddate decision environmental permit (frequency = 2, performance = 541695.00)
set phase: phase permitting irrevocable -> phase case handled (frequency = 2, performance = 1216619.00)
set phase: phase permitting irrevocable -> read publication date field (frequency = 2, performance = 449442.50)
set phase: phase permitting irrevocable -> request complete (frequency = 2, performance = 1036663.00)
start WABOprocedure -> completed subcases content (frequency = 2, performance = 3194942.50)
start decision phase decision permitting sent -> close case (frequency = 2, performance = 3196774.00)
start decision phase decision permitting sent -> phase decision irrevocable (frequency = 2, performance = 12916765.00)
start decision phase decision permitting sent -> subcase art. 33 WABO completed (frequency = 2, performance = 1.00)
start decision phase decision permitting sent -> subcases completeness completed (frequency = 2, performance = 1.00)
start decision phase extension granted -> create cover letter extend procedure term (frequency = 2, performance = 2505612.00)
start decision phase extension granted -> enter date decision procedure term extension (frequency = 2, performance = 37830.00)
start decision phase extension granted -> term for supplying missing data (frequency = 2, performance = 1.00)
start decision phase permanently suspended decided -> enter senddate decision permanent suspension (frequency = 2, performance = 155699.50)
start decisionphase draft decision - permitting decided -> entering senddate draft decision environmental permit (frequency = 2, performance = 475214.00)
stop all running subcases 2b -> close case (frequency = 2, performance = 388819.50)
subcase art. 33 WABO completed -> submit decision (frequency = 2, performance = 1.00)
subcase art. 33 WABO completed -> treat subcase suspension art. 33 WABO (frequency = 2, performance = 1.00)
subcases completeness completed -> article 34  WABO applies (frequency = 2, performance = 86409.00)
subcases completeness completed -> request complete (frequency = 2, performance = 3.00)
subcases completeness completed -> subcases completeness completed (frequency = 2, performance = 1.00)
subcases completeness completed -> submit draft decision (frequency = 2, performance = 1.00)
subcases completeness completed -> term 14 or 26 weeks (frequency = 2, performance = 1.00)
submit decision -> create monitoring case (frequency = 2, performance = 561608.50)
submit decision -> set decision phase decision permitting decided (frequency = 2, performance = 212369.00)
submit decision -> treat subcases present decision (frequency = 2, performance = 3.00)
submit draft decision -> enter senddate draft decision (frequency = 2, performance = 431987.50)
submit draft decision -> suspension ground applicable (frequency = 2, performance = 1.00)
suspend term -> register date environmental permit decision (frequency = 2, performance = 58657.00)
suspension ground applicable -> coordination of application (frequency = 2, performance = 2.00)
suspension ground applicable -> create monitoring case (frequency = 2, performance = 302405.00)
suspension ground applicable -> enter senddate decision (frequency = 2, performance = 129599.00)
suspension ground applicable -> set phase: phase permitting irrevocable (frequency = 2, performance = 2184148.50)
suspension ground applicable -> term for supplying missing data (frequency = 2, performance = 1.00)
term 14 or 26 weeks -> phase asked additional information (frequency = 2, performance = 7559964.50)
term 14 or 26 weeks -> treat subcases completeness (frequency = 2, performance = 1.00)
term 14 or 26 weeks -> treat subcases content (frequency = 2, performance = 1.00)
term for supplying missing data -> ask stakeholders views (frequency = 2, performance = 7345781.50)
term for supplying missing data -> enter date decision permanent suspension (frequency = 2, performance = 4321795.50)
term for supplying missing data -> enter senddate decision procedure term extension (frequency = 2, performance = 1987171.50)
term for supplying missing data -> receive additional information (frequency = 2, performance = 1814383.00)
terminate on request -> register number of days extension period (frequency = 2, performance = 19.50)
terminate on request -> send procedure confirmation (frequency = 2, performance = 15.50)
terminate on request -> treat subcases content (frequency = 2, performance = 1.00)
transcript decision environmental permit to stakeholders -> close case (frequency = 2, performance = 4924798.50)
transcript decision environmental permit to stakeholders -> phase decision irrevocable (frequency = 2, performance = 3324567.50)
transcript decision environmental permit to stakeholders -> treat subcase suspension art. 33 WABO (frequency = 2, performance = 1.00)
transcript decision environmental permit to stakeholders -> updated plan after perspective (frequency = 2, performance = 1.00)
treat subcase perspective -> updated plan after perspective (frequency = 2, performance = 1.00)
treat subcase suspension art. 33 WABO -> generating decision environmental permit (frequency = 2, performance = 1772952.50)
treat subcases completeness -> MER present in supplement (frequency = 2, performance = 216006.00)
treat subcases completeness -> WAW permit aspect (frequency = 2, performance = 1.00)
treat subcases completeness -> article 34  WABO applies (frequency = 2, performance = 1468797.50)
treat subcases completeness -> phase additional information received (frequency = 2, performance = 551413.00)
treat subcases completeness -> phase application receptive (frequency = 2, performance = 1.00)
treat subcases content -> ask stakeholders views (frequency = 2, performance = 907168.00)
treat subcases content -> close case (frequency = 2, performance = 1987190.00)
treat subcases content -> coordination of application (frequency = 2, performance = 2244581.00)
treat subcases content -> create cover letter extend procedure term (frequency = 2, performance = 129562.50)
treat subcases content -> decision date prior to decision (frequency = 2, performance = 476998.00)
treat subcases content -> enter date decision procedure term extension (frequency = 2, performance = 43276.50)
treat subcases content -> entering senddate draft decision environmental permit (frequency = 2, performance = 149289.50)
treat subcases content -> register date environmental permit decision (frequency = 2, performance = 215935.50)
treat subcases content -> register deadline (frequency = 2, performance = 4364957.50)
treat subcases reassessment plan -> updated plan after perspective (frequency = 2, performance = 1.00)
updated plan after perspective -> set decision phase decision permitting decided (frequency = 2, performance = 345581.50)
MER present -> WAW permit aspect (frequency = 1, performance = 1.00)
MER present in supplement -> applicant is stakeholder (frequency = 1, performance = 1.00)
MER present in supplement -> copy decision to extend procedure to stakeholders (frequency = 1, performance = 1.00)
MER present in supplement -> create cover letter extend procedure term (frequency = 1, performance = 1.00)
MER present in supplement -> creating decision permanently suspended (frequency = 1, performance = 1.00)
MER present in supplement -> procedure change (frequency = 1, performance = 1.00)
MER present in supplement -> request complete (frequency = 1, performance = 2.00)
OLO messaging active -> applicant is stakeholder (frequency = 1, performance = 1.00)
OLO messaging active -> close case (frequency = 1, performance = 1.00)
OLO messaging active -> create cover letter permanent suspension (frequency = 1, performance = 1.00)
VVGB positive -> applicant is stakeholder (frequency = 1, performance = 1.00)
WAW permit aspect -> WAW permit aspect (frequency = 1, performance = 1.00)
WAW permit aspect -> article 34  WABO applies (frequency = 1, performance = 1.00)
WAW permit aspect -> treat subcases content (frequency = 1, performance = 3.00)
activities regular procedure -> completed subcases content (frequency = 1, performance = 1.00)
activities regular procedure -> date for inspection MER (frequency = 1, performance = 1.00)
activities regular procedure -> detailed procedure applies (frequency = 1, performance = 1.00)
appeal and preliminary injunction in system -> appeal logded (frequency = 1, performance = 1.00)
appeal logded -> appeal subcase completed (frequency = 1, performance = 1.00)
appeal logded -> close case (frequency = 1, performance = 1.00)
appeal logded -> enter date publication decision environmental permit (frequency = 1, performance = 1.00)
appeal logded -> objection subcase completed (frequency = 1, performance = 1.00)
appeal subcase completed -> appealed to higher court (frequency = 1, performance = 1.00)
appealed to higher court -> close case (frequency = 1, performance = 1.00)
appealed to higher court -> contested decision affected (frequency = 1, performance = 1.00)
applicant is stakeholder -> copy decision to extend procedure to stakeholders (frequency = 1, performance = 1.00)
applicant is stakeholder -> create procedure confirmation (frequency = 1, performance = 1.00)
applicant is stakeholder -> creating environmental permit decision (frequency = 1, performance = 1.00)
applicant is stakeholder -> enter receipt of additional data (frequency = 1, performance = 1.00)
applicant is stakeholder -> first or second phase (frequency = 1, performance = 1.00)
applicant is stakeholder -> forward to the competent authority (frequency = 1, performance = 9.00)
applicant is stakeholder -> no permit required for application (frequency = 1, performance = 1.00)
applicant is stakeholder -> request complete (frequency = 1, performance = 6.00)
article 33 applies -> article 35 applies (frequency = 1, performance = 1.00)
article 34  WABO applies -> create decision procedure term extension (frequency = 1, performance = 1.00)
article 34  WABO applies -> create subcases content (frequency = 1, performance = 1.00)
article 34  WABO applies -> environmental permit irrevocable (frequency = 1, performance = 1.00)
article 34  WABO applies -> procedure change after completeness (frequency = 1, performance = 1.00)
article 35 applies -> by law (frequency = 1, performance = 1.00)
ask stakeholders views -> create subcases content (frequency = 1, performance = 1.00)
ask stakeholders views -> phase decision suspended (frequency = 1, performance = 12.00)
ask stakeholders views -> send decision suspension (frequency = 1, performance = 57.00)
ask stakeholders views -> set decision phase: suspension cancelled (frequency = 1, performance = 127830.00)
ask stakeholders views -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 8815.00)
assessment of content completed -> create draft environtmental permit (frequency = 1, performance = 1.00)
by law -> calculate provisional charges (frequency = 1, performance = 1.00)
by law -> contacting applicant (frequency = 1, performance = 1.00)
by law -> create cover letter draft decision (frequency = 1, performance = 1.00)
by law -> create publication document (frequency = 1, performance = 1.00)
by law -> extend procedure term (frequency = 1, performance = 8.00)
calculate provisional charges -> completed subcases content (frequency = 1, performance = 1.00)
cancel BAG objects research -> close case (frequency = 1, performance = 1.00)
close case -> create letter only notification required (frequency = 1, performance = 1.00)
close case -> creating cover letter decision (frequency = 1, performance = 1.00)
close case -> enter date publication decision environmental permit (frequency = 1, performance = 1.00)
close case -> mutation BAG carry objects (frequency = 1, performance = 1.00)
close case -> objection to permanent suspension received (frequency = 1, performance = 1.00)
completed subcases content -> contacting applicant (frequency = 1, performance = 1.00)
completed subcases content -> create subcases content (frequency = 1, performance = 1.00)
completed subcases content -> creating cover letter decision (frequency = 1, performance = 1.00)
completed subcases content -> enter senddate decision environmental permit (frequency = 1, performance = 225344.00)
completed subcases content -> extend procedure term (frequency = 1, performance = 1.00)
completed subcases content -> phase application received (frequency = 1, performance = 1.00)
completed subcases content -> procedure change_05YQXlz_20110906 192855000000 (frequency = 1, performance = 1.00)
completed subcases content -> procedure change_37Nglrj_20110930 000843000000 (frequency = 1, performance = 1.00)
contacting applicant -> create draft environtmental permit (frequency = 1, performance = 1.00)
contacting applicant -> create subcases content (frequency = 1, performance = 1.00)
contested decision affected -> create monitoring case (frequency = 1, performance = 1.00)
contested decision affected -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
contested decision affected -> request for preliminary injunction received (frequency = 1, performance = 1.00)
contested decision affected -> set phase (frequency = 1, performance = 1.00)
coordination of application -> by law (frequency = 1, performance = 1.00)
coordination of application -> create letter requesting missing data (frequency = 1, performance = 1.00)
coordination of application -> grounds for refusal (frequency = 1, performance = 1.00)
copy decision to extend procedure to stakeholders -> creating decision procedure term extension (frequency = 1, performance = 1.00)
create continuation letter -> create suspension competent authority (frequency = 1, performance = 1.00)
create continuation letter -> creating cover letter decision (frequency = 1, performance = 1.00)
create cover letter extend procedure term -> create cover letter permanent suspension (frequency = 1, performance = 1.00)
create cover letter extend procedure term -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
create cover letter permanent suspension -> create decision procedure term extension (frequency = 1, performance = 1.00)
create cover letter permanent suspension -> enter date decision permanent suspension (frequency = 1, performance = 1.00)
create cover letter permanent suspension -> enter senddate decision permanent suspension (frequency = 1, performance = 1.00)
create decision no permit required -> create subcases completeness (frequency = 1, performance = 1.00)
create decision procedure term extension -> create letter requesting missing data (frequency = 1, performance = 1.00)
create decision procedure term extension -> create publication document (frequency = 1, performance = 1.00)
create decision procedure term extension -> creating decision permanently suspended (frequency = 1, performance = 1.00)
create draft environtmental permit -> dismiss under mandate (frequency = 1, performance = 1.00)
create draft environtmental permit -> enrich draft decision (frequency = 1, performance = 1.00)
create draft environtmental permit -> enter date advice on treatment of environmental permit (frequency = 1, performance = 1.00)
create draft environtmental permit -> enter receipt of additional data (frequency = 1, performance = 1.00)
create draft environtmental permit -> extend procedure term (frequency = 1, performance = 1.00)
create draft environtmental permit -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
create letter only notification required -> forward to the competent authority (frequency = 1, performance = 1.00)
create letter requesting missing data -> creating decision procedure term extension (frequency = 1, performance = 1.00)
create letter requesting missing data -> enrich draft decision (frequency = 1, performance = 1.00)
create letter requesting missing data -> retrieve missing data (frequency = 1, performance = 1.00)
create letter requesting missing data -> term for supplying missing data (frequency = 1, performance = 1.00)
create letter requesting updated plan -> create subcases completeness (frequency = 1, performance = 1.00)
create letter requesting updated plan -> grounds for refusal (frequency = 1, performance = 1.00)
create message terminate request -> create subcases completeness (frequency = 1, performance = 1.00)
create monitoring case -> creating environmental permit decision (frequency = 1, performance = 1.00)
create monitoring case -> enter date publication decision environmental permit (frequency = 1, performance = 1.00)
create monitoring case -> phase archived case (frequency = 1, performance = 1.00)
create procedure confirmation -> ask stakeholders views (frequency = 1, performance = 4091761.00)
create procedure confirmation -> completed subcases content (frequency = 1, performance = 3500037.00)
create procedure confirmation -> create cover letter extend procedure term (frequency = 1, performance = 3922178.00)
create procedure confirmation -> create subcases content (frequency = 1, performance = 1.00)
create procedure confirmation -> creating environmental permit decision (frequency = 1, performance = 1.00)
create procedure confirmation -> enter enddate suspension art. 33 WABO (frequency = 1, performance = 2977547.00)
create procedure confirmation -> phased application (frequency = 1, performance = 1.00)
create procedure confirmation -> record date of decision environmental permit (frequency = 1, performance = 3325085.00)
create procedure confirmation -> send letter in progress (frequency = 1, performance = 1380638.00)
create procedure confirmation -> set decision phase decision permitting decided (frequency = 1, performance = 3769057.00)
create procedure confirmation -> set decision phase suspension decided (frequency = 1, performance = 305013.00)
create procedure confirmation -> start decision phase extension granted (frequency = 1, performance = 4540909.00)
create procedure confirmation -> treat subcases content (frequency = 1, performance = 3030695.00)
create publication document -> creating decision procedure term extension (frequency = 1, performance = 1.00)
create publication document -> enter receipt of additional data (frequency = 1, performance = 1.00)
create publication document -> enter senddate acknowledgement (frequency = 1, performance = 1.00)
create publication document -> phase asked additional information (frequency = 1, performance = 1.00)
create publication document -> publish official draft decision (frequency = 1, performance = 1.00)
create subcases completeness -> create subcases submit draft decision (frequency = 1, performance = 1.00)
create subcases completeness -> creating cover letter no permit required (frequency = 1, performance = 1.00)
create subcases completeness -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
create subcases completeness -> enter senddate decision suspension (frequency = 1, performance = 1.00)
create subcases completeness -> enter senddate retrieve missing data (frequency = 1, performance = 1.00)
create subcases completeness -> first phase affected (frequency = 1, performance = 1.00)
create subcases completeness -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
create subcases completeness -> initiative competent authority (frequency = 1, performance = 1.00)
create subcases completeness -> no permit needed or only notification needed (frequency = 1, performance = 1.00)
create subcases completeness -> phase advice known (frequency = 1, performance = 1.00)
create subcases completeness -> phased application (frequency = 1, performance = 1.00)
create subcases completeness -> procedure change_24pyBuv_20131202 080011000000 (frequency = 1, performance = 1.00)
create subcases completeness -> registration date publication (frequency = 1, performance = 1.00)
create subcases completeness -> set decision phase suspension decided (frequency = 1, performance = 1.00)
create subcases content -> create subcases present decision (frequency = 1, performance = 1.00)
create subcases content -> creating decision procedure term extension (frequency = 1, performance = 1.00)
create subcases content -> enrich draft decision (frequency = 1, performance = 1.00)
create subcases content -> phase advice known (frequency = 1, performance = 1.00)
create subcases content -> treat subcases content (frequency = 1, performance = 1.00)
create subcases present decision -> decision date prior to decision (frequency = 1, performance = 1.00)
create subcases submit draft decision -> creating cover letter decision (frequency = 1, performance = 1.00)
create suspension competent authority -> date continuation term to decision (frequency = 1, performance = 1.00)
creating cover letter decision -> creating decision procedure term extension (frequency = 1, performance = 1.00)
creating cover letter decision -> creating decision suspension art. 33 WABO (frequency = 1, performance = 1.00)
creating cover letter decision -> date continuation term to decision (frequency = 1, performance = 1.00)
creating cover letter decision -> register objection and appeal periods (frequency = 1, performance = 1.00)
creating cover letter no permit required -> decision date prior to decision (frequency = 1, performance = 1.00)
creating decision permanently suspended -> creating decision procedure term extension (frequency = 1, performance = 1.00)
creating decision permanently suspended -> enter senddate decision permanent suspension (frequency = 1, performance = 417235.00)
creating decision procedure term extension -> decision procedure term extension (frequency = 1, performance = 1.00)
creating environmental permit decision -> date decision for inspection (frequency = 1, performance = 1.00)
creating environmental permit decision -> decided on draft decision environmental permit (frequency = 1, performance = 1.00)
creating environmental permit decision -> enter date decision suspension (frequency = 1, performance = 1.00)
creating environmental permit decision -> enter receipt of additional data (frequency = 1, performance = 1.00)
creating environmental permit decision -> enter senddate decision environmental permit_28nhncK_20110913 070007000000 (frequency = 1, performance = 559864.00)
creating environmental permit decision -> enter senddate decision environmental permit_50ttTBr_20111004 070001000000 (frequency = 1, performance = 370270.00)
creating environmental permit decision -> enter senddate decision environmental permit_62VLuXs_20120220 080001000000 (frequency = 1, performance = 1494727.00)
creating environmental permit decision -> enter senddate decision environmental permit_76WssUn_20120202 080002000000 (frequency = 1, performance = 722543.00)
creating environmental permit decision -> enter senddate procedure confirmation (frequency = 1, performance = 44450.00)
creating environmental permit decision -> enter senddate request termination (frequency = 1, performance = 218392.00)
creating environmental permit decision -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
creating environmental permit decision -> perspective on draft decision environmental permit received (frequency = 1, performance = 1.00)
creating environmental permit decision -> phase decision ready (frequency = 1, performance = 175012.00)
creating environmental permit decision -> phase objection filed (frequency = 1, performance = 2051196.00)
date continuation term to decision -> enter senddate decision (frequency = 1, performance = 1.00)
date continuation term to decision -> phase procedure term resumed (frequency = 1, performance = 1.00)
date decision for inspection -> decision date prior to decision (frequency = 1, performance = 1.00)
date decision for inspection -> enter date publication decision environmental permit (frequency = 1, performance = 9503981.00)
date decision for inspection -> enter senddate decision (frequency = 1, performance = 1.00)
date decision for inspection -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
date draft decision for inspection -> perspective from GS or VROM received (frequency = 1, performance = 3455996.00)
date draft decision for inspection -> perspective on draft decision environmental permit received (frequency = 1, performance = 14605203.00)
date draft decision for inspection -> phase advice known (frequency = 1, performance = 4005637.00)
date draft decision for inspection -> phase decision taken (frequency = 1, performance = 4013583.00)
date draft decision for inspection -> phase perspective submitted (frequency = 1, performance = 4102109.00)
date draft decision for inspection -> set phase: phase permitting irrevocable (frequency = 1, performance = 10367998.00)
date for inspection MER -> first or second phase (frequency = 1, performance = 1.00)
date for inspection MER -> register submission date request (frequency = 1, performance = 9759532.00)
decided on draft decision environmental permit -> enrich draft decision (frequency = 1, performance = 1.00)
decision date prior to decision -> create publication document (frequency = 1, performance = 635128.00)
decision date prior to decision -> determine cause for suspension article 34 WABO (frequency = 1, performance = 1.00)
decision date prior to decision -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
decision date prior to decision -> enter date draft decisionenvironmental permit (frequency = 1, performance = 1.00)
decision date prior to decision -> enter senddate letter no permit required (frequency = 1, performance = 1.00)
decision date prior to decision -> injunction made ??by court (frequency = 1, performance = 1.00)
decision date prior to decision -> keep permanently suspended (frequency = 1, performance = 1.00)
decision date prior to decision -> perspective on draft decision environmental permit received (frequency = 1, performance = 1.00)
decision extension procedure term irrevocable -> enter senddate decision environmental permit (frequency = 1, performance = 3671906.00)
decision keep permanently suspended -> forward to the competent authority (frequency = 1, performance = 1.00)
decision permanent suspension irrevocable -> register deadline (frequency = 1, performance = 1.00)
decision procedure term extension -> enter date decision procedure term extension (frequency = 1, performance = 1.00)
decision procedure term extension -> extend procedure term (frequency = 1, performance = 1.00)
detailed procedure applies -> forward to the competent authority (frequency = 1, performance = 1.00)
determine cause for suspension article 34 WABO -> assessment of content completed (frequency = 1, performance = 1.00)
determine cause for suspension article 34 WABO -> environmental permit irrevocable (frequency = 1, performance = 1.00)
determine cause for suspension article 34 WABO -> phase advice known (frequency = 1, performance = 1.00)
dismiss under mandate -> enter receipt of additional data (frequency = 1, performance = 1.00)
enrich decision -> enrich draft decision (frequency = 1, performance = 1.00)
enrich decision -> phase concept decision ready (frequency = 1, performance = 1.00)
enrich draft decision -> enter publication date draft decision (frequency = 1, performance = 1.00)
enrich draft decision -> entering senddate draft decision environmental permit (frequency = 1, performance = 1.00)
enrich draft decision -> extend procedure term (frequency = 1, performance = 1.00)
enrich draft decision -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
enter date advice on treatment of environmental permit -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter date advice on treatment of environmental permit -> entering senddate draft decision environmental permit (frequency = 1, performance = 1.00)
enter date advice on treatment of environmental permit -> registration date publication (frequency = 1, performance = 86399.00)
enter date decision procedure term extension -> creating environmental permit decision (frequency = 1, performance = 3700673.00)
enter date decision procedure term extension -> enter senddate acknowledgement (frequency = 1, performance = 1.00)
enter date decision procedure term extension -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter date decision procedure term extension -> phase advice known (frequency = 1, performance = 210297.00)
enter date decision procedure term extension -> request complete (frequency = 1, performance = 58616.00)
enter date decision procedure term extension -> treat subcases content (frequency = 1, performance = 154886.00)
enter date decision suspension -> enter senddate decision suspension (frequency = 1, performance = 1.00)
enter date decision suspension -> grounds for refusal (frequency = 1, performance = 1.00)
enter date decision suspension -> phase decision suspended (frequency = 1, performance = 1.00)
enter date decision suspension -> send decision suspension (frequency = 1, performance = 21.00)
enter date draft decisionenvironmental permit -> creating environmental permit decision (frequency = 1, performance = 5654431.00)
enter date draft decisionenvironmental permit -> enter senddate decision (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> enter senddate draft decision (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> phase advice known (frequency = 1, performance = 57175.00)
enter date draft decisionenvironmental permit -> read field phased application (frequency = 1, performance = 225084.00)
enter date draft decisionenvironmental permit -> register date environmental permit decision (frequency = 1, performance = 6652801.00)
enter date draft decisionenvironmental permit -> registration date publication (frequency = 1, performance = 86398.00)
enter date draft decisionenvironmental permit -> set decision phase: draft decision for inspection (frequency = 1, performance = 1.00)
enter date draft decisionenvironmental permit -> set decision phase: draft decision permitted sent (frequency = 1, performance = 1.00)
enter date publication decision environmental permit -> enter senddate procedure confirmation (frequency = 1, performance = 86383.00)
enter date publication decision environmental permit -> read publication date field (frequency = 1, performance = 1.00)
enter date publication decision environmental permit -> register date environmental permit decision (frequency = 1, performance = 10371600.00)
enter date termination request received -> enter senddate procedure confirmation (frequency = 1, performance = 604796.00)
enter date termination request received -> send procedure confirmation (frequency = 1, performance = 1177005.00)
enter enddate of suspension -> enter senddate decision (frequency = 1, performance = 1.00)
enter enddate of suspension -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter enddate of suspension -> generating decision environmental permit (frequency = 1, performance = 1.00)
enter publication date draft decision -> enter senddate decision environmental permit (frequency = 1, performance = 1.00)
enter receipt of additional data -> ask stakeholders views (frequency = 1, performance = 2591999.00)
