Case,Timestamp,Activity,Activity_fixed,ishomonymous,label
7033413,2013-05-13 07:00:18,creating cover letter decision,creating cover letter decision,0,
7033413,2013-05-13 07:00:19,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
7033413,2013-05-13 07:00:20,phase decision sent,phase decision sent,0,
7033413,2013-05-13 07:00:21,phase decision taken,phase decision taken,0,
7033413,2013-05-13 07:00:22,record date of decision environmental permit,record date of decision environmental permit,0,
7033413,2013-05-13 07:00:23,register objection and appeal periods,register objection and appeal periods,0,
7033413,2013-05-13 07:00:24,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7033413,2013-05-13 07:00:25,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7033413,2013-05-13 07:00:26,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7033413,2013-05-13 17:05:22,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
7034791,2013-03-20 08:00:03,register submission date request,register submission date request,0,
7034791,2013-03-25 17:28:13,phase application received,phase application received,0,
7034791,2013-03-25 17:31:46,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
7034791,2013-03-25 17:31:57,start WABOprocedure,start WABOprocedure,0,
7034791,2013-06-11 07:00:14,create subcases completeness,create subcases completeness,0,
7034791,2013-06-11 07:00:15,phase asked additional information,phase asked additional information,0,
7034791,2013-06-11 07:00:16,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7034791,2013-06-11 07:00:17,request complete,request complete,0,
7034791,2013-06-11 07:00:18,retrieve missing data,retrieve missing data,0,
7034791,2013-06-11 07:00:19,term for supplying missing data,term for supplying missing data,0,
7034791,2013-07-29 07:00:01,create cover letter permanent suspension,create cover letter permanent suspension,0,
7034791,2013-07-29 07:00:02,creating decision permanently suspended,creating decision permanently suspended,0,
7034791,2013-07-29 07:00:03,decision date prior to decision,decision date prior to decision,0,
7034791,2013-07-29 07:00:04,decision keep permanently suspended,keep permanently suspended,0,
7034791,2013-07-29 07:00:05,enter senddate decision permanent suspension,enter senddate decision permanent suspension,0,
7034791,2013-07-29 07:00:06,keep permanently suspended,keep permanently suspended,0,
7034791,2013-07-29 07:00:07,phase permanently suspended,phase permanently suspended,0,
7034791,2013-07-29 07:00:08,receive additional information,receive additional information,0,
7034791,2013-07-29 07:00:09,set decision status,set decision status,0,
7034791,2013-07-29 07:00:10,start decision phase permanent suspension sent,start decision phase permanent suspension sent,0,
7034791,2013-07-29 07:00:11,start decision phase permanently suspended decided,start decision phase permanently suspended decided,0,
7034840,2013-02-26 08:00:05,set decision phase suspension decided,set decision phase suspension decided,0,
7034840,2013-03-21 08:00:03,register submission date request,register submission date request,0,
7034840,2013-03-21 23:20:21,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
7034840,2013-03-21 23:20:23,regular procedure without MER,regular procedure without MER,0,
7034840,2013-03-21 23:20:24,start WABOprocedure,start WABOprocedure,0,
7034840,2013-03-21 23:20:25,create procedure confirmation,enter senddate procedure confirmation,0,
7034840,2013-05-14 07:00:13,create publication document,create publication document,0,
7034840,2013-05-14 07:00:14,create subcases completeness,create subcases completeness,0,
7034840,2013-05-14 07:00:15,phase asked additional information,phase asked additional information,0,
7034840,2013-05-14 07:00:16,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7034840,2013-05-14 07:00:17,request complete,request complete,0,
7034840,2013-05-14 07:00:18,retrieve missing data,retrieve missing data,0,
7034840,2013-05-14 07:00:19,set decision phase suspension sent,set decision phase suspension decided,0,
7034840,2013-05-14 07:00:20,term for supplying missing data,term for supplying missing data,0,
7034840,2013-05-14 19:25:52,enter senddate retrieve missing data,retrieve missing data,0,
7034840,2013-10-03 07:00:01,set decision phase: suspension cancelled,set decision phase: suspension cancelled,0,
7034840,2013-10-15 07:00:23,MER present in supplement,MER present in supplement,0,
7034840,2013-10-15 07:00:24,article 33 applies,article 33 applies,0,
7034840,2013-10-15 07:00:25,article 34  WABO applies,article 34  WABO applies,0,
7034840,2013-10-15 07:00:26,article 35 applies,article 35 applies,0,
7034840,2013-10-15 07:00:27,ask stakeholders views,ask stakeholders views,0,
7034840,2013-10-15 07:00:28,assessment of content completed,assessment of content completed,0,
7034840,2013-10-15 07:00:29,completed subcases content,completed subcases content,0,
7034840,2013-10-15 07:00:30,creating decision suspension art. 33 WABO,treat subcase suspension art. 33 WABO,0,
7034840,2013-10-15 07:00:31,enter date decision suspension,enter senddate decision permanent suspension,0,
7034840,2013-10-15 07:00:32,enter enddate of suspension,enter enddate of suspension,0,
7034840,2013-10-15 07:00:33,enter receipt of additional data,enter receipt of additional data,0,
7034840,2013-10-15 07:00:34,enter senddate decision suspension,enter senddate decision permanent suspension,0,
7034840,2013-10-15 07:00:35,grounds for refusal,grounds for refusal,0,
7034840,2013-10-15 07:00:36,phase additional information received,receive additional information,0,
7034840,2013-10-15 07:00:37,phase advice known,phase advice known,0,
7034840,2013-10-15 07:00:38,phase application receptive,phase application received,0,
7034840,2013-10-15 07:00:39,phase decision suspended,phase decision suspended,0,
7034840,2013-10-15 07:00:40,phase procedure resumed,phase procedure resumed,0,
7034840,2013-10-15 07:00:41,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7034840,2013-10-15 07:00:42,procedure change after completeness,procedure change after completeness,0,
7034840,2013-10-15 07:00:43,receive additional information,receive additional information,0,
7034840,2013-10-15 07:00:44,refusal after suspension,refusal after suspension,0,
7034840,2013-10-15 07:00:45,request complete,request complete,0,
7034840,2013-10-15 07:00:46,send confirmation receipt additional data,send confirmation receipt additional data,0,
7034840,2013-10-15 07:00:47,send decision suspension,send decision suspension,0,
7034840,2013-10-15 07:00:48,send letter in progress,send letter in progress,0,
7034840,2013-10-15 07:00:49,set decision status,set decision status,0,
7034840,2013-10-15 07:00:50,subcase art. 33 WABO completed,subcase art. 33 WABO completed,0,
7034840,2013-10-15 07:00:51,suspension ground applicable,suspension ground applicable,0,
7034840,2013-10-15 07:00:52,treat subcase suspension art. 33 WABO,treat subcase suspension art. 33 WABO,0,
7034840,2013-10-15 07:00:53,treat subcases content,treat subcases content,0,
7034840,2013-12-12 08:00:01,creating environmental permit decision,creating environmental permit decision,0,
7034840,2013-12-12 08:00:02,decision date prior to decision,decision date prior to decision,0,
7034840,2013-12-12 08:00:03,set decision status,set decision status,0,
7034840,2013-12-18 08:00:01,phase decision ready,phase decision ready,0,
7034840,2013-12-18 08:00:02,submit decision,submit decision,0,
7034840,2013-12-20 08:00:05,create publication document,create publication document,0,
7034840,2013-12-20 08:00:06,creating cover letter decision,creating cover letter decision,0,
7034840,2013-12-20 08:00:07,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7034840,2013-12-20 08:00:08,phase decision sent,phase decision sent,0,
7034840,2013-12-20 08:00:09,phase decision taken,phase decision taken,0,
7034840,2013-12-20 08:00:10,record date of decision environmental permit,record date of decision environmental permit,0,
7034840,2013-12-20 08:00:11,register objection and appeal periods,register objection and appeal periods,0,
7034840,2013-12-20 08:00:12,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7034840,2013-12-20 08:00:13,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7034840,2013-12-23 08:00:01,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7034840,2013-12-23 08:00:02,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7062666,2013-03-19 08:00:02,register submission date request,register submission date request,0,
7062666,2013-03-26 08:00:07,enter senddate acknowledgement,enter senddate acknowledgement,0,
7062666,2014-02-25 08:00:06,enter date draft decisionenvironmental permit,enter senddate decision environmental permit,0,
7062666,2014-02-25 08:00:07,set decision phase: draft decision permitted sent,set decision phase: draft decision permitted sent,0,
7062666,2014-02-25 08:00:08,start decisionphase draft decision - permitting decided,set decision phase decision permitting decided,0,
7062666,2014-02-28 08:00:01,activities regular procedure,activities regular procedure,0,
7062666,2014-02-28 08:00:02,article 34  WABO applies,article 34  WABO applies,0,
7062666,2014-02-28 08:00:03,assessment of content completed,assessment of content completed,0,
7062666,2014-02-28 08:00:04,completed subcases content,completed subcases content,0,
7062666,2014-02-28 08:00:05,create cover letter draft decision,creating cover letter decision,0,
7062666,2014-02-28 08:00:06,create draft environtmental permit,create draft environtmental permit,0,
7062666,2014-02-28 08:00:07,create procedure confirmation,enter senddate procedure confirmation,0,
7062666,2014-02-28 08:00:08,create publication document,create publication document,0,
7062666,2014-02-28 08:00:09,create subcases completeness,create subcases completeness,0,
7062666,2014-02-28 08:00:10,enrich draft decision,enrich draft decision,0,
7062666,2014-02-28 08:00:11,enter date advice on treatment of environmental permit,enter date advice on treatment of environmental permit,0,
7062666,2014-02-28 08:00:12,enter senddate draft decision,enter senddate decision,0,
7062666,2014-02-28 08:00:13,generate draft decision environmental permit,generating decision environmental permit,0,
7062666,2014-02-28 08:00:14,grounds for refusal,grounds for refusal,0,
7062666,2014-02-28 08:00:15,open draft decision for inspection,date decision for inspection,0,
7062666,2014-02-28 08:00:16,phase advice known,phase advice known,0,
7062666,2014-02-28 08:00:17,phase application receptive,phase application received,0,
7062666,2014-02-28 08:00:18,phase concept draft decision ready,phase concept draft decision ready,0,
7062666,2014-02-28 08:00:19,phase draft decision made,phase draft decision made,0,
7062666,2014-02-28 08:00:20,phase draft decision ready,phase decision ready,0,
7062666,2014-02-28 08:00:21,phased application,phased application,0,
7062666,2014-02-28 08:00:22,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7062666,2014-02-28 08:00:23,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7062666,2014-02-28 08:00:24,procedure change after completeness,procedure change after completeness,0,
7062666,2014-02-28 08:00:25,publish,publish,0,
7062666,2014-02-28 08:00:26,read field phased application,read field phased application,0,
7062666,2014-02-28 08:00:27,regular procedure without MER,regular procedure without MER,0,
7062666,2014-02-28 08:00:28,request complete,request complete,0,
7062666,2014-02-28 08:00:29,send design decision to stakeholders,send design decision to stakeholders,0,
7062666,2014-02-28 08:00:30,send letter in progress,send letter in progress,0,
7062666,2014-02-28 08:00:31,set decision status,set decision status,0,
7062666,2014-02-28 08:00:32,start WABOprocedure,start WABOprocedure,0,
7062666,2014-02-28 08:00:33,submit draft decision,submit decision,0,
7062666,2014-02-28 08:00:34,treat subcases content,treat subcases content,0,
7062666,2014-03-03 08:00:01,entering senddate draft decision environmental permit,enter senddate decision environmental permit,0,
7062666,2014-03-06 08:00:16,date draft decision for inspection,date decision for inspection,0,
7062666,2014-03-06 08:00:17,set decision phase: draft decision for inspection,set decision phase: draft decision for inspection,0,
7062666,2014-05-07 07:00:01,perspective from GS or VROM received,perspective from GS or VROM received,0,
7062666,2014-05-07 07:00:02,perspective on draft decision environmental permit received,perspective on draft decision environmental permit received,0,
7062666,2014-05-07 07:00:03,phase perspective submitted,phase perspective submitted,0,
7062666,2014-05-07 07:00:04,subcase perspective complete,subcase perspective complete,0,
7062666,2014-05-07 07:00:05,treat subcase perspective,treat subcase perspective,0,
7062666,2014-06-30 07:00:01,create monitoring case,create monitoring case,0,
7062666,2014-06-30 07:00:02,create publication document,create publication document,0,
7062666,2014-06-30 07:00:03,creating cover letter decision,creating cover letter decision,0,
7062666,2014-06-30 07:00:04,creating environmental permit decision,creating environmental permit decision,0,
7062666,2014-06-30 07:00:05,decision date prior to decision,decision date prior to decision,0,
7062666,2014-06-30 07:00:06,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7062666,2014-06-30 07:00:07,generating decision environmental permit,generating decision environmental permit,0,
7062666,2014-06-30 07:00:08,perspective regarding draft founded,perspective regarding draft founded,0,
7062666,2014-06-30 07:00:09,phase decision ready,phase decision ready,0,
7062666,2014-06-30 07:00:10,phase decision sent,phase decision sent,0,
7062666,2014-06-30 07:00:11,phase decision taken,phase decision taken,0,
7062666,2014-06-30 07:00:12,register objection and appeal periods,register objection and appeal periods,0,
7062666,2014-06-30 07:00:13,set decision status,set decision status,0,
7062666,2014-06-30 07:00:14,submit decision,submit decision,0,
7062666,2014-06-30 07:00:15,suspension ground applicable,suspension ground applicable,0,
7062666,2014-06-30 07:00:16,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7062666,2014-06-30 07:00:17,updated plan after perspective,updated plan after perspective,0,
7062666,2014-07-01 07:00:01,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7062666,2014-07-07 07:00:01,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7062666,2014-07-07 07:00:02,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7062666,2014-07-10 07:00:01,set decision phase inspection of decision permitting,set decision phase inspection of decision permitting,0,
7062666,2014-08-22 07:00:01,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,0,
7062666,2014-09-18 07:00:01,phase archived case,phase archived case,0,
7062666,2014-09-18 07:00:02,phase case handled,phase case handled,0,
7062666,2014-09-18 07:00:03,phase decision irrevocable,phase decision irrevocable,0,
7062666,2014-09-18 07:00:04,read publication date field,read publication date field,0,
7062666,2014-09-18 07:00:05,stop all running subcases 2b,stop all running subcases 2b,0,
7071988,2013-03-21 08:00:04,register submission date request,register submission date request,0,
7071988,2013-03-26 21:16:57,phase application received,phase application received,0,
7071988,2013-03-26 21:18:30,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
7071988,2013-03-26 21:19:01,regular procedure without MER,regular procedure without MER,0,
7071988,2013-03-26 21:19:02,start WABOprocedure,start WABOprocedure,0,
7071988,2013-05-14 07:00:21,create subcases completeness,create subcases completeness,0,
7071988,2013-05-14 07:00:22,enter senddate decision suspension,enter senddate decision permanent suspension,0,
7071988,2013-05-14 07:00:23,investigate BAG objects,investigate BAG objects,0,
7071988,2013-05-14 07:00:24,phase asked additional information,phase asked additional information,0,
7071988,2013-05-14 07:00:25,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7071988,2013-05-14 07:00:26,request complete,request complete,0,
7071988,2013-05-14 07:00:27,retrieve missing data,retrieve missing data,0,
7071988,2013-05-14 07:00:28,set decision phase suspension decided,set decision phase suspension decided,0,
7071988,2013-05-14 07:00:29,set decision phase suspension sent,set decision phase suspension decided,0,
7071988,2013-05-14 07:00:30,term for supplying missing data,term for supplying missing data,0,
7071988,2013-08-01 07:00:01,set decision phase: suspension cancelled,set decision phase: suspension cancelled,0,
7071988,2013-08-05 07:00:01,article 33 applies,article 33 applies,0,
7071988,2013-08-05 07:00:02,article 34  WABO applies,article 34  WABO applies,0,
7071988,2013-08-05 07:00:03,article 35 applies,article 35 applies,0,
7071988,2013-08-05 07:00:04,ask stakeholders views,ask stakeholders views,0,
7071988,2013-08-05 07:00:05,assessment of content completed,assessment of content completed,0,
7071988,2013-08-05 07:00:06,by law,by law,0,
7071988,2013-08-05 07:00:07,completed subcases content,completed subcases content,0,
7071988,2013-08-05 07:00:08,creating decision suspension art. 33 WABO,treat subcase suspension art. 33 WABO,0,
7071988,2013-08-05 07:00:09,creating environmental permit decision,creating environmental permit decision,0,
7071988,2013-08-05 07:00:10,decision date prior to decision,decision date prior to decision,0,
7071988,2013-08-05 07:00:11,enter date decision suspension,enter senddate decision permanent suspension,0,
7071988,2013-08-05 07:00:12,enter enddate of suspension,enter enddate of suspension,0,
7071988,2013-08-05 07:00:13,enter receipt of additional data,enter receipt of additional data,0,
7071988,2013-08-05 07:00:14,enter senddate decision suspension,enter senddate decision permanent suspension,0,
7071988,2013-08-05 07:00:15,grounds for refusal,grounds for refusal,0,
7071988,2013-08-05 07:00:16,phase additional information received,receive additional information,0,
7071988,2013-08-05 07:00:17,phase advice known,phase advice known,0,
7071988,2013-08-05 07:00:18,phase application receptive,phase application received,0,
7071988,2013-08-05 07:00:19,phase decision suspended,phase decision suspended,0,
7071988,2013-08-05 07:00:20,phase procedure resumed,phase procedure resumed,0,
7071988,2013-08-05 07:00:21,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7071988,2013-08-05 07:00:22,procedure change after completeness,procedure change after completeness,0,
7071988,2013-08-05 07:00:23,receive additional information,receive additional information,0,
7071988,2013-08-05 07:00:24,refusal after suspension,refusal after suspension,0,
7071988,2013-08-05 07:00:25,request complete,request complete,0,
7071988,2013-08-05 07:00:26,send confirmation receipt additional data,send confirmation receipt additional data,0,
7071988,2013-08-05 07:00:27,send decision suspension,send decision suspension,0,
7071988,2013-08-05 07:00:28,send letter in progress,send letter in progress,0,
7071988,2013-08-05 07:00:29,set decision status,set decision status,0,
7071988,2013-08-05 07:00:30,set decision status,set decision status,0,
7071988,2013-08-05 07:00:31,subcase art. 33 WABO completed,subcase art. 33 WABO completed,0,
7071988,2013-08-05 07:00:32,suspension ground applicable,suspension ground applicable,0,
7071988,2013-08-05 07:00:33,treat subcase suspension art. 33 WABO,treat subcase suspension art. 33 WABO,0,
7071988,2013-08-05 07:00:34,treat subcases content,treat subcases content,0,
7071988,2013-08-06 07:00:12,create publication document,create publication document,0,
7071988,2013-08-06 07:00:13,creating cover letter decision,creating cover letter decision,0,
7071988,2013-08-06 07:00:14,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7071988,2013-08-06 07:00:15,generating decision environmental permit,generating decision environmental permit,0,
7071988,2013-08-06 07:00:16,phase decision ready,phase decision ready,0,
7071988,2013-08-06 07:00:17,phase decision sent,phase decision sent,0,
7071988,2013-08-06 07:00:18,phase decision taken,phase decision taken,0,
7071988,2013-08-06 07:00:19,register objection and appeal periods,register objection and appeal periods,0,
7071988,2013-08-06 07:00:20,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7071988,2013-08-06 07:00:21,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7071988,2013-08-06 07:00:22,submit decision,submit decision,0,
7071988,2013-08-06 07:00:23,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7071988,2013-08-06 16:14:22,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7073603,2013-03-21 08:00:05,register submission date request,register submission date request,0,
7073603,2013-03-26 20:04:23,regular procedure without MER,regular procedure without MER,0,
7073603,2013-03-26 20:04:24,start WABOprocedure,start WABOprocedure,0,
7073603,2013-10-15 07:00:54,article 34  WABO applies,article 34  WABO applies,0,
7073603,2013-10-15 07:00:55,ask stakeholders views,ask stakeholders views,0,
7073603,2013-10-15 07:00:56,assessment of content completed,assessment of content completed,0,
7073603,2013-10-15 07:00:57,by law,by law,0,
7073603,2013-10-15 07:00:58,completed subcases content,completed subcases content,0,
7073603,2013-10-15 07:00:59,coordination of application,coordination of application,0,
7073603,2013-10-15 07:01:00,create subcases completeness,create subcases completeness,0,
7073603,2013-10-15 07:01:01,creating environmental permit decision,creating environmental permit decision,0,
7073603,2013-10-15 07:01:02,decision date prior to decision,decision date prior to decision,0,
7073603,2013-10-15 07:01:03,grounds for refusal,grounds for refusal,0,
7073603,2013-10-15 07:01:04,phase advice known,phase advice known,0,
7073603,2013-10-15 07:01:05,phase application receptive,phase application received,0,
7073603,2013-10-15 07:01:06,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7073603,2013-10-15 07:01:07,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7073603,2013-10-15 07:01:08,procedure change after completeness,procedure change after completeness,0,
7073603,2013-10-15 07:01:09,request complete,request complete,0,
7073603,2013-10-15 07:01:10,send letter in progress,send letter in progress,0,
7073603,2013-10-15 07:01:11,set decision status,set decision status,0,
7073603,2013-10-15 07:01:12,suspension ground applicable,suspension ground applicable,0,
7073603,2013-10-15 07:01:13,treat subcases content,treat subcases content,0,
7073603,2013-10-16 07:00:01,phase decision ready,phase decision ready,0,
7073603,2013-10-16 07:00:02,submit decision,submit decision,0,
7073603,2013-10-21 07:00:01,creating cover letter decision,creating cover letter decision,0,
7073603,2013-10-21 07:00:02,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7073603,2013-10-21 07:00:03,phase decision sent,phase decision sent,0,
7073603,2013-10-21 07:00:04,phase decision taken,phase decision taken,0,
7073603,2013-10-21 07:00:05,register objection and appeal periods,register objection and appeal periods,0,
7073603,2013-10-21 07:00:06,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7073603,2013-10-22 07:00:02,enter senddate decision,enter senddate decision,0,
7073603,2013-10-22 07:00:03,record date of decision environmental permit,record date of decision environmental permit,0,
7073603,2013-10-22 07:00:04,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7073603,2013-10-28 08:00:03,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7073603,2013-10-28 08:00:04,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7076150,2013-03-21 08:00:06,register submission date request,register submission date request,0,
7076150,2013-03-26 22:15:45,phase application received,phase application received,0,
7076150,2013-03-26 22:15:46,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
7076150,2013-03-26 22:17:32,Check:homonymous,Check,1,homonymous Label(Activity:'send confirmation receipt')
7076150,2013-03-26 22:17:37,regular procedure without MER,regular procedure without MER,0,
7076150,2013-03-26 22:17:38,start WABOprocedure,start WABOprocedure,0,
7076150,2013-05-06 07:01:14,create subcases completeness,create subcases completeness,0,
7076150,2013-05-06 07:01:15,phase asked additional information,phase asked additional information,0,
7076150,2013-05-06 07:01:16,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7076150,2013-05-06 07:01:17,request complete,request complete,0,
7076150,2013-05-06 07:01:18,retrieve missing data,retrieve missing data,0,
7076150,2013-05-06 07:01:19,term for supplying missing data,term for supplying missing data,0,
7076150,2013-05-16 07:00:04,enter receipt of additional data,enter receipt of additional data,0,
7076150,2013-05-16 07:00:05,phase additional information received,receive additional information,0,
7076150,2013-05-16 07:00:06,receive additional information,receive additional information,0,
7076150,2013-05-16 07:00:07,send confirmation receipt additional data,send confirmation receipt additional data,0,
7076150,2013-05-21 07:00:43,MER present in supplement,MER present in supplement,0,
7076150,2013-05-21 07:00:44,article 34  WABO applies,article 34  WABO applies,0,
7076150,2013-05-21 07:00:45,ask stakeholders views,ask stakeholders views,0,
7076150,2013-05-21 07:00:46,assessment of content completed,assessment of content completed,0,
7076150,2013-05-21 07:00:47,by law,by law,0,
7076150,2013-05-21 07:00:48,completed subcases content,completed subcases content,0,
7076150,2013-05-21 07:00:49,coordination of application,coordination of application,0,
7076150,2013-05-21 07:00:50,create publication document,create publication document,0,
7076150,2013-05-21 07:00:51,creating cover letter decision,creating cover letter decision,0,
7076150,2013-05-21 07:00:52,creating environmental permit decision,creating environmental permit decision,0,
7076150,2013-05-21 07:00:53,decision date prior to decision,decision date prior to decision,0,
7076150,2013-05-21 07:00:54,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7076150,2013-05-21 07:00:55,generating decision environmental permit,generating decision environmental permit,0,
7076150,2013-05-21 07:00:56,grounds for refusal,grounds for refusal,0,
7076150,2013-05-21 07:00:57,phase advice known,phase advice known,0,
7076150,2013-05-21 07:00:58,phase application receptive,phase application received,0,
7076150,2013-05-21 07:00:59,phase decision sent,phase decision sent,0,
7076150,2013-05-21 07:01:00,phase decision taken,phase decision taken,0,
7076150,2013-05-21 07:01:01,Check:homonymous,Check,1,homonymous Label(Activity:'procedure change')
7076150,2013-05-21 07:01:02,procedure change after completeness,procedure change after completeness,0,
7076150,2013-05-21 07:01:03,register objection and appeal periods,register objection and appeal periods,0,
7076150,2013-05-21 07:01:04,request complete,request complete,0,
7076150,2013-05-21 07:01:05,send letter in progress,send letter in progress,0,
7076150,2013-05-21 07:01:06,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7076150,2013-05-21 07:01:07,set decision status,set decision status,0,
7076150,2013-05-21 07:01:08,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7076150,2013-05-21 07:01:09,suspension ground applicable,suspension ground applicable,0,
7076150,2013-05-21 07:01:10,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7076150,2013-05-21 07:01:11,treat subcases content,treat subcases content,0,
7076150,2013-05-21 21:33:37,Check:homonymous,Check,1,homonymous Label(Activity:'enter senddate decision environmental permit')
7077803,2013-03-21 08:00:07,register submission date request,register submission date request,0,
7077803,2013-03-26 23:18:20,phase application received,phase application received,0,
7077803,2013-03-26 23:20:33,send confirmation receipt,send confirmation receipt,0,
7077803,2013-03-26 23:20:36,regular procedure without MER,regular procedure without MER,0,
7077803,2013-03-26 23:20:37,start WABOprocedure,start WABOprocedure,0,
7077803,2013-05-14 07:00:31,create procedure confirmation,enter senddate procedure confirmation,0,
7077803,2013-05-14 07:00:32,create subcases completeness,create subcases completeness,0,
7077803,2013-05-14 07:00:33,phase asked additional information,phase asked additional information,0,
7077803,2013-05-14 07:00:34,procedure change,procedure change,0,
7077803,2013-05-14 07:00:35,request complete,request complete,0,
7077803,2013-05-14 07:00:36,retrieve missing data,retrieve missing data,0,
7077803,2013-05-14 07:00:37,term for supplying missing data,term for supplying missing data,0,
7077803,2013-06-14 07:00:01,enter receipt of additional data,enter receipt of additional data,0,
7077803,2013-06-14 07:00:02,phase additional information received,receive additional information,0,
7077803,2013-06-14 07:00:03,phase application receptive,phase application received,0,
7077803,2013-06-14 07:00:04,procedure change after completeness,procedure change after completeness,0,
7077803,2013-06-14 07:00:05,receive additional information,receive additional information,0,
7077803,2013-06-14 07:00:06,request complete,request complete,0,
7077803,2013-06-14 07:00:07,send confirmation receipt additional data,send confirmation receipt additional data,0,
7077803,2013-06-14 07:00:08,send letter in progress,send letter in progress,0,
7077803,2013-06-25 07:00:01,article 34  WABO applies,article 34  WABO applies,0,
7077803,2013-06-25 07:00:02,ask stakeholders views,ask stakeholders views,0,
7077803,2013-06-25 07:00:03,assessment of content completed,assessment of content completed,0,
7077803,2013-06-25 07:00:04,by law,by law,0,
7077803,2013-06-25 07:00:05,completed subcases content,completed subcases content,0,
7077803,2013-06-25 07:00:06,coordination of application,coordination of application,0,
7077803,2013-06-25 07:00:07,create publication document,create publication document,0,
7077803,2013-06-25 07:00:08,creating cover letter decision,creating cover letter decision,0,
7077803,2013-06-25 07:00:09,creating environmental permit decision,creating environmental permit decision,0,
7077803,2013-06-25 07:00:10,decision date prior to decision,decision date prior to decision,0,
7077803,2013-06-25 07:00:11,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
7077803,2013-06-25 07:00:12,generating decision environmental permit,generating decision environmental permit,0,
7077803,2013-06-25 07:00:13,grounds for refusal,grounds for refusal,0,
7077803,2013-06-25 07:00:14,phase advice known,phase advice known,0,
7077803,2013-06-25 07:00:15,phase decision ready,phase decision ready,0,
7077803,2013-06-25 07:00:16,phase decision sent,phase decision sent,0,
7077803,2013-06-25 07:00:17,phase decision taken,phase decision taken,0,
7077803,2013-06-25 07:00:18,procedure change,procedure change,0,
7077803,2013-06-25 07:00:19,register objection and appeal periods,register objection and appeal periods,0,
7077803,2013-06-25 07:00:20,set decision phase decision permitting decided,set decision phase decision permitting decided,0,
7077803,2013-06-25 07:00:21,set decision status,set decision status,0,
7077803,2013-06-25 07:00:22,start decision phase decision permitting sent,set decision phase decision permitting decided,0,
7077803,2013-06-25 07:00:23,submit decision,submit decision,0,
7077803,2013-06-25 07:00:24,suspension ground applicable,suspension ground applicable,0,
7077803,2013-06-25 07:00:25,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,0,
7077803,2013-06-25 07:00:26,treat subcases content,treat subcases content,0,
7077803,2013-06-25 20:36:56,enter senddate decision environmental permit,enter senddate decision environmental permit,0,
7079364,2013-03-21 08:00:08,register submission date request,register submission date request,0,
7079364,2013-03-28 20:56:27,phase application received,phase application received,0,
